game_id,date,start_time_iso,_start_dt,display_date,start_time_display,start_time_local,start_tz_abbr
401824034,2025-12-05,2025-12-06T00:00:00Z,2025-12-06T00:00:00Z,2025-12-05,6:00 PM,2025-12-05 18:00,CST
401827112,2025-12-05,2025-12-06T00:00:00Z,2025-12-06T00:00:00Z,2025-12-05,6:00 PM,2025-12-05 18:00,CST
401826979,2025-12-05,2025-12-06T00:00:00Z,2025-12-06T00:00:00Z,2025-12-05,6:00 PM,2025-12-05 18:00,CST
401824891,2025-12-05,2025-12-06T00:00:00Z,2025-12-06T00:00:00Z,2025-12-05,6:00 PM,2025-12-05 18:00,CST
401822739,2025-12-05,2025-12-06T00:00:00Z,2025-12-06T00:00:00Z,2025-12-05,6:00 PM,2025-12-05 18:00,CST
401820582,2025-12-05,2025-12-06T00:00:00Z,2025-12-06T00:00:00Z,2025-12-05,6:00 PM,2025-12-05 18:00,CST
401820213,2025-12-05,2025-12-06T00:00:00Z,2025-12-06T00:00:00Z,2025-12-05,6:00 PM,2025-12-05 18:00,CST
401818554,2025-12-05,2025-12-06T00:00:00Z,2025-12-06T00:00:00Z,2025-12-05,6:00 PM,2025-12-05 18:00,CST
401813380,2025-12-05,2025-12-06T00:00:00Z,2025-12-06T00:00:00Z,2025-12-05,6:00 PM,2025-12-05 18:00,CST
401813353,2025-12-05,2025-12-06T00:00:00Z,2025-12-06T00:00:00Z,2025-12-05,6:00 PM,2025-12-05 18:00,CST
401813324,2025-12-05,2025-12-06T00:00:00Z,2025-12-06T00:00:00Z,2025-12-05,6:00 PM,2025-12-05 18:00,CST
401813299,2025-12-05,2025-12-06T00:00:00Z,2025-12-06T00:00:00Z,2025-12-05,6:00 PM,2025-12-05 18:00,CST
401812792,2025-12-05,2025-12-06T00:30:00Z,2025-12-06T00:30:00Z,2025-12-05,6:30 PM,2025-12-05 18:30,CST
401827756,2025-12-05,2025-12-06T00:30:00Z,2025-12-06T00:30:00Z,2025-12-05,6:30 PM,2025-12-05 18:30,CST
401826875,2025-12-05,2025-12-06T00:30:00Z,2025-12-06T00:30:00Z,2025-12-05,6:30 PM,2025-12-05 18:30,CST
401823519,2025-12-05,2025-12-06T00:30:00Z,2025-12-06T00:30:00Z,2025-12-05,6:30 PM,2025-12-05 18:30,CST
401819847,2025-12-05,2025-12-06T00:30:00Z,2025-12-06T00:30:00Z,2025-12-05,6:30 PM,2025-12-05 18:30,CST
401808732,2025-12-05,2025-12-06T00:30:00Z,2025-12-06T00:30:00Z,2025-12-05,6:30 PM,2025-12-05 18:30,CST
401812254,2025-12-05,2025-12-06T01:00:00Z,2025-12-06T01:00:00Z,2025-12-05,7:00 PM,2025-12-05 19:00,CST
401824113,2025-12-05,2025-12-06T03:00:00Z,2025-12-06T03:00:00Z,2025-12-05,9:00 PM,2025-12-05 21:00,CST
401824092,2025-12-05,2025-12-06T03:00:00Z,2025-12-06T03:00:00Z,2025-12-05,9:00 PM,2025-12-05 21:00,CST
401831241,2025-12-05,2025-12-05T22:00:00Z,2025-12-05T22:00:00Z,2025-12-05,4:00 PM,2025-12-05 16:00,CST
