game_id,home_team,away_team,closing_total,closing_spread_home,closing_ml_home,closing_ml_away
2025-11-22:albany_great_danes:siena_saints,Siena Saints,Albany Great Danes,139.5,-12.5,,
2025-11-22:arkansas_little_rock_trojans:texas_state_bobcats,Texas State Bobcats,Arkansas-Little Rock Trojans,131.5,-6.0,,
2025-11-22:arkansas_st_red_wolves:smu_mustangs,SMU Mustangs,Arkansas St Red Wolves,172.5,-18.0,,
2025-11-22:army_knights:marist_red_foxes,Marist Red Foxes,Army Knights,131.5,-14.0,,
2025-11-22:austin_peay_governors:tulsa_golden_hurricane,Tulsa Golden Hurricane,Austin Peay Governors,148.5,-8.0,,
2025-11-22:charleston_southern_buccaneers:east_carolina_pirates,East Carolina Pirates,Charleston Southern Buccaneers,156.5,-10.5,,
2025-11-22:coastal_carolina_chanticleers:western_illinois_leathernecks,Western Illinois Leathernecks,Coastal Carolina Chanticleers,138.5,3.0,,
2025-11-22:csu_fullerton_titans:portland_pilots,Portland Pilots,CSU Fullerton Titans,162.0,-5.5,,
2025-11-22:denver_pioneers:colorado_st_rams,Colorado St Rams,Denver Pioneers,149.5,-17.5,,
2025-11-22:evansville_purple_aces:oregon_st_beavers,Oregon St Beavers,Evansville Purple Aces,137.75,-7.5,,
2025-11-22:fort_wayne_mastodons:saint_louis_billikens,Saint Louis Billikens,Fort Wayne Mastodons,166.0,-19.5,,
2025-11-22:georgia_bulldogs:xavier_musketeers,Xavier Musketeers,Georgia Bulldogs,165.5,10.5,,
2025-11-22:georgia_st_panthers:south_dakota_st_jackrabbits,South Dakota St Jackrabbits,Georgia St Panthers,143.5,-12.5,,
2025-11-22:grambling_st_tigers:cal_baptist_lancers,Cal Baptist Lancers,Grambling St Tigers,145.0,-13.5,,
2025-11-22:hampton_pirates:norfolk_st_spartans,Norfolk St Spartans,Hampton Pirates,132.5,-1.5,,
2025-11-22:holy_cross_crusaders:sacred_heart_pioneers,Sacred Heart Pioneers,Holy Cross Crusaders,151.0,-6.75,,
2025-11-22:jackson_st_tigers:arkansas_razorbacks,Arkansas Razorbacks,Jackson St Tigers,159.75,-29.5,,
2025-11-22:kansas_st_wildcats:nebraska_cornhuskers,Nebraska Cornhuskers,Kansas St Wildcats,169.25,-1.5,,
2025-11-22:louisiana_ragin_cajuns:santa_clara_broncos,Santa Clara Broncos,Louisiana Ragin' Cajuns,139.0,-18.5,,
2025-11-22:loyola_md_greyhounds:kentucky_wildcats,Kentucky Wildcats,Loyola (MD) Greyhounds,156.5,-35.5,,
2025-11-22:manhattan_jaspers:texas_a_m_aggies,Texas A&M Aggies,Manhattan Jaspers,163.0,-23.0,,
2025-11-22:maryland_eastern_shore_hawks:canisius_golden_griffins,Canisius Golden Griffins,Maryland-Eastern Shore Hawks,126.5,-2.5,,
2025-11-22:memphis_tigers:wake_forest_demon_deacons,Wake Forest Demon Deacons,Memphis Tigers,161.0,-3.0,,
2025-11-22:merrimack_warriors:florida_gators,Florida Gators,Merrimack Warriors,158.75,-38.25,,
2025-11-22:mississippi_st_bulldogs:new_mexico_lobos,New Mexico Lobos,Mississippi St Bulldogs,151.0,6.5,,
2025-11-22:montana_st_bobcats:long_beach_st_49ers,Long Beach St 49ers,Montana St Bobcats,140.5,3.5,,
2025-11-22:morehead_st_eagles:east_tennessee_st_buccaneers,East Tennessee St Buccaneers,Morehead St Eagles,144.5,-10.5,,
2025-11-22:morgan_st_bears:old_dominion_monarchs,Old Dominion Monarchs,Morgan St Bears,156.5,-13.75,,
2025-11-22:new_orleans_privateers:fresno_st_bulldogs,Fresno St Bulldogs,New Orleans Privateers,153.0,-6.5,,
2025-11-22:niagara_purple_eagles:duke_blue_devils,Duke Blue Devils,Niagara Purple Eagles,146.5,-39.5,,
2025-11-22:northern_illinois_huskies:loyola_chi_ramblers,Loyola (Chi) Ramblers,Northern Illinois Huskies,151.5,-13.5,,
2025-11-22:northwestern_st_demons:grand_canyon_antelopes,Grand Canyon Antelopes,Northwestern St Demons,147.5,-18.5,,
2025-11-22:omaha_mavericks:lsu_tigers,LSU Tigers,Omaha Mavericks,167.5,-20.5,,
2025-11-22:pennsylvania_quakers:drexel_dragons,Drexel Dragons,Pennsylvania Quakers,153.5,-4.5,,
2025-11-22:presbyterian_blue_hose:ucla_bruins,UCLA Bruins,Presbyterian Blue Hose,131.0,-26.5,,
2025-11-22:purdue_boilermakers:texas_tech_red_raiders,Texas Tech Red Raiders,Purdue Boilermakers,153.5,3.5,,
2025-11-22:sacramento_st_hornets:california_golden_bears,California Golden Bears,Sacramento St Hornets,155.5,-21.5,,
2025-11-22:samford_bulldogs:new_mexico_st_aggies,New Mexico St Aggies,Samford Bulldogs,144.5,-8.5,,
2025-11-22:seattle_redhawks:stanford_cardinal,Stanford Cardinal,Seattle Redhawks,150.5,-11.0,,
2025-11-22:south_alabama_jaguars:uab_blazers,UAB Blazers,South Alabama Jaguars,148.5,-6.5,,
2025-11-22:south_carolina_upstate_spartans:west_georgia_wolves,West Georgia Wolves,South Carolina Upstate Spartans,153.5,-3.5,,
2025-11-22:southern_jaguars:san_jos_st_spartans,San José St Spartans,Southern Jaguars,149.0,-5.75,,
2025-11-22:st_thomas_mn_tommies:n_colorado_bears,N Colorado Bears,St. Thomas (MN) Tommies,156.5,3.5,,
2025-11-22:stephen_f_austin_lumberjacks:pepperdine_waves,Pepperdine Waves,Stephen F. Austin Lumberjacks,146.5,1.5,,
2025-11-22:uc_davis_aggies:colorado_buffaloes,Colorado Buffaloes,UC Davis Aggies,153.0,-15.5,,
2025-11-22:uc_riverside_highlanders:san_diego_toreros,San Diego Toreros,UC Riverside Highlanders,151.5,-7.5,,
2025-11-22:unc_wilmington_seahawks:radford_highlanders,Radford Highlanders,UNC Wilmington Seahawks,150.5,4.0,,
