date,game_id,home_team,away_team,start_time_local,start_time_iso,start_tz_abbr,start_min,end_min,half,mu_home_score_end,mu_away_score_end,mu_total_score_end,mu_margin_score_end,q10_home_score_end,q50_home_score_end,q90_home_score_end,q10_away_score_end,q50_away_score_end,q90_away_score_end,q10_total_score_end,q50_total_score_end,q90_total_score_end,q10_margin_score_end,q50_margin_score_end,q90_margin_score_end
2026-01-21,401804891,Sam Houston Bearkats,Kennesaw State Owls,,2026-01-22T00:30:00Z,CST,0,5,1,9.8135,9.579,16.919991162992996,0.2345,5.0,10.0,15.0,5.0,9.0,15.0,15.869721668231657,16.86422778433979,18.000806202749086,-6.0,0.0,7.0
2026-01-21,401804891,Sam Houston Bearkats,Kennesaw State Owls,,2026-01-22T00:30:00Z,CST,5,10,1,19.174,18.8885,34.26257823849461,0.2855,12.0,19.0,27.0,12.0,19.0,26.0,32.774346767364825,34.2541701510871,35.86852293332958,-9.0,0.0,9.0
2026-01-21,401804891,Sam Houston Bearkats,Kennesaw State Owls,,2026-01-22T00:30:00Z,CST,10,15,1,28.6045,28.1085,52.54479749522845,0.496,20.0,28.0,39.0,19.0,28.0,38.0,50.42431244997402,52.44857743303368,54.60779341496399,-10.0,1.0,11.0
2026-01-21,401804891,Sam Houston Bearkats,Kennesaw State Owls,,2026-01-22T00:30:00Z,CST,15,20,1,35.98975,35.42525,70.85165683128274,0.5645,25.0,36.0,47.0,25.0,35.0,46.0,67.66273961864539,70.7756648333933,74.25481654399391,-12.0,1.0,13.0
2026-01-21,401804891,Sam Houston Bearkats,Kennesaw State Owls,,2026-01-22T00:30:00Z,CST,20,25,2,45.702,45.08125,89.57275886888443,0.62075,34.0,45.0,58.0,34.0,45.0,57.0,86.40542205526029,89.44068286716636,92.81319488039532,-13.0,1.0,14.0
2026-01-21,401804891,Sam Houston Bearkats,Kennesaw State Owls,,2026-01-22T00:30:00Z,CST,25,30,2,55.08175,54.34375,108.10968143135148,0.738,43.0,55.0,68.0,42.0,54.0,67.0,104.6030257697964,108.036631470078,111.6419174553737,-14.0,1.0,16.0
2026-01-21,401804891,Sam Houston Bearkats,Kennesaw State Owls,,2026-01-22T00:30:00Z,CST,30,35,2,64.4795,63.639,126.24719568781784,0.8405,51.0,64.0,78.0,50.0,63.0,77.0,122.81061292247183,126.227912355304,129.80794033255674,-15.0,1.0,17.0
2026-01-21,401804891,Sam Houston Bearkats,Kennesaw State Owls,,2026-01-22T00:30:00Z,CST,35,40,2,72.1935,71.3115,147.41019803167563,0.882,58.0,72.0,86.0,57.0,71.0,86.0,143.9310949381669,147.3321288442852,150.88775520068162,-16.0,1.0,18.0
2026-01-21,401804892,Western Kentucky Hilltoppers,Liberty Flames,2026-01-21 19:30,2026-01-22T00:30:00Z,CST,0,5,1,9.59,9.70875,16.906671884652262,-0.11875,5.0,9.0,15.0,5.0,10.0,15.0,15.869721668231657,16.86422778433979,18.000806202749086,-6.0,0.0,6.0
2026-01-21,401804892,Western Kentucky Hilltoppers,Liberty Flames,2026-01-21 19:30,2026-01-22T00:30:00Z,CST,5,10,1,18.79725,19.05375,34.23412527070759,-0.2565,12.0,19.0,26.0,12.0,19.0,26.0,32.774346767364825,34.119640752566895,35.73399353480937,-9.0,0.0,9.0
2026-01-21,401804892,Western Kentucky Hilltoppers,Liberty Flames,2026-01-21 19:30,2026-01-22T00:30:00Z,CST,10,15,1,28.05,28.411,52.510789843513045,-0.361,19.0,28.0,38.0,20.0,28.0,38.0,50.55926344884466,52.44857743303368,54.60779341496399,-11.0,0.0,10.0
2026-01-21,401804892,Western Kentucky Hilltoppers,Liberty Flames,2026-01-21 19:30,2026-01-22T00:30:00Z,CST,15,20,1,35.27825,35.67475,70.76705851074075,-0.3965,25.0,35.0,46.0,25.0,35.0,47.0,67.47962637071903,70.59255158546695,74.07170329606755,-12.0,0.0,12.0
