book,covered_games,coverage_pct
BetMGM,32,0.463768115942029
BetRivers,23,0.3333333333333333
Bovada,23,0.3333333333333333
Caesars,23,0.3333333333333333
DraftKings,23,0.3333333333333333
FanDuel,21,0.30434782608695654
Fanatics,20,0.2898550724637681
BetOnline.ag,6,0.08695652173913043
LowVig.ag,5,0.07246376811594203
BetUS,2,0.028985507246376812
