game_id,season,date_game,start_time,start_time_local,start_tz_abbr,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,neutral_site,venue,start_time_iso,display_date,start_time_local_venue,start_tz_abbr_venue,source,pair_key,event_id,book,market,period,commence_time,last_update,home_team_name,away_team_name,moneyline_home,moneyline_away,home_spread,home_spread_price,away_spread,away_spread_price,total,over_price,under_price,date_line,_day_diff,partial_pair,pred_total_full,pred_margin_full,pred_total_1h,pred_total_2h,pred_margin_1h,pred_margin_2h,pred_total,pred_margin
401805178,2026,2026-01-26,2026-01-27 00:00:00+00:00,2026-01-26 19:00,EST,Tarleton State Texans,Abilene Christian Wildcats,0,0,,,,,False,Wisdom Gym,2026-01-27T00:00:00Z,2026-01-26,,,,abilenechristian::tarletonstate,c3b3229e61905f24b9c8e33793690a89,BetMGM,h2h,full_game,2026-01-27 00:00:00+00:00,2026-01-26 14:03:46+00:00,Tarleton State Texans,Abilene Christian Wildcats,-210.0,170.0,,,,,,,,2026-01-27,1,False,143.47422790527344,-1.943796157836914,70.391495,76.87008,-1.1272473,-0.36431503,143.47422790527344,-1.943796157836914
401812322,2026,2026-01-26,2026-01-26 23:00:00+00:00,2026-01-26 18:00,EST,Fairleigh Dickinson Knights,Le Moyne Dolphins,0,0,,,,,False,Bogota Savings Bank Center,2026-01-26T23:00:00Z,2026-01-26,,,,fairleighdickinson::lemoyne,8c9ff307269aa99e3af867b6173f5693,BetMGM,h2h,full_game,2026-01-26 23:00:00+00:00,2026-01-26 14:03:46+00:00,Fairleigh Dickinson Knights,Le Moyne Dolphins,118.0,-145.0,,,,,,,,2026-01-26,0,False,139.82952880859375,6.809336185455322,68.83254,76.37013,2.0163665,5.019745,139.82952880859375,6.809336185455322
401820698,2026,2026-01-26,2026-01-27 00:00:00+00:00,2026-01-26 19:00,EST,Duke Blue Devils,Louisville Cardinals,0,0,,,,,False,Cameron Indoor Stadium,2026-01-27T00:00:00Z,2026-01-26,,,,dukebluedevils::louisville,12ce2c01eba4033ae2d51e4ad948b5c3,BetMGM,h2h,full_game,2026-01-27 00:00:00+00:00,2026-01-26 14:03:46+00:00,Duke Blue Devils,Louisville Cardinals,-375.0,290.0,,,,,,,,2026-01-27,1,False,101.74366302490236,8.68314266204834,76.831406,80.38006,6.341131,2.612898,101.74366302490236,8.68314266204834
401820816,2026,2026-01-26,2026-01-27 02:00:00+00:00,2026-01-26 21:00,EST,BYU Cougars,Arizona Wildcats,0,0,,,,,False,Marriott Center,2026-01-27T02:00:00Z,2026-01-26,,,,arizona::byu,ceb982aa4725415d7899e029567c053a,BetMGM,h2h,full_game,2026-01-27 02:00:32+00:00,2026-01-26 14:03:46+00:00,BYU Cougars,Arizona Wildcats,115.0,-135.0,,,,,,,,2026-01-27,1,False,154.1859893798828,-21.01073265075684,74.990074,78.55515,-7.4220114,-12.57427,154.1859893798828,-21.01073265075684
401825472,2026,2026-01-26,2026-01-27 00:00:00+00:00,2026-01-26 19:00,EST,Ohio State Buckeyes,Penn State Nittany Lions,0,0,,,,,False,Value City Arena,2026-01-27T00:00:00Z,2026-01-26,,,,ohiostatebuckeyes::pennstatenittany,0e3d23ac1013191d25d4219b05ea7a5f,BetMGM,h2h,full_game,2026-01-27 00:00:00+00:00,2026-01-26 14:03:46+00:00,Ohio State Buckeyes,Penn State Nittany Lions,-900.0,600.0,,,,,,,,2026-01-27,1,False,99.4273811340332,5.110402679443359,74.49586,79.05359,2.8749819,0.59909594,99.4273811340332,5.110402679443359
401827118,2026,2026-01-26,2026-01-27 00:00:00+00:00,2026-01-26 19:00,EST,Bethune-Cookman Wildcats,Alcorn State Braves,0,0,,,,,False,Moore Gymnasium (FL),2026-01-27T00:00:00Z,2026-01-26,,,,alcornstate::bethunecookman,f6f976deafa1626c1015ecacef97c9fa,BetMGM,h2h,full_game,2026-01-27 00:00:53+00:00,2026-01-26 14:03:46+00:00,Bethune-Cookman Wildcats,Alcorn St Braves,-1000.0,625.0,,,,,,,,2026-01-27,1,False,135.25009155273438,3.236495018005371,66.83698,75.269844,-0.47684503,3.876542,135.25009155273438,3.236495018005371
401828665,2026,2026-01-26,2026-01-27 00:00:00+00:00,2026-01-26 19:00,EST,Florida A&M Rattlers,Jackson State Tigers,0,0,,,,,False,Al Lawson Center,2026-01-27T00:00:00Z,2026-01-26,,,,floridaaandmrattlers::jacksonstate,97bcb93d6359d4e25bab647ebc7307bf,BetMGM,h2h,full_game,2026-01-27 00:00:00+00:00,2026-01-26 14:03:46+00:00,Florida A&M Rattlers,Jackson St Tigers,-275.0,220.0,,,,,,,,2026-01-27,1,False,134.00787353515625,1.273573398590088,66.29317,74.939186,-1.5925763,3.0270915,134.00787353515625,1.273573398590088
401828692,2026,2026-01-26,2026-01-27 00:00:00+00:00,2026-01-26 19:00,EST,Norfolk State Spartans,Morgan State Bears,0,0,,,,,False,Joseph G. Echols Hall,2026-01-27T00:00:00Z,2026-01-26,,,,morganstate::norfolkstate,a985b6c18a86d27b9d9dd222c4de528d,BetMGM,h2h,full_game,2026-01-27 00:00:00+00:00,2026-01-26 14:03:46+00:00,Norfolk St Spartans,Morgan St Bears,-500.0,375.0,,,,,,,,2026-01-27,1,False,141.1893310546875,24.004796981811523,69.465805,77.21964,9.891191,14.1159725,141.1893310546875,24.004796981811523
401829286,2026,2026-01-26,2026-01-27 00:30:00+00:00,2026-01-26 19:30,EST,South Carolina State Bulldogs,Delaware State Hornets,0,0,,,,,False,Smith-Hammond-Middleton Memorial Center,2026-01-27T00:30:00Z,2026-01-26,,,,delawarestate::southcarolinastate,1e32f2f119382615c6e2d95b638a92d9,BetMGM,h2h,full_game,2026-01-26 23:00:00+00:00,2026-01-26 14:03:46+00:00,South Carolina St Bulldogs,Delaware St Hornets,-125.0,105.0,,,,,,,,2026-01-26,0,False,135.9125213623047,10.75282859802246,67.14331,75.65581,2.9789042,7.840781,135.9125213623047,10.75282859802246
401808980,2026,2026-01-26,2026-01-27 01:00:00+00:00,2026-01-26 20:00,EST,Texas A&M-Corpus Christi Islanders,UT Rio Grande Valley Vaqueros,0,0,,,,,False,American Bank Center,2026-01-27T01:00:00Z,2026-01-26,,,,texasaandmcorpuschristi::utriograndevalley,a0651f5f4842449ed49fc7c955e54912,BetMGM,h2h,full_game,2026-01-27 01:00:00+00:00,2026-01-26 14:03:46+00:00,Texas A&M-CC Islanders,UT Rio Grande Valley Vaqueros,-180.0,145.0,,,,,,,,2026-01-27,1,True,141.8498077392578,1.023080348968506,69.69432,76.61698,-0.13931179,1.5282294,141.8498077392578,1.023080348968506
401812370,2026,2026-01-26,2026-01-27 00:00:00+00:00,2026-01-26 19:00,EST,Long Island University Sharks,Wagner Seahawks,0,0,,,,,False,Steinberg Wellness Center,2026-01-27T00:00:00Z,2026-01-26,,,,longisland::wagnerseahawks,f559993db26a72056b85ee5148e64912,BetRivers,h2h,full_game,2026-01-27 00:00:00+00:00,2026-01-26 14:03:44+00:00,LIU Sharks,Wagner Seahawks,-625.0,420.0,,,,,,,,2026-01-27,1,True,137.99803161621094,1.184877872467041,68.02385,75.79414,-0.8359821,2.2854729,137.99803161621094,1.184877872467041
401812406,2026,2026-01-26,2026-01-27 00:00:00+00:00,2026-01-26 19:00,EST,Stonehill Skyhawks,Central Connecticut Blue Devils,0,0,,,,,False,Merkert Gymnasium,2026-01-27T00:00:00Z,2026-01-26,,,,centralconnecticutbluedevils::stonehillskyhawks,509ac6c26118e89b14b00d9757e5653a,BetMGM,h2h,full_game,2026-01-27 00:00:00+00:00,2026-01-26 14:03:46+00:00,Stonehill Skyhawks,Central Connecticut St Blue Devils,125.0,-150.0,,,,,,,,2026-01-27,1,True,138.70066833496094,-1.9982547760009768,68.28761,75.824615,-2.1497438,0.41350198,138.70066833496094,-1.9982547760009768
