pair_key,home_team,away_team,our_start_iso,our_start_dt,sched_commence_time,sched_start_time,sched_dt,diff_minutes
floridaatlantic::stmarys,Saint Mary's Gaels,Florida Atlantic Owls,2025-12-20T03:00:00Z,2025-12-20 03:00:00+00:00,,2025-12-20 03:00:00+00:00,2025-12-20 03:00:00+00:00,0.0
floridastateseminoles::mississippivalleystatedeltadevils,Florida State Seminoles,Mississippi Valley State Delta Devils,2025-12-20T00:00:00Z,2025-12-20 00:00:00+00:00,,2025-12-20 00:00:00+00:00,2025-12-20 00:00:00+00:00,0.0
grambling::hampton,Hampton Pirates,Grambling Tigers,2025-12-19T22:00:00Z,2025-12-19 22:00:00+00:00,,2025-12-19 22:00:00+00:00,2025-12-19 22:00:00+00:00,0.0
highpoint::lasalle,High Point Panthers,La Salle Explorers,2025-12-20T00:00:00Z,2025-12-20 00:00:00+00:00,,2025-12-20 00:00:00+00:00,2025-12-20 00:00:00+00:00,0.0
jacksonstate::norfolkstate,Jackson State Tigers,Norfolk State Spartans,2025-12-20T00:30:00Z,2025-12-20 00:30:00+00:00,,2025-12-20 00:30:00+00:00,2025-12-20 00:30:00+00:00,0.0
louisianastate::selouisiana,LSU Tigers,SE Louisiana Lions,2025-12-20T01:00:00Z,2025-12-20 01:00:00+00:00,,2025-12-20 01:00:00+00:00,2025-12-20 01:00:00+00:00,0.0
loyolamarymount::northalabama,Loyola Marymount Lions,North Alabama Lions,2025-12-20T03:00:00Z,2025-12-20 03:00:00+00:00,,2025-12-20 03:00:00+00:00,2025-12-20 03:00:00+00:00,0.0
milwaukee::southdakotastate,Milwaukee Panthers,South Dakota State Jackrabbits,2025-12-19T22:00:00Z,2025-12-19 22:00:00+00:00,,2025-12-19 22:00:00+00:00,2025-12-19 22:00:00+00:00,0.0
notredamemdgators::towson,Towson Tigers,Notre Dame (MD) Gators,2025-12-19T23:00:00Z,2025-12-19 23:00:00+00:00,,2025-12-19 23:00:00+00:00,2025-12-19 23:00:00+00:00,0.0
providence::setonhall,Providence Friars,Seton Hall Pirates,2025-12-19T23:30:00Z,2025-12-19 23:30:00+00:00,,2025-12-19 23:30:00+00:00,2025-12-19 23:30:00+00:00,0.0
reinhardt::samford,Samford Bulldogs,Reinhardt Eagles,2025-12-19T18:00:00Z,2025-12-19 18:00:00+00:00,,2025-12-19 18:00:00+00:00,2025-12-19 18:00:00+00:00,0.0
sandiegotoreros::ucsandiegotritons,UC San Diego Tritons,San Diego Toreros,2025-12-20T03:00:00Z,2025-12-20 03:00:00+00:00,,2025-12-20 03:00:00+00:00,2025-12-20 03:00:00+00:00,0.0
seattleu::washington,Seattle U Redhawks,Washington Huskies,2025-12-20T04:30:00Z,2025-12-20 04:30:00+00:00,,2025-12-20 04:30:00+00:00,2025-12-20 04:30:00+00:00,0.0
tulsa::westernkentuckyhilltoppers,Western Kentucky Hilltoppers,Tulsa Golden Hurricane,2025-12-20T00:30:00Z,2025-12-20 00:30:00+00:00,,2025-12-20 00:30:00+00:00,2025-12-20 00:30:00+00:00,0.0
villanova::wisconsinbadgers,Villanova Wildcats,Wisconsin Badgers,2025-12-20T01:00:00Z,2025-12-20 01:00:00+00:00,,2025-12-20 01:00:00+00:00,2025-12-20 01:00:00+00:00,0.0
