game_id,season,date_game,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,neutral_site,venue,start_time,source,start_time_local,start_tz_abbr,start_time_iso,display_date,start_time_local_venue,start_tz_abbr_venue,pair_key,event_id,book,market,period,commence_time,last_update,home_team_name,away_team_name,moneyline_home,moneyline_away,home_spread,home_spread_price,away_spread,away_spread_price,total,over_price,under_price,date_line,_day_diff,partial_pair,pred_total_full,pred_margin_full,pred_total_1h,pred_total_2h,pred_margin_1h,pred_margin_2h,pred_total,pred_margin
401817512,2025.0,2025-12-14,Purdue Fort Wayne Mastodons,Detroit Mercy Titans,0.0,0.0,,,,,False,Memorial Coliseum (IN),2025-12-14 22:00:00+00:00,,2025-12-14 17:00,EST,2025-12-14T22:00:00Z,2025-12-14,,,detroitmercy::purduefortwaynemastodons,34c347500379aaf636c732eb0efb8251,BetMGM,h2h,2h,2025-12-14 22:00:00+00:00,2025-12-14 15:17:34+00:00,Fort Wayne Mastodons,Detroit Mercy Titans,-450.0,333.0,,,,,,,,2025-12-14,0.0,False,92.2889289855957,6.730815887451172,70.2492,77.080475,2.7844596,4.596115,77.080475,4.596115
401817512,2025.0,2025-12-14,Purdue Fort Wayne Mastodons,Detroit Mercy Titans,0.0,0.0,,,,,False,Memorial Coliseum (IN),2025-12-14 22:00:00+00:00,,2025-12-14 17:00,EST,2025-12-14T22:00:00Z,2025-12-14,,,detroitmercy::purduefortwaynemastodons,34c347500379aaf636c732eb0efb8251,BetMGM,spreads,full_game,2025-12-14 22:00:00+00:00,2025-12-14 15:17:34+00:00,Fort Wayne Mastodons,Detroit Mercy Titans,,,-8.5,-118.0,8.5,-102.0,,,,2025-12-14,0.0,False,92.2889289855957,6.730815887451172,70.2492,77.080475,2.7844596,4.596115,92.2889289855957,6.730815887451172
401817512,2025.0,2025-12-14,Purdue Fort Wayne Mastodons,Detroit Mercy Titans,0.0,0.0,,,,,False,Memorial Coliseum (IN),2025-12-14 22:00:00+00:00,,2025-12-14 17:00,EST,2025-12-14T22:00:00Z,2025-12-14,,,detroitmercy::purduefortwaynemastodons,34c347500379aaf636c732eb0efb8251,BetMGM,totals,full_game,2025-12-14 22:00:00+00:00,2025-12-14 15:17:34+00:00,Fort Wayne Mastodons,Detroit Mercy Titans,,,,,,,153.5,-105.0,-115.0,2025-12-14,0.0,False,92.2889289855957,6.730815887451172,70.2492,77.080475,2.7844596,4.596115,92.2889289855957,6.730815887451172
401817512,2025.0,2025-12-14,Purdue Fort Wayne Mastodons,Detroit Mercy Titans,0.0,0.0,,,,,False,Memorial Coliseum (IN),2025-12-14 22:00:00+00:00,,2025-12-14 17:00,EST,2025-12-14T22:00:00Z,2025-12-14,,,detroitmercy::purduefortwaynemastodons,34c347500379aaf636c732eb0efb8251,BetOnline.ag,h2h,2h,2025-12-14 22:00:00+00:00,2025-12-14 15:16:30+00:00,Fort Wayne Mastodons,Detroit Mercy Titans,-425.0,334.0,,,,,,,,2025-12-14,0.0,False,92.2889289855957,6.730815887451172,70.2492,77.080475,2.7844596,4.596115,77.080475,4.596115
401817512,2025.0,2025-12-14,Purdue Fort Wayne Mastodons,Detroit Mercy Titans,0.0,0.0,,,,,False,Memorial Coliseum (IN),2025-12-14 22:00:00+00:00,,2025-12-14 17:00,EST,2025-12-14T22:00:00Z,2025-12-14,,,detroitmercy::purduefortwaynemastodons,34c347500379aaf636c732eb0efb8251,BetOnline.ag,spreads,full_game,2025-12-14 22:00:00+00:00,2025-12-14 15:16:30+00:00,Fort Wayne Mastodons,Detroit Mercy Titans,,,-9.0,-108.0,9.0,-112.0,,,,2025-12-14,0.0,False,92.2889289855957,6.730815887451172,70.2492,77.080475,2.7844596,4.596115,92.2889289855957,6.730815887451172
401817512,2025.0,2025-12-14,Purdue Fort Wayne Mastodons,Detroit Mercy Titans,0.0,0.0,,,,,False,Memorial Coliseum (IN),2025-12-14 22:00:00+00:00,,2025-12-14 17:00,EST,2025-12-14T22:00:00Z,2025-12-14,,,detroitmercy::purduefortwaynemastodons,34c347500379aaf636c732eb0efb8251,BetOnline.ag,totals,full_game,2025-12-14 22:00:00+00:00,2025-12-14 15:16:30+00:00,Fort Wayne Mastodons,Detroit Mercy Titans,,,,,,,154.0,-105.0,-115.0,2025-12-14,0.0,False,92.2889289855957,6.730815887451172,70.2492,77.080475,2.7844596,4.596115,92.2889289855957,6.730815887451172
401817512,2025.0,2025-12-14,Purdue Fort Wayne Mastodons,Detroit Mercy Titans,0.0,0.0,,,,,False,Memorial Coliseum (IN),2025-12-14 22:00:00+00:00,,2025-12-14 17:00,EST,2025-12-14T22:00:00Z,2025-12-14,,,detroitmercy::purduefortwaynemastodons,34c347500379aaf636c732eb0efb8251,BetRivers,h2h,2h,2025-12-14 22:00:00+00:00,2025-12-14 15:17:21+00:00,Fort Wayne Mastodons,Detroit Mercy Titans,-435.0,300.0,,,,,,,,2025-12-14,0.0,False,92.2889289855957,6.730815887451172,70.2492,77.080475,2.7844596,4.596115,77.080475,4.596115
401817512,2025.0,2025-12-14,Purdue Fort Wayne Mastodons,Detroit Mercy Titans,0.0,0.0,,,,,False,Memorial Coliseum (IN),2025-12-14 22:00:00+00:00,,2025-12-14 17:00,EST,2025-12-14T22:00:00Z,2025-12-14,,,detroitmercy::purduefortwaynemastodons,34c347500379aaf636c732eb0efb8251,BetRivers,spreads,full_game,2025-12-14 22:00:00+00:00,2025-12-14 15:17:21+00:00,Fort Wayne Mastodons,Detroit Mercy Titans,,,-8.5,-110.0,8.5,-115.0,,,,2025-12-14,0.0,False,92.2889289855957,6.730815887451172,70.2492,77.080475,2.7844596,4.596115,92.2889289855957,6.730815887451172
401817512,2025.0,2025-12-14,Purdue Fort Wayne Mastodons,Detroit Mercy Titans,0.0,0.0,,,,,False,Memorial Coliseum (IN),2025-12-14 22:00:00+00:00,,2025-12-14 17:00,EST,2025-12-14T22:00:00Z,2025-12-14,,,detroitmercy::purduefortwaynemastodons,34c347500379aaf636c732eb0efb8251,BetRivers,totals,full_game,2025-12-14 22:00:00+00:00,2025-12-14 15:17:21+00:00,Fort Wayne Mastodons,Detroit Mercy Titans,,,,,,,153.5,-114.0,-112.0,2025-12-14,0.0,False,92.2889289855957,6.730815887451172,70.2492,77.080475,2.7844596,4.596115,92.2889289855957,6.730815887451172
401817512,2025.0,2025-12-14,Purdue Fort Wayne Mastodons,Detroit Mercy Titans,0.0,0.0,,,,,False,Memorial Coliseum (IN),2025-12-14 22:00:00+00:00,,2025-12-14 17:00,EST,2025-12-14T22:00:00Z,2025-12-14,,,detroitmercy::purduefortwaynemastodons,34c347500379aaf636c732eb0efb8251,BetUS,h2h,2h,2025-12-14 22:00:00+00:00,2025-12-14 15:17:08+00:00,Fort Wayne Mastodons,Detroit Mercy Titans,-425.0,333.0,,,,,,,,2025-12-14,0.0,False,92.2889289855957,6.730815887451172,70.2492,77.080475,2.7844596,4.596115,77.080475,4.596115
