game_id,date,home_team,away_team,home_off_rating,away_off_rating,home_def_rating,away_def_rating,home_tempo_rating,away_tempo_rating,tempo_rating_sum
401826056,2025-12-12,UMBC Retrievers,Army Black Knights,102.0,103.0,94.0,93.0,74.0,74.0,148.0
401830119,2025-12-12,UNC Greensboro Spartans,William Peace Pacers,101.0,101.0,99.0,95.0,69.0,70.0,139.0
401826971,2025-12-12,Gardner-Webb Runnin' Bulldogs,Brevard Tornados,109.0,104.0,98.0,96.0,69.0,70.0,139.0
401823496,2025-12-12,Queens University Royals,South Carolina State Bulldogs,101.0,105.0,99.0,95.0,72.0,73.0,145.0
401823328,2025-12-12,Xavier Musketeers,Missouri State Bears,110.0,108.0,97.0,92.0,70.0,71.0,141.0
401823042,2025-12-12,North Carolina A&T Aggies,Maryland Eastern Shore Hawks,106.0,102.0,94.0,98.0,71.0,73.0,144.0
401822353,2025-12-12,Stonehill Skyhawks,Vermont State - Johnson Badgers,102.0,101.0,94.0,99.0,70.0,70.0,140.0
401812794,2025-12-12,UConn Huskies,Texas Longhorns,105.0,107.0,95.0,93.0,70.0,69.0,139.0
401829476,2025-12-12,South Dakota State Jackrabbits,Dakota Wesleyan Tigers,100.0,103.0,100.0,97.0,67.0,67.0,134.0
401824893,2025-12-12,Austin Peay Governors,East Tennessee State Buccaneers,104.0,111.0,96.0,98.0,71.0,72.0,143.0
401820489,2025-12-12,Texas A&M-Corpus Christi Islanders,Dallas Christian Crusaders,103.0,104.0,97.0,96.0,67.0,68.0,135.0
401808702,2025-12-12,McNeese Cowboys,East Texas A&M Lions,103.0,102.0,100.0,98.0,75.0,75.0,150.0
401823506,2025-12-12,Eastern Washington Eagles,California Baptist Lancers,103.0,104.0,97.0,96.0,74.0,75.0,149.0
