game_id,home_team,away_team,pred_total,pred_margin,market_total,spread_home
401820557,San Diego State Aztecs,Air Force Falcons,148.31503295898438,32.546470642089844,,
401827197,Ole Miss Rebels,Alabama A&M Bulldogs,145.5596160888672,39.74838638305664,,
401812267,Alabama Crimson Tide,South Florida Bulls,150.26760070800782,25.43022226969401,,
401819849,Cincinnati Bearcats,Alabama State Hornets,149.51332092285156,49.65568542480469,,
401813764,UCLA Bruins,Arizona State Sun Devils,154.06390380859375,15.41769027709961,,
401827135,Arkansas-Pine Bluff Golden Lions,Champion Christian Tigers,138.60272216796875,-2.151019096374512,,
401808575,Texas State Bobcats,Arkansas State Red Wolves,143.03460693359375,0.8276309967041016,,
401823222,Bellarmine Knights,Chattanooga Mocs,144.3970489501953,2.204235792160034,,
401817191,Saint Louis Billikens,Bethune-Cookman Wildcats,141.464111328125,26.789697647094727,,
401817450,Pittsburgh Panthers,Binghamton Bearcats,144.05294799804688,6.348403453826904,,
401825390,West Georgia Wolves,Brewton-Parker Wildcats,141.8512420654297,2.9149398803710938,,
401824131,UC Davis Aggies,Seattle U Redhawks,142.35910034179688,-4.6805291175842285,,
401824035,Gonzaga Bulldogs,Campbell Fighting Camels,156.79812622070312,36.69535446166992,,
401824941,Central Arkansas Bears,Kansas Christian Falcons,138.88717651367188,-1.7074050903320312,,
401823458,Central Michigan Chippewas,Olivet Comets,141.44027709960938,2.2740488052368164,,
401827453,Charleston Cougars,The Citadel Bulldogs,143.95465087890625,16.068538665771484,,
401826877,UAB Blazers,Cleveland State Vikings,91.8090446472168,7.209713459014893,,
401819869,Colorado Buffaloes,Portland State Vikings,146.57484436035156,10.281219482421877,,
401811113,South Dakota Coyotes,Dakota State Trojans,142.94078063964844,4.614023208618164,,
401820815,East Carolina Pirates,Presbyterian Blue Hose,140.03109741210938,17.255178451538086,,
401828314,Jacksonville State Gamecocks,Eastern Kentucky Colonels,143.58433532714844,16.774215698242188,,
401823507,Washington State Cougars,Eastern Washington Eagles,145.93228149414062,6.785332679748535,,
401817179,Elon Phoenix,Richmond Spiders,140.48109436035156,-6.819515705108643,,
401823349,Florida A&M Rattlers,Jacksonville Dolphins,134.9791717529297,-6.847311496734619,,
401822870,Marquette Golden Eagles,Georgetown Hoyas,148.14813842773435,16.045318603515625,,
401828479,Green Bay Phoenix,UC Santa Barbara Gauchos,138.8849884033203,-12.208380381266275,,
401808919,Nicholls Colonels,Houston Christian Huskies,138.94703674316406,16.558818817138672,,
401808577,Old Dominion Monarchs,James Madison Dukes,144.08795166015625,-16.64601707458496,,
401822999,Middle Tennessee Blue Raiders,Kennesaw State Owls,142.50064086914062,18.302663803100582,,
401817536,Wake Forest Demon Deacons,Longwood Lancers,143.10313415527344,27.675750732421875,,
401826848,Tulane Green Wave,Louisiana Tech Bulldogs,143.0362548828125,-3.7338128089904794,,
401817162,San Francisco Dons,Loyola Chicago Ramblers,147.58612060546875,-4.445176601409912,,
401823043,Wagner Seahawks,Maryland Eastern Shore Hawks,137.87533569335938,16.32054901123047,,
401826799,Memphis Tigers,Vanderbilt Commodores,150.6581268310547,4.667364120483398,,
401823491,UCF Knights,Mercer Bears,147.77244567871094,3.672362565994263,,
401817484,Syracuse Orange,Mercyhurst Lakers,146.2739715576172,9.812021255493164,,
401828739,North Carolina Central Eagles,Mid-Atlantic Christian Mustangs,142.9788055419922,4.673332214355469,,
401820585,Monmouth Hawks,Quinnipiac Bobcats,139.99942016601562,4.269399642944336,,
401828295,Montana Grizzlies,Montana Tech Orediggers,143.8192578125,7.135303001403808,,
401817260,NC State Wolfpack,Texas Southern Tigers,147.91104125976562,19.755062103271484,,
401817593,Northern Kentucky Norse,Oakland Golden Grizzlies,90.8603385925293,8.153317737579346,,
401824123,Santa Clara Broncos,North Texas Mean Green,144.27284240722656,-7.344210147857666,,
401824093,Oregon Ducks,Portland Pilots,142.29310302734376,21.05510368347168,,
401823356,Oregon State Beavers,Sam Houston Bearkats,140.29760498046875,0.9553414948781332,,
401826811,Rice Owls,Southwestern Christian Eagles,142.3488006591797,3.6908578872680655,,
401817594,Robert Morris Colonials,Youngstown State Penguins,142.74105834960938,2.7216920852661133,,
401822837,Vermont Catamounts,Siena Saints,143.66643127441404,15.075913747151692,,
401808578,UL Monroe Warhawks,South Alabama Jaguars,142.83763122558594,-1.131211757659912,,
401827065,South Carolina Upstate Spartans,Southern Wesleyan Warriors,141.8512420654297,2.9149398803710938,,
401817473,Stanford Cardinal,UT Arlington Mavericks,136.81830240885415,7.136421362559,,
401808967,Stephen F. Austin Lumberjacks,Texas A&M-Corpus Christi Islanders,141.81759643554688,3.686926126480103,,
401827496,Stony Brook Seawolves,UAlbany Great Danes,142.34228515625,1.1561391353607178,,
401827440,USC Trojans,UTSA Roadrunners,141.59005737304688,17.52127799987793,,
401826953,Utah Valley Wolverines,Weber State Wildcats,145.32275390625,8.146799087524414,,
401826883,Wichita State Shockers,Wofford Terriers,138.18045043945312,10.621791076660156,,
