game_id,season,date_game,start_time,start_time_local,start_tz_abbr,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,neutral_site,venue,start_time_iso,display_date,start_time_local_venue,start_tz_abbr_venue,source,pair_key,event_id,book,market,period,commence_time,last_update,home_team_name,away_team_name,moneyline_home,moneyline_away,home_spread,home_spread_price,away_spread,away_spread_price,total,over_price,under_price,date_line,_day_diff,partial_pair,pred_total_full,pred_margin_full,pred_total_1h,pred_total_2h,pred_margin_1h,pred_margin_2h,pred_total,pred_margin
401806480,2026,2026-02-10,2026-02-11 01:30:00+00:00,2026-02-10 20:30,EST,Western Illinois Leathernecks,Eastern Illinois Panthers,0,0,,,,,False,Western Hall,2026-02-11T01:30:00Z,2026-02-10,,,,easternillinois::westernillinoisleathernecks,8dc00b873f18a07bf9bfd8658e5d95cd,BetMGM,h2h,full_game,2026-02-11 01:30:00+00:00,2026-02-10 22:44:13+00:00,Western Illinois Leathernecks,Eastern Illinois Panthers,165.0,-200.0,,,,,,,,2026-02-11,1,False,143.9862518310547,16.0615177154541,70.65905,77.56357,6.9366026,9.318786,143.9862518310547,16.0615177154541
401808229,2026,2026-02-10,2026-02-11 00:00:00+00:00,2026-02-10 19:00,EST,Auburn Tigers,Vanderbilt Commodores,0,0,,,,,False,Neville Arena,2026-02-11T00:00:00Z,2026-02-10,,,,auburn::vanderbilt,0dd35434632eb878faa3d79338acf8f9,BetMGM,h2h,full_game,2026-02-11 00:00:00+00:00,2026-02-10 22:44:13+00:00,Auburn Tigers,Vanderbilt Commodores,-175.0,145.0,,,,,,,,2026-02-11,1,False,155.07781982421875,16.99983024597168,75.47287,79.978516,9.5636635,7.9003477,155.07781982421875,16.99983024597168
401808231,2026,2026-02-10,2026-02-11 02:00:00+00:00,2026-02-10 21:00,EST,LSU Tigers,Arkansas Razorbacks,0,0,,,,,False,Pete Maravich Assembly Center,2026-02-11T02:00:00Z,2026-02-10,,,,arkansas::louisianastate,a71ee5a69ce1536df83ded23cf2aa871,BetMGM,h2h,full_game,2026-02-11 02:00:00+00:00,2026-02-10 22:44:13+00:00,LSU Tigers,Arkansas Razorbacks,170.0,-210.0,,,,,,,,2026-02-11,1,False,151.5762176513672,-9.747873306274414,73.8864,78.35903,-2.9622152,-6.007963,151.5762176513672,-9.747873306274414
401820569,2026,2026-02-10,2026-02-11 02:00:00+00:00,2026-02-10 21:00,EST,Air Force Falcons,Colorado State Rams,0,0,,,,,False,Clune Arena,2026-02-11T02:00:00Z,2026-02-10,,,,airforce::coloradostate,4f3debdc9036596ec9d80b0b8a511085,BetMGM,h2h,full_game,2026-02-11 02:00:00+00:00,2026-02-10 22:44:13+00:00,Air Force Falcons,Colorado St Rams,875.0,-1600.0,,,,,,,,2026-02-11,1,False,140.73663330078125,-13.261323928833008,69.175385,75.91482,-6.6777163,-6.0309334,140.73663330078125,-13.261323928833008
401820731,2026,2026-02-10,2026-02-11 00:00:00+00:00,2026-02-10 19:00,EST,Miami Hurricanes,North Carolina Tar Heels,0,0,,,,,False,Watsco Center,2026-02-11T00:00:00Z,2026-02-10,,,,miamihurricanes::northcarolina,f9f88ff2ea980bba02d9ca1f01b06325,BetMGM,h2h,full_game,2026-02-11 00:00:00+00:00,2026-02-10 22:44:13+00:00,Miami Hurricanes,North Carolina Tar Heels,-105.0,-115.0,,,,,,,,2026-02-11,1,False,140.50738220214845,-8.522302508354187,74.45959,78.29752,-7.591172,-12.269585,140.50738220214845,-8.522302508354187
401820734,2026,2026-02-10,2026-02-11 00:00:00+00:00,2026-02-10 19:00,EST,Florida State Seminoles,Virginia Cavaliers,0,0,,,,,False,Tucker Center,2026-02-11T00:00:00Z,2026-02-10,,,,floridastateseminoles::virginiacavaliers,f8a1c815dae7076ea0205a4cbaa27b79,BetMGM,h2h,full_game,2026-02-11 00:00:00+00:00,2026-02-10 22:44:13+00:00,Florida St Seminoles,Virginia Cavaliers,280.0,-350.0,,,,,,,,2026-02-11,1,False,150.53460388183595,-1.1980249404907233,75.0931,78.93262,-2.7535598,-6.918192,150.53460388183595,-1.1980249404907233
401820736,2026,2026-02-10,2026-02-11 02:00:00+00:00,2026-02-10 21:00,EST,Pittsburgh Panthers,Duke Blue Devils,0,0,,,,,False,Petersen Events Center,2026-02-11T02:00:00Z,2026-02-10,,,,dukebluedevils::pittsburgh,42d29a42babbc2928a9b5d2985226bf8,BetMGM,h2h,full_game,2026-02-11 02:00:00+00:00,2026-02-10 22:44:13+00:00,Pittsburgh Panthers,Duke Blue Devils,1100.0,-2500.0,,,,,,,,2026-02-11,1,False,93.99173202514648,-18.69841537475586,73.287674,77.1768,-15.77402,-21.224438,93.99173202514648,-18.69841537475586
401820737,2026,2026-02-10,2026-02-11 00:00:00+00:00,2026-02-10 19:00,EST,SMU Mustangs,Notre Dame Fighting Irish,0,0,,,,,False,Moody Coliseum (Dallas),2026-02-11T00:00:00Z,2026-02-10,,,,notredame::smu,53c82d64d9fee3128730f3f1e0d77b1f,BetMGM,h2h,full_game,2026-02-11 00:00:00+00:00,2026-02-10 22:44:13+00:00,SMU Mustangs,Notre Dame Fighting Irish,-650.0,475.0,,,,,,,,2026-02-11,1,False,150.0761260986328,-1.1563305854797363,73.25735,78.31491,0.5376723,-1.0843284,150.0761260986328,-1.1563305854797363
401822938,2026,2026-02-10,2026-02-11 00:30:00+00:00,2026-02-10 19:30,EST,Villanova Wildcats,Marquette Golden Eagles,0,0,,,,,False,Finneran Pavilion,2026-02-11T00:30:00Z,2026-02-10,,,,marquettegolden::villanova,b6fc8657d9ab49b56b0aafb574e8ef80,BetMGM,h2h,full_game,2026-02-11 00:30:00+00:00,2026-02-10 22:44:13+00:00,Villanova Wildcats,Marquette Golden Eagles,-550.0,400.0,,,,,,,,2026-02-11,1,False,155.94601440429688,0.2082040309906005,75.807106,79.62108,2.3117673,-1.3639243,155.94601440429688,0.2082040309906005
401825506,2026,2026-02-10,2026-02-11 01:00:00+00:00,2026-02-10 20:00,EST,Illinois Fighting Illini,Wisconsin Badgers,0,0,,,,,False,State Farm Center,2026-02-11T01:00:00Z,2026-02-10,,,,illinoisfightingillini::wisconsinbadgers,61761f773057dd16787bf9a9179c70bc,BetMGM,h2h,full_game,2026-02-11 01:00:00+00:00,2026-02-10 22:44:13+00:00,Illinois Fighting Illini,Wisconsin Badgers,-600.0,425.0,,,,,,,,2026-02-11,1,False,100.18192901611329,-1.3310500860214238,75.22158,79.13203,-0.7728088,-4.600418,100.18192901611329,-1.3310500860214238
