date,game_id,home_team,away_team,start_time_local,start_time_iso,start_tz_abbr,abs_margin_proxy,abs_margin_proxy_source,segment_probs_source,segment_probs_half1_len_passed,segment_probs_half2_len_passed,segment_probs_half1_hash_passed,segment_probs_half2_hash_passed,segment,half,start_min,end_min,mu_home_pts_seg,mu_away_pts_seg,mu_total_pts_seg,mu_margin_pts_seg,q10_home_pts_seg,q50_home_pts_seg,q90_home_pts_seg,q10_away_pts_seg,q50_away_pts_seg,q90_away_pts_seg,q10_total_pts_seg,q50_total_pts_seg,q90_total_pts_seg,q10_margin_pts_seg,q50_margin_pts_seg,q90_margin_pts_seg,mu_home_score_end,mu_away_score_end,mu_total_score_end,mu_margin_score_end,q10_home_score_end,q50_home_score_end,q90_home_score_end,q10_away_score_end,q50_away_score_end,q90_away_score_end,q10_total_score_end,q50_total_score_end,q90_total_score_end,q10_margin_score_end,q50_margin_score_end,q90_margin_score_end
2026-03-05,401804957,Delaware Blue Hens,Sam Houston Bearkats,,,,4.463289447057804,expected,base,4,4,9bd9f91c5339,c9fa0897cd3f,1,1,0,5,8.4115,9.0205,17.432,-0.609,5.0,8.0,12.0,5.0,9.0,13.0,12.0,17.0,23.09999999999991,-6.0,-1.0,5.0,8.4115,9.0205,14.74831611609927,-0.609,5.0,8.0,12.0,5.0,9.0,13.0,9.316316116099271,14.316316116099271,20.416316116099186,-6.0,-1.0,5.0
2026-03-05,401804957,Delaware Blue Hens,Sam Houston Bearkats,,,,4.463289447057804,expected,base,4,4,9bd9f91c5339,c9fa0897cd3f,2,1,5,10,8.50625,8.979,17.48525,-0.47275,5.0,8.0,12.0,5.0,9.0,13.0,12.0,17.0,24.0,-5.0,0.0,5.0,16.91775,17.9995,30.04834140014924,-1.08175,12.0,17.0,23.0,12.0,18.0,24.0,21.13109140014924,30.13109140014924,39.13109140014924,-8.0,-1.0,6.0
2026-03-05,401804957,Delaware Blue Hens,Sam Houston Bearkats,,,,4.463289447057804,expected,base,4,4,9bd9f91c5339,c9fa0897cd3f,3,1,10,15,8.80675,9.33075,18.1375,-0.524,5.0,9.0,13.0,5.0,9.0,13.0,12.0,18.0,24.0,-6.0,-1.0,5.0,25.7245,27.33025,46.911248425339416,-1.60575,19.0,26.0,33.0,20.0,27.0,35.0,34.85649842533942,46.85649842533942,58.85649842533942,-10.0,-2.0,7.0
2026-03-05,401804957,Delaware Blue Hens,Sam Houston Bearkats,,,,4.463289447057804,expected,base,4,4,9bd9f91c5339,c9fa0897cd3f,4,1,15,20,8.9705,9.5325,18.503,-0.562,5.0,9.0,13.0,6.0,9.0,14.0,12.0,18.0,25.0,-6.0,0.0,5.0,34.695,36.86275,71.55775,-2.16775,27.0,35.0,43.0,28.0,37.0,46.0,57.0,71.0,86.0,-11.0,-2.0,7.0
2026-03-05,401804957,Delaware Blue Hens,Sam Houston Bearkats,,,,4.463289447057804,expected,base,4,4,9bd9f91c5339,c9fa0897cd3f,5,2,20,25,8.927,9.50825,18.43525,-0.58125,5.0,9.0,13.0,6.0,9.0,14.0,12.0,18.0,25.0,-6.0,-1.0,5.0,43.622,46.371,83.00247950969995,-2.749,35.0,44.0,53.0,37.0,46.0,55.0,69.00947950969996,83.00947950969996,97.00947950969996,-13.0,-3.0,8.0
2026-03-05,401804957,Delaware Blue Hens,Sam Houston Bearkats,,,,4.463289447057804,expected,base,4,4,9bd9f91c5339,c9fa0897cd3f,6,2,25,30,8.5575,9.24575,17.80325,-0.68825,5.0,8.0,13.0,5.0,9.0,13.0,12.0,18.0,24.0,-6.0,-1.0,4.0,52.1795,55.61675,98.28954393867004,-3.43725,43.0,52.0,61.0,46.0,56.0,65.0,83.49329393867004,97.49329393867004,113.49329393867004,-15.0,-3.0,8.0
2026-03-05,401804957,Delaware Blue Hens,Sam Houston Bearkats,,,,4.463289447057804,expected,base,4,4,9bd9f91c5339,c9fa0897cd3f,7,2,30,35,8.7925,9.2865,18.079,-0.494,5.0,9.0,13.0,5.0,9.0,13.0,12.0,18.0,24.0,-6.0,0.0,5.0,60.972,64.90325,113.94711953867248,-3.93125,51.0,61.0,71.0,55.0,65.0,75.0,98.07186953867247,114.07186953867247,129.17186953867235,-16.0,-4.0,9.0
2026-03-05,401804957,Delaware Blue Hens,Sam Houston Bearkats,,,,4.463289447057804,expected,base,4,4,9bd9f91c5339,c9fa0897cd3f,8,2,35,40,9.7215,10.27125,19.99275,-0.54975,6.0,10.0,14.0,6.0,10.0,15.0,14.0,20.0,27.0,-6.0,-1.0,5.0,70.6935,75.1745,145.868,-4.481,60.0,71.0,81.0,64.0,75.0,86.0,129.0,146.0,163.0,-17.0,-5.0,9.0
2026-03-05,401804958,Liberty Flames,Louisiana Tech Bulldogs,2026-03-05 19:00,2026-03-06T00:00:00Z,EST,9.5,spread,base,4,4,9bd9f91c5339,c9fa0897cd3f,1,1,0,5,9.17975,8.71275,17.8925,0.467,5.0,9.0,13.0,5.0,9.0,13.0,12.0,18.0,24.0,-5.0,1.0,6.0,9.17975,8.71275,15.20881611609927,0.467,5.0,9.0,13.0,5.0,9.0,13.0,9.316316116099271,15.316316116099271,21.316316116099276,-5.0,1.0,6.0
2026-03-05,401804958,Liberty Flames,Louisiana Tech Bulldogs,2026-03-05 19:00,2026-03-06T00:00:00Z,EST,9.5,spread,base,4,4,9bd9f91c5339,c9fa0897cd3f,2,1,5,10,9.12325,8.717,17.84025,0.40625,5.0,9.0,13.0,5.0,9.0,13.0,12.0,18.0,24.0,-5.0,0.0,5.0,18.303,17.42975,30.86384140014924,0.87325,13.0,18.0,24.0,12.0,17.0,23.0,22.13109140014924,30.13109140014924,40.13109140014924,-6.0,1.0,8.0
