pair_key,home_team,away_team,our_start_iso,our_start_dt,sched_commence_time,sched_start_time,sched_dt,diff_minutes
appstate::georgiastate,App State Mountaineers,Georgia State Panthers,2025-12-20T18:00:00Z,2025-12-20 18:00:00+00:00,,2025-12-20 18:00:00+00:00,2025-12-20 18:00:00+00:00,0.0
arizona::sandiegostate,Arizona Wildcats,San Diego State Aztecs,2025-12-21T03:30:00Z,2025-12-21 03:30:00+00:00,,2025-12-21 03:30:00+00:00,2025-12-21 03:30:00+00:00,0.0
arkansas::houston,Arkansas Razorbacks,Houston Cougars,2025-12-20T22:30:00Z,2025-12-20 22:30:00+00:00,,2025-12-20 22:30:00+00:00,2025-12-20 22:30:00+00:00,0.0
arkansasstateredwolves::southernmissgolden,Southern Miss Golden Eagles,Arkansas State Red Wolves,2025-12-20T21:30:00Z,2025-12-20 21:30:00+00:00,,2025-12-20 21:30:00+00:00,2025-12-20 21:30:00+00:00,0.0
auburn::purdueboilermakers,Purdue Boilermakers,Auburn Tigers,2025-12-20T23:30:00Z,2025-12-20 23:30:00+00:00,,2025-12-20 23:30:00+00:00,2025-12-20 23:30:00+00:00,0.0
ballstate::miamioh,Ball State Cardinals,Miami (OH) RedHawks,2025-12-20T19:00:00Z,2025-12-20 19:00:00+00:00,,2025-12-20 19:00:00+00:00,2025-12-20 19:00:00+00:00,0.0
bethesdaflames::utahvalleywolverines,Utah Valley Wolverines,Bethesda University Flames,2025-12-20T22:00:00Z,2025-12-20 22:00:00+00:00,,2025-12-20 22:00:00+00:00,2025-12-20 22:00:00+00:00,0.0
binghamton::mercyhurst,Mercyhurst Lakers,Binghamton Bearcats,2025-12-20T19:00:00Z,2025-12-20 19:00:00+00:00,,2025-12-20 19:00:00+00:00,2025-12-20 19:00:00+00:00,0.0
bluemountaintoppers::lipscomb,Lipscomb Bisons,Blue Mountain Toppers,2025-12-20T19:00:00Z,2025-12-20 19:00:00+00:00,,2025-12-20 19:00:00+00:00,2025-12-20 19:00:00+00:00,0.0
boisestate::nevadawolfpack,Nevada Wolf Pack,Boise State Broncos,2025-12-21T03:00:00Z,2025-12-21 03:00:00+00:00,,2025-12-21 03:00:00+00:00,2025-12-21 03:00:00+00:00,0.0
bowlinggreen::ohio,Ohio Bobcats,Bowling Green Falcons,2025-12-20T21:00:00Z,2025-12-20 21:00:00+00:00,,2025-12-20 21:00:00+00:00,2025-12-20 21:00:00+00:00,0.0
bucknell::iowahawkeyes,Iowa Hawkeyes,Bucknell Bison,2025-12-20T23:00:00Z,2025-12-20 23:00:00+00:00,,2025-12-20 23:00:00+00:00,2025-12-20 23:00:00+00:00,0.0
buffalobulls::westernmichigan,Western Michigan Broncos,Buffalo Bulls,2025-12-20T18:00:00Z,2025-12-20 18:00:00+00:00,,2025-12-20 18:00:00+00:00,2025-12-20 18:00:00+00:00,0.0
butler::northwestern,Butler Bulldogs,Northwestern Wildcats,2025-12-20T21:00:00Z,2025-12-20 21:00:00+00:00,,2025-12-20 21:00:00+00:00,2025-12-20 21:00:00+00:00,0.0
californiabaptist::sacramentostate,California Baptist Lancers,Sacramento State Hornets,2025-12-21T01:00:00Z,2025-12-21 01:00:00+00:00,,2025-12-21 01:00:00+00:00,2025-12-21 01:00:00+00:00,0.0
californiariverside::stthomasminnesotatommies,St. Thomas-Minnesota Tommies,UC Riverside Highlanders,2025-12-21T01:00:00Z,2025-12-21 01:00:00+00:00,,2025-12-21 01:00:00+00:00,2025-12-21 01:00:00+00:00,0.0
centralmichigan::northernillinois,Northern Illinois Huskies,Central Michigan Chippewas,2025-12-20T20:00:00Z,2025-12-20 20:00:00+00:00,,2025-12-20 20:00:00+00:00,2025-12-20 20:00:00+00:00,0.0
chicagostate::indiana,Indiana Hoosiers,Chicago State Cougars,2025-12-20T18:00:00Z,2025-12-20 18:00:00+00:00,,2025-12-20 18:00:00+00:00,2025-12-20 18:00:00+00:00,0.0
citadel::richmond,Richmond Spiders,The Citadel Bulldogs,2025-12-20T23:00:00Z,2025-12-20 23:00:00+00:00,,2025-12-20 23:00:00+00:00,2025-12-20 23:00:00+00:00,0.0
coastalcarolinachanticleers::olddominion,Old Dominion Monarchs,Coastal Carolina Chanticleers,2025-12-20T19:00:00Z,2025-12-20 19:00:00+00:00,,2025-12-20 19:00:00+00:00,2025-12-20 19:00:00+00:00,0.0
collegeofbiblicalstudiesambassadors::utriograndevalley,UT Rio Grande Valley Vaqueros,College Of Biblical Studies Ambassadors,2025-12-20T20:00:00Z,2025-12-20 20:00:00+00:00,,2025-12-20 20:00:00+00:00,2025-12-20 20:00:00+00:00,0.0
colorado::stanfordcardinal,Colorado Buffaloes,Stanford Cardinal,2025-12-21T01:00:00Z,2025-12-21 01:00:00+00:00,,2025-12-21 01:00:00+00:00,2025-12-21 01:00:00+00:00,0.0
coloradostate::utahstate,Utah State Aggies,Colorado State Rams,2025-12-20T19:00:00Z,2025-12-20 19:00:00+00:00,,2025-12-20 19:00:00+00:00,2025-12-20 19:00:00+00:00,0.0
creightonbluejays::marquettegolden,Creighton Bluejays,Marquette Golden Eagles,2025-12-21T01:30:00Z,2025-12-21 01:30:00+00:00,,2025-12-21 01:30:00+00:00,2025-12-21 01:30:00+00:00,0.0
dayton::libertyflames,Dayton Flyers,Liberty Flames,2025-12-20T17:30:00Z,2025-12-20 17:30:00+00:00,,2025-12-20 17:30:00+00:00,2025-12-20 17:30:00+00:00,0.0
denver::northerncolorado,Northern Colorado Bears,Denver Pioneers,2025-12-20T20:00:00Z,2025-12-20 20:00:00+00:00,,2025-12-20 20:00:00+00:00,2025-12-20 20:00:00+00:00,0.0
detroitmercy::sienaheightssaints,Detroit Mercy Titans,Siena Heights Saints,2025-12-20T18:00:00Z,2025-12-20 18:00:00+00:00,,2025-12-20 18:00:00+00:00,2025-12-20 18:00:00+00:00,0.0
dukebluedevils::texastechredraiders,Texas Tech Red Raiders,Duke Blue Devils,2025-12-21T01:00:00Z,2025-12-21 01:00:00+00:00,,2025-12-21 01:00:00+00:00,2025-12-21 01:00:00+00:00,0.0
easternwashington::utahutes,Utah Utes,Eastern Washington Eagles,2025-12-21T00:00:00Z,2025-12-21 00:00:00+00:00,,2025-12-21 00:00:00+00:00,2025-12-21 00:00:00+00:00,0.0
easttennesseestate::jacksonvillestategamecocks,East Tennessee State Buccaneers,Jacksonville State Gamecocks,2025-12-20T21:00:00Z,2025-12-20 21:00:00+00:00,,2025-12-20 21:00:00+00:00,2025-12-20 21:00:00+00:00,0.0
elonphoenix::virginiatech,Virginia Tech Hokies,Elon Phoenix,2025-12-20T19:00:00Z,2025-12-20 19:00:00+00:00,,2025-12-20 19:00:00+00:00,2025-12-20 19:00:00+00:00,0.0
floridagulfcoast::ucf,UCF Knights,Florida Gulf Coast Eagles,2025-12-20T22:00:00Z,2025-12-20 22:00:00+00:00,,2025-12-20 22:00:00+00:00,2025-12-20 22:00:00+00:00,0.0
floridainternational::longisland,Florida International Panthers,Long Island University Sharks,2025-12-20T22:00:00Z,2025-12-20 22:00:00+00:00,,2025-12-20 22:00:00+00:00,2025-12-20 22:00:00+00:00,0.0
fresnostate::nevadalasvegas,UNLV Rebels,Fresno State Bulldogs,2025-12-21T00:00:00Z,2025-12-21 00:00:00+00:00,,2025-12-21 00:00:00+00:00,2025-12-21 00:00:00+00:00,0.0
georgetownhoyas::xavier,Georgetown Hoyas,Xavier Musketeers,2025-12-21T01:30:00Z,2025-12-21 01:30:00+00:00,,2025-12-21 01:30:00+00:00,2025-12-21 01:30:00+00:00,0.0
georgiasouthern::jamesmadison,Georgia Southern Eagles,James Madison Dukes,2025-12-20T22:00:00Z,2025-12-20 22:00:00+00:00,,2025-12-20 22:00:00+00:00,2025-12-20 22:00:00+00:00,0.0
georgiatechyellowjackets::lafayette,Georgia Tech Yellow Jackets,Lafayette Leopards,2025-12-20T19:00:00Z,2025-12-20 19:00:00+00:00,,2025-12-20 19:00:00+00:00,2025-12-20 19:00:00+00:00,0.0
grandcanyon::wyoming,Wyoming Cowboys,Grand Canyon Lopes,2025-12-20T21:00:00Z,2025-12-20 21:00:00+00:00,,2025-12-20 21:00:00+00:00,2025-12-20 21:00:00+00:00,0.0
harrisstowestate::lindenwood,Lindenwood Lions,Harris-Stowe State Hornets,2025-12-20T19:00:00Z,2025-12-20 19:00:00+00:00,,2025-12-20 19:00:00+00:00,2025-12-20 19:00:00+00:00,0.0
harvardcrimson::holycrosscrusaders,Harvard Crimson,Holy Cross Crusaders,2025-12-20T19:00:00Z,2025-12-20 19:00:00+00:00,,2025-12-20 19:00:00+00:00,2025-12-20 19:00:00+00:00,0.0
houghton::niagarapurple,Niagara Purple Eagles,Houghton Highlanders,2025-12-20T18:00:00Z,2025-12-20 18:00:00+00:00,,2025-12-20 18:00:00+00:00,2025-12-20 18:00:00+00:00,0.0
howard::uncwilmingtonseahawks,UNC Wilmington Seahawks,Howard Bison,2025-12-20T19:00:00Z,2025-12-20 19:00:00+00:00,,2025-12-20 19:00:00+00:00,2025-12-20 19:00:00+00:00,0.0
iona::vermontcatamounts,Vermont Catamounts,Iona Gaels,2025-12-20T19:00:00Z,2025-12-20 19:00:00+00:00,,2025-12-20 19:00:00+00:00,2025-12-20 19:00:00+00:00,0.0
kansasstate::southdakotacoyotes,Kansas State Wildcats,South Dakota Coyotes,2025-12-20T17:00:00Z,2025-12-20 17:00:00+00:00,,2025-12-20 17:00:00+00:00,2025-12-20 17:00:00+00:00,0.0
kentstategoldenflashes::massachusetts,Massachusetts Minutemen,Kent State Golden Flashes,2025-12-20T19:00:00Z,2025-12-20 19:00:00+00:00,,2025-12-20 19:00:00+00:00,2025-12-20 19:00:00+00:00,0.0
kentucky::stjohnsredstorm,Kentucky Wildcats,St. John's Red Storm,2025-12-20T17:30:00Z,2025-12-20 17:30:00+00:00,,2025-12-20 17:30:00+00:00,2025-12-20 17:30:00+00:00,0.0
lamar::omaha,Lamar Cardinals,Omaha Mavericks,2025-12-21T00:00:00Z,2025-12-21 00:00:00+00:00,,2025-12-21 00:00:00+00:00,2025-12-21 00:00:00+00:00,0.0
lemoyne::stbonaventurebonnies,St. Bonaventure Bonnies,Le Moyne Dolphins,2025-12-20T18:00:00Z,2025-12-20 18:00:00+00:00,,2025-12-20 18:00:00+00:00,2025-12-20 18:00:00+00:00,0.0
longwood::northcarolinacentral,North Carolina Central Eagles,Longwood Lancers,2025-12-20T19:00:00Z,2025-12-20 19:00:00+00:00,,2025-12-20 19:00:00+00:00,2025-12-20 19:00:00+00:00,0.0
louisiana::ulmonroewarhawks,UL Monroe Warhawks,Louisiana Ragin' Cajuns,2025-12-20T20:00:00Z,2025-12-20 20:00:00+00:00,,2025-12-20 20:00:00+00:00,2025-12-20 20:00:00+00:00,0.0
louisville::montanagrizzlies,Louisville Cardinals,Montana Grizzlies,2025-12-20T17:00:00Z,2025-12-20 17:00:00+00:00,,2025-12-20 17:00:00+00:00,2025-12-20 17:00:00+00:00,0.0
lourdesgraywolves::toledorockets,Toledo Rockets,Lourdes University Gray Wolves,2025-12-20T17:00:00Z,2025-12-20 17:00:00+00:00,,2025-12-20 17:00:00+00:00,2025-12-20 17:00:00+00:00,0.0
loyolachicago::santaclara,Santa Clara Broncos,Loyola Chicago Ramblers,2025-12-20T22:00:00Z,2025-12-20 22:00:00+00:00,,2025-12-20 22:00:00+00:00,2025-12-20 22:00:00+00:00,0.0
marshallthunderingherd::troytrojans,Troy Trojans,Marshall Thundering Herd,2025-12-20T19:00:00Z,2025-12-20 19:00:00+00:00,,2025-12-20 19:00:00+00:00,2025-12-20 19:00:00+00:00,0.0
marylandterrapins::virginiacavaliers,Virginia Cavaliers,Maryland Terrapins,2025-12-20T23:00:00Z,2025-12-20 23:00:00+00:00,,2025-12-20 23:00:00+00:00,2025-12-20 23:00:00+00:00,0.0
memphis::mississippistate,Mississippi State Bulldogs,Memphis Tigers,2025-12-20T21:00:00Z,2025-12-20 21:00:00+00:00,,2025-12-20 21:00:00+00:00,2025-12-20 21:00:00+00:00,0.0
mercer::washingtonstate,Washington State Cougars,Mercer Bears,2025-12-20T22:00:00Z,2025-12-20 22:00:00+00:00,,2025-12-20 22:00:00+00:00,2025-12-20 22:00:00+00:00,0.0
michiganstate::oaklandgoldengrizzlies,Michigan State Spartans,Oakland Golden Grizzlies,2025-12-20T17:00:00Z,2025-12-20 17:00:00+00:00,,2025-12-20 17:00:00+00:00,2025-12-20 17:00:00+00:00,0.0
midatlanticchristian::northcarolinaaandt,North Carolina A&T Aggies,Mid-Atlantic Christian Mustangs,2025-12-20T21:30:00Z,2025-12-20 21:30:00+00:00,,2025-12-20 21:30:00+00:00,2025-12-20 21:30:00+00:00,0.0
