pair_key,home_team,away_team,our_start_iso,our_start_dt,sched_commence_time,sched_start_time,sched_dt,diff_minutes
moreheadstate::southernindianascreaming,Southern Indiana Screaming Eagles,Morehead State Eagles,2025-12-20T21:30:00Z,2025-12-20 21:30:00+00:00,,2025-12-20 21:30:00+00:00,2025-12-20 21:30:00+00:00,0.0
newmexico::sanjosestate,New Mexico Lobos,San José State Spartans,2025-12-21T02:00:00Z,2025-12-21 02:00:00+00:00,,2025-12-21 02:00:00+00:00,2025-12-21 02:00:00+00:00,0.0
northcarolina::ohiostatebuckeyes,Ohio State Buckeyes,North Carolina Tar Heels,2025-12-20T20:26:00Z,2025-12-20 20:26:00+00:00,,2025-12-20 20:26:00+00:00,2025-12-20 20:26:00+00:00,0.0
northeastern::syracuse,Syracuse Orange,Northeastern Huskies,2025-12-20T21:00:00Z,2025-12-20 21:00:00+00:00,,2025-12-20 21:00:00+00:00,2025-12-20 21:00:00+00:00,0.0
northwesternstate::southernneworleans,Northwestern State Demons,Southern-New Orleans Knights,2025-12-20T19:00:00Z,2025-12-20 19:00:00+00:00,,2025-12-20 19:00:00+00:00,2025-12-20 19:00:00+00:00,0.0
paulquinn::prairieviewaandm,Prairie View A&M Panthers,Paul Quinn Tigers,2025-12-20T19:00:00Z,2025-12-20 19:00:00+00:00,,2025-12-20 19:00:00+00:00,2025-12-20 19:00:00+00:00,0.0
pennsylvania::rutgersscarlet,Rutgers Scarlet Knights,Pennsylvania Quakers,2025-12-21T01:00:00Z,2025-12-21 01:00:00+00:00,,2025-12-21 01:00:00+00:00,2025-12-21 01:00:00+00:00,0.0
pepperdine::rice,Pepperdine Waves,Rice Owls,2025-12-21T02:00:00Z,2025-12-21 02:00:00+00:00,,2025-12-21 02:00:00+00:00,2025-12-21 02:00:00+00:00,0.0
portlandstate::tulanegreen,Tulane Green Wave,Portland State Vikings,2025-12-21T00:30:00Z,2025-12-21 00:30:00+00:00,,2025-12-21 00:30:00+00:00,2025-12-21 00:30:00+00:00,0.0
southalabama::texasstate,Texas State Bobcats,South Alabama Jaguars,2025-12-20T20:45:00Z,2025-12-20 20:45:00+00:00,,2025-12-20 20:45:00+00:00,2025-12-20 20:45:00+00:00,0.0
southeastmissouristate::tennesseestate,Tennessee State Tigers,Southeast Missouri State Redhawks,2025-12-20T21:30:00Z,2025-12-20 21:30:00+00:00,,2025-12-20 21:30:00+00:00,2025-12-20 21:30:00+00:00,0.0
southwesternadventist::texasaandmcorpuschristi,Texas A&M-Corpus Christi Islanders,Southwestern Adventist Knights,2025-12-21T01:30:00Z,2025-12-21 01:30:00+00:00,,2025-12-21 01:30:00+00:00,2025-12-21 01:30:00+00:00,0.0
tennesseetechgolden::utmartinskyhawks,Tennessee Tech Golden Eagles,UT Martin Skyhawks,2025-12-20T21:00:00Z,2025-12-20 21:00:00+00:00,,2025-12-20 21:00:00+00:00,2025-12-20 21:00:00+00:00,0.0
uscupstate::youngstownstate,Youngstown State Penguins,South Carolina Upstate Spartans,2025-12-20T18:00:00Z,2025-12-20 18:00:00+00:00,,2025-12-20 18:00:00+00:00,2025-12-20 18:00:00+00:00,0.0
utahtechtrailblazers::weberstate,Weber State Wildcats,Utah Tech Trailblazers,2025-12-21T02:00:00Z,2025-12-21 02:00:00+00:00,,2025-12-21 02:00:00+00:00,2025-12-21 02:00:00+00:00,0.0
