game_id,season,date,start_time,start_time_local,start_tz_abbr,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,neutral_site,venue,start_time_iso,display_date,start_time_local_venue,start_tz_abbr_venue,game_date,game_key,game_id_odds,book,fetched_at,moneyline_home,moneyline_away,spread,total,commence_time,home_team_name,away_team_name,odds_date,odds_key
401812393,2026,2026-01-25,2026-01-25 18:00:00+00:00,2026-01-25 13:00,EST,New Haven Chargers,Saint Francis Red Flash,0,0,,,,,False,Jeffery P. Hazell Athletics Center,2026-01-25T18:00:00Z,2026-01-25,,,2026-01-25,newhavenchargers__stfrancisredflash,,,,,,,,,,,,
401817640,2026,2026-01-25,2026-01-25 19:00:00+00:00,2026-01-25 14:00,EST,IU Indianapolis Jaguars,Purdue Fort Wayne Mastodons,0,0,,,,,False,The Jungle,2026-01-25T19:00:00Z,2026-01-25,,,2026-01-25,iuindianapolis__purduefortwaynemastodons,,,,,,,,,,,,
401820218,2026,2026-01-25,2026-01-25 19:00:00+00:00,2026-01-25 14:00,EST,Mercyhurst Lakers,Chicago State Cougars,0,0,,,,,False,Mercyhurst Athletic Center,2026-01-25T19:00:00Z,2026-01-25,,,2026-01-25,chicagostate__mercyhurst,8d2505ccec1dd1b0c95a22fc45220fbe,BetOnline.ag,2026-01-25 14:05:56.001368+00:00,-600.0,446.0,-10.0,130.0,2026-01-25 19:00:00+00:00,Mercyhurst Lakers,Chicago St Cougars,2026-01-25,chicagostate__mercyhurst
401825470,2026,2026-01-25,2026-01-25 20:00:00+00:00,2026-01-25 15:00,EST,Washington Huskies,Oregon Ducks,0,0,,,,,False,Alaska Airlines Arena,2026-01-25T20:00:00Z,2026-01-25,,,2026-01-25,oregonducks__washington,0e010547b70c79e0150821b2ee2dc656,BetOnline.ag,2026-01-25 14:05:56.001368+00:00,-450.0,350.0,-9.0,145.5,2026-01-25 20:00:00+00:00,Washington Huskies,Oregon Ducks,2026-01-25,oregonducks__washington
401825471,2026,2026-01-25,2026-01-25 21:00:00+00:00,2026-01-25 16:00,EST,Wisconsin Badgers,USC Trojans,0,0,,,,,False,Kohl Center,2026-01-25T21:00:00Z,2026-01-25,,,2026-01-25,usctrojans__wisconsinbadgers,ab93901d30d6323d06418f8ceaccbc6e,BetOnline.ag,2026-01-25 14:05:56.001368+00:00,-305.0,249.0,-7.0,161.0,2026-01-25 21:00:00+00:00,Wisconsin Badgers,USC Trojans,2026-01-25,usctrojans__wisconsinbadgers
401828195,2026,2026-01-25,2026-01-25 18:00:00+00:00,2026-01-25 13:00,EST,South Florida Bulls,Florida Atlantic Owls,0,0,,,,,False,Yuengling Center,2026-01-25T18:00:00Z,2026-01-25,,,2026-01-25,floridaatlantic__southfloridabulls,143c8f24e1404cf808d4ce0dbbd33f47,BetOnline.ag,2026-01-25 14:05:56.001368+00:00,-210.0,180.0,-5.0,168.0,2026-01-25 18:00:00+00:00,South Florida Bulls,Florida Atlantic Owls,2026-01-25,floridaatlantic__southfloridabulls
401830280,2026,2026-01-25,2026-01-25 21:00:00+00:00,2026-01-25 16:00,EST,Evansville Purple Aces,Southern Illinois Salukis,0,0,,,,,False,Ford Center,2026-01-25T21:00:00Z,2026-01-25,,,2026-01-25,evansville__southernillinoissalukis,6c62b5520c4609b17b9cbbe6419e4daf,BetOnline.ag,2026-01-25 14:05:56.001368+00:00,140.0,-160.0,3.0,142.5,2026-01-25 21:00:00+00:00,Evansville Purple Aces,Southern Illinois Salukis,2026-01-25,evansville__southernillinoissalukis
