date,game_id,home_team,away_team,start_time_local,start_time_iso,start_tz_abbr,abs_margin_proxy,abs_margin_proxy_source,segment_probs_source,segment_probs_half1_len_passed,segment_probs_half2_len_passed,segment_probs_half1_hash_passed,segment_probs_half2_hash_passed,segment,half,start_min,end_min,mu_home_pts_seg,mu_away_pts_seg,mu_total_pts_seg,mu_margin_pts_seg,q10_home_pts_seg,q50_home_pts_seg,q90_home_pts_seg,q10_away_pts_seg,q50_away_pts_seg,q90_away_pts_seg,q10_total_pts_seg,q50_total_pts_seg,q90_total_pts_seg,q10_margin_pts_seg,q50_margin_pts_seg,q90_margin_pts_seg,mu_home_score_end,mu_away_score_end,mu_total_score_end,mu_margin_score_end,q10_home_score_end,q50_home_score_end,q90_home_score_end,q10_away_score_end,q50_away_score_end,q90_away_score_end,q10_total_score_end,q50_total_score_end,q90_total_score_end,q10_margin_score_end,q50_margin_score_end,q90_margin_score_end
2026-02-26,401804945,Western Kentucky Hilltoppers,New Mexico State Aggies,2026-02-26 19:30,2026-02-27T00:30:00Z,EST,6.25,spread,base,4,4,d7510ef49c5f,168f59e1bd3e,1,1,0,5,8.221,8.9975,17.2185,-0.7765,5.0,8.0,12.0,5.0,9.0,13.0,12.0,17.0,23.0,-6.0,-1.0,5.0,8.221,8.9975,16.883209063203278,-0.7765,5.0,8.0,12.0,5.0,9.0,13.0,11.66470906320328,16.66470906320328,22.66470906320328,-6.0,-1.0,5.0
2026-02-26,401804945,Western Kentucky Hilltoppers,New Mexico State Aggies,2026-02-26 19:30,2026-02-27T00:30:00Z,EST,6.25,spread,base,4,4,d7510ef49c5f,168f59e1bd3e,2,1,5,10,8.2895,9.05425,17.34375,-0.76475,5.0,8.0,12.0,5.0,9.0,13.0,12.0,17.0,23.0,-6.0,-1.0,5.0,16.5105,18.05175,33.80235626696293,-1.54125,11.0,16.0,22.0,12.0,18.0,24.0,25.24010626696293,33.24010626696293,42.240106266962925,-9.0,-2.0,6.0
2026-02-26,401804945,Western Kentucky Hilltoppers,New Mexico State Aggies,2026-02-26 19:30,2026-02-27T00:30:00Z,EST,6.25,spread,base,4,4,d7510ef49c5f,168f59e1bd3e,3,1,10,15,8.5985,9.40675,18.00525,-0.80825,5.0,8.0,13.0,5.0,9.0,14.0,12.0,18.0,24.0,-6.0,-1.0,5.0,25.109,27.4585,51.86250566691584,-2.3495,18.0,25.0,32.0,20.0,27.0,35.0,41.29500566691584,51.29500566691584,63.29500566691584,-12.0,-3.0,7.0
2026-02-26,401804945,Western Kentucky Hilltoppers,New Mexico State Aggies,2026-02-26 19:30,2026-02-27T00:30:00Z,EST,6.25,spread,base,4,4,d7510ef49c5f,168f59e1bd3e,4,1,15,20,8.76125,9.59925,18.3605,-0.838,5.0,9.0,13.0,6.0,9.0,14.0,13.0,18.0,24.0,-6.0,-1.0,5.0,33.87025,37.05775,70.928,-3.1875,26.0,34.0,42.0,28.0,37.0,46.0,58.0,71.0,85.0,-14.0,-3.0,8.0
2026-02-26,401804945,Western Kentucky Hilltoppers,New Mexico State Aggies,2026-02-26 19:30,2026-02-27T00:30:00Z,EST,6.25,spread,base,4,4,d7510ef49c5f,168f59e1bd3e,5,2,20,25,9.05075,9.721,18.77175,-0.67025,5.0,9.0,13.0,6.0,10.0,14.0,13.0,19.0,25.0,-6.0,-1.0,5.0,42.921,46.77875,86.14507925494658,-3.85775,34.0,43.0,52.0,37.0,47.0,57.0,72.44532925494659,86.44532925494659,100.4453292549466,-16.0,-4.0,8.0
2026-02-26,401804945,Western Kentucky Hilltoppers,New Mexico State Aggies,2026-02-26 19:30,2026-02-27T00:30:00Z,EST,6.25,spread,base,4,4,d7510ef49c5f,168f59e1bd3e,6,2,25,30,8.76725,9.4165,18.18375,-0.64925,5.0,9.0,13.0,6.0,9.0,13.0,12.0,18.0,24.0,-6.0,-1.0,4.0,51.68825,56.19525,102.53259897743143,-4.507,42.0,52.0,61.0,46.0,56.0,66.0,86.64909897743145,102.64909897743144,117.64909897743144,-17.0,-5.0,8.0
2026-02-26,401804945,Western Kentucky Hilltoppers,New Mexico State Aggies,2026-02-26 19:30,2026-02-27T00:30:00Z,EST,6.25,spread,base,4,4,d7510ef49c5f,168f59e1bd3e,7,2,30,35,8.9045,9.54075,18.44525,-0.63625,5.0,9.0,13.0,6.0,9.0,14.0,13.0,18.0,25.0,-6.0,-1.0,4.0,60.59275,65.736,118.83242397078016,-5.14325,50.0,61.0,71.0,55.0,66.0,77.0,101.50367397078014,118.50367397078014,136.50367397078014,-18.0,-5.0,8.0
2026-02-26,401804945,Western Kentucky Hilltoppers,New Mexico State Aggies,2026-02-26 19:30,2026-02-27T00:30:00Z,EST,6.25,spread,base,4,4,d7510ef49c5f,168f59e1bd3e,8,2,35,40,9.8565,10.50675,20.36325,-0.65025,6.0,10.0,14.0,6.0,10.0,15.0,14.0,20.0,27.0,-6.0,-1.0,5.0,70.44925,76.24275,146.692,-5.7935,59.0,70.0,82.0,65.0,76.0,88.0,128.0,147.0,166.0,-20.0,-6.0,8.0
2026-02-26,401804946,Middle Tennessee Blue Raiders,UTEP Miners,2026-02-26 19:30,2026-02-27T00:30:00Z,EST,7.5,spread,base,4,4,d7510ef49c5f,168f59e1bd3e,1,1,0,5,8.85125,8.21775,17.069,0.6335,5.0,9.0,13.0,5.0,8.0,12.0,11.0,17.0,23.0,-5.0,1.0,6.0,8.85125,8.21775,16.73370906320328,0.6335,5.0,9.0,13.0,5.0,8.0,12.0,10.66470906320328,16.66470906320328,22.66470906320328,-5.0,1.0,6.0
2026-02-26,401804946,Middle Tennessee Blue Raiders,UTEP Miners,2026-02-26 19:30,2026-02-27T00:30:00Z,EST,7.5,spread,base,4,4,d7510ef49c5f,168f59e1bd3e,2,1,5,10,8.9845,8.32275,17.30725,0.66175,5.0,9.0,13.0,5.0,8.0,12.0,12.0,17.0,23.0,-5.0,1.0,6.0,17.83575,16.5405,33.61635626696293,1.29525,12.0,18.0,24.0,11.0,16.0,22.0,25.24010626696293,33.24010626696293,42.240106266962925,-6.0,1.0,9.0
