date,game_id,home_team,away_team,start_time_local,start_time_iso,start_tz_abbr,abs_margin_proxy,abs_margin_proxy_source,segment_probs_source,segment_probs_half1_len_passed,segment_probs_half2_len_passed,segment_probs_half1_hash_passed,segment_probs_half2_hash_passed,segment,half,start_min,end_min,mu_home_pts_seg,mu_away_pts_seg,mu_total_pts_seg,mu_margin_pts_seg,q10_home_pts_seg,q50_home_pts_seg,q90_home_pts_seg,q10_away_pts_seg,q50_away_pts_seg,q90_away_pts_seg,q10_total_pts_seg,q50_total_pts_seg,q90_total_pts_seg,q10_margin_pts_seg,q50_margin_pts_seg,q90_margin_pts_seg,mu_home_score_end,mu_away_score_end,mu_total_score_end,mu_margin_score_end,q10_home_score_end,q50_home_score_end,q90_home_score_end,q10_away_score_end,q50_away_score_end,q90_away_score_end,q10_total_score_end,q50_total_score_end,q90_total_score_end,q10_margin_score_end,q50_margin_score_end,q90_margin_score_end
2026-02-10,401806480,Western Illinois Leathernecks,Eastern Illinois Panthers,2026-02-10 20:30,2026-02-11T01:30:00Z,EST,4.5,spread,base,4,4,037e6393be59,71fbc969d609,1,1,0,5,8.87525,7.61275,16.488,1.2625,5.0,9.0,13.0,4.0,7.0,11.0,11.0,16.0,23.0,-4.0,1.0,6.0,8.87525,7.61275,15.541450355059384,1.2625,5.0,9.0,13.0,4.0,7.0,11.0,10.053450355059384,15.053450355059384,22.053450355059383,-4.0,1.0,6.0
2026-02-10,401806480,Western Illinois Leathernecks,Eastern Illinois Panthers,2026-02-10 20:30,2026-02-11T01:30:00Z,EST,4.5,spread,base,4,4,037e6393be59,71fbc969d609,2,1,5,10,8.988,7.67375,16.66175,1.31425,5.0,9.0,13.0,4.0,7.0,11.0,11.0,16.0,23.0,-4.0,1.0,6.0,17.86325,15.2865,31.464143505507817,2.57675,12.0,18.0,24.0,10.0,15.0,21.0,22.31439350550782,31.31439350550782,41.314393505507816,-4.0,3.0,9.0
2026-02-10,401806480,Western Illinois Leathernecks,Eastern Illinois Panthers,2026-02-10 20:30,2026-02-11T01:30:00Z,EST,4.5,spread,base,4,4,037e6393be59,71fbc969d609,3,1,10,15,9.36375,7.99725,17.361,1.3665,5.0,9.0,14.0,4.0,8.0,12.0,12.0,17.0,24.0,-4.0,1.0,7.0,27.227,23.28375,47.441994436936085,3.94325,20.0,27.0,35.0,16.0,23.0,31.0,34.93124443693608,46.93124443693608,59.93124443693608,-4.0,4.0,12.0
2026-02-10,401806480,Western Illinois Leathernecks,Eastern Illinois Panthers,2026-02-10 20:30,2026-02-11T01:30:00Z,EST,4.5,spread,base,4,4,037e6393be59,71fbc969d609,4,1,15,20,9.57225,8.198,17.77025,1.37425,5.0,9.0,14.0,4.0,8.0,12.0,12.0,17.0,24.0,-4.0,1.0,7.0,36.79925,31.48175,68.281,5.3175,28.0,37.0,46.0,23.0,31.0,40.0,53.0,68.0,84.0,-4.0,5.0,15.0
2026-02-10,401806480,Western Illinois Leathernecks,Eastern Illinois Panthers,2026-02-10 20:30,2026-02-11T01:30:00Z,EST,4.5,spread,base,4,4,037e6393be59,71fbc969d609,5,2,20,25,10.791,8.26175,19.05275,2.52925,6.0,11.0,15.0,5.0,8.0,12.0,13.0,19.0,26.0,-3.0,2.0,8.0,47.59025,39.7435,83.44279257453971,7.84675,38.0,47.0,58.0,31.0,40.0,49.0,66.08680542147027,83.0595753681273,101.13098381211717,-3.0,8.0,19.0
2026-02-10,401806480,Western Illinois Leathernecks,Eastern Illinois Panthers,2026-02-10 20:30,2026-02-11T01:30:00Z,EST,4.5,spread,base,4,4,037e6393be59,71fbc969d609,6,2,25,30,10.50375,8.14375,18.6475,2.36,6.0,10.0,15.0,4.0,8.0,12.0,12.0,18.0,25.0,-3.0,2.0,8.0,58.094,47.88725,102.79896902858518,10.20675,48.0,58.0,69.0,39.0,48.0,58.0,90.49829043766078,102.70972120663023,115.63504714999384,-1.0,10.0,22.0
2026-02-10,401806480,Western Illinois Leathernecks,Eastern Illinois Panthers,2026-02-10 20:30,2026-02-11T01:30:00Z,EST,4.5,spread,base,4,4,037e6393be59,71fbc969d609,7,2,30,35,10.767,8.399,19.166,2.368,6.0,11.0,15.0,5.0,8.0,12.099999999999907,13.0,19.0,26.0,-3.0,2.0,8.0,68.861,56.28625,121.58170971866068,12.57475,58.0,69.0,80.0,46.0,56.0,67.0,105.19570669525628,121.34469239236672,138.3913980436604,0.0,13.0,25.0
2026-02-10,401806480,Western Illinois Leathernecks,Eastern Illinois Panthers,2026-02-10 20:30,2026-02-11T01:30:00Z,EST,4.5,spread,base,4,4,037e6393be59,71fbc969d609,8,2,35,40,11.98425,9.37,21.35425,2.61425,7.0,12.0,17.0,5.0,9.0,14.0,14.0,21.0,29.0,-3.0,3.0,8.0,80.84525,65.65625,146.5015,15.189,69.0,81.0,93.0,55.0,65.0,77.0,126.0,146.0,167.0,2.0,15.0,28.0
2026-02-10,401808229,Auburn Tigers,Vanderbilt Commodores,2026-02-10 19:00,2026-02-11T00:00:00Z,EST,4.25,spread,base,4,4,037e6393be59,71fbc969d609,1,1,0,5,9.97425,7.92875,17.903,2.0455,6.0,10.0,14.0,4.0,8.0,12.0,12.0,18.0,24.0,-3.0,2.0,7.0,9.97425,7.92875,16.95645035505938,2.0455,6.0,10.0,14.0,4.0,8.0,12.0,11.053450355059384,17.053450355059383,23.053450355059383,-3.0,2.0,7.0
2026-02-10,401808229,Auburn Tigers,Vanderbilt Commodores,2026-02-10 19:00,2026-02-11T00:00:00Z,EST,4.25,spread,base,4,4,037e6393be59,71fbc969d609,2,1,5,10,9.96675,7.993,17.95975,1.97375,6.0,10.0,14.0,4.0,8.0,12.0,12.0,18.0,24.0,-3.0,2.0,7.0,19.941,15.92175,34.177143505507814,4.01925,14.0,20.0,26.0,11.0,16.0,22.0,25.31439350550782,34.314393505507816,44.314393505507816,-3.0,4.0,11.0
2026-02-10,401808229,Auburn Tigers,Vanderbilt Commodores,2026-02-10 19:00,2026-02-11T00:00:00Z,EST,4.25,spread,base,4,4,037e6393be59,71fbc969d609,3,1,10,15,10.3125,8.2835,18.596,2.029,6.0,10.0,15.0,5.0,8.0,12.0,12.0,18.0,25.0,-3.0,2.0,7.0,30.2535,24.20525,51.38999443693608,6.04825,22.0,30.0,39.0,17.0,24.0,31.09999999999991,37.93124443693608,50.93124443693608,64.03124443693599,-2.0,6.0,14.0
2026-02-10,401808229,Auburn Tigers,Vanderbilt Commodores,2026-02-10 19:00,2026-02-11T00:00:00Z,EST,4.25,spread,base,4,4,037e6393be59,71fbc969d609,4,1,15,20,10.5965,8.5635,19.16,2.033,6.0,10.0,15.0,5.0,8.0,13.0,13.0,19.0,26.0,-3.0,2.0,7.0,40.85,32.76875,73.61875,8.08125,31.0,41.0,51.0,24.0,33.0,41.0,57.0,73.0,90.0,-1.0,8.0,17.0
2026-02-10,401808229,Auburn Tigers,Vanderbilt Commodores,2026-02-10 19:00,2026-02-11T00:00:00Z,EST,4.25,spread,base,4,4,037e6393be59,71fbc969d609,5,2,20,25,11.34225,9.327,20.66925,2.01525,7.0,11.0,16.0,5.0,9.0,14.0,14.0,20.0,27.0,-3.0,2.0,8.0,52.19225,42.09575,91.54243280556878,10.0965,42.0,52.0,62.0,33.0,42.0,51.0,73.27046738946449,91.24323733612152,110.21600728277852,0.0,10.0,21.0
2026-02-10,401808229,Auburn Tigers,Vanderbilt Commodores,2026-02-10 19:00,2026-02-11T00:00:00Z,EST,4.25,spread,base,4,4,037e6393be59,71fbc969d609,6,2,25,30,11.03125,9.1475,20.17875,1.88375,7.0,11.0,16.0,5.0,9.0,13.0,14.0,20.0,27.0,-4.0,2.0,7.0,63.2235,51.24325,109.47351305472915,11.98025,53.0,63.0,74.0,41.0,51.0,61.0,96.94689799350408,109.20999058044636,122.45465770887272,1.0,12.0,23.0
