game_id,season,date,start_time,start_time_local,start_tz_abbr,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,status,completed,neutral_site,venue
401814574,2026,2026-02-20,2026-02-20 23:30:00+00:00,2026-02-20 18:30,EST,Ball State Cardinals,Akron Zips,0,0,,,,,STATUS_SCHEDULED,False,False,Worthen Arena
401828437,2026,2026-02-20,2026-02-21 00:00:00+00:00,2026-02-20 19:00,EST,Saint Louis Billikens,VCU Rams,0,0,,,,,STATUS_SCHEDULED,False,False,Chaifetz Arena
401823851,2026,2026-02-20,2026-02-21 00:00:00+00:00,2026-02-20 19:00,EST,Iona Gaels,Saint Peter's Peacocks,0,0,,,,,STATUS_SCHEDULED,False,False,Hynes Athletics Center
401823320,2026,2026-02-20,2026-02-21 00:00:00+00:00,2026-02-20 19:00,EST,Fairfield Stags,Sacred Heart Pioneers,0,0,,,,,STATUS_SCHEDULED,False,False,Leo D. Mahoney Arena
401818563,2026,2026-02-20,2026-02-21 00:00:00+00:00,2026-02-20 19:00,EST,Brown Bears,Princeton Tigers,0,0,,,,,STATUS_SCHEDULED,False,False,Pizzitola Sports Center
401817675,2026,2026-02-20,2026-02-21 00:00:00+00:00,2026-02-20 19:00,EST,Detroit Mercy Titans,Milwaukee Panthers,0,0,,,,,STATUS_SCHEDULED,False,False,Calihan Hall
401817674,2026,2026-02-20,2026-02-21 00:00:00+00:00,2026-02-20 19:00,EST,Oakland Golden Grizzlies,Green Bay Phoenix,0,0,,,,,STATUS_SCHEDULED,False,False,OU Credit Union O'rena
401813393,2026,2026-02-20,2026-02-21 00:00:00+00:00,2026-02-20 19:00,EST,Mount St. Mary's Mountaineers,Niagara Purple Eagles,0,0,,,,,STATUS_SCHEDULED,False,False,Knott Arena
401813369,2026,2026-02-20,2026-02-21 00:00:00+00:00,2026-02-20 19:00,EST,Rider Broncs,Canisius Golden Griffins,0,0,,,,,STATUS_SCHEDULED,False,False,Alumni Gymnasium (Rider)
401813307,2026,2026-02-20,2026-02-21 00:00:00+00:00,2026-02-20 19:00,EST,Manhattan Jaspers,Marist Red Foxes,0,0,,,,,STATUS_SCHEDULED,False,False,Draddy Gymnasium
401825528,2026,2026-02-20,2026-02-21 01:00:00+00:00,2026-02-20 20:00,EST,Purdue Boilermakers,Indiana Hoosiers,0,0,,,,,STATUS_SCHEDULED,False,False,Mackey Arena
401813430,2026,2026-02-20,2026-02-21 01:00:00+00:00,2026-02-20 20:00,EST,Merrimack Warriors,Siena Saints,0,0,,,,,STATUS_SCHEDULED,False,False,Lawler Arena
401814575,2026,2026-02-20,2026-02-21 01:30:00+00:00,2026-02-20 20:30,EST,Miami (OH) RedHawks,Bowling Green Falcons,0,0,,,,,STATUS_SCHEDULED,False,False,Millett Hall
