date,n_games,n_with_closing,coverage_pct,missing_game_ids
2025-11-03,19,15,0.7894736842105263,401812785;401817239;401827170;401827219
2025-11-04,36,0,0.0,401813286;401813397;401817228;401817464;401819813;401819888;401819898;401820395;401820806;401822165;401822329;401823304;401823321;401823398;401823553;401823724;401823857;401824110;401824118;401824860;401824884;401824895;401825185;401826052;401826705;401826746;401826803;401826879;401826895;401826926;401826946;401827525;401828553;401829341;401830409;401830629
2025-11-05,35,0,0.0,401811102;401812626;401817172;401820604;401820822;401822176;401822993;401823021;401823036;401823351;401823450;401823484;401823499;401824022;401824061;401825576;401826086;401826731;401826767;401826837;401826937;401826995;401827040;401827058;401827172;401827212;401827517;401828288;401828719;401829411;401829495;401830318;401830341;401830411;401831374
2025-11-06,44,0,0.0,401809414;401812250;401812333;401812351;401812643;401813253;401813273;401813346;401817154;401817183;401817212;401817219;401817240;401817453;401819871;401819915;401820183;401820541;401820837;401822370;401823340;401823399;401823416;401823441;401823475;401823522;401823550;401824088;401826042;401826738;401826757;401827003;401827256;401827484;401827521;401828275;401828543;401828913;401829053;401829414;401829472;401829497;401829685;401830236
2025-11-07,76,0,0.0,401808949;401809074;401812573;401812599;401812786;401812917;401813445;401813757;401817132;401817164;401817253;401817263;401817442;401817487;401817528;401818298;401818367;401818547;401819843;401819899;401820614;401820797;401822166;401822318;401822330;401822366;401822724;401822735;401823002;401823009;401823225;401823352;401823392;401823426;401823461;401823509;401823514;401823531;401823554;401823647;401824023;401824055;401824119;401824134;401824302;401824357;401824868;401824945;401825204;401825382;401825587;401826069;401826698;401826706;401826804;401826860;401826869;401826892;401826918;401826922;401826927;401827273;401827449;401828301;401828473;401828492;401828495;401828911;401828917;401829277;401829342;401829345;401829430;401829448;401829486;401831071
