game_id,season,date,start_time,start_time_local,start_tz_abbr,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,neutral_site,venue,start_time_iso,display_date,start_time_local_venue,start_tz_abbr_venue,game_date,game_key,game_id_odds,book,fetched_at,moneyline_home,moneyline_away,spread,total,commence_time,home_team_name,away_team_name,odds_date,odds_key
353c5c1a93dc3982c686f2c8c057805f,2025,2025-11-29,2025-11-29 21:00:00+00:00,2025-11-29 16:00,EST,Mount St. Mary's Mountaineers,Howard Bison,0,0,,,,,False,Knott Arena,2025-11-29T21:00:00Z,2025-11-29,2025-11-29 16:00,EST,2025-11-29,howard__mountstatemarys,,DraftKings,2025-11-29 19:13:06.850460+00:00,-135.0,114.0,-2.5,146.5,2025-11-29 21:00:00+00:00,Mt. St. Mary's Mountaineers,Howard Bison,2025-11-29,howard__mtstatemarys
401811108,2025,2025-11-29,2025-11-29 21:00:00+00:00,2025-11-29 16:00,EST,Air Force Falcons,South Dakota Coyotes,0,0,,,,,True,Summit Arena,2025-11-29T21:00:00Z,2025-11-29,2025-11-29 15:00,CST,2025-11-29,airforce__southdakotacoyotes,166961a4398f2eb59e041092d074480d,DraftKings,2025-11-29 19:13:06.850460+00:00,-162.0,136.0,-3.5,148.5,2025-11-29 21:00:00+00:00,South Dakota Coyotes,Air Force Falcons,2025-11-29,airforce__southdakotacoyotes
401812383,2025,2025-11-29,2025-11-29 19:00:00+00:00,2025-11-29 14:00,EST,Saint Francis Red Flash,Franciscan University Barons,14,11,14.0,11.0,,,False,DeGol Arena,2025-11-29T19:00:00Z,2025-11-29,2025-11-29 14:00,EST,2025-11-29,franciscanbarons__stfrancisredflash,,,,,,,,,,,,
401812579,2025,2025-11-29,2025-11-29 21:30:00+00:00,2025-11-29 16:30,EST,Pennsylvania Quakers,La Salle Explorers,0,0,,,,,False,The Palestra,2025-11-29T21:30:00Z,2025-11-29,2025-11-29 16:30,EST,2025-11-29,lasalle__pennsylvania,8cc804c8ad9ef9206ab9aa4f181b60d2,FanDuel,2025-11-29 19:13:06.850460+00:00,-154.0,128.0,-2.5,148.5,2025-11-29 21:30:00+00:00,Pennsylvania Quakers,La Salle Explorers,2025-11-29,lasalle__pennsylvania
401812607,2025,2025-11-29,2025-11-29 19:00:00+00:00,2025-11-29 14:00,EST,Harvard Crimson,Bryant Bulldogs,10,8,10.0,8.0,,,False,Lavietes Pavilion,2025-11-29T19:00:00Z,2025-11-29,2025-11-29 14:00,EST,2025-11-29,bryant__harvardcrimson,d19c74f795d4a4e8eb20e3787dc15c4e,DraftKings,2025-11-29 19:13:06.850460+00:00,-445.0,310.0,-8.5,136.5,2025-11-29 19:04:07+00:00,Harvard Crimson,Bryant Bulldogs,2025-11-29,bryant__harvardcrimson
401813352,2025,2025-11-29,2025-11-29 23:00:00+00:00,2025-11-29 18:00,EST,Canisius Golden Griffins,Buffalo Bulls,0,0,,,,,False,Koessler Athletic Center,2025-11-29T23:00:00Z,2025-11-29,,,2025-11-29,buffalobulls__canisiusgolden,6b4a21096aa0f3cc8ef572c7e6b78e14,FanDuel,2025-11-29 19:13:06.850460+00:00,290.0,-375.0,8.5,139.5,2025-11-29 23:00:00+00:00,Canisius Golden Griffins,Buffalo Bulls,2025-11-29,buffalobulls__canisiusgolden
401813379,2025,2025-11-29,2025-11-29 18:00:00+00:00,2025-11-29 13:00,EST,Niagara Purple Eagles,Detroit Mercy Titans,39,45,29.0,38.0,10.0,7.0,False,Gallagher Center,2025-11-29T18:00:00Z,2025-11-29,,,2025-11-29,detroitmercy__niagarapurple,e14cec5012541695e79dc883be1cefa5,FanDuel,2025-11-29 19:13:06.850460+00:00,330.0,-480.0,5.5,142.5,2025-11-29 18:00:00+00:00,Niagara Purple Eagles,Detroit Mercy Titans,2025-11-29,detroitmercy__niagarapurple
401813402,2025,2025-11-29,2025-11-29 21:00:00+00:00,2025-11-29 16:00,EST,Mount St. Mary's Mountaineers,Howard Bison,0,0,,,,,False,Knott Arena,2025-11-29T21:00:00Z,2025-11-29,2025-11-29 16:00,EST,2025-11-29,howard__mountstatemarys,,,,,,,,,,,,
401818533,2025,2025-11-29,2025-11-29 19:00:00+00:00,2025-11-29 14:00,EST,Columbia Lions,Sarah Lawrence Gryphons,17,4,17.0,4.0,,,False,Levien Gymnasium,2025-11-29T19:00:00Z,2025-11-29,,,2025-11-29,columbia__sarahlawrencegryphons,,,,,,,,,,,,
401820155,2025,2025-11-29,2025-11-29 17:00:00+00:00,2025-11-29 12:00,EST,Navy Midshipmen,SE Louisiana Lions,65,67,27.0,42.0,38.0,25.0,True,Trask Coliseum,2025-11-29T17:00:00Z,2025-11-29,,,2025-11-29,navymidshipmen__selouisiana,5c8c932f483743867152c551d94cad74,FanDuel,2025-11-29 19:13:06.850460+00:00,630.0,-1200.0,3.5,,2025-11-29 17:06:00+00:00,Navy Midshipmen,SE Louisiana Lions,2025-11-29,navymidshipmen__selouisiana
