game_id,season,date,start_time,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,neutral_site,venue
401822760,2025,2025-11-14,2025-11-14 16:00:00+00:00,Central Michigan Chippewas,Coppin State Eagles,0,0,,,,,True,McArthur Center
401829445,2025,2025-11-14,2025-11-14 19:00:00+00:00,Northwestern State Demons,Ecclesia Royals,0,0,,,,,False,Prather Coliseum
401829489,2025,2025-11-14,2025-11-14 23:00:00+00:00,Georgia Southern Eagles,Johnson C Smith Golden Bulls,0,0,,,,,False,Jack and Ruth Ann Hill Convocation Center
401820151,2025,2025-11-14,2025-11-14 23:00:00+00:00,Navy Midshipmen,Washington College (MD) Shoremen,0,0,,,,,False,Alumni Hall (Navy)
401827433,2025,2025-11-14,2025-11-14 23:30:00+00:00,Rutgers Scarlet Knights,Lehigh Mountain Hawks,0,0,,,,,False,Jersey Mike’s Arena
401823376,2025,2025-11-14,2025-11-14 23:30:00+00:00,Eastern Michigan Eagles,IU Indianapolis Jaguars,0,0,,,,,False,Gervin GameAbove Center
401820840,2025,2025-11-14,2025-11-14 23:30:00+00:00,Charleston Southern Buccaneers,Lindenwood Lions,0,0,,,,,True,Event Center
401817231,2025,2025-11-14,2025-11-15 00:00:00+00:00,Duke Blue Devils,Indiana State Sycamores,0,0,,,,,False,Cameron Indoor Stadium
401822356,2025,2025-11-14,2025-11-15 00:00:00+00:00,Kentucky Wildcats,Eastern Illinois Panthers,0,0,,,,,False,Rupp Arena
401829444,2025,2025-11-14,2025-11-15 00:00:00+00:00,McNeese Cowboys,Louisiana Ragin' Cajuns,0,0,,,,,False,Townsley Law Arena
401828308,2025,2025-11-14,2025-11-15 00:00:00+00:00,Jacksonville State Gamecocks,Coastal Carolina Chanticleers,0,0,,,,,False,Pete Mathews Coliseum
401827498,2025,2025-11-14,2025-11-15 00:00:00+00:00,Towson Tigers,Norfolk State Spartans,0,0,,,,,False,SECU Arena
401827450,2025,2025-11-14,2025-11-15 00:00:00+00:00,Charleston Cougars,South Carolina State Bulldogs,0,0,,,,,False,TD Arena
401827153,2025,2025-11-14,2025-11-15 00:00:00+00:00,Alabama State Hornets,Virginia-Lynchburg Dragons,0,0,,,,,False,Dunn-Oliver Acadome
401825383,2025,2025-11-14,2025-11-15 00:00:00+00:00,West Georgia Wolves,The Citadel Bulldogs,0,0,,,,,False,The Coliseum
401822350,2025,2025-11-14,2025-11-15 00:00:00+00:00,Fairfield Stags,Stonehill Skyhawks,0,0,,,,,False,Leo D. Mahoney Arena
401822168,2025,2025-11-14,2025-11-15 00:00:00+00:00,Iona Gaels,Fordham Rams,0,0,,,,,False,Hynes Athletics Center
401820543,2025,2025-11-14,2025-11-15 00:00:00+00:00,Northern Iowa Panthers,Furman Paladins,0,0,,,,,False,McLeod Center
401817166,2025,2025-11-14,2025-11-15 00:00:00+00:00,Rhode Island Rams,UAlbany Great Danes,0,0,,,,,False,Thomas M. Ryan Center
401809076,2025,2025-11-14,2025-11-15 00:00:00+00:00,Bucknell Bison,Hofstra Pride,0,0,,,,,False,Sojka Pavilion
401828906,2025,2025-11-14,2025-11-15 00:30:00+00:00,Drake Bulldogs,SIU Edwardsville Cougars,0,0,,,,,False,Knapp Center
401826852,2025,2025-11-14,2025-11-15 00:30:00+00:00,UAB Blazers,High Point Panthers,0,0,,,,,False,Bartow Arena
401823552,2025,2025-11-14,2025-11-15 00:30:00+00:00,Ole Miss Rebels,Cal State Bakersfield Roadrunners,0,0,,,,,False,C. M. Tad Smith Coliseum
401813255,2025,2025-11-14,2025-11-15 00:30:00+00:00,USC Trojans,Illinois State Redbirds,0,0,,,,,True,Intuit Dome
401808893,2025,2025-11-14,2025-11-15 00:30:00+00:00,Tulane Green Wave,New Orleans Privateers,0,0,,,,,False,Devlin Fieldhouse
401819900,2025,2025-11-14,2025-11-15 01:00:00+00:00,Texas Tech Red Raiders,Milwaukee Panthers,0,0,,,,,False,United Supermarkets Arena
