pair_key,home_team,away_team,our_start_iso,our_start_dt,sched_commence_time,sched_start_time,sched_dt,diff_minutes
chattanoogamocs::oakwoodambassadors,Chattanooga Mocs,Oakwood Ambassadors,2025-12-10T00:00:00Z,2025-12-10 00:00:00+00:00,,2025-12-10 00:00:00+00:00,2025-12-10 00:00:00+00:00,0.0
citadel::southernwesleyan,The Citadel Bulldogs,Southern Wesleyan Warriors,2025-12-10T00:00:00Z,2025-12-10 00:00:00+00:00,,2025-12-10 00:00:00+00:00,2025-12-10 00:00:00+00:00,0.0
coloradochristian::denver,Denver Pioneers,Colorado Christian Cougars,2025-12-10T02:00:00Z,2025-12-10 02:00:00+00:00,,2025-12-10 02:00:00+00:00,2025-12-10 02:00:00+00:00,0.0
coloradostate::dartmouthbiggreen,Colorado State Rams,Dartmouth Big Green,2025-12-10T02:00:00Z,2025-12-10 02:00:00+00:00,,2025-12-10 02:00:00+00:00,2025-12-10 02:00:00+00:00,0.0
columbia::stonybrook,Stony Brook Seawolves,Columbia Lions,2025-12-10T00:00:00Z,2025-12-10 00:00:00+00:00,,2025-12-10 00:00:00+00:00,2025-12-10 00:00:00+00:00,0.0
connecticut::floridagators,UConn Huskies,Florida Gators,2025-12-10T02:00:00Z,2025-12-10 02:00:00+00:00,,2025-12-10 02:00:00+00:00,2025-12-10 02:00:00+00:00,0.0
coppinstate::stjosephs,Saint Joseph's Hawks,Coppin State Eagles,2025-12-10T00:00:00Z,2025-12-10 00:00:00+00:00,,2025-12-10 00:00:00+00:00,2025-12-10 00:00:00+00:00,0.0
culverstockton::lindenwood,Lindenwood Lions,Culver-Stockton Wildcats,2025-12-10T00:00:00Z,2025-12-10 00:00:00+00:00,,2025-12-10 00:00:00+00:00,2025-12-10 00:00:00+00:00,0.0
depaulblue::morganstate,DePaul Blue Demons,Morgan State Bears,2025-12-10T01:00:00Z,2025-12-10 01:00:00+00:00,,2025-12-10 01:00:00+00:00,2025-12-10 01:00:00+00:00,0.0
doane::omaha,Omaha Mavericks,Doane Tigers,2025-12-10T01:00:00Z,2025-12-10 01:00:00+00:00,,2025-12-10 01:00:00+00:00,2025-12-10 01:00:00+00:00,0.0
georgiancourt::temple,Temple Owls,Georgian Court Lions,2025-12-10T00:00:00Z,2025-12-10 00:00:00+00:00,,2025-12-10 00:00:00+00:00,2025-12-10 00:00:00+00:00,0.0
holycrosscrusaders::regispride,Holy Cross Crusaders,Regis Pride,2025-12-09T23:00:00Z,2025-12-09 23:00:00+00:00,,2025-12-09 23:00:00+00:00,2025-12-09 23:00:00+00:00,0.0
howard::northcarolinaaandt,Howard Bison,North Carolina A&T Aggies,2025-12-10T00:00:00Z,2025-12-10 00:00:00+00:00,,2025-12-10 00:00:00+00:00,2025-12-10 00:00:00+00:00,0.0
illinoisfightingillini::ohiostatebuckeyes,Ohio State Buckeyes,Illinois Fighting Illini,2025-12-10T00:30:00Z,2025-12-10 00:30:00+00:00,,2025-12-10 00:30:00+00:00,2025-12-10 00:30:00+00:00,0.0
indiana::pennstatenittany,Indiana Hoosiers,Penn State Nittany Lions,2025-12-10T01:30:00Z,2025-12-10 01:30:00+00:00,,2025-12-10 01:30:00+00:00,2025-12-10 01:30:00+00:00,0.0
kentucky::northcarolinacentral,Kentucky Wildcats,North Carolina Central Eagles,2025-12-10T00:00:00Z,2025-12-10 00:00:00+00:00,,2025-12-10 00:00:00+00:00,2025-12-10 00:00:00+00:00,0.0
littlerocktrojans::westvirginia,West Virginia Mountaineers,Little Rock Trojans,2025-12-10T00:00:00Z,2025-12-10 00:00:00+00:00,,2025-12-10 00:00:00+00:00,2025-12-10 00:00:00+00:00,0.0
longbeachstatebeach::sanjosestate,San José State Spartans,Long Beach State Beach,2025-12-10T03:00:00Z,2025-12-10 03:00:00+00:00,,2025-12-10 03:00:00+00:00,2025-12-10 03:00:00+00:00,0.0
loyolamaryland::vmikeydets,VMI Keydets,Loyola Maryland Greyhounds,2025-12-09T23:00:00Z,2025-12-09 23:00:00+00:00,,2025-12-09 23:00:00+00:00,2025-12-09 23:00:00+00:00,0.0
marylandeasternshore::virginiacavaliers,Virginia Cavaliers,Maryland Eastern Shore Hawks,2025-12-10T00:00:00Z,2025-12-10 00:00:00+00:00,,2025-12-10 00:00:00+00:00,2025-12-10 00:00:00+00:00,0.0
mcneese::rhodeisland,Rhode Island Rams,McNeese Cowboys,2025-12-10T00:00:00Z,2025-12-10 00:00:00+00:00,,2025-12-10 00:00:00+00:00,2025-12-10 00:00:00+00:00,0.0
michiganwolverines::villanova,Michigan Wolverines,Villanova Wildcats,2025-12-09T23:30:00Z,2025-12-09 23:30:00+00:00,,2025-12-09 23:30:00+00:00,2025-12-09 23:30:00+00:00,0.0
sandiegotoreros::usctrojans,San Diego Toreros,USC Trojans,2025-12-10T02:00:00Z,2025-12-10 02:00:00+00:00,,2025-12-10 02:00:00+00:00,2025-12-10 02:00:00+00:00,0.0
southdakotacoyotes::wyoming,Wyoming Cowboys,South Dakota Coyotes,2025-12-10T01:30:00Z,2025-12-10 01:30:00+00:00,,2025-12-10 01:30:00+00:00,2025-12-10 01:30:00+00:00,0.0
toccoafalls::winthrop,Winthrop Eagles,Toccoa Falls Eagles,2025-12-09T23:30:00Z,2025-12-09 23:30:00+00:00,,2025-12-09 23:30:00+00:00,2025-12-09 23:30:00+00:00,0.0
