game_id,date,home_team,away_team,home_off_rating,away_off_rating,home_def_rating,away_def_rating,home_tempo_rating,away_tempo_rating,tempo_rating_sum
401817511,2025-12-11,IU Indianapolis Jaguars,Green Bay Phoenix,104.0,108.0,99.0,92.0,68.0,70.0,138.0
401831530,2025-12-11,Wagner Seahawks,Bloomfield Deacons,101.0,100.0,95.0,100.0,73.0,73.0,146.0
401829492,2025-12-11,Georgia Southern Eagles,Coastal Georgia Mariner,107.0,103.0,100.0,97.0,69.0,68.0,137.0
401823347,2025-12-11,Jacksonville Dolphins,Trinity College of Jacksonville Eagles,104.0,100.0,96.0,96.0,74.0,74.0,148.0
401820813,2025-12-11,East Carolina Pirates,App State Mountaineers,106.0,102.0,94.0,98.0,67.0,69.0,136.0
401817524,2025-12-11,Virginia Tech Hokies,Western Carolina Catamounts,108.0,108.0,99.0,92.0,74.0,74.0,148.0
401823872,2025-12-11,UT Rio Grande Valley Vaqueros,UT Arlington Mavericks,104.0,102.0,96.0,94.0,74.0,73.0,147.0
401819878,2025-12-11,Iowa State Cyclones,Iowa Hawkeyes,100.0,100.0,100.0,96.0,69.0,70.0,139.0
401829479,2025-12-11,St. Thomas-Minnesota Tommies,Saint John's (MN) Johnnies,103.0,103.0,97.0,93.0,68.0,69.0,137.0
401827157,2025-12-11,Missouri Tigers,Alabama State Hornets,101.0,101.0,99.0,95.0,75.0,76.0,151.0
401826742,2025-12-11,Denver Pioneers,Alaska Anchorage Seawolves,100.0,101.0,100.0,99.0,68.0,69.0,137.0
401817480,2025-12-11,Syracuse Orange,Saint Joseph's Hawks,101.0,103.0,99.0,97.0,76.0,75.0,151.0
401823738,2025-12-11,Cal State Bakersfield Roadrunners,North Dakota State Bison,102.0,101.0,94.0,95.0,73.0,74.0,147.0
