date,game_id,event_id,book,market,period,selection,line,price,edge,kelly,fractional,stake,ev,q10_total,q50_total,q90_total,q10_margin,q50_margin,q90_margin
2025-12-15,401808703,18a9e476886bb6b0fc7b47834332f58b,LowVig.ag,totals,full_game,over,137.0,-108.0,3.778350830078125,0.1259450276692708,0.5,2.127659574468085,,,,,,,
2025-12-15,401808703,18a9e476886bb6b0fc7b47834332f58b,BetMGM,spreads,full_game,home,-4.5,-110.0,1.3899145126342771,0.154434945848253,0.5,2.127659574468085,,,,,,,
2025-12-15,401808703,18a9e476886bb6b0fc7b47834332f58b,BetOnline.ag,spreads,full_game,home,-4.5,-115.0,1.3899145126342771,0.154434945848253,0.5,2.127659574468085,,,,,,,
2025-12-15,401808703,18a9e476886bb6b0fc7b47834332f58b,BetRivers,spreads,full_game,home,-4.5,-113.0,1.3899145126342771,0.154434945848253,0.5,2.127659574468085,,,,,,,
2025-12-15,401808703,18a9e476886bb6b0fc7b47834332f58b,Bovada,spreads,full_game,home,-4.5,-115.0,1.3899145126342771,0.154434945848253,0.5,2.127659574468085,,,,,,,
2025-12-15,401808703,18a9e476886bb6b0fc7b47834332f58b,Caesars,spreads,full_game,home,-4.5,-110.0,1.3899145126342771,0.154434945848253,0.5,2.127659574468085,,,,,,,
2025-12-15,401808703,18a9e476886bb6b0fc7b47834332f58b,DraftKings,spreads,full_game,home,-4.5,-108.0,1.3899145126342771,0.154434945848253,0.5,2.127659574468085,,,,,,,
2025-12-15,401808703,18a9e476886bb6b0fc7b47834332f58b,FanDuel,spreads,full_game,home,-4.5,-110.0,1.3899145126342771,0.154434945848253,0.5,2.127659574468085,,,,,,,
2025-12-15,401808703,18a9e476886bb6b0fc7b47834332f58b,LowVig.ag,spreads,full_game,home,-4.5,-111.0,1.3899145126342771,0.154434945848253,0.5,2.127659574468085,,,,,,,
2025-12-15,401812256,a44ff2cae275acb55f0095a71de64c7d,BetMGM,spreads,full_game,home,-17.5,-118.0,3.218501281738284,0.0919571794782366,0.5,2.127659574468085,,,,,,,
2025-12-15,401812256,a44ff2cae275acb55f0095a71de64c7d,BetOnline.ag,spreads,full_game,home,-18.0,-110.0,2.718501281738284,0.0755139244927301,0.5,2.127659574468085,,,,,,,
2025-12-15,401812256,a44ff2cae275acb55f0095a71de64c7d,BetRivers,spreads,full_game,home,-17.5,-110.0,3.218501281738284,0.0919571794782366,0.5,2.127659574468085,,,,,,,
2025-12-15,401812256,a44ff2cae275acb55f0095a71de64c7d,Bovada,spreads,full_game,home,-18.0,-105.0,2.718501281738284,0.0755139244927301,0.5,2.127659574468085,,,,,,,
2025-12-15,401812256,a44ff2cae275acb55f0095a71de64c7d,Caesars,spreads,full_game,home,-18.0,-110.0,2.718501281738284,0.0755139244927301,0.5,2.127659574468085,,,,,,,
2025-12-15,401812256,a44ff2cae275acb55f0095a71de64c7d,DraftKings,spreads,full_game,home,-17.5,-110.0,3.218501281738284,0.0919571794782366,0.5,2.127659574468085,,,,,,,
2025-12-15,401812256,a44ff2cae275acb55f0095a71de64c7d,FanDuel,spreads,full_game,home,-17.5,-110.0,3.218501281738284,0.0919571794782366,0.5,2.127659574468085,,,,,,,
