game_id,date,home_team,away_team,home_off_rating,away_off_rating,home_def_rating,away_def_rating,home_tempo_rating,away_tempo_rating,tempo_rating_sum
401827516,2025-12-16,Drexel Dragons,Howard Bison,109.0,107.0,98.0,93.0,70.0,71.0,141.0
401817236,2025-12-16,Duke Blue Devils,Lipscomb Bisons,107.0,101.0,100.0,99.0,68.0,68.0,136.0
401828471,2025-12-16,Liberty Flames,Midway University Eagles,107.0,103.0,100.0,93.0,76.0,76.0,152.0
401827064,2025-12-16,South Carolina State Bulldogs,South Carolina Upstate Spartans,105.0,109.0,95.0,100.0,71.0,69.0,140.0
401823728,2025-12-16,UMass Lowell River Hawks,Sacred Heart Pioneers,101.0,111.0,99.0,98.0,68.0,69.0,137.0
401812670,2025-12-16,Holy Cross Crusaders,Dartmouth Big Green,104.0,102.0,99.0,94.0,68.0,68.0,136.0
401823472,2025-12-16,Michigan State Spartans,Toledo Rockets,100.0,100.0,96.0,96.0,73.0,72.0,145.0
401830423,2025-12-16,UNC Asheville Bulldogs,Kentucky Christian Knights,109.0,108.0,98.0,92.0,68.0,70.0,138.0
401823379,2025-12-16,IU Indianapolis Jaguars,Miami (OH)-Middletown ThunderHawks,104.0,104.0,99.0,96.0,68.0,69.0,137.0
401817248,2025-12-16,Tennessee Volunteers,Louisville Cardinals,109.0,104.0,98.0,96.0,75.0,76.0,151.0
401822869,2025-12-16,St. John's Red Storm,DePaul Blue Demons,105.0,106.0,95.0,94.0,72.0,70.0,142.0
401830199,2025-12-16,Evansville Purple Aces,Belmont Bruins,110.0,102.0,97.0,94.0,74.0,73.0,147.0
401829050,2025-12-16,Ohio Bobcats,Ohio Wesleyan Battling Bishops,103.0,110.0,100.0,99.0,69.0,68.0,137.0
401827530,2025-12-16,UNC Greensboro Spartans,North Carolina A&T Aggies,101.0,106.0,99.0,94.0,70.0,69.0,139.0
401827001,2025-12-16,Mississippi Valley State Delta Devils,Tarleton State Texans,100.0,103.0,100.0,93.0,75.0,76.0,151.0
401826980,2025-12-16,High Point Panthers,Mary Baldwin Fighting Squirrels,105.0,102.0,95.0,94.0,70.0,68.0,138.0
401826781,2025-12-16,Oklahoma Sooners,Kansas City Roos,107.0,110.0,100.0,99.0,73.0,73.0,146.0
401823853,2025-12-16,Delaware Blue Hens,Rider Broncs,108.0,108.0,99.0,92.0,69.0,69.0,138.0
401823413,2025-12-16,Wright State Raiders,Miami (OH) RedHawks,102.0,112.0,94.0,97.0,74.0,73.0,147.0
401822346,2025-12-16,Bowling Green Falcons,Chicago State Cougars,101.0,101.0,95.0,99.0,69.0,70.0,139.0
401813443,2025-12-16,Dayton Flyers,Florida State Seminoles,109.0,102.0,98.0,94.0,72.0,72.0,144.0
401813356,2025-12-16,Rhode Island Rams,Canisius Golden Griffins,104.0,107.0,96.0,93.0,68.0,68.0,136.0
401812925,2025-12-16,Clemson Tigers,South Carolina Gamecocks,104.0,106.0,96.0,94.0,70.0,69.0,139.0
401809422,2025-12-16,Miami Hurricanes,Florida International Panthers,109.0,110.0,98.0,99.0,71.0,72.0,143.0
401808976,2025-12-16,Lamar Cardinals,UT Rio Grande Valley Vaqueros,103.0,104.0,97.0,96.0,67.0,68.0,135.0
401813326,2025-12-16,Georgia Tech Yellow Jackets,Marist Red Foxes,101.0,109.0,99.0,100.0,68.0,67.0,135.0
401812362,2025-12-16,Mississippi State Bulldogs,Long Island University Sharks,101.0,112.0,95.0,97.0,70.0,70.0,140.0
401806344,2025-12-16,Morehead State Eagles,Little Rock Trojans,110.0,111.0,97.0,98.0,68.0,69.0,137.0
401817270,2025-12-16,North Carolina Tar Heels,East Tennessee State Buccaneers,100.0,111.0,100.0,98.0,67.0,69.0,136.0
401819903,2025-12-16,Texas Tech Red Raiders,Northern Colorado Bears,105.0,104.0,95.0,96.0,72.0,71.0,143.0
401829470,2025-12-16,Omaha Mavericks,York College Nebraska Panthers,105.0,106.0,98.0,94.0,68.0,67.0,135.0
401826858,2025-12-16,Texas Longhorns,Le Moyne Dolphins,107.0,107.0,100.0,93.0,69.0,69.0,138.0
401823467,2025-12-16,Northern Illinois Huskies,East-West University Phantoms,104.0,110.0,99.0,99.0,67.0,68.0,135.0
401823329,2025-12-16,Missouri State Bears,Oral Roberts Golden Eagles,108.0,111.0,99.0,98.0,69.0,69.0,138.0
401822338,2025-12-16,Northwestern Wildcats,Valparaiso Beacons,102.0,100.0,94.0,96.0,74.0,74.0,148.0
401822868,2025-12-16,UConn Huskies,Butler Bulldogs,105.0,106.0,95.0,94.0,73.0,71.0,144.0
401823529,2025-12-16,Arizona Wildcats,Abilene Christian Wildcats,104.0,112.0,96.0,97.0,70.0,69.0,139.0
401819839,2025-12-16,BYU Cougars,Pacific Tigers,105.0,110.0,98.0,99.0,69.0,69.0,138.0
401823497,2025-12-16,Arkansas Razorbacks,Queens University Royals,100.0,101.0,100.0,99.0,70.0,71.0,141.0
401819886,2025-12-16,Kansas Jayhawks,Towson Tigers,102.0,110.0,98.0,99.0,70.0,69.0,139.0
401826743,2025-12-16,Denver Pioneers,Colorado-Colorado Springs Mountain Lions,100.0,103.0,100.0,97.0,71.0,71.0,142.0
401826046,2025-12-16,UC Riverside Highlanders,Stanton Elks,107.0,108.0,100.0,92.0,74.0,75.0,149.0
401825582,2025-12-16,Cal Poly Mustangs,Montana State Bobcats,107.0,109.0,100.0,100.0,72.0,71.0,143.0
401823537,2025-12-16,California Baptist Lancers,Southern Jaguars,104.0,103.0,96.0,97.0,72.0,71.0,143.0
401824044,2025-12-16,Loyola Marymount Lions,UC San Diego Tritons,107.0,106.0,100.0,94.0,74.0,73.0,147.0
