game_id,season,date_game,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,neutral_site,venue,start_time,source,start_time_local,start_tz_abbr,start_time_iso,display_date,start_time_local_venue,start_tz_abbr_venue,pair_key,event_id,book,market,period,commence_time,last_update,home_team_name,away_team_name,moneyline_home,moneyline_away,home_spread,home_spread_price,away_spread,away_spread_price,total,over_price,under_price,date_line,_day_diff,partial_pair,pred_total_full,pred_margin_full,pred_total_1h,pred_total_2h,pred_margin_1h,pred_margin_2h,pred_total,pred_margin,edge_total,edge_margin,edge_total_pct,edge_margin_pct,kelly_fraction_total,home_ml_prob_market,away_ml_prob_market,home_ml_prob_fair,away_ml_prob_fair,kelly_fraction_ml_home,kelly_fraction_ml_away,home_ml_ev,away_ml_ev,home_ml_b,away_ml_b
401808954,2025.0,2025-12-19,LSU Tigers,SE Louisiana Lions,0.0,0.0,,,,,False,Pete Maravich Assembly Center,2025-12-20 01:00:00+00:00,,2025-12-19 20:00,EST,2025-12-20T01:00:00Z,2025-12-19,,,louisianastate::selouisiana,131f9e16e78369b960bd0aef66e5db10,BetMGM,spreads,full_game,2025-12-20 01:00:00+00:00,2025-12-19 17:16:19+00:00,LSU Tigers,SE Louisiana Lions,,,-23.5,-115.0,23.5,-105.0,,,,2025-12-20,1.0,False,147.76271057128906,22.13664054870605,72.312584,78.5723,10.376139,11.95962,147.76271057128906,22.13664054870605,,-1.3633594512939489,,-0.0580152957997425,,,,0.9593936581513228,0.040606341848677174,,,,,,
401808954,2025.0,2025-12-19,LSU Tigers,SE Louisiana Lions,0.0,0.0,,,,,False,Pete Maravich Assembly Center,2025-12-20 01:00:00+00:00,,2025-12-19 20:00,EST,2025-12-20T01:00:00Z,2025-12-19,,,louisianastate::selouisiana,131f9e16e78369b960bd0aef66e5db10,BetMGM,totals,full_game,2025-12-20 01:00:00+00:00,2025-12-19 17:16:19+00:00,LSU Tigers,SE Louisiana Lions,,,,,,,144.5,-105.0,-115.0,2025-12-20,1.0,False,147.76271057128906,22.13664054870605,72.312584,78.5723,10.376139,11.95962,147.76271057128906,22.13664054870605,3.2627105712890625,,0.022579311912035036,,0.10875701904296875,,,0.9593936581513228,0.040606341848677174,,,,,,
401808954,2025.0,2025-12-19,LSU Tigers,SE Louisiana Lions,0.0,0.0,,,,,False,Pete Maravich Assembly Center,2025-12-20 01:00:00+00:00,,2025-12-19 20:00,EST,2025-12-20T01:00:00Z,2025-12-19,,,louisianastate::selouisiana,131f9e16e78369b960bd0aef66e5db10,BetOnline.ag,spreads,full_game,2025-12-20 01:00:00+00:00,2025-12-19 17:16:18+00:00,LSU Tigers,SE Louisiana Lions,,,-23.0,-118.0,23.0,-102.0,,,,2025-12-20,1.0,False,147.76271057128906,22.13664054870605,72.312584,78.5723,10.376139,11.95962,147.76271057128906,22.13664054870605,,-0.8633594512939489,,-0.037537367447562996,,,,0.9593936581513228,0.040606341848677174,,,,,,
401808954,2025.0,2025-12-19,LSU Tigers,SE Louisiana Lions,0.0,0.0,,,,,False,Pete Maravich Assembly Center,2025-12-20 01:00:00+00:00,,2025-12-19 20:00,EST,2025-12-20T01:00:00Z,2025-12-19,,,louisianastate::selouisiana,131f9e16e78369b960bd0aef66e5db10,BetOnline.ag,totals,full_game,2025-12-20 01:00:00+00:00,2025-12-19 17:16:18+00:00,LSU Tigers,SE Louisiana Lions,,,,,,,144.5,-110.0,-110.0,2025-12-20,1.0,False,147.76271057128906,22.13664054870605,72.312584,78.5723,10.376139,11.95962,147.76271057128906,22.13664054870605,3.2627105712890625,,0.022579311912035036,,0.10875701904296875,,,0.9593936581513228,0.040606341848677174,,,,,,
401808954,2025.0,2025-12-19,LSU Tigers,SE Louisiana Lions,0.0,0.0,,,,,False,Pete Maravich Assembly Center,2025-12-20 01:00:00+00:00,,2025-12-19 20:00,EST,2025-12-20T01:00:00Z,2025-12-19,,,louisianastate::selouisiana,131f9e16e78369b960bd0aef66e5db10,BetRivers,spreads,full_game,2025-12-20 01:00:00+00:00,2025-12-19 17:16:43+00:00,LSU Tigers,SE Louisiana Lions,,,-23.5,-115.0,23.5,-108.0,,,,2025-12-20,1.0,False,147.76271057128906,22.13664054870605,72.312584,78.5723,10.376139,11.95962,147.76271057128906,22.13664054870605,,-1.3633594512939489,,-0.0580152957997425,,,,0.9593936581513228,0.040606341848677174,,,,,,
401808954,2025.0,2025-12-19,LSU Tigers,SE Louisiana Lions,0.0,0.0,,,,,False,Pete Maravich Assembly Center,2025-12-20 01:00:00+00:00,,2025-12-19 20:00,EST,2025-12-20T01:00:00Z,2025-12-19,,,louisianastate::selouisiana,131f9e16e78369b960bd0aef66e5db10,Bovada,spreads,full_game,2025-12-20 01:00:00+00:00,2025-12-19 17:12:45+00:00,LSU Tigers,SE Louisiana Lions,,,-23.5,100.0,23.5,-120.0,,,,2025-12-20,1.0,False,147.76271057128906,22.13664054870605,72.312584,78.5723,10.376139,11.95962,147.76271057128906,22.13664054870605,,-1.3633594512939489,,-0.0580152957997425,,,,0.9593936581513228,0.040606341848677174,,,,,,
401808954,2025.0,2025-12-19,LSU Tigers,SE Louisiana Lions,0.0,0.0,,,,,False,Pete Maravich Assembly Center,2025-12-20 01:00:00+00:00,,2025-12-19 20:00,EST,2025-12-20T01:00:00Z,2025-12-19,,,louisianastate::selouisiana,131f9e16e78369b960bd0aef66e5db10,Bovada,totals,full_game,2025-12-20 01:00:00+00:00,2025-12-19 17:12:45+00:00,LSU Tigers,SE Louisiana Lions,,,,,,,144.0,-110.0,-110.0,2025-12-20,1.0,False,147.76271057128906,22.13664054870605,72.312584,78.5723,10.376139,11.95962,147.76271057128906,22.13664054870605,3.7627105712890625,,0.026129934522840712,,0.1254236857096354,,,0.9593936581513228,0.040606341848677174,,,,,,
401808954,2025.0,2025-12-19,LSU Tigers,SE Louisiana Lions,0.0,0.0,,,,,False,Pete Maravich Assembly Center,2025-12-20 01:00:00+00:00,,2025-12-19 20:00,EST,2025-12-20T01:00:00Z,2025-12-19,,,louisianastate::selouisiana,131f9e16e78369b960bd0aef66e5db10,Caesars,spreads,full_game,2025-12-20 01:00:00+00:00,2025-12-19 17:11:54+00:00,LSU Tigers,SE Louisiana Lions,,,-23.5,-110.0,23.5,-110.0,,,,2025-12-20,1.0,False,147.76271057128906,22.13664054870605,72.312584,78.5723,10.376139,11.95962,147.76271057128906,22.13664054870605,,-1.3633594512939489,,-0.0580152957997425,,,,0.9593936581513228,0.040606341848677174,,,,,,
401808954,2025.0,2025-12-19,LSU Tigers,SE Louisiana Lions,0.0,0.0,,,,,False,Pete Maravich Assembly Center,2025-12-20 01:00:00+00:00,,2025-12-19 20:00,EST,2025-12-20T01:00:00Z,2025-12-19,,,louisianastate::selouisiana,131f9e16e78369b960bd0aef66e5db10,Caesars,totals,full_game,2025-12-20 01:00:00+00:00,2025-12-19 17:11:54+00:00,LSU Tigers,SE Louisiana Lions,,,,,,,144.0,-110.0,-110.0,2025-12-20,1.0,False,147.76271057128906,22.13664054870605,72.312584,78.5723,10.376139,11.95962,147.76271057128906,22.13664054870605,3.7627105712890625,,0.026129934522840712,,0.1254236857096354,,,0.9593936581513228,0.040606341848677174,,,,,,
401808954,2025.0,2025-12-19,LSU Tigers,SE Louisiana Lions,0.0,0.0,,,,,False,Pete Maravich Assembly Center,2025-12-20 01:00:00+00:00,,2025-12-19 20:00,EST,2025-12-20T01:00:00Z,2025-12-19,,,louisianastate::selouisiana,131f9e16e78369b960bd0aef66e5db10,DraftKings,spreads,full_game,2025-12-20 01:00:00+00:00,2025-12-19 17:16:18+00:00,LSU Tigers,SE Louisiana Lions,,,-23.5,-110.0,23.5,-110.0,,,,2025-12-20,1.0,False,147.76271057128906,22.13664054870605,72.312584,78.5723,10.376139,11.95962,147.76271057128906,22.13664054870605,,-1.3633594512939489,,-0.0580152957997425,,,,0.9593936581513228,0.040606341848677174,,,,,,
401808954,2025.0,2025-12-19,LSU Tigers,SE Louisiana Lions,0.0,0.0,,,,,False,Pete Maravich Assembly Center,2025-12-20 01:00:00+00:00,,2025-12-19 20:00,EST,2025-12-20T01:00:00Z,2025-12-19,,,louisianastate::selouisiana,131f9e16e78369b960bd0aef66e5db10,DraftKings,totals,full_game,2025-12-20 01:00:00+00:00,2025-12-19 17:16:18+00:00,LSU Tigers,SE Louisiana Lions,,,,,,,144.5,-108.0,-112.0,2025-12-20,1.0,False,147.76271057128906,22.13664054870605,72.312584,78.5723,10.376139,11.95962,147.76271057128906,22.13664054870605,3.2627105712890625,,0.022579311912035036,,0.10875701904296875,,,0.9593936581513228,0.040606341848677174,,,,,,
401808954,2025.0,2025-12-19,LSU Tigers,SE Louisiana Lions,0.0,0.0,,,,,False,Pete Maravich Assembly Center,2025-12-20 01:00:00+00:00,,2025-12-19 20:00,EST,2025-12-20T01:00:00Z,2025-12-19,,,louisianastate::selouisiana,131f9e16e78369b960bd0aef66e5db10,FanDuel,h2h,2h,2025-12-20 01:00:00+00:00,2025-12-19 17:16:06+00:00,LSU Tigers,SE Louisiana Lions,-10000.0,2400.0,,,,,,,,2025-12-20,1.0,False,147.76271057128906,22.13664054870605,72.312584,78.5723,10.376139,11.95962,78.5723,11.95962,,,,,,0.9900990099009901,0.04,0.8466438519199517,0.15335614808004827,-1.0,0.11807932091671695,-0.14488970956084876,2.833903702001207,0.01,24.0
