game_id,book,fetched_at,moneyline_home,moneyline_away,spread,total,commence_time,home_team_name,away_team_name
dc42f63eb40bf9e37ac8d9822ac7644e,FanDuel,2025-11-09 03:33:55.067367+00:00,-50000.0,3500.0,-15.5,166.5,2025-11-09 02:00:00+00:00,UNLV Rebels,Chattanooga Mocs
dc42f63eb40bf9e37ac8d9822ac7644e,DraftKings,2025-11-09 03:33:55.067367+00:00,-8500.0,2000.0,-15.5,167.5,2025-11-09 02:00:00+00:00,UNLV Rebels,Chattanooga Mocs
dc42f63eb40bf9e37ac8d9822ac7644e,BetMGM,2025-11-09 03:33:55.067367+00:00,-10000.0,1350.0,-13.5,164.5,2025-11-09 02:00:00+00:00,UNLV Rebels,Chattanooga Mocs
dc42f63eb40bf9e37ac8d9822ac7644e,Bovada,2025-11-09 03:33:55.067367+00:00,-5000.0,1400.0,-14.5,165.5,2025-11-09 02:00:00+00:00,UNLV Rebels,Chattanooga Mocs
dc42f63eb40bf9e37ac8d9822ac7644e,Caesars,2025-11-09 03:33:55.067367+00:00,-6000.0,1800.0,-14.5,166.5,2025-11-09 02:00:00+00:00,UNLV Rebels,Chattanooga Mocs
dc42f63eb40bf9e37ac8d9822ac7644e,BetRivers,2025-11-09 03:33:55.067367+00:00,,,-15.5,168.5,2025-11-09 02:00:00+00:00,UNLV Rebels,Chattanooga Mocs
dc42f63eb40bf9e37ac8d9822ac7644e,Fanatics,2025-11-09 03:33:55.067367+00:00,-10000.0,2200.0,-15.5,165.5,2025-11-09 02:00:00+00:00,UNLV Rebels,Chattanooga Mocs
2e68ac96133f2d9130c74c88b56c8b3d,DraftKings,2025-11-09 03:33:55.067367+00:00,,,-21.5,162.5,2025-11-09 02:02:34+00:00,Loyola Marymount Lions,Arkansas-Pine Bluff Golden Lions
2e68ac96133f2d9130c74c88b56c8b3d,BetMGM,2025-11-09 03:33:55.067367+00:00,-10000.0,3300.0,-21.5,162.5,2025-11-09 02:02:34+00:00,Loyola Marymount Lions,Arkansas-Pine Bluff Golden Lions
2e68ac96133f2d9130c74c88b56c8b3d,BetRivers,2025-11-09 03:33:55.067367+00:00,,,-22.5,162.5,2025-11-09 02:02:34+00:00,Loyola Marymount Lions,Arkansas-Pine Bluff Golden Lions
