game_id,season,date_game,start_time,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,neutral_site,venue,pair_key,event_id,book,market,period,commence_time,last_update,home_team_name,away_team_name,moneyline_home,moneyline_away,home_spread,home_spread_price,away_spread,away_spread_price,total,over_price,under_price,date_line,_day_diff,pred_total_full,pred_margin_full,pred_total_1h,pred_total_2h,pred_margin_1h,pred_margin_2h,pred_total,pred_margin,edge_total,edge_margin,edge_total_pct,edge_margin_pct,kelly_fraction_total,home_ml_prob_market,away_ml_prob_market,home_ml_prob_fair,away_ml_prob_fair,kelly_fraction_ml_home,kelly_fraction_ml_away,home_ml_ev,away_ml_ev,home_ml_b,away_ml_b
401809077,2025,2025-11-17,2025-11-18 00:00:00+00:00,Pittsburgh Panthers,Bucknell Bison,0,0,,,,,False,Petersen Events Center,bucknell::pittsburgh,f1c7fe06623e0f73e05ae76b5796e274,BetMGM,h2h,2h,2025-11-18 00:00:41+00:00,2025-11-17 23:35:00+00:00,Pittsburgh Panthers,Bucknell Bison,-1600.0,900.0,,,,,,,,2025-11-18,1,148.1876220703125,3.35976505279541,71.3181,77.4437,0.9184253,1.2613136,77.4437,1.2613136,,,,,,0.9411764705882353,0.1,0.5449254283041767,0.4550745716958233,-1.0,0.3945273018842481,-0.42101673242681226,3.550745716958233,0.0625,9.0
401809077,2025,2025-11-17,2025-11-18 00:00:00+00:00,Pittsburgh Panthers,Bucknell Bison,0,0,,,,,False,Petersen Events Center,bucknell::pittsburgh,f1c7fe06623e0f73e05ae76b5796e274,BetMGM,spreads,full_game,2025-11-18 00:00:41+00:00,2025-11-17 23:35:00+00:00,Pittsburgh Panthers,Bucknell Bison,,,-15.5,-110.0,15.5,-110.0,,,,2025-11-18,1,148.1876220703125,3.35976505279541,71.3181,77.4437,0.9184253,1.2613136,148.1876220703125,3.35976505279541,,-12.14023494720459,,-0.7832409643357799,,,,0.6177399491149184,0.38226005088508164,,,,,,
401809077,2025,2025-11-17,2025-11-18 00:00:00+00:00,Pittsburgh Panthers,Bucknell Bison,0,0,,,,,False,Petersen Events Center,bucknell::pittsburgh,f1c7fe06623e0f73e05ae76b5796e274,BetMGM,totals,full_game,2025-11-18 00:00:41+00:00,2025-11-17 23:35:00+00:00,Pittsburgh Panthers,Bucknell Bison,,,,,,,141.5,-115.0,-105.0,2025-11-18,1,148.1876220703125,3.35976505279541,71.3181,77.4437,0.9184253,1.2613136,148.1876220703125,3.35976505279541,6.6876220703125,,0.047262346786660775,,0.22292073567708334,,,0.6177399491149184,0.38226005088508164,,,,,,
401809077,2025,2025-11-17,2025-11-18 00:00:00+00:00,Pittsburgh Panthers,Bucknell Bison,0,0,,,,,False,Petersen Events Center,bucknell::pittsburgh,f1c7fe06623e0f73e05ae76b5796e274,BetOnline.ag,spreads,full_game,2025-11-18 00:00:41+00:00,2025-11-17 23:34:10+00:00,Pittsburgh Panthers,Bucknell Bison,,,-16.0,-105.0,16.0,-115.0,,,,2025-11-18,1,148.1876220703125,3.35976505279541,71.3181,77.4437,0.9184253,1.2613136,148.1876220703125,3.35976505279541,,-12.64023494720459,,-0.7900146842002869,,,,0.6177399491149184,0.38226005088508164,,,,,,
401809077,2025,2025-11-17,2025-11-18 00:00:00+00:00,Pittsburgh Panthers,Bucknell Bison,0,0,,,,,False,Petersen Events Center,bucknell::pittsburgh,f1c7fe06623e0f73e05ae76b5796e274,BetOnline.ag,totals,full_game,2025-11-18 00:00:41+00:00,2025-11-17 23:34:10+00:00,Pittsburgh Panthers,Bucknell Bison,,,,,,,142.0,-105.0,-115.0,2025-11-18,1,148.1876220703125,3.35976505279541,71.3181,77.4437,0.9184253,1.2613136,148.1876220703125,3.35976505279541,6.1876220703125,,0.04357480331205986,,0.20625406901041668,,,0.6177399491149184,0.38226005088508164,,,,,,
401809077,2025,2025-11-17,2025-11-18 00:00:00+00:00,Pittsburgh Panthers,Bucknell Bison,0,0,,,,,False,Petersen Events Center,bucknell::pittsburgh,f1c7fe06623e0f73e05ae76b5796e274,BetRivers,h2h,2h,2025-11-18 00:00:41+00:00,2025-11-17 23:34:50+00:00,Pittsburgh Panthers,Bucknell Bison,-2000.0,750.0,,,,,,,,2025-11-18,1,148.1876220703125,3.35976505279541,71.3181,77.4437,0.9184253,1.2613136,77.4437,1.2613136,,,,,,0.9523809523809523,0.11764705882352941,0.5449254283041767,0.4550745716958233,-1.0,0.3824178479219331,-0.42782830028061447,2.8681338594144985,0.05,7.5
401809077,2025,2025-11-17,2025-11-18 00:00:00+00:00,Pittsburgh Panthers,Bucknell Bison,0,0,,,,,False,Petersen Events Center,bucknell::pittsburgh,f1c7fe06623e0f73e05ae76b5796e274,BetRivers,spreads,full_game,2025-11-18 00:00:41+00:00,2025-11-17 23:34:50+00:00,Pittsburgh Panthers,Bucknell Bison,,,-16.0,-109.0,16.0,-114.0,,,,2025-11-18,1,148.1876220703125,3.35976505279541,71.3181,77.4437,0.9184253,1.2613136,148.1876220703125,3.35976505279541,,-12.64023494720459,,-0.7900146842002869,,,,0.6177399491149184,0.38226005088508164,,,,,,
401809077,2025,2025-11-17,2025-11-18 00:00:00+00:00,Pittsburgh Panthers,Bucknell Bison,0,0,,,,,False,Petersen Events Center,bucknell::pittsburgh,f1c7fe06623e0f73e05ae76b5796e274,BetRivers,totals,full_game,2025-11-18 00:00:41+00:00,2025-11-17 23:34:50+00:00,Pittsburgh Panthers,Bucknell Bison,,,,,,,141.0,-112.0,-110.0,2025-11-18,1,148.1876220703125,3.35976505279541,71.3181,77.4437,0.9184253,1.2613136,148.1876220703125,3.35976505279541,7.1876220703125,,0.0509760430518617,,0.23958740234375,,,0.6177399491149184,0.38226005088508164,,,,,,
401809077,2025,2025-11-17,2025-11-18 00:00:00+00:00,Pittsburgh Panthers,Bucknell Bison,0,0,,,,,False,Petersen Events Center,bucknell::pittsburgh,f1c7fe06623e0f73e05ae76b5796e274,Bovada,h2h,2h,2025-11-18 00:00:41+00:00,2025-11-17 23:34:55+00:00,Pittsburgh Panthers,Bucknell Bison,-2500.0,1050.0,,,,,,,,2025-11-18,1,148.1876220703125,3.35976505279541,71.3181,77.4437,0.9184253,1.2613136,77.4437,1.2613136,,,,,,0.9615384615384616,0.08695652173913043,0.5449254283041767,0.4550745716958233,-1.0,0.40317691185733023,-0.43327755456365624,4.233357574501968,0.04,10.5
401809077,2025,2025-11-17,2025-11-18 00:00:00+00:00,Pittsburgh Panthers,Bucknell Bison,0,0,,,,,False,Petersen Events Center,bucknell::pittsburgh,f1c7fe06623e0f73e05ae76b5796e274,Bovada,spreads,full_game,2025-11-18 00:00:41+00:00,2025-11-17 23:34:55+00:00,Pittsburgh Panthers,Bucknell Bison,,,-15.5,-110.0,15.5,-110.0,,,,2025-11-18,1,148.1876220703125,3.35976505279541,71.3181,77.4437,0.9184253,1.2613136,148.1876220703125,3.35976505279541,,-12.14023494720459,,-0.7832409643357799,,,,0.6177399491149184,0.38226005088508164,,,,,,
