date,game_id,home_team,away_team,start_time_local,start_time_iso,start_tz_abbr,abs_margin_proxy,abs_margin_proxy_source,segment_probs_source,segment_probs_half1_len_passed,segment_probs_half2_len_passed,segment_probs_half1_hash_passed,segment_probs_half2_hash_passed,segment,half,start_min,end_min,mu_home_pts_seg,mu_away_pts_seg,mu_total_pts_seg,mu_margin_pts_seg,q10_home_pts_seg,q50_home_pts_seg,q90_home_pts_seg,q10_away_pts_seg,q50_away_pts_seg,q90_away_pts_seg,q10_total_pts_seg,q50_total_pts_seg,q90_total_pts_seg,q10_margin_pts_seg,q50_margin_pts_seg,q90_margin_pts_seg,mu_home_score_end,mu_away_score_end,mu_total_score_end,mu_margin_score_end,q10_home_score_end,q50_home_score_end,q90_home_score_end,q10_away_score_end,q50_away_score_end,q90_away_score_end,q10_total_score_end,q50_total_score_end,q90_total_score_end,q10_margin_score_end,q50_margin_score_end,q90_margin_score_end
2026-03-10,401851170,Stanford Cardinal,Pittsburgh Panthers,2026-03-10 14:00,2026-03-10T18:00:00Z,EDT,5.5,spread,base,4,4,a9257089a551,c5b7de55cc93,1,1,0,5,8.72025,8.818,17.53825,-0.09775,5.0,9.0,13.0,5.0,9.0,13.0,12.0,17.0,24.0,-5.0,0.0,5.0,8.72025,8.818,14.87433068374074,-0.09775,5.0,9.0,13.0,5.0,9.0,13.0,9.33608068374074,14.33608068374074,21.33608068374074,-5.0,0.0,5.0
2026-03-10,401851170,Stanford Cardinal,Pittsburgh Panthers,2026-03-10 14:00,2026-03-10T18:00:00Z,EDT,5.5,spread,base,4,4,a9257089a551,c5b7de55cc93,2,1,5,10,8.69325,8.81325,17.5065,-0.12,5.0,9.0,13.0,5.0,9.0,13.0,12.0,17.0,24.0,-5.0,0.0,5.0,17.4135,17.63125,30.21931136748148,-0.21775,12.0,17.0,23.0,12.0,17.0,24.0,21.174561367481484,30.17456136748148,39.17456136748148,-7.0,0.0,7.0
2026-03-10,401851170,Stanford Cardinal,Pittsburgh Panthers,2026-03-10 14:00,2026-03-10T18:00:00Z,EDT,5.5,spread,base,4,4,a9257089a551,c5b7de55cc93,3,1,10,15,9.0025,9.0875,18.09,-0.085,5.0,9.0,13.0,5.0,9.0,13.0,12.0,18.0,24.0,-5.0,0.0,5.0,26.416,26.71875,47.030192051222215,-0.30275,19.0,26.0,34.0,20.0,27.0,34.0,34.89544205122222,46.89544205122222,58.89544205122222,-9.0,0.0,8.0
2026-03-10,401851170,Stanford Cardinal,Pittsburgh Panthers,2026-03-10 14:00,2026-03-10T18:00:00Z,EDT,5.5,spread,base,4,4,a9257089a551,c5b7de55cc93,4,1,15,20,9.2255,9.219,18.4445,0.0065,5.0,9.0,13.0,5.0,9.0,13.0,12.0,18.0,24.09999999999991,-5.0,0.0,5.0,35.6415,35.93775,71.57925,-0.29625,27.0,35.0,44.0,27.0,36.0,45.0,57.0,72.0,86.0,-9.0,0.0,9.0
2026-03-10,401851170,Stanford Cardinal,Pittsburgh Panthers,2026-03-10 14:00,2026-03-10T18:00:00Z,EDT,5.5,spread,base,4,4,a9257089a551,c5b7de55cc93,5,2,20,25,6.388,6.221,12.609,0.167,3.0,6.0,10.0,3.0,6.0,10.0,7.0,12.0,18.0,-4.0,0.0,5.0,42.0295,42.15875,79.08026957222222,-0.12925,33.0,42.0,51.0,33.0,42.0,51.0,63.89201957222222,78.89201957222221,93.8920195722222,-10.0,0.0,10.0
2026-03-10,401851170,Stanford Cardinal,Pittsburgh Panthers,2026-03-10 14:00,2026-03-10T18:00:00Z,EDT,5.5,spread,base,4,4,a9257089a551,c5b7de55cc93,6,2,25,30,6.1975,6.0975,12.295,0.1,3.0,6.0,10.0,3.0,6.0,10.0,7.0,12.0,18.0,-4.0,0.0,5.0,48.227,48.25625,90.03896640948147,-0.02925,39.0,48.0,58.0,39.0,48.0,58.0,74.55571640948148,89.55571640948148,105.55571640948148,-11.0,0.0,11.0
2026-03-10,401851170,Stanford Cardinal,Pittsburgh Panthers,2026-03-10 14:00,2026-03-10T18:00:00Z,EDT,5.5,spread,base,4,4,a9257089a551,c5b7de55cc93,7,2,30,35,6.2505,6.1975,12.448,0.053,3.0,6.0,10.0,3.0,6.0,10.0,7.0,12.0,18.0,-4.0,0.0,4.0,54.4775,54.45375,101.42186324674074,0.02375,45.0,54.0,65.0,45.0,54.0,65.0,84.49061324674074,101.49061324674074,118.49061324674074,-12.0,0.0,12.0
2026-03-10,401851170,Stanford Cardinal,Pittsburgh Panthers,2026-03-10 14:00,2026-03-10T18:00:00Z,EDT,5.5,spread,base,4,4,a9257089a551,c5b7de55cc93,8,2,35,40,6.9615,6.8015,13.763,0.16,3.0,7.0,11.0,3.0,7.0,10.0,8.0,13.0,19.0,-4.0,0.0,5.0,61.439,61.25525,122.69425,0.18375,51.0,61.0,72.0,50.0,61.0,72.0,105.0,123.0,141.0,-12.0,0.0,13.0
2026-03-10,401851171,SMU Mustangs,Syracuse Orange,2026-03-10 16:30,2026-03-10T20:30:00Z,EDT,5.0,spread,base,4,4,a9257089a551,c5b7de55cc93,1,1,0,5,8.7385,9.047,17.7855,-0.3085,5.0,9.0,13.0,5.0,9.0,13.0,12.0,18.0,24.0,-5.099999999999966,0.0,5.0,8.7385,9.047,15.121580683740738,-0.3085,5.0,9.0,13.0,5.0,9.0,13.0,9.33608068374074,15.33608068374074,21.33608068374074,-5.099999999999966,0.0,5.0
2026-03-10,401851171,SMU Mustangs,Syracuse Orange,2026-03-10 16:30,2026-03-10T20:30:00Z,EDT,5.0,spread,base,4,4,a9257089a551,c5b7de55cc93,2,1,5,10,8.919,9.002,17.921,-0.083,5.0,9.0,13.0,5.0,9.0,13.0,12.0,18.0,24.0,-5.0,0.0,5.0,17.6575,18.049,30.88106136748148,-0.3915,12.0,17.5,23.0,12.0,18.0,24.0,22.174561367481484,30.67456136748148,40.17456136748148,-8.0,0.0,7.0
2026-03-10,401851171,SMU Mustangs,Syracuse Orange,2026-03-10 16:30,2026-03-10T20:30:00Z,EDT,5.0,spread,base,4,4,a9257089a551,c5b7de55cc93,3,1,10,15,9.2115,9.3365,18.548,-0.125,5.0,9.0,13.0,5.900000000000034,9.0,13.0,13.0,18.0,25.0,-5.0,0.0,5.0,26.869,27.3855,48.14994205122222,-0.5165,20.0,27.0,34.0,20.0,27.0,35.0,36.89544205122222,47.89544205122222,59.89544205122222,-9.0,0.0,8.0
2026-03-10,401851171,SMU Mustangs,Syracuse Orange,2026-03-10 16:30,2026-03-10T20:30:00Z,EDT,5.0,spread,base,4,4,a9257089a551,c5b7de55cc93,4,1,15,20,9.38925,9.595,18.98425,-0.20575,6.0,9.0,13.0,6.0,9.0,14.0,13.0,19.0,25.0,-6.0,0.0,5.0,36.25825,36.9805,73.23875,-0.72225,28.0,36.0,45.0,29.0,37.0,46.0,59.0,73.0,88.0,-10.0,-1.0,8.0
