game_id,season,date,start_time,start_time_local,start_tz_abbr,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,status,completed,neutral_site,venue,start_time_iso,display_date,start_time_local_venue,start_tz_abbr_venue,game_date,game_key,game_id_odds,book,fetched_at,moneyline_home,moneyline_away,spread,total,commence_time,home_team_name,away_team_name,odds_date,odds_key
401804957,2026,2026-03-05,2026-03-06 00:00:00+00:00,2026-03-05 19:00,EST,Delaware Blue Hens,Sam Houston Bearkats,0,0,,,,,STATUS_SCHEDULED,False,False,Bob Carpenter Center,2026-03-06T00:00:00Z,2026-03-05,,,2026-03-05,delawarebluehens__samhoustonbearkats,,,,,,,,,,,,
401804958,2026,2026-03-05,2026-03-06 00:00:00+00:00,2026-03-05 19:00,EST,Liberty Flames,Louisiana Tech Bulldogs,0,0,,,,,STATUS_SCHEDULED,False,False,Liberty Arena (VA),2026-03-06T00:00:00Z,2026-03-05,,,2026-03-05,libertyflames__louisianatech,,,,,,,,,,,,
401804959,2026,2026-03-05,2026-03-06 02:00:00+00:00,2026-03-05 21:00,EST,New Mexico State Aggies,Jacksonville State Gamecocks,0,0,,,,,STATUS_SCHEDULED,False,False,Pan American Center,2026-03-06T02:00:00Z,2026-03-05,,,2026-03-05,jacksonvillestategamecocks__newmexicostate,,,,,,,,,,,,
401804960,2026,2026-03-05,2026-03-06 02:00:00+00:00,2026-03-05 21:00,EST,UTEP Miners,Kennesaw State Owls,0,0,,,,,STATUS_SCHEDULED,False,False,Don Haskins Center,2026-03-06T02:00:00Z,2026-03-05,,,2026-03-05,kennesawstate__utepminers,,,,,,,,,,,,
401804961,2026,2026-03-05,2026-03-06 01:00:00+00:00,2026-03-05 20:00,EST,Missouri State Bears,Western Kentucky Hilltoppers,0,0,,,,,STATUS_SCHEDULED,False,False,Great Southern Bank Arena,2026-03-06T01:00:00Z,2026-03-05,,,2026-03-05,missouristate__westernkentuckyhilltoppers,,,,,,,,,,,,
401804962,2026,2026-03-05,2026-03-06 00:00:00+00:00,2026-03-05 19:00,EST,FIU Panthers,Middle Tennessee Blue Raiders,0,0,,,,,STATUS_SCHEDULED,False,False,Ocean Bank Convocation Center,2026-03-06T00:00:00Z,2026-03-05,,,2026-03-05,fiu__middletennesseeblueraiders,,,,,,,,,,,,
401805211,2026,2026-03-05,2026-03-06 03:00:00+00:00,2026-03-05 22:00,EST,California Baptist Lancers,Abilene Christian Wildcats,0,0,,,,,STATUS_SCHEDULED,False,False,Dale E. and Sarah Ann Fowler Events Center,2026-03-06T03:00:00Z,2026-03-05,,,2026-03-05,abilenechristian__californiabaptist,,,,,,,,,,,,
401805212,2026,2026-03-05,2026-03-06 01:00:00+00:00,2026-03-05 20:00,EST,Tarleton Texans,UT Arlington Mavericks,0,0,,,,,STATUS_SCHEDULED,False,False,Wisdom Gym,2026-03-06T01:00:00Z,2026-03-05,,,2026-03-05,tarleton__utarlington,,,,,,,,,,,,
401805213,2026,2026-03-05,2026-03-06 01:30:00+00:00,2026-03-05 20:30,EST,Southern Utah Thunderbirds,Utah Valley Wolverines,0,0,,,,,STATUS_SCHEDULED,False,False,America First Events Center,2026-03-06T01:30:00Z,2026-03-05,,,2026-03-05,southernutahthunderbirds__utahvalleywolverines,,,,,,,,,,,,
401809103,2026,2026-03-05,2026-03-06 03:00:00+00:00,2026-03-05 22:00,EST,Cal State Fullerton Titans,UC San Diego Tritons,0,0,,,,,STATUS_SCHEDULED,False,False,Titan Gym,2026-03-06T03:00:00Z,2026-03-05,,,2026-03-05,calstfullerton__ucsandiegotritons,,,,,,,,,,,,
