game_id,home_team,away_team,closing_total,closing_spread_home,closing_ml_home,closing_ml_away
2025-11-13:american_eagles:gw_revolutionaries,GW Revolutionaries,American Eagles,153.0,-18.0,,
2025-11-13:arkansas_little_rock_trojans:marquette_golden_eagles,Marquette Golden Eagles,Arkansas-Little Rock Trojans,157.0,-21.0,,
2025-11-13:brown_bears:boston_univ_terriers,Boston Univ. Terriers,Brown Bears,131.5,-3.5,,
2025-11-13:cal_poly_mustangs:colorado_st_rams,Colorado St Rams,Cal Poly Mustangs,167.0,-18.0,,
2025-11-13:central_michigan_chippewas:south_alabama_jaguars,South Alabama Jaguars,Central Michigan Chippewas,131.5,-2.5,,
2025-11-13:coppin_st_eagles:south_florida_bulls,South Florida Bulls,Coppin St Eagles,170.5,-34.5,,
2025-11-13:cornell_big_red:lafayette_leopards,Lafayette Leopards,Cornell Big Red,159.5,4.5,,
2025-11-13:dartmouth_big_green:bryant_bulldogs,Bryant Bulldogs,Dartmouth Big Green,149.5,-1.0,,
2025-11-13:eastern_kentucky_colonels:vanderbilt_commodores,Vanderbilt Commodores,Eastern Kentucky Colonels,170.0,-28.5,,
2025-11-13:eastern_washington_eagles:seattle_redhawks,Seattle Redhawks,Eastern Washington Eagles,149.5,-8.0,,
2025-11-13:elon_phoenix:marshall_thundering_herd,Marshall Thundering Herd,Elon Phoenix,152.5,-9.5,,
2025-11-13:fairleigh_dickinson_knights:texas_longhorns,Texas Longhorns,Fairleigh Dickinson Knights,158.5,-31.5,,
2025-11-13:fort_wayne_mastodons:western_michigan_broncos,Western Michigan Broncos,Fort Wayne Mastodons,162.5,3.0,,
2025-11-13:idaho_vandals:san_diego_toreros,San Diego Toreros,Idaho Vandals,159.0,2.0,,
2025-11-13:james_madison_dukes:longwood_lancers,Longwood Lancers,James Madison Dukes,152.5,1.25,,
2025-11-13:long_beach_st_49ers:pacific_tigers,Pacific Tigers,Long Beach St 49ers,144.0,-10.0,,
2025-11-13:mercyhurst_lakers:canisius_golden_griffins,Canisius Golden Griffins,Mercyhurst Lakers,137.0,-0.5,,
2025-11-13:middle_tennessee_blue_raiders:evansville_purple_aces,Evansville Purple Aces,Middle Tennessee Blue Raiders,141.5,-1.5,,
2025-11-13:milwaukee_panthers:indiana_hoosiers,Indiana Hoosiers,Milwaukee Panthers,165.5,-24.5,,
2025-11-13:minnesota_golden_gophers:missouri_tigers,Missouri Tigers,Minnesota Golden Gophers,157.0,-6.5,,
2025-11-13:miss_valley_st_delta_devils:hawai_i_rainbow_warriors,Hawai'i Rainbow Warriors,Miss Valley St Delta Devils,150.5,-41.5,,
2025-11-13:montana_st_bobcats:stanford_cardinal,Stanford Cardinal,Montana St Bobcats,150.5,-14.5,,
2025-11-13:nicholls_st_colonels:valparaiso_beacons,Valparaiso Beacons,Nicholls St Colonels,144.5,-1.5,,
2025-11-13:north_florida_ospreys:tennessee_volunteers,Tennessee Volunteers,North Florida Ospreys,154.5,-42.25,,
2025-11-13:north_texas_mean_green:oregon_st_beavers,Oregon St Beavers,North Texas Mean Green,136.0,-1.5,,
2025-11-13:northern_kentucky_norse:east_tennessee_st_buccaneers,East Tennessee St Buccaneers,Northern Kentucky Norse,142.5,-7.5,,
2025-11-13:oakland_golden_grizzlies:houston_cougars,Houston Cougars,Oakland Golden Grizzlies,137.5,-29.0,,
2025-11-13:pittsburgh_panthers:west_virginia_mountaineers,West Virginia Mountaineers,Pittsburgh Panthers,133.5,-6.5,,
2025-11-13:portland_st_vikings:san_francisco_dons,San Francisco Dons,Portland St Vikings,153.5,-12.5,,
2025-11-13:prairie_view_panthers:oklahoma_st_cowboys,Oklahoma St Cowboys,Prairie View Panthers,170.0,-32.0,,
2025-11-13:presbyterian_blue_hose:south_carolina_gamecocks,South Carolina Gamecocks,Presbyterian Blue Hose,137.25,-15.5,,
2025-11-13:saint_joseph_s_hawks:virginia_tech_hokies,Virginia Tech Hokies,Saint Joseph's Hawks,159.0,-11.5,,
2025-11-13:saint_peter_s_peacocks:vcu_rams,VCU Rams,Saint Peter's Peacocks,147.5,-21.5,,
2025-11-13:samford_bulldogs:texas_southern_tigers,Texas Southern Tigers,Samford Bulldogs,152.5,3.5,,
2025-11-13:san_jos_st_spartans:michigan_st_spartans,Michigan St Spartans,San José St Spartans,141.5,-24.5,,
2025-11-13:siena_saints:st_bonaventure_bonnies,St. Bonaventure Bonnies,Siena Saints,139.5,-8.5,,
2025-11-13:south_dakota_st_jackrabbits:oregon_ducks,Oregon Ducks,South Dakota St Jackrabbits,142.0,-14.5,,
2025-11-13:southern_illinois_salukis:nevada_wolf_pack,Nevada Wolf Pack,Southern Illinois Salukis,147.5,-10.0,,
2025-11-13:southern_indiana_screaming_eagles:south_dakota_coyotes,South Dakota Coyotes,Southern Indiana Screaming Eagles,164.75,-5.5,,
2025-11-13:tenn_martin_skyhawks:bradley_braves,Bradley Braves,Tenn-Martin Skyhawks,144.5,-16.5,,
2025-11-13:tulsa_golden_hurricane:oral_roberts_golden_eagles,Oral Roberts Golden Eagles,Tulsa Golden Hurricane,159.5,6.5,,
2025-11-13:uc_san_diego_tritons:fresno_st_bulldogs,Fresno St Bulldogs,UC San Diego Tritons,151.5,2.0,,
2025-11-13:unc_greensboro_spartans:nc_state_wolfpack,NC State Wolfpack,UNC Greensboro Spartans,155.5,-32.0,,
2025-11-13:utah_tech_trailblazers:manhattan_jaspers,Manhattan Jaspers,Utah Tech Trailblazers,157.5,3.5,,
