game_id,season,date,start_time,start_time_local,start_tz_abbr,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,neutral_site,venue
401817511,2025,2025-12-11,2025-12-11 23:30:00+00:00,2025-12-11 18:30,EST,IU Indianapolis Jaguars,Green Bay Phoenix,0,0,,,,,False,The Jungle
401831530,2025,2025-12-11,2025-12-12 00:00:00+00:00,2025-12-11 19:00,EST,Wagner Seahawks,Bloomfield Deacons,0,0,,,,,False,Spiro Sports Center
401829492,2025,2025-12-11,2025-12-12 00:00:00+00:00,2025-12-11 19:00,EST,Georgia Southern Eagles,Coastal Georgia Mariner,0,0,,,,,False,Jack and Ruth Ann Hill Convocation Center
401823347,2025,2025-12-11,2025-12-12 00:00:00+00:00,2025-12-11 19:00,EST,Jacksonville Dolphins,Trinity College of Jacksonville Eagles,0,0,,,,,False,Swisher Gymnasium
401820813,2025,2025-12-11,2025-12-12 00:00:00+00:00,2025-12-11 19:00,EST,East Carolina Pirates,App State Mountaineers,0,0,,,,,False,Minges Coliseum
401817524,2025,2025-12-11,2025-12-12 00:00:00+00:00,2025-12-11 19:00,EST,Virginia Tech Hokies,Western Carolina Catamounts,0,0,,,,,False,Cassell Coliseum
401823872,2025,2025-12-11,2025-12-12 00:30:00+00:00,2025-12-11 19:30,EST,UT Rio Grande Valley Vaqueros,UT Arlington Mavericks,0,0,,,,,False,UTRGV Fieldhouse
401819878,2025,2025-12-11,2025-12-12 01:00:00+00:00,2025-12-11 20:00,EST,Iowa State Cyclones,Iowa Hawkeyes,0,0,,,,,False,Hilton Coliseum
401829479,2025,2025-12-11,2025-12-12 01:00:00+00:00,2025-12-11 20:00,EST,St. Thomas-Minnesota Tommies,Saint John's (MN) Johnnies,0,0,,,,,False,Lee & Penny Anderson Arena
401827157,2025,2025-12-11,2025-12-12 01:00:00+00:00,2025-12-11 20:00,EST,Missouri Tigers,Alabama State Hornets,0,0,,,,,False,Mizzou Arena
401826742,2025,2025-12-11,2025-12-12 02:00:00+00:00,2025-12-11 21:00,EST,Denver Pioneers,Alaska Anchorage Seawolves,0,0,,,,,False,Hamilton Gymnasium
401817480,2025,2025-12-11,2025-12-12 02:00:00+00:00,2025-12-11 21:00,EST,Syracuse Orange,Saint Joseph's Hawks,0,0,,,,,False,JMA Wireless Dome
401823738,2025,2025-12-11,2025-12-12 02:30:00+00:00,2025-12-11 21:30,EST,Cal State Bakersfield Roadrunners,North Dakota State Bison,0,0,,,,,False,Icardo Center
