date,n_games,n_with_last,coverage_pct,n_books_rows
2025-11-03,19,0,0.0,0
2025-11-04,36,0,0.0,0
2025-11-05,35,0,0.0,0
2025-11-06,44,0,0.0,0
2025-11-07,76,0,0.0,0
2025-11-08,69,0,0.0,0
