game_id,home_team,away_team,pred_total,pred_margin,market_total
401831241,Florida A&M Rattlers,Barber Scotia BARBER SCOTIA,,,
401831241.0,Florida A&M Rattlers,Barber Scotia BARBER SCOTIA,137.85025024414062,-5.818289279937744,
401827112,Bethune-Cookman Wildcats,South Carolina State Bulldogs,,,
401827112.0,Bethune-Cookman Wildcats,South Carolina State Bulldogs,135.22528076171875,3.4438564777374268,
401818554,Brown Bears,Bryant Bulldogs,,,
401818554.0,Brown Bears,Bryant Bulldogs,140.5543975830078,7.820419311523437,
401813353,Saint Peter's Peacocks,Canisius Golden Griffins,,,
401813353.0,Saint Peter's Peacocks,Canisius Golden Griffins,141.78955078125,12.09894561767578,
401823519,VMI Keydets,Christendom Crusaders,,,
401823519.0,VMI Keydets,Christendom Crusaders,141.8512420654297,2.9149398803710938,
401819847,Xavier Musketeers,Cincinnati Bearcats,,,
401819847.0,Xavier Musketeers,Cincinnati Bearcats,154.0573272705078,-13.418981552124023,
401827756,Eastern Michigan Eagles,Cleary University Cougars,,,
401827756.0,Eastern Michigan Eagles,Cleary University Cougars,138.95123291015625,-1.607515811920166,
401812792,UConn Huskies,East Texas A&M Lions,,,
401812792.0,UConn Huskies,East Texas A&M Lions,151.958984375,37.08771896362305,
401826875,Drake Bulldogs,UAB Blazers,,,
401826875.0,Drake Bulldogs,UAB Blazers,91.0397171020508,0.7346282958984374,
401824891,East Tennessee State Buccaneers,South Alabama Jaguars,,,
401824891.0,East Tennessee State Buccaneers,South Alabama Jaguars,142.70669555664062,-0.1491060256958007,
401813299,Manhattan Jaspers,Fairfield Stags,,,
401813299.0,Manhattan Jaspers,Fairfield Stags,136.65524291992188,-0.0264220237731933,
401824034,Kentucky Wildcats,Gonzaga Bulldogs,,,
401824034.0,Kentucky Wildcats,Gonzaga Bulldogs,159.27369689941406,-20.670011520385746,
401826979,High Point Panthers,NJIT Highlanders,,,
401826979.0,High Point Panthers,NJIT Highlanders,141.6265869140625,2.564603328704834,
401820582,Iona Gaels,Quinnipiac Bobcats,,,
401820582.0,Iona Gaels,Quinnipiac Bobcats,142.92396545410156,12.429893493652344,
401820213,Lafayette Leopards,Mercyhurst Lakers,,,
401820213.0,Lafayette Leopards,Mercyhurst Lakers,139.44088745117188,-0.8439140319824219,
401824092,Portland Pilots,Lewis & Clark Pioneers,,,
401813324,Marist Red Foxes,Mount St. Mary's Mountaineers,,,
401813324.0,Marist Red Foxes,Mount St. Mary's Mountaineers,139.5465087890625,6.66509063720703,
401808732,McNeese Cowboys,Northwestern State Demons,,,
401808732.0,McNeese Cowboys,Northwestern State Demons,138.8574981689453,13.70687484741211,
401813380,Siena Saints,Niagara Purple Eagles,,,
401813380.0,Siena Saints,Niagara Purple Eagles,89.26322860717774,6.328426170349121,
401812254,TCU Horned Frogs,Notre Dame Fighting Irish,,,
401822739,VCU Rams,Samford Bulldogs,,,
401822739.0,VCU Rams,Samford Bulldogs,146.9910125732422,7.285947799682617,
401824113,San José State Spartans,San Diego Toreros,,,
