game_id,home_team,away_team,closing_total,closing_spread_home,closing_ml_home,closing_ml_away
2025-11-09:arkansas_pine_bluff_golden_lions:loyola_marymount_lions,Loyola Marymount Lions,Arkansas-Pine Bluff Golden Lions,157.5,-20.0,,
2025-11-09:arkansas_razorbacks:michigan_st_spartans,Michigan St Spartans,Arkansas Razorbacks,156.0,-2.5,,
2025-11-09:army_knights:st_thomas_mn_tommies,St. Thomas (MN) Tommies,Army Knights,151.5,-18.5,,
2025-11-09:bellarmine_knights:kansas_st_wildcats,Kansas St Wildcats,Bellarmine Knights,168.5,-28.5,,
2025-11-09:cal_poly_mustangs:seattle_redhawks,Seattle Redhawks,Cal Poly Mustangs,164.5,-10.0,,
2025-11-09:central_michigan_chippewas:bradley_braves,Bradley Braves,Central Michigan Chippewas,147.5,-9.5,,
2025-11-09:chattanooga_mocs:unlv_rebels,UNLV Rebels,Chattanooga Mocs,155.5,-7.5,,
2025-11-09:cornell_big_red:illinois_st_redbirds,Illinois St Redbirds,Cornell Big Red,165.5,-8.5,,
2025-11-09:csu_northridge_matadors:north_dakota_fighting_hawks,North Dakota Fighting Hawks,CSU Northridge Matadors,156.0,4.5,,
2025-11-09:denver_pioneers:montana_st_bobcats,Montana St Bobcats,Denver Pioneers,149.5,-7.75,,
2025-11-09:florida_atlantic_owls:liberty_flames,Liberty Flames,Florida Atlantic Owls,151.5,-5.5,,
2025-11-09:grambling_st_tigers:howard_bison,Howard Bison,Grambling St Tigers,155.25,-3.5,,
2025-11-09:holy_cross_crusaders:byu_cougars,BYU Cougars,Holy Cross Crusaders,165.5,-38.5,,
2025-11-09:houston_christian_huskies:uc_san_diego_tritons,UC San Diego Tritons,Houston Christian Huskies,141.5,-7.0,,
2025-11-09:idaho_state_bengals:san_diego_st_aztecs,San Diego St Aztecs,Idaho State Bengals,139.5,-22.5,,
2025-11-09:indiana_hoosiers:marquette_golden_eagles,Marquette Golden Eagles,Indiana Hoosiers,153.5,2.0,,
2025-11-09:lehigh_mountain_hawks:west_virginia_mountaineers,West Virginia Mountaineers,Lehigh Mountain Hawks,139.75,-18.5,,
2025-11-09:manhattan_jaspers:usc_trojans,USC Trojans,Manhattan Jaspers,160.5,-25.5,,
2025-11-09:marist_red_foxes:dartmouth_big_green,Dartmouth Big Green,Marist Red Foxes,140.0,1.0,,
2025-11-09:morehead_st_eagles:georgia_bulldogs,Georgia Bulldogs,Morehead St Eagles,148.5,-24.5,,
2025-11-09:new_hampshire_wildcats:harvard_crimson,Harvard Crimson,New Hampshire Wildcats,147.5,-14.5,,
2025-11-09:north_texas_mean_green:loyola_chi_ramblers,Loyola (Chi) Ramblers,North Texas Mean Green,141.5,2.5,,
2025-11-09:oklahoma_sooners:gonzaga_bulldogs,Gonzaga Bulldogs,Oklahoma Sooners,167.0,-11.5,,
2025-11-09:omaha_mavericks:colorado_st_rams,Colorado St Rams,Omaha Mavericks,156.5,-12.5,,
2025-11-09:pacific_tigers:nevada_wolf_pack,Nevada Wolf Pack,Pacific Tigers,139.5,-13.0,,
2025-11-09:prairie_view_panthers:wichita_st_shockers,Wichita St Shockers,Prairie View Panthers,156.5,-19.5,,
2025-11-09:queens_university_royals:villanova_wildcats,Villanova Wildcats,Queens University Royals,151.0,-17.75,,
2025-11-09:south_dakota_st_jackrabbits:northern_iowa_panthers,Northern Iowa Panthers,South Dakota St Jackrabbits,152.5,-9.0,,
2025-11-09:southern_miss_golden_eagles:south_carolina_gamecocks,South Carolina Gamecocks,Southern Miss Golden Eagles,151.0,-18.5,,
2025-11-09:tennessee_st_tigers:belmont_bruins,Belmont Bruins,Tennessee St Tigers,157.5,-13.0,,
2025-11-09:texas_a_m_aggies:oklahoma_st_cowboys,Oklahoma St Cowboys,Texas A&M Aggies,169.5,2.5,,
2025-11-09:texas_a_m_cc_islanders:tarleton_state_texans,Tarleton State Texans,Texas A&M-CC Islanders,142.5,-3.5,,
2025-11-09:uc_davis_aggies:portland_pilots,Portland Pilots,UC Davis Aggies,152.5,1.0,,
2025-11-09:ut_rio_grande_valley_vaqueros:southern_utah_thunderbirds,Southern Utah Thunderbirds,UT Rio Grande Valley Vaqueros,160.0,1.5,,
2025-11-09:utah_tech_trailblazers:arizona_st_sun_devils,Arizona St Sun Devils,Utah Tech Trailblazers,153.5,-14.5,,
2025-11-09:vmi_keydets:missouri_tigers,Missouri Tigers,VMI Keydets,160.5,-22.0,,
2025-11-09:weber_state_wildcats:utah_utes,Utah Utes,Weber State Wildcats,147.5,-15.5,,
2025-11-09:western_michigan_broncos:campbell_fighting_camels,Campbell Fighting Camels,Western Michigan Broncos,152.75,-7.75,,
