game_id,season,date,start_time,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,neutral_site,venue
401831236,2025,2025-11-25,2025-11-25 16:00:00+00:00,TBD,TBD,0,0,,,,,True,Ocean Center
401830888,2025,2025-11-25,2025-11-25 17:00:00+00:00,TBD,TBD,0,0,,,,,True,State Farm Field House
401820810,2025,2025-11-25,2025-11-25 18:00:00+00:00,East Carolina Pirates,Michigan State Spartans,0,0,,,,,True,Suncoast Credit Union Arena
401831237,2025,2025-11-25,2025-11-25 18:00:00+00:00,TBD,TBD,0,0,,,,,True,Ocean Center
401823436,2025,2025-11-25,2025-11-25 18:00:00+00:00,North Alabama Lions,Tennessee Southern Firehawks,0,0,,,,,False,Flowers Hall
401817437,2025,2025-11-25,2025-11-25 18:00:00+00:00,Notre Dame Fighting Irish,Rutgers Scarlet Knights,0,0,,,,,True,MGM Grand Garden Arena
401828304,2025,2025-11-25,2025-11-25 18:30:00+00:00,Delaware Blue Hens,UNC Greensboro Spartans,0,0,,,,,True,John Hurst Adams Gymnasium
401828284,2025,2025-11-25,2025-11-25 18:30:00+00:00,San José State Spartans,Tulsa Golden Hurricane,0,0,,,,,True,Acrisure Arena
401819875,2025,2025-11-25,2025-11-25 19:00:00+00:00,Creighton Bluejays,Iowa State Cyclones,0,0,,,,,True,Michelob ULTRA Arena
401826815,2025,2025-11-25,2025-11-25 19:00:00+00:00,Army Black Knights,East Texas A&M Lions,0,0,,,,,True,Bogota Savings Bank Center
401831198,2025,2025-11-25,2025-11-25 19:30:00+00:00,TBD,TBD,0,0,,,,,True,Lahaina Civic Center
401830889,2025,2025-11-25,2025-11-25 19:30:00+00:00,TBD,TBD,0,0,,,,,True,State Farm Field House
401829433,2025,2025-11-25,2025-11-25 20:00:00+00:00,Georgia State Panthers,Samford Bulldogs,0,0,,,,,True,Hard Rock Hotel Riviera Maya
401817482,2025,2025-11-25,2025-11-25 20:30:00+00:00,Kansas Jayhawks,Syracuse Orange,0,0,,,,,True,MGM Grand Garden Arena
401827732,2025,2025-11-25,2025-11-25 21:00:00+00:00,UAB Blazers,UTEP Miners,0,0,,,,,True,John Hurst Adams Gymnasium
401817158,2025,2025-11-25,2025-11-25 21:00:00+00:00,Loyola Chicago Ramblers,Northern Iowa Panthers,0,0,,,,,True,Acrisure Arena
401828339,2025,2025-11-25,2025-11-25 21:30:00+00:00,Oral Roberts Golden Eagles,Kennesaw State Owls,0,0,,,,,True,Alico Arena
401819827,2025,2025-11-25,2025-11-25 22:00:00+00:00,Baylor Bears,St. John's Red Storm,0,0,,,,,True,Michelob ULTRA Arena
401831234,2025,2025-11-25,2025-11-25 22:00:00+00:00,TBD,TBD,0,0,,,,,True,Ocean Center
401831196,2025,2025-11-25,2025-11-25 22:00:00+00:00,TBD,TBD,0,0,,,,,True,Lahaina Civic Center
401830890,2025,2025-11-25,2025-11-25 22:00:00+00:00,TBD,TBD,0,0,,,,,True,State Farm Field House
401808730,2025,2025-11-25,2025-11-25 22:00:00+00:00,McNeese Cowboys,Middle Tennessee Blue Raiders,0,0,,,,,True,John Gray Gymnasium
401824812,2025,2025-11-25,2025-11-25 23:00:00+00:00,Houston Cougars,Tennessee Volunteers,0,0,,,,,True,MGM Grand Garden Arena
401817198,2025,2025-11-25,2025-11-25 23:00:00+00:00,North Carolina Tar Heels,St. Bonaventure Bonnies,0,0,,,,,True,Suncoast Credit Union Arena
401826950,2025,2025-11-25,2025-11-25 23:00:00+00:00,South Dakota State Jackrabbits,Utah Valley Wolverines,0,0,,,,,True,Hard Rock Hotel Riviera Maya
401820188,2025,2025-11-25,2025-11-25 23:00:00+00:00,Loyola Maryland Greyhounds,Washington College (MD) Shoremen,0,0,,,,,False,Reitz Arena
401813278,2025,2025-11-25,2025-11-25 23:00:00+00:00,Morgan State Bears,Drexel Dragons,0,0,,,,,False,Hill Field House
