game_id,home_team,away_team,closing_total,closing_spread_home,closing_ml_home,closing_ml_away
2025-11-18:alabama_st_hornets:colorado_buffaloes,Colorado Buffaloes,Alabama St Hornets,156.5,-22.5,,
2025-11-18:american_eagles:rutgers_scarlet_knights,Rutgers Scarlet Knights,American Eagles,145.5,-16.0,,
2025-11-18:bucknell_bison:pittsburgh_panthers,Pittsburgh Panthers,Bucknell Bison,141.5,-15.5,,
2025-11-18:canisius_golden_griffins:high_point_panthers,High Point Panthers,Canisius Golden Griffins,151.5,-24.0,,
2025-11-18:colgate_raiders:siena_saints,Siena Saints,Colgate Raiders,146.0,-6.5,,
2025-11-18:csu_bakersfield_roadrunners:portland_st_vikings,Portland St Vikings,CSU Bakersfield Roadrunners,143.5,-7.5,,
2025-11-18:drake_bulldogs:charleston_cougars,Charleston Cougars,Drake Bulldogs,152.5,-7.0,,
2025-11-18:georgia_st_panthers:arizona_st_sun_devils,Arizona St Sun Devils,Georgia St Panthers,145.5,-18.5,,
2025-11-18:lafayette_leopards:west_virginia_mountaineers,West Virginia Mountaineers,Lafayette Leopards,135.5,-24.5,,
2025-11-18:lamar_cardinals:ul_monroe_warhawks,UL Monroe Warhawks,Lamar Cardinals,140.0,10.0,,
2025-11-18:loyola_marymount_lions:uc_santa_barbara_gauchos,UC Santa Barbara Gauchos,Loyola Marymount Lions,143.5,-3.5,,
2025-11-18:michigan_st_spartans:kentucky_wildcats,Kentucky Wildcats,Michigan St Spartans,153.5,-5.0,,
2025-11-18:niagara_purple_eagles:le_moyne_dolphins,Le Moyne Dolphins,Niagara Purple Eagles,138.25,-2.0,,
2025-11-18:north_alabama_lions:clemson_tigers,Clemson Tigers,North Alabama Lions,144.5,-25.5,,
2025-11-18:oakland_golden_grizzlies:ucf_knights,UCF Knights,Oakland Golden Grizzlies,163.0,-13.5,,
2025-11-18:oregon_st_beavers:oregon_ducks,Oregon Ducks,Oregon St Beavers,141.0,-14.0,,
2025-11-18:prairie_view_panthers:missouri_tigers,Missouri Tigers,Prairie View Panthers,166.5,-35.0,,
2025-11-18:rice_owls:tennessee_volunteers,Tennessee Volunteers,Rice Owls,144.0,-26.25,,
2025-11-18:saint_joseph_s_hawks:pennsylvania_quakers,Pennsylvania Quakers,Saint Joseph's Hawks,162.5,5.5,,
2025-11-18:siu_edwardsville_cougars:wisconsin_badgers,Wisconsin Badgers,SIU-Edwardsville Cougars,146.5,-25.5,,
2025-11-18:southern_illinois_salukis:north_dakota_st_bison,North Dakota St Bison,Southern Illinois Salukis,153.5,-1.0,,
2025-11-18:southern_utah_thunderbirds:gonzaga_bulldogs,Gonzaga Bulldogs,Southern Utah Thunderbirds,160.5,-35.5,,
2025-11-18:stonehill_skyhawks:iowa_state_cyclones,Iowa State Cyclones,Stonehill Skyhawks,147.5,-39.5,,
2025-11-18:tulsa_golden_hurricane:kansas_st_wildcats,Kansas St Wildcats,Tulsa Golden Hurricane,160.25,-12.0,,
2025-11-18:vcu_rams:nc_state_wolfpack,NC State Wolfpack,VCU Rams,164.5,-11.75,,
2025-11-18:vermont_catamounts:buffalo_bulls,Buffalo Bulls,Vermont Catamounts,142.5,3.0,,
2025-11-18:west_georgia_wolves:tennessee_tech_golden_eagles,Tennessee Tech Golden Eagles,West Georgia Wolves,152.5,-4.5,,
