pair_key,home_team,away_team,our_start_iso,our_start_dt,sched_commence_time,sched_start_time,sched_dt,diff_minutes
alabamaaandm::coastalcarolinachanticleers,Coastal Carolina Chanticleers,Alabama A&M Bulldogs,2025-11-30T19:30:00Z,2025-11-30 19:30:00+00:00,,2025-11-30 20:30:00+00:00,2025-11-30 20:30:00+00:00,60.0
american::longwood,American University Eagles,Longwood Lancers,2025-11-30T20:00:00Z,2025-11-30 20:00:00+00:00,,2025-11-30 21:00:00+00:00,2025-11-30 21:00:00+00:00,60.0
appstate::uncasheville,UNC Asheville Bulldogs,App State Mountaineers,2025-11-30T17:30:00Z,2025-11-30 17:30:00+00:00,,2025-11-30 18:30:00+00:00,2025-11-30 18:30:00+00:00,60.0
ballstate::lemoyne,Ball State Cardinals,Le Moyne Dolphins,2025-11-30T16:00:00Z,2025-11-30 16:00:00+00:00,,2025-11-30 17:00:00+00:00,2025-11-30 17:00:00+00:00,60.0
belmont::charleston,Charleston Cougars,Belmont Bruins,2025-11-30T19:30:00Z,2025-11-30 19:30:00+00:00,,2025-11-30 20:30:00+00:00,2025-11-30 20:30:00+00:00,60.0
bucknell::cornellbigred,Bucknell Bison,Cornell Big Red,2025-11-30T18:00:00Z,2025-11-30 18:00:00+00:00,,2025-11-30 19:00:00+00:00,2025-11-30 19:00:00+00:00,60.0
calstbakersfield::fresnostate,Fresno State Bulldogs,Cal State Bakersfield Roadrunners,2025-11-30T22:00:00Z,2025-11-30 22:00:00+00:00,,2025-11-30 23:00:00+00:00,2025-11-30 23:00:00+00:00,60.0
centralconnecticutbluedevils::johnsonandwalesri,Central Connecticut Blue Devils,Johnson & Wales (RI) Griffins,2025-11-30T17:00:00Z,2025-11-30 17:00:00+00:00,,2025-11-30 18:00:00+00:00,2025-11-30 18:00:00+00:00,60.0
chattanoogamocs::tennesseestate,Chattanooga Mocs,Tennessee State Tigers,2025-11-30T18:00:00Z,2025-11-30 18:00:00+00:00,,2025-11-30 19:00:00+00:00,2025-11-30 19:00:00+00:00,60.0
citadel::presbyterianbluehose,The Citadel Bulldogs,Presbyterian Blue Hose,2025-11-30T20:00:00Z,2025-11-30 20:00:00+00:00,,2025-11-30 21:00:00+00:00,2025-11-30 21:00:00+00:00,60.0
colgateraiders::fordham,Colgate Raiders,Fordham Rams,2025-11-30T19:30:00Z,2025-11-30 19:30:00+00:00,,2025-11-30 20:30:00+00:00,2025-11-30 20:30:00+00:00,60.0
coppinstate::loyolamaryland,Loyola Maryland Greyhounds,Coppin State Eagles,2025-11-30T22:00:00Z,2025-11-30 22:00:00+00:00,,2025-11-30 23:00:00+00:00,2025-11-30 23:00:00+00:00,60.0
fairfield::newhampshire,Fairfield Stags,New Hampshire Wildcats,2025-11-30T18:00:00Z,2025-11-30 18:00:00+00:00,,2025-11-30 19:00:00+00:00,2025-11-30 19:00:00+00:00,60.0
