game_id,book,fetched_at,moneyline_home,moneyline_away,spread,total,commence_time,home_team_name,away_team_name
09e0655ffe00704fa4a2ccd6aadb1ea5,FanDuel,2025-12-04 21:32:30.067470+00:00,-4500.0,1600.0,-20.5,138.5,2025-12-05 00:00:00+00:00,Davidson Wildcats,The Citadel Bulldogs
09e0655ffe00704fa4a2ccd6aadb1ea5,BetOnline.ag,2025-12-04 21:32:30.067470+00:00,,,-20.0,138.5,2025-12-05 00:00:00+00:00,Davidson Wildcats,The Citadel Bulldogs
09e0655ffe00704fa4a2ccd6aadb1ea5,LowVig.ag,2025-12-04 21:32:30.067470+00:00,,,-20.0,138.5,2025-12-05 00:00:00+00:00,Davidson Wildcats,The Citadel Bulldogs
09e0655ffe00704fa4a2ccd6aadb1ea5,Fanatics,2025-12-04 21:32:30.067470+00:00,-4000.0,1500.0,-20.0,138.5,2025-12-05 00:00:00+00:00,Davidson Wildcats,The Citadel Bulldogs
09e0655ffe00704fa4a2ccd6aadb1ea5,BetMGM,2025-12-04 21:32:30.067470+00:00,-3000.0,1250.0,-20.5,138.5,2025-12-05 00:00:00+00:00,Davidson Wildcats,The Citadel Bulldogs
09e0655ffe00704fa4a2ccd6aadb1ea5,DraftKings,2025-12-04 21:32:30.067470+00:00,-2800.0,1300.0,-20.5,138.5,2025-12-05 00:00:00+00:00,Davidson Wildcats,The Citadel Bulldogs
09e0655ffe00704fa4a2ccd6aadb1ea5,BetRivers,2025-12-04 21:32:30.067470+00:00,-5000.0,1300.0,-20.5,139.0,2025-12-05 00:00:00+00:00,Davidson Wildcats,The Citadel Bulldogs
09e0655ffe00704fa4a2ccd6aadb1ea5,Caesars,2025-12-04 21:32:30.067470+00:00,,,-20.0,138.5,2025-12-05 00:00:00+00:00,Davidson Wildcats,The Citadel Bulldogs
09e0655ffe00704fa4a2ccd6aadb1ea5,Bovada,2025-12-04 21:32:30.067470+00:00,-4500.0,1250.0,-20.0,138.5,2025-12-05 00:00:00+00:00,Davidson Wildcats,The Citadel Bulldogs
09e0655ffe00704fa4a2ccd6aadb1ea5,BetUS,2025-12-04 21:32:30.067470+00:00,,,-20.0,138.5,2025-12-05 00:00:00+00:00,Davidson Wildcats,The Citadel Bulldogs
80250dea32e423c15b92daf153adf22b,FanDuel,2025-12-04 21:32:30.067470+00:00,-115.0,-105.0,-1.5,139.5,2025-12-05 00:00:00+00:00,Green Bay Phoenix,Robert Morris Colonials
80250dea32e423c15b92daf153adf22b,BetOnline.ag,2025-12-04 21:32:30.067470+00:00,,,0.0,139.5,2025-12-05 00:00:00+00:00,Green Bay Phoenix,Robert Morris Colonials
80250dea32e423c15b92daf153adf22b,LowVig.ag,2025-12-04 21:32:30.067470+00:00,,,0.0,139.5,2025-12-05 00:00:00+00:00,Green Bay Phoenix,Robert Morris Colonials
80250dea32e423c15b92daf153adf22b,Fanatics,2025-12-04 21:32:30.067470+00:00,-115.0,-105.0,-1.0,139.5,2025-12-05 00:00:00+00:00,Green Bay Phoenix,Robert Morris Colonials
80250dea32e423c15b92daf153adf22b,BetMGM,2025-12-04 21:32:30.067470+00:00,-110.0,-110.0,-1.5,139.5,2025-12-05 00:00:00+00:00,Green Bay Phoenix,Robert Morris Colonials
80250dea32e423c15b92daf153adf22b,DraftKings,2025-12-04 21:32:30.067470+00:00,-115.0,-105.0,-1.5,139.5,2025-12-05 00:00:00+00:00,Green Bay Phoenix,Robert Morris Colonials
80250dea32e423c15b92daf153adf22b,Caesars,2025-12-04 21:32:30.067470+00:00,-110.0,-110.0,0.0,139.5,2025-12-05 00:00:00+00:00,Green Bay Phoenix,Robert Morris Colonials
80250dea32e423c15b92daf153adf22b,BetRivers,2025-12-04 21:32:30.067470+00:00,-120.0,-105.0,-1.0,139.5,2025-12-05 00:00:00+00:00,Green Bay Phoenix,Robert Morris Colonials
80250dea32e423c15b92daf153adf22b,Bovada,2025-12-04 21:32:30.067470+00:00,-115.0,-105.0,-1.0,140.0,2025-12-05 00:00:00+00:00,Green Bay Phoenix,Robert Morris Colonials
80250dea32e423c15b92daf153adf22b,BetUS,2025-12-04 21:32:30.067470+00:00,-115.0,-105.0,-1.0,140.0,2025-12-05 00:00:00+00:00,Green Bay Phoenix,Robert Morris Colonials
7fd83262b6e29f036af77f9b90fe8a91,FanDuel,2025-12-04 21:32:30.067470+00:00,-550.0,390.0,-9.5,136.5,2025-12-05 00:00:00+00:00,Merrimack Warriors,Rider Broncs
7fd83262b6e29f036af77f9b90fe8a91,BetOnline.ag,2025-12-04 21:32:30.067470+00:00,-500.0,383.0,-9.5,137.0,2025-12-05 00:00:00+00:00,Merrimack Warriors,Rider Broncs
7fd83262b6e29f036af77f9b90fe8a91,LowVig.ag,2025-12-04 21:32:30.067470+00:00,-500.0,383.0,-9.5,137.0,2025-12-05 00:00:00+00:00,Merrimack Warriors,Rider Broncs
7fd83262b6e29f036af77f9b90fe8a91,Fanatics,2025-12-04 21:32:30.067470+00:00,-450.0,350.0,-9.5,137.0,2025-12-05 00:00:00+00:00,Merrimack Warriors,Rider Broncs
7fd83262b6e29f036af77f9b90fe8a91,BetMGM,2025-12-04 21:32:30.067470+00:00,-475.0,360.0,-9.5,137.5,2025-12-05 00:00:00+00:00,Merrimack Warriors,Rider Broncs
7fd83262b6e29f036af77f9b90fe8a91,DraftKings,2025-12-04 21:32:30.067470+00:00,-470.0,360.0,-9.5,137.5,2025-12-05 00:00:00+00:00,Merrimack Warriors,Rider Broncs
7fd83262b6e29f036af77f9b90fe8a91,BetRivers,2025-12-04 21:32:30.067470+00:00,-530.0,380.0,-9.5,136.5,2025-12-05 00:00:00+00:00,Merrimack Warriors,Rider Broncs
7fd83262b6e29f036af77f9b90fe8a91,Caesars,2025-12-04 21:32:30.067470+00:00,-480.0,360.0,-9.5,137.0,2025-12-05 00:00:00+00:00,Merrimack Warriors,Rider Broncs
7fd83262b6e29f036af77f9b90fe8a91,Bovada,2025-12-04 21:32:30.067470+00:00,-460.0,340.0,-9.5,137.5,2025-12-05 00:00:00+00:00,Merrimack Warriors,Rider Broncs
7fd83262b6e29f036af77f9b90fe8a91,BetUS,2025-12-04 21:32:30.067470+00:00,-500.0,390.0,-9.5,137.5,2025-12-05 00:00:00+00:00,Merrimack Warriors,Rider Broncs
8565b968f8f53311a0bda1a6ff12cfdc,FanDuel,2025-12-04 21:32:30.067470+00:00,-118.0,-102.0,-1.5,162.5,2025-12-05 00:00:00+00:00,South Florida Bulls,Utah State Aggies
8565b968f8f53311a0bda1a6ff12cfdc,LowVig.ag,2025-12-04 21:32:30.067470+00:00,,,-1.0,162.5,2025-12-05 00:00:00+00:00,South Florida Bulls,Utah State Aggies
8565b968f8f53311a0bda1a6ff12cfdc,BetOnline.ag,2025-12-04 21:32:30.067470+00:00,,,-1.0,162.5,2025-12-05 00:00:00+00:00,South Florida Bulls,Utah State Aggies
8565b968f8f53311a0bda1a6ff12cfdc,Fanatics,2025-12-04 21:32:30.067470+00:00,-110.0,-110.0,1.0,162.0,2025-12-05 00:00:00+00:00,South Florida Bulls,Utah State Aggies
8565b968f8f53311a0bda1a6ff12cfdc,BetMGM,2025-12-04 21:32:30.067470+00:00,-110.0,-110.0,1.5,162.5,2025-12-05 00:00:00+00:00,South Florida Bulls,Utah State Aggies
8565b968f8f53311a0bda1a6ff12cfdc,DraftKings,2025-12-04 21:32:30.067470+00:00,-110.0,-110.0,-1.5,162.5,2025-12-05 00:00:00+00:00,South Florida Bulls,Utah State Aggies
8565b968f8f53311a0bda1a6ff12cfdc,BetRivers,2025-12-04 21:32:30.067470+00:00,-109.0,-114.0,1.0,162.5,2025-12-05 00:00:00+00:00,South Florida Bulls,Utah State Aggies
8565b968f8f53311a0bda1a6ff12cfdc,Caesars,2025-12-04 21:32:30.067470+00:00,,,-1.0,162.5,2025-12-05 00:00:00+00:00,South Florida Bulls,Utah State Aggies
8565b968f8f53311a0bda1a6ff12cfdc,Bovada,2025-12-04 21:32:30.067470+00:00,-105.0,-115.0,-1.0,161.5,2025-12-05 00:00:00+00:00,South Florida Bulls,Utah State Aggies
8565b968f8f53311a0bda1a6ff12cfdc,BetUS,2025-12-04 21:32:30.067470+00:00,,,0.0,162.5,2025-12-05 00:00:00+00:00,South Florida Bulls,Utah State Aggies
ecc90a90744f8d49293f9d667fe4e372,FanDuel,2025-12-04 21:32:30.067470+00:00,-1000.0,640.0,-13.5,142.5,2025-12-05 02:00:00+00:00,UC Santa Barbara Gauchos,Long Beach St 49ers
ecc90a90744f8d49293f9d667fe4e372,BetOnline.ag,2025-12-04 21:32:30.067470+00:00,-1100.0,709.0,-13.5,142.0,2025-12-05 02:00:00+00:00,UC Santa Barbara Gauchos,Long Beach St 49ers
ecc90a90744f8d49293f9d667fe4e372,LowVig.ag,2025-12-04 21:32:30.067470+00:00,-1100.0,709.0,-13.5,142.0,2025-12-05 02:00:00+00:00,UC Santa Barbara Gauchos,Long Beach St 49ers
ecc90a90744f8d49293f9d667fe4e372,Fanatics,2025-12-04 21:32:30.067470+00:00,-1100.0,700.0,-13.5,142.5,2025-12-05 02:00:00+00:00,UC Santa Barbara Gauchos,Long Beach St 49ers
ecc90a90744f8d49293f9d667fe4e372,DraftKings,2025-12-04 21:32:30.067470+00:00,-1100.0,700.0,-13.5,141.5,2025-12-05 02:00:00+00:00,UC Santa Barbara Gauchos,Long Beach St 49ers
ecc90a90744f8d49293f9d667fe4e372,BetMGM,2025-12-04 21:32:30.067470+00:00,-1100.0,700.0,-13.5,142.5,2025-12-05 02:00:00+00:00,UC Santa Barbara Gauchos,Long Beach St 49ers
ecc90a90744f8d49293f9d667fe4e372,BetRivers,2025-12-04 21:32:30.067470+00:00,-1250.0,700.0,-13.5,142.0,2025-12-05 02:00:00+00:00,UC Santa Barbara Gauchos,Long Beach St 49ers
ecc90a90744f8d49293f9d667fe4e372,Caesars,2025-12-04 21:32:30.067470+00:00,-1100.0,700.0,-13.5,142.0,2025-12-05 02:00:00+00:00,UC Santa Barbara Gauchos,Long Beach St 49ers
ecc90a90744f8d49293f9d667fe4e372,Bovada,2025-12-04 21:32:30.067470+00:00,-1200.0,700.0,-13.5,143.0,2025-12-05 02:00:00+00:00,UC Santa Barbara Gauchos,Long Beach St 49ers
ecc90a90744f8d49293f9d667fe4e372,BetUS,2025-12-04 21:32:30.067470+00:00,-1100.0,700.0,-13.5,142.0,2025-12-05 02:00:00+00:00,UC Santa Barbara Gauchos,Long Beach St 49ers
ee7e4c2fa31265a12b618624c1390436,FanDuel,2025-12-04 21:32:30.067470+00:00,-210.0,172.0,-4.5,154.5,2025-12-05 03:00:00+00:00,CSU Northridge Matadors,CSU Bakersfield Roadrunners
