date,game_id,home_team,away_team,start_time_local,start_time_iso,start_tz_abbr,start_min,end_min,half,mu_home_score_end,mu_away_score_end,mu_total_score_end,mu_margin_score_end,q10_home_score_end,q50_home_score_end,q90_home_score_end,q10_away_score_end,q50_away_score_end,q90_away_score_end,q10_total_score_end,q50_total_score_end,q90_total_score_end,q10_margin_score_end,q50_margin_score_end,q90_margin_score_end
2026-01-29,401804901,Middle Tennessee Blue Raiders,Liberty Flames,2026-01-29 19:00,2026-01-30T00:00:00Z,EST,0,5,1,9.55775,10.34725,18.752631814119752,-0.7895,5.0,9.0,15.0,6.0,10.0,16.0,11.84763181411975,18.84763181411975,26.84763181411975,-7.0,-1.0,5.0
2026-01-29,401804901,Middle Tennessee Blue Raiders,Liberty Flames,2026-01-29 19:00,2026-01-30T00:00:00Z,EST,5,10,1,18.8055,20.482,37.35407730116175,-1.6765,12.0,19.0,26.0,13.0,20.0,28.0,26.06657730116175,37.06657730116175,49.06657730116175,-10.0,-2.0,7.0
2026-01-29,401804901,Middle Tennessee Blue Raiders,Liberty Flames,2026-01-29 19:00,2026-01-30T00:00:00Z,EST,10,15,1,27.94425,30.4285,56.61560075960679,-2.48425,19.0,28.0,37.0,21.0,30.0,40.0,42.24285075960679,56.24285075960679,72.2428507596068,-13.0,-2.0,8.0
2026-01-29,401804901,Middle Tennessee Blue Raiders,Liberty Flames,2026-01-29 19:00,2026-01-30T00:00:00Z,EST,15,20,1,34.90325,38.00325,71.95140616621984,-3.1,25.0,34.0,45.0,27.0,38.0,49.0,55.04490616621984,72.04490616621985,90.04490616621985,-15.0,-3.0,9.0
2026-01-29,401804901,Middle Tennessee Blue Raiders,Liberty Flames,2026-01-29 19:00,2026-01-30T00:00:00Z,EST,20,25,2,44.68,48.7775,91.895390974084,-4.0975,34.0,44.5,56.0,37.0,48.0,61.0,73.437890974084,91.437890974084,110.437890974084,-17.0,-4.0,9.0
2026-01-29,401804901,Middle Tennessee Blue Raiders,Liberty Flames,2026-01-29 19:00,2026-01-30T00:00:00Z,EST,25,30,2,54.023,59.12275,110.98645598748884,-5.09975,42.0,54.0,66.0,47.0,59.0,72.0,91.84070598748885,110.84070598748885,130.84070598748883,-20.0,-5.0,10.0
2026-01-29,401804901,Middle Tennessee Blue Raiders,Liberty Flames,2026-01-29 19:00,2026-01-30T00:00:00Z,EST,30,35,2,63.4765,69.407,130.7487815013405,-5.9305,51.0,63.0,76.0,56.0,69.0,83.0,109.86528150134048,130.8652815013405,151.8652815013405,-22.0,-6.0,10.0
2026-01-29,401804901,Middle Tennessee Blue Raiders,Liberty Flames,2026-01-29 19:00,2026-01-30T00:00:00Z,EST,35,40,2,71.165,77.878,149.245636282395,-6.713,57.0,71.0,85.0,64.0,77.0,93.0,126.202636282395,149.202636282395,173.202636282395,-24.0,-7.0,11.0
2026-01-29,401805181,Abilene Christian Wildcats,Utah Tech Trailblazers,2026-01-29 20:00,2026-01-30T01:00:00Z,EST,0,5,1,10.13275,10.70675,19.687131814119752,-0.574,5.0,10.0,15.0,6.0,11.0,16.0,11.84763181411975,18.84763181411975,27.84763181411975,-7.0,-1.0,6.0
2026-01-29,401805181,Abilene Christian Wildcats,Utah Tech Trailblazers,2026-01-29 20:00,2026-01-30T01:00:00Z,EST,5,10,1,19.8335,21.068,38.96807730116175,-1.2345,13.0,20.0,27.0,14.0,21.0,29.0,27.06657730116175,38.06657730116175,51.06657730116175,-10.0,-1.0,8.0
2026-01-29,401805181,Abilene Christian Wildcats,Utah Tech Trailblazers,2026-01-29 20:00,2026-01-30T01:00:00Z,EST,10,15,1,29.474,31.27125,58.98810075960679,-1.79725,20.0,29.0,39.0,22.0,31.0,41.0,44.24285075960679,58.24285075960679,75.2428507596068,-13.0,-2.0,9.0
2026-01-29,401805181,Abilene Christian Wildcats,Utah Tech Trailblazers,2026-01-29 20:00,2026-01-30T01:00:00Z,EST,15,20,1,37.068,39.32925,75.44215616621985,-2.26125,27.0,37.0,48.0,28.0,39.0,50.0,58.04490616621984,75.04490616621985,94.04490616621985,-14.0,-2.0,10.0
2026-01-29,401805181,Abilene Christian Wildcats,Utah Tech Trailblazers,2026-01-29 20:00,2026-01-30T01:00:00Z,EST,20,25,2,47.589,50.425,96.451890974084,-2.836,36.0,47.0,60.0,39.0,50.0,63.0,77.437890974084,96.437890974084,115.53789097408392,-17.0,-3.0,11.0
2026-01-29,401805181,Abilene Christian Wildcats,Utah Tech Trailblazers,2026-01-29 20:00,2026-01-30T01:00:00Z,EST,25,30,2,57.64,61.05925,116.53995598748884,-3.41925,45.0,57.0,70.0,48.0,61.0,74.0,95.84070598748885,115.84070598748885,136.84070598748883,-19.0,-3.0,12.0
2026-01-29,401805181,Abilene Christian Wildcats,Utah Tech Trailblazers,2026-01-29 20:00,2026-01-30T01:00:00Z,EST,30,35,2,67.67675,71.7095,137.25153150134048,-4.03275,54.0,67.0,81.0,58.0,72.0,86.0,115.86528150134048,136.8652815013405,158.8652815013405,-21.0,-4.0,13.0
2026-01-29,401805181,Abilene Christian Wildcats,Utah Tech Trailblazers,2026-01-29 20:00,2026-01-30T01:00:00Z,EST,35,40,2,76.03675,80.5915,156.830886282395,-4.55475,62.0,76.0,90.0,66.0,81.0,95.0,133.202636282395,157.202636282395,180.202636282395,-22.0,-5.0,13.0
2026-01-29,401805182,Tarleton State Texans,Utah Valley Wolverines,2026-01-29 20:00,2026-01-30T01:00:00Z,EST,0,5,1,10.56075,10.97525,20.383631814119752,-0.4145,6.0,10.0,16.0,6.0,11.0,16.0,12.84763181411975,19.84763181411975,28.84763181411975,-7.0,0.0,6.0
2026-01-29,401805182,Tarleton State Texans,Utah Valley Wolverines,2026-01-29 20:00,2026-01-30T01:00:00Z,EST,5,10,1,20.691,21.63975,40.39732730116175,-0.94875,13.0,20.0,29.0,14.0,21.0,29.0,28.06657730116175,40.06657730116175,53.06657730116175,-10.0,-1.0,8.0
2026-01-29,401805182,Tarleton State Texans,Utah Valley Wolverines,2026-01-29 20:00,2026-01-30T01:00:00Z,EST,10,15,1,30.71925,32.27075,61.23285075960679,-1.5515,21.0,30.0,40.0,23.0,32.0,42.0,45.24285075960679,60.24285075960679,77.2428507596068,-13.0,-2.0,9.0
