game_id,date,start_time,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,status,venue,neutral_site
401819901,2025-11-30,2025-11-30 20:00:00+00:00,Texas Tech Red Raiders,Wyoming Cowboys,76,72,38,37,38,35,,United Supermarkets Arena,False
401822324,2025-11-30,2025-11-30 17:00:00+00:00,Ball State Cardinals,Le Moyne Dolphins,96,85,38,38,58,47,,Kirby Sports Center,True
401822183,2025-11-30,2025-11-30 17:00:00+00:00,La Salle Explorers,Merrimack Warriors,60,66,36,42,24,24,,The Palestra,True
401828684,2025-11-30,2025-11-30 18:00:00+00:00,New Haven Chargers,Mitchell College Mariners,92,69,54,37,38,32,,Jeffery P. Hazell Athletics Center,False
401828271,2025-11-30,2025-11-30 18:00:00+00:00,UAlbany Great Danes,SUNY-Oneonta Red Dragons,90,62,52,30,38,32,,Place Bell,True
401822669,2025-11-30,2025-11-30 18:00:00+00:00,Princeton Tigers,Saint Joseph's Hawks,58,60,25,30,33,30,,CURE Insurance Arena,True
401820627,2025-11-30,2025-11-30 18:00:00+00:00,Maine Black Bears,Siena Saints,60,64,25,36,35,28,,Bender Arena,True
401812648,2025-11-30,2025-11-30 18:00:00+00:00,Central Connecticut Blue Devils,Johnson & Wales (RI) Griffins,122,57,55,28,67,29,,Detrick Gymnasium,False
401826735,2025-11-30,2025-11-30 18:30:00+00:00,UNC Asheville Bulldogs,App State Mountaineers,67,55,33,26,34,29,,Harrah's Cherokee Center,True
401831376,2025-11-30,2025-11-30 19:00:00+00:00,UTSA Roadrunners,South Alabama Jaguars,58,82,31,44,27,38,,UTSA Convocation Center,False
401829388,2025-11-30,2025-11-30 19:00:00+00:00,Chattanooga Mocs,Tennessee State Tigers,64,70,33,42,31,28,,McKenzie Arena,False
401827508,2025-11-30,2025-11-30 19:00:00+00:00,William & Mary Tribe,Old Dominion Monarchs,88,75,39,29,49,46,,Kaplan Arena,False
401823405,2025-11-30,2025-11-30 19:00:00+00:00,Robert Morris Colonials,Stetson Hatters,80,62,45,28,35,34,,UPMC Events Center,False
401823191,2025-11-30,2025-11-30 19:00:00+00:00,Fairfield Stags,New Hampshire Wildcats,72,68,35,45,37,23,,Leo D. Mahoney Arena,False
401820581,2025-11-30,2025-11-30 19:00:00+00:00,Quinnipiac Bobcats,Stonehill Skyhawks,76,62,41,32,35,30,,M&T Bank Arena,False
401818302,2025-11-30,2025-11-30 19:00:00+00:00,Vermont Catamounts,Yale Bulldogs,74,77,31,35,43,42,,Patrick Gymnasium,False
401809079,2025-11-30,2025-11-30 19:00:00+00:00,Bucknell Bison,Cornell Big Red,72,101,30,45,42,56,,Sojka Pavilion,False
401824863,2025-11-30,2025-11-30 19:30:00+00:00,Lafayette Leopards,Monmouth Hawks,74,88,32,41,42,47,,Kirby Sports Center,False
401812580,2025-11-30,2025-11-30 19:30:00+00:00,Pennsylvania Quakers,Hofstra Pride,60,77,33,31,27,46,,The Palestra,False
401823326,2025-11-30,2025-11-30 20:00:00+00:00,Missouri State Bears,Northeastern State RiverHawks,92,71,60,33,32,38,,Great Southern Bank Arena,False
401819918,2025-11-30,2025-11-30 20:00:00+00:00,West Virginia Mountaineers,Mercyhurst Lakers,70,38,39,22,31,16,,WVU Coliseum,False
401829404,2025-11-30,2025-11-30 20:30:00+00:00,Colgate Raiders,Fordham Rams,72,62,30,17,42,45,,Place Bell,True
401827174,2025-11-30,2025-11-30 20:30:00+00:00,Coastal Carolina Chanticleers,Alabama A&M Bulldogs,67,60,36,31,31,29,,The HTC Center,False
401817200,2025-11-30,2025-11-30 20:30:00+00:00,Florida Atlantic Owls,St. Bonaventure Bonnies,65,70,32,34,33,36,,Eleanor R. Baldwin Arena,False
401811970,2025-11-30,2025-11-30 20:30:00+00:00,Charleston Cougars,Belmont Bruins,73,96,31,49,42,47,,TD Arena,False
401831380,2025-11-30,2025-11-30 21:00:00+00:00,Western Illinois Leathernecks,St. Ambrose Fighting Bees,89,73,34,26,55,47,,Western Hall,False
401827042,2025-11-30,2025-11-30 21:00:00+00:00,North Texas Mean Green,Prairie View A&M Panthers,72,69,30,36,42,33,,The Super Pit,False
401826993,2025-11-30,2025-11-30 21:00:00+00:00,American University Eagles,Longwood Lancers,92,66,40,34,52,32,,Bender Arena,False
401826942,2025-11-30,2025-11-30 21:00:00+00:00,The Citadel Bulldogs,Presbyterian Blue Hose,41,69,17,33,24,36,,Harrah's Cherokee Center,True
401829326,2025-11-30,2025-11-30 22:00:00+00:00,San José State Spartans,UC Irvine Anteaters,63,72,34,36,29,36,,Provident Credit Union Event Center,False
401823310,2025-11-30,2025-11-30 22:00:00+00:00,Long Beach State Beach,San Diego Toreros,76,72,34,38,42,34,,Walter Pyramid,False
401823736,2025-11-30,2025-11-30 23:00:00+00:00,Fresno State Bulldogs,Cal State Bakersfield Roadrunners,71,76,40,34,31,42,,Save Mart Center,False
401820189,2025-11-30,2025-11-30 23:00:00+00:00,Loyola Maryland Greyhounds,Coppin State Eagles,95,84,41,39,54,45,,Reitz Arena,False
