game_id,date,home_team,away_team,home_off_rating,away_off_rating,home_def_rating,away_def_rating,home_tempo_rating,away_tempo_rating,tempo_rating_sum
401823729,2025-12-19,Sacred Heart Pioneers,Dartmouth Big Green,100.0,102.0,96.0,94.0,69.0,67.0,136.0
401829281,2025-12-19,South Carolina State Bulldogs,Brewton-Parker Wildcats,105.0,109.0,95.0,100.0,77.0,75.0,152.0
401829436,2025-12-19,Samford Bulldogs,Reinhardt Eagles,107.0,110.0,100.0,99.0,70.0,70.0,140.0
401812292,2025-12-19,Fairleigh Dickinson Knights,Lehman College Bridges,106.0,103.0,94.0,93.0,73.0,74.0,147.0
401827091,2025-12-19,Hampton Pirates,Grambling Tigers,101.0,106.0,95.0,94.0,70.0,70.0,140.0
401823263,2025-12-19,Cal State Northridge Matadors,La Sierra Golden Eagles,105.0,100.0,95.0,100.0,71.0,69.0,140.0
401822315,2025-12-19,Milwaukee Panthers,South Dakota State Jackrabbits,102.0,100.0,94.0,100.0,69.0,68.0,137.0
401820158,2025-12-19,Navy Midshipmen,Coppin State Eagles,100.0,104.0,100.0,96.0,67.0,68.0,135.0
401827501,2025-12-19,Towson Tigers,Notre Dame (MD) Gators,110.0,101.0,97.0,95.0,76.0,77.0,153.0
401822872,2025-12-19,Providence Friars,Seton Hall Pirates,109.0,108.0,98.0,92.0,69.0,71.0,140.0
401826712,2025-12-19,Florida State Seminoles,Mississippi Valley State Delta Devils,104.0,100.0,99.0,100.0,74.0,74.0,148.0
401822184,2025-12-19,High Point Panthers,La Salle Explorers,105.0,102.0,95.0,98.0,75.0,75.0,150.0
401813767,2025-12-19,Akron Zips,Eastern Michigan Eagles,105.0,112.0,95.0,97.0,70.0,68.0,138.0
401813405,2025-12-19,Drexel Dragons,Mount St. Mary's Mountaineers,109.0,111.0,98.0,98.0,69.0,71.0,140.0
401828733,2025-12-19,Jackson State Tigers,Norfolk State Spartans,102.0,102.0,94.0,94.0,68.0,67.0,135.0
401823366,2025-12-19,Western Kentucky Hilltoppers,Tulsa Golden Hurricane,103.0,103.0,100.0,93.0,70.0,69.0,139.0
401827002,2025-12-19,Tarleton State Texans,Florida A&M Rattlers,105.0,103.0,98.0,93.0,68.0,68.0,136.0
401823567,2025-12-19,Villanova Wildcats,Wisconsin Badgers,108.0,109.0,99.0,100.0,75.0,73.0,148.0
401819831,2025-12-19,Baylor Bears,Alcorn State Braves,107.0,109.0,100.0,100.0,69.0,68.0,137.0
401808954,2025-12-19,LSU Tigers,SE Louisiana Lions,109.0,112.0,98.0,97.0,68.0,68.0,136.0
401811973,2025-12-19,UC Irvine Anteaters,Belmont Bruins,110.0,102.0,97.0,94.0,69.0,68.0,137.0
401819840,2025-12-19,BYU Cougars,Abilene Christian Wildcats,105.0,112.0,98.0,97.0,73.0,72.0,145.0
401826796,2025-12-19,Saint Mary's Gaels,Florida Atlantic Owls,106.0,107.0,94.0,93.0,74.0,75.0,149.0
401824116,2025-12-19,UC San Diego Tritons,San Diego Toreros,106.0,106.0,94.0,94.0,67.0,67.0,134.0
401823440,2025-12-19,Loyola Marymount Lions,North Alabama Lions,107.0,108.0,100.0,92.0,75.0,76.0,151.0
401813765,2025-12-19,UCLA Bruins,Cal Poly Mustangs,106.0,107.0,94.0,93.0,71.0,72.0,143.0
401813282,2025-12-19,California Golden Bears,Morgan State Bears,101.0,107.0,99.0,93.0,73.0,73.0,146.0
401824132,2025-12-19,Seattle U Redhawks,Washington Huskies,102.0,112.0,94.0,97.0,69.0,68.0,137.0
