date,game_id,home_team,away_team,start_time_local,start_time_iso,start_tz_abbr,abs_margin_proxy,abs_margin_proxy_source,segment_probs_source,segment_probs_half1_len_passed,segment_probs_half2_len_passed,segment_probs_half1_hash_passed,segment_probs_half2_hash_passed,segment,half,start_min,end_min,mu_home_pts_seg,mu_away_pts_seg,mu_total_pts_seg,mu_margin_pts_seg,q10_home_pts_seg,q50_home_pts_seg,q90_home_pts_seg,q10_away_pts_seg,q50_away_pts_seg,q90_away_pts_seg,q10_total_pts_seg,q50_total_pts_seg,q90_total_pts_seg,q10_margin_pts_seg,q50_margin_pts_seg,q90_margin_pts_seg,mu_home_score_end,mu_away_score_end,mu_total_score_end,mu_margin_score_end,q10_home_score_end,q50_home_score_end,q90_home_score_end,q10_away_score_end,q50_away_score_end,q90_away_score_end,q10_total_score_end,q50_total_score_end,q90_total_score_end,q10_margin_score_end,q50_margin_score_end,q90_margin_score_end,mu_home_poss_seg,mu_away_poss_seg,mu_total_poss_seg,q10_total_poss_seg,q50_total_poss_seg,q90_total_poss_seg,mu_home_tov_seg,mu_away_tov_seg,mu_total_tov_seg,q10_total_tov_seg,q50_total_tov_seg,q90_total_tov_seg,mu_home_fta_seg,mu_away_fta_seg,mu_total_fta_seg,q10_total_fta_seg,q50_total_fta_seg,q90_total_fta_seg,mu_home_fga2_seg,mu_away_fga2_seg,mu_total_fga2_seg,q10_total_fga2_seg,q50_total_fga2_seg,q90_total_fga2_seg,mu_home_fga3_seg,mu_away_fga3_seg,mu_total_fga3_seg,q10_total_fga3_seg,q50_total_fga3_seg,q90_total_fga3_seg
2026-02-09,401808928,Nicholls Colonels,UT Rio Grande Valley Vaqueros,,,,1.4931960052390425,expected,base,4,4,10bd9d660db9,1eda605b8ee7,1,1,0,5,7.90225,8.043,15.94525,-0.14075,4.0,8.0,12.0,4.0,8.0,12.0,10.0,16.0,22.0,-6.0,0.0,5.0,7.90225,8.043,15.71173199327895,-0.14075,4.0,8.0,12.0,4.0,8.0,12.0,9.76648199327895,15.76648199327895,21.76648199327895,-6.0,0.0,5.0,8.13775,8.21875,16.3565,11.0,16.0,22.0,1.445,1.44375,2.88875,1.0,3.0,5.0,1.54,1.5715,3.1115,1.0,3.0,6.0,3.81825,3.87075,7.689,4.0,8.0,11.0,2.149,2.176,4.325,2.0,4.0,7.0
2026-02-09,401808928,Nicholls Colonels,UT Rio Grande Valley Vaqueros,,,,1.4931960052390425,expected,base,4,4,10bd9d660db9,1eda605b8ee7,2,1,5,10,8.01625,8.26675,16.283,-0.2505,4.0,8.0,12.0,4.0,8.0,13.0,10.0,16.0,23.0,-5.0,0.0,5.0,15.9185,16.30975,31.643436208780127,-0.39125,10.0,16.0,23.0,10.0,16.0,23.0,21.415186208780124,31.415186208780124,42.41518620878012,-8.0,0.0,7.0,8.2985,8.275,16.5735,11.0,16.0,22.0,1.44675,1.44675,2.8935,1.0,3.0,5.0,1.6195,1.54675,3.16625,1.0,3.0,6.0,3.842,3.87325,7.71525,4.0,8.0,11.0,2.17775,2.20725,4.385,2.0,4.0,7.0
2026-02-09,401808928,Nicholls Colonels,UT Rio Grande Valley Vaqueros,,,,1.4931960052390425,expected,base,4,4,10bd9d660db9,1eda605b8ee7,3,1,10,15,8.40825,8.6145,17.02275,-0.20625,4.0,8.0,13.0,5.0,8.0,13.0,11.0,17.0,24.0,-5.0,0.0,5.0,24.32675,24.92425,47.88822375761463,-0.5975,16.0,24.0,33.0,17.0,25.0,34.0,34.63722375761463,47.63722375761463,61.63722375761463,-10.0,-1.0,9.0,8.64625,8.6135,17.25975,12.0,17.0,23.0,1.50925,1.49575,3.005,1.0,3.0,5.0,1.631,1.58725,3.21825,1.0,3.0,6.0,4.0365,4.00325,8.03975,4.0,8.0,12.0,2.25075,2.24675,4.4975,2.0,4.0,7.0
2026-02-09,401808928,Nicholls Colonels,UT Rio Grande Valley Vaqueros,,,,1.4931960052390425,expected,base,4,4,10bd9d660db9,1eda605b8ee7,4,1,15,20,8.636,8.86075,17.49675,-0.22475,5.0,8.0,13.0,5.0,9.0,13.0,11.0,17.0,24.0,-6.0,0.0,5.0,32.96275,33.785,67.03774203532387,-0.82225,23.0,33.0,44.0,23.0,33.0,45.0,49.28999203532388,66.28999203532388,85.28999203532388,-12.0,-1.0,11.0,8.87125,8.8465,17.71775,12.0,17.0,24.0,1.56375,1.5455,3.10925,1.0,3.0,5.0,1.6805,1.674,3.3545,1.0,3.0,6.0,4.154,4.11625,8.27025,5.0,8.0,12.0,2.32525,2.33875,4.664,2.0,4.0,8.0
2026-02-09,401808928,Nicholls Colonels,UT Rio Grande Valley Vaqueros,,,,1.4931960052390425,expected,base,4,4,10bd9d660db9,1eda605b8ee7,5,2,20,25,8.84225,8.98775,17.83,-0.1455,5.0,9.0,13.0,5.0,9.0,13.0,12.0,18.0,24.0,-6.0,0.0,5.0,41.805,42.77275,82.02685265224497,-0.96775,31.0,41.0,53.0,32.0,42.0,54.0,62.9416111985699,81.39134720916634,102.9546955843625,-14.0,-1.0,12.0,8.5305,8.51325,17.04375,12.0,17.0,23.0,1.503,1.49425,2.99725,1.0,3.0,5.0,1.599,1.633,3.232,1.0,3.0,6.0,3.99125,4.051,8.04225,5.0,8.0,12.0,2.253,2.26525,4.51825,2.0,4.0,7.0
2026-02-09,401808928,Nicholls Colonels,UT Rio Grande Valley Vaqueros,,,,1.4931960052390425,expected,base,4,4,10bd9d660db9,1eda605b8ee7,6,2,25,30,8.62275,8.7635,17.38625,-0.14075,5.0,8.0,13.0,5.0,9.0,13.0,11.0,17.0,24.0,-6.0,0.0,6.0,50.42775,51.53625,98.68664770174452,-1.1085,39.0,50.0,63.0,40.0,51.0,63.0,75.9076647943943,97.60713681558724,122.73383356597957,-15.0,-1.0,13.0,8.43125,8.3635,16.79475,11.0,17.0,22.0,1.49025,1.48475,2.975,1.0,3.0,5.0,1.6055,1.5915,3.197,1.0,3.0,6.0,3.871,3.9355,7.8065,4.0,8.0,12.0,2.242,2.18925,4.43125,2.0,4.0,7.0
2026-02-09,401808928,Nicholls Colonels,UT Rio Grande Valley Vaqueros,,,,1.4931960052390425,expected,base,4,4,10bd9d660db9,1eda605b8ee7,7,2,30,35,8.78975,8.97975,17.7695,-0.19,5.0,9.0,13.0,5.0,9.0,13.0,12.0,17.0,24.0,-6.0,0.0,5.0,59.2175,60.516,117.67247620544109,-1.2985,47.0,59.0,72.0,48.0,60.0,74.0,99.66002691258149,117.098143333904,136.81745080526758,-17.0,-1.0,14.0,8.63475,8.64275,17.2775,12.0,17.0,23.0,1.49525,1.481,2.97625,1.0,3.0,5.0,1.63575,1.64325,3.279,1.0,3.0,6.0,3.99175,3.99575,7.9875,4.0,8.0,12.0,2.2545,2.2335,4.488,2.0,4.0,7.0
2026-02-09,401808928,Nicholls Colonels,UT Rio Grande Valley Vaqueros,,,,1.4931960052390425,expected,base,4,4,10bd9d660db9,1eda605b8ee7,8,2,35,40,9.8055,10.00175,19.80725,-0.19625,5.0,9.0,14.0,6.0,10.0,15.0,13.0,19.5,27.0,-6.0,0.0,6.0,69.023,70.51775,139.54075,-1.49475,55.0,69.0,84.0,57.0,70.0,85.0,117.0,139.0,163.0,-18.0,-1.0,16.0,9.48425,9.56125,19.0455,13.0,19.0,25.0,1.67425,1.624,3.29825,1.0,3.0,6.0,1.86575,1.82075,3.6865,1.0,3.0,7.0,4.43475,4.4715,8.90625,5.0,9.0,13.0,2.52675,2.51075,5.0375,2.0,5.0,8.0
2026-02-09,401808942,Lamar Cardinals,Northwestern State Demons,2026-02-09 19:00,2026-02-10T00:00:00Z,EST,8.5,spread,base,4,4,10bd9d660db9,1eda605b8ee7,1,1,0,5,7.876,7.988,15.864,-0.112,4.0,8.0,12.0,4.0,8.0,12.0,10.0,16.0,22.0,-5.0,0.0,5.0,7.876,7.988,15.630481993278948,-0.112,4.0,8.0,12.0,4.0,8.0,12.0,9.76648199327895,15.76648199327895,21.76648199327895,-5.0,0.0,5.0,8.0585,8.071,16.1295,11.0,16.0,22.0,1.422,1.3835,2.8055,1.0,3.0,5.0,1.538,1.5345,3.0725,1.0,3.0,6.0,3.80525,3.74625,7.5515,4.0,7.0,11.0,2.12725,2.1405,4.26775,2.0,4.0,7.0
2026-02-09,401808942,Lamar Cardinals,Northwestern State Demons,2026-02-09 19:00,2026-02-10T00:00:00Z,EST,8.5,spread,base,4,4,10bd9d660db9,1eda605b8ee7,2,1,5,10,8.0015,8.161,16.1625,-0.1595,4.0,8.0,12.0,4.0,8.0,12.0,10.0,16.0,23.0,-5.0,0.0,5.0,15.8775,16.149,31.44168620878012,-0.2715,10.0,15.5,23.0,10.0,16.0,23.0,21.415186208780124,31.415186208780124,42.41518620878012,-8.0,0.0,8.0,8.2335,8.176,16.4095,11.0,16.0,22.0,1.436,1.444,2.88,1.0,3.0,5.0,1.536,1.54525,3.08125,1.0,3.0,6.0,3.79775,3.85875,7.6565,4.0,7.0,11.0,2.12375,2.148,4.27175,2.0,4.0,7.0
2026-02-09,401808942,Lamar Cardinals,Northwestern State Demons,2026-02-09 19:00,2026-02-10T00:00:00Z,EST,8.5,spread,base,4,4,10bd9d660db9,1eda605b8ee7,3,1,10,15,8.288,8.383,16.671,-0.095,4.0,8.0,13.0,4.0,8.0,13.0,11.0,16.0,23.0,-6.0,0.0,5.0,24.1655,24.532,47.33472375761461,-0.3665,16.0,24.0,33.0,16.0,24.0,33.0,33.63722375761463,46.63722375761463,61.63722375761463,-10.0,0.0,10.0,8.49675,8.5095,17.00625,11.0,17.0,23.0,1.4815,1.4355,2.917,1.0,3.0,5.0,1.61975,1.628,3.24775,1.0,3.0,6.0,3.9605,3.96,7.9205,4.0,8.0,12.0,2.22475,2.27375,4.4985,2.0,4.0,7.0
2026-02-09,401808942,Lamar Cardinals,Northwestern State Demons,2026-02-09 19:00,2026-02-10T00:00:00Z,EST,8.5,spread,base,4,4,10bd9d660db9,1eda605b8ee7,4,1,15,20,8.502,8.59125,17.09325,-0.08925,5.0,8.0,13.0,5.0,8.0,13.0,11.0,17.0,24.0,-5.0,0.0,5.0,32.6675,33.12325,66.08074203532387,-0.45575,22.0,32.0,44.0,23.0,33.0,44.0,49.28999203532388,65.28999203532388,84.28999203532388,-12.0,-1.0,12.0,8.756,8.78825,17.54425,12.0,17.0,23.0,1.52225,1.53875,3.061,1.0,3.0,5.0,1.70275,1.70175,3.4045,1.0,3.0,6.0,4.10875,4.119,8.22775,4.0,8.0,12.0,2.33675,2.292,4.62875,2.0,4.0,8.0
2026-02-09,401808942,Lamar Cardinals,Northwestern State Demons,2026-02-09 19:00,2026-02-10T00:00:00Z,EST,8.5,spread,base,4,4,10bd9d660db9,1eda605b8ee7,5,2,20,25,8.737,8.761,17.498,-0.024,5.0,8.5,13.0,5.0,8.0,13.0,11.0,17.0,24.0,-6.0,0.0,6.0,41.4045,41.88425,80.50157067545214,-0.47975,31.0,41.0,53.0,31.0,42.0,53.0,60.82799883397018,80.17773484456666,101.63427703746297,-13.0,-1.0,13.0,8.482,8.42925,16.91125,12.0,17.0,23.0,1.481,1.439,2.92,1.0,3.0,5.0,1.558,1.62775,3.18575,1.0,3.0,6.0,3.895,4.00525,7.90025,4.0,8.0,12.0,2.25625,2.24575,4.502,2.0,4.0,7.0
2026-02-09,401808942,Lamar Cardinals,Northwestern State Demons,2026-02-09 19:00,2026-02-10T00:00:00Z,EST,8.5,spread,base,4,4,10bd9d660db9,1eda605b8ee7,6,2,25,30,8.49975,8.55625,17.056,-0.0565,5.0,8.0,13.0,5.0,8.0,13.0,11.0,17.0,24.0,-6.0,0.0,5.0,49.90425,50.4405,96.59483374815886,-0.53625,39.0,49.0,62.0,39.0,50.0,62.0,72.48044006519494,96.17991208638789,121.0929964721805,-15.0,-1.0,14.0,8.23,8.27025,16.50025,11.0,16.0,22.0,1.4425,1.45425,2.89675,1.0,3.0,5.0,1.57025,1.6,3.17025,1.0,3.0,6.0,3.80575,3.82725,7.633,4.0,7.0,11.0,2.166,2.163,4.329,2.0,4.0,7.0
2026-02-09,401808942,Lamar Cardinals,Northwestern State Demons,2026-02-09 19:00,2026-02-10T00:00:00Z,EST,8.5,spread,base,4,4,10bd9d660db9,1eda605b8ee7,7,2,30,35,8.71625,8.8575,17.57375,-0.14125,5.0,9.0,13.0,5.0,9.0,13.0,11.0,17.0,24.0,-5.0,0.0,5.0,58.6205,59.298,115.97121613153617,-0.6775,46.0,58.0,72.0,47.0,59.0,72.0,97.3788358625404,115.91052158802428,134.21584120832694,-16.0,-1.0,15.0,8.4645,8.43525,16.89975,12.0,17.0,23.0,1.49725,1.46325,2.9605,1.0,3.0,5.0,1.5745,1.60125,3.17575,1.0,3.0,6.0,3.952,3.98375,7.93575,4.0,8.0,12.0,2.21875,2.2,4.41875,2.0,4.0,7.0
2026-02-09,401808942,Lamar Cardinals,Northwestern State Demons,2026-02-09 19:00,2026-02-10T00:00:00Z,EST,8.5,spread,base,4,4,10bd9d660db9,1eda605b8ee7,8,2,35,40,9.58225,9.82775,19.41,-0.2455,5.0,9.0,14.0,6.0,10.0,14.0,13.0,19.0,26.0,-6.0,0.0,6.0,68.20275,69.12575,137.3285,-0.923,54.0,68.0,82.0,55.0,69.0,83.0,115.0,137.0,160.0,-18.0,-1.0,16.0,9.33825,9.38,18.71825,13.0,18.0,25.0,1.667,1.617,3.284,1.0,3.0,6.0,1.77825,1.75,3.52825,1.0,3.0,6.0,4.41875,4.39275,8.8115,5.0,9.0,13.0,2.474,2.434,4.908,2.0,5.0,8.0
2026-02-09,401808963,SE Louisiana Lions,Incarnate Word Cardinals,2026-02-09 19:00,2026-02-10T00:00:00Z,EST,1.5,spread,base,4,4,10bd9d660db9,1eda605b8ee7,1,1,0,5,7.6625,7.89125,15.55375,-0.22875,4.0,7.0,12.0,4.0,8.0,12.0,10.0,15.0,22.0,-5.0,0.0,5.0,7.6625,7.89125,15.320231993278949,-0.22875,4.0,7.0,12.0,4.0,8.0,12.0,9.76648199327895,14.76648199327895,21.76648199327895,-5.0,0.0,5.0,8.03675,8.0055,16.04225,11.0,16.0,22.0,1.3875,1.40975,2.79725,1.0,3.0,5.0,1.569,1.51825,3.08725,1.0,3.0,6.0,3.69625,3.70425,7.4005,4.0,7.0,11.0,2.094,2.1215,4.2155,2.0,4.0,7.0
2026-02-09,401808963,SE Louisiana Lions,Incarnate Word Cardinals,2026-02-09 19:00,2026-02-10T00:00:00Z,EST,1.5,spread,base,4,4,10bd9d660db9,1eda605b8ee7,2,1,5,10,7.7485,8.0205,15.769,-0.272,4.0,8.0,12.0,4.0,8.0,12.0,10.0,16.0,22.0,-6.0,0.0,5.0,15.411,15.91175,30.73793620878012,-0.50075,10.0,15.0,22.0,10.0,16.0,22.0,21.415186208780124,30.415186208780124,40.41518620878012,-8.0,-1.0,7.0,8.11975,8.1935,16.31325,11.0,16.0,22.0,1.4135,1.429,2.8425,1.0,3.0,5.0,1.53825,1.52775,3.066,1.0,3.0,6.0,3.83875,3.833,7.67175,4.0,7.0,12.0,2.1105,2.15075,4.26125,2.0,4.0,7.0
2026-02-09,401808963,SE Louisiana Lions,Incarnate Word Cardinals,2026-02-09 19:00,2026-02-10T00:00:00Z,EST,1.5,spread,base,4,4,10bd9d660db9,1eda605b8ee7,3,1,10,15,8.13875,8.35125,16.49,-0.2125,4.0,8.0,12.0,4.0,8.0,13.0,10.0,16.0,23.0,-6.0,0.0,5.0,23.54975,24.263,46.449973757614615,-0.71325,16.0,23.0,32.0,16.0,24.0,33.0,33.63722375761463,45.63722375761463,59.63722375761463,-10.0,-1.0,9.0,8.473,8.3905,16.8635,11.0,17.0,23.0,1.454,1.51,2.964,1.0,3.0,5.0,1.58625,1.562,3.14825,1.0,3.0,6.0,4.0075,3.937,7.9445,4.0,8.0,12.0,2.24025,2.2305,4.47075,2.0,4.0,7.0
2026-02-09,401808963,SE Louisiana Lions,Incarnate Word Cardinals,2026-02-09 19:00,2026-02-10T00:00:00Z,EST,1.5,spread,base,4,4,10bd9d660db9,1eda605b8ee7,4,1,15,20,8.32925,8.618,16.94725,-0.28875,4.0,8.0,13.0,4.0,8.0,13.0,11.0,17.0,24.0,-6.0,0.0,5.0,31.879,32.881,65.04999203532387,-1.002,22.0,32.0,42.0,22.0,33.0,44.0,48.28999203532388,64.28999203532388,82.28999203532388,-13.0,-1.0,11.0,8.6565,8.6965,17.353,12.0,17.0,23.0,1.5455,1.50025,3.04575,1.0,3.0,5.0,1.62,1.6625,3.2825,1.0,3.0,6.0,4.046,4.02575,8.07175,4.0,8.0,12.0,2.2955,2.299,4.5945,2.0,4.0,7.0
2026-02-09,401808963,SE Louisiana Lions,Incarnate Word Cardinals,2026-02-09 19:00,2026-02-10T00:00:00Z,EST,1.5,spread,base,4,4,10bd9d660db9,1eda605b8ee7,5,2,20,25,8.4895,8.784,17.2735,-0.2945,5.0,8.0,13.0,5.0,9.0,13.0,11.0,17.0,24.0,-6.0,0.0,5.0,40.3685,41.665,79.04523133572712,-1.2965,30.0,40.0,51.0,31.0,42.0,53.0,59.72119265167034,78.96412247996699,99.32453910879345,-14.0,-1.0,12.0,8.39725,8.381,16.77825,11.0,17.0,22.0,1.43625,1.479,2.91525,1.0,3.0,5.0,1.58975,1.57675,3.1665,1.0,3.0,6.0,3.88025,3.88475,7.765,4.0,8.0,12.0,2.22375,2.23925,4.463,2.0,4.0,7.0
2026-02-09,401808963,SE Louisiana Lions,Incarnate Word Cardinals,2026-02-09 19:00,2026-02-10T00:00:00Z,EST,1.5,spread,base,4,4,10bd9d660db9,1eda605b8ee7,6,2,25,30,8.31725,8.53725,16.8545,-0.22,4.0,8.0,13.0,5.0,8.0,13.0,11.0,17.0,23.0,-6.0,0.0,5.0,48.68575,50.20225,94.73590506870885,-1.5165,37.0,49.0,61.0,39.0,50.0,62.0,72.26682770059526,94.75268735718852,117.47352061484142,-16.0,-2.0,13.0,8.1735,8.18625,16.35975,11.0,16.0,22.0,1.4665,1.437,2.9035,1.0,3.0,5.0,1.5505,1.55525,3.10575,1.0,3.0,6.0,3.83825,3.8205,7.65875,4.0,8.0,11.0,2.186,2.12325,4.30925,2.0,4.0,7.0
2026-02-09,401808963,SE Louisiana Lions,Incarnate Word Cardinals,2026-02-09 19:00,2026-02-10T00:00:00Z,EST,1.5,spread,base,4,4,10bd9d660db9,1eda605b8ee7,7,2,30,35,8.499,8.82975,17.32875,-0.33075,5.0,8.0,13.0,5.0,9.0,13.0,11.0,17.0,24.0,-6.0,0.0,5.0,57.18475,59.032,114.4374573306828,-1.84725,45.0,57.0,70.0,46.0,59.0,72.0,97.05841731564088,114.17611519006384,132.19305811815696,-17.0,-2.0,14.0,8.3845,8.3815,16.766,11.0,17.0,22.0,1.44975,1.44625,2.896,1.0,3.0,5.0,1.5895,1.595,3.1845,1.0,3.0,6.0,3.89425,3.95725,7.8515,4.0,8.0,12.0,2.2575,2.224,4.4815,2.0,4.0,7.0
2026-02-09,401808963,SE Louisiana Lions,Incarnate Word Cardinals,2026-02-09 19:00,2026-02-10T00:00:00Z,EST,1.5,spread,base,4,4,10bd9d660db9,1eda605b8ee7,8,2,35,40,9.40725,9.82175,19.229,-0.4145,5.0,9.0,14.0,5.0,10.0,15.0,13.0,19.0,26.0,-6.0,0.0,5.0,66.592,68.85375,135.44575,-2.26175,53.0,66.0,81.0,55.0,69.0,83.0,114.0,135.0,157.0999999999999,-19.0,-3.0,15.0,9.31825,9.32475,18.643,13.0,18.0,25.0,1.62925,1.61575,3.245,1.0,3.0,6.0,1.74025,1.78,3.52025,1.0,3.0,6.0,4.343,4.3585,8.7015,5.0,9.0,13.0,2.43375,2.4345,4.86825,2.0,5.0,8.0
2026-02-09,401812059,Charleston Cougars,UNC Wilmington Seahawks,2026-02-09 20:00,2026-02-10T01:00:00Z,EST,2.5,spread,base,4,4,10bd9d660db9,1eda605b8ee7,1,1,0,5,7.90475,8.0475,15.95225,-0.14275,4.0,8.0,12.0,4.0,8.0,12.0,10.0,16.0,22.0,-5.0,0.0,5.0,7.90475,8.0475,15.718731993278949,-0.14275,4.0,8.0,12.0,4.0,8.0,12.0,9.76648199327895,15.76648199327895,21.76648199327895,-5.0,0.0,5.0,8.08175,8.07975,16.1615,11.0,16.0,22.0,1.4185,1.4145,2.833,1.0,3.0,5.0,1.55,1.49725,3.04725,1.0,3.0,6.0,3.80775,3.76275,7.5705,4.0,7.0,11.0,2.12225,2.0895,4.21175,2.0,4.0,7.0
2026-02-09,401812059,Charleston Cougars,UNC Wilmington Seahawks,2026-02-09 20:00,2026-02-10T01:00:00Z,EST,2.5,spread,base,4,4,10bd9d660db9,1eda605b8ee7,2,1,5,10,8.024,8.1995,16.2235,-0.1755,4.0,8.0,12.0,4.0,8.0,12.0,10.0,16.0,23.0,-5.0,0.0,5.0,15.92875,16.247,31.590936208780125,-0.31825,10.0,16.0,22.0,10.0,16.0,23.0,22.415186208780124,31.415186208780124,41.41518620878012,-8.0,0.0,8.0,8.181,8.237,16.418,11.0,16.0,22.0,1.44675,1.45375,2.9005,1.0,3.0,5.0,1.53225,1.5185,3.05075,1.0,3.0,6.0,3.86325,3.869,7.73225,4.0,8.0,12.0,2.086,2.17375,4.25975,2.0,4.0,7.0
2026-02-09,401812059,Charleston Cougars,UNC Wilmington Seahawks,2026-02-09 20:00,2026-02-10T01:00:00Z,EST,2.5,spread,base,4,4,10bd9d660db9,1eda605b8ee7,3,1,10,15,8.354,8.46425,16.81825,-0.11025,4.0,8.0,13.0,5.0,8.0,13.0,11.0,17.0,23.0,-5.0,0.0,5.0,24.28275,24.71125,47.63122375761463,-0.4285,16.0,24.0,33.0,17.0,24.0,33.09999999999991,34.63722375761463,47.63722375761463,61.63722375761463,-10.0,0.0,10.0,8.613,8.53525,17.14825,12.0,17.0,23.0,1.50675,1.5255,3.03225,1.0,3.0,5.0,1.61275,1.63575,3.2485,1.0,3.0,6.0,3.96925,3.98075,7.95,4.0,8.0,12.0,2.2585,2.25025,4.50875,2.0,4.0,7.0
2026-02-09,401812059,Charleston Cougars,UNC Wilmington Seahawks,2026-02-09 20:00,2026-02-10T01:00:00Z,EST,2.5,spread,base,4,4,10bd9d660db9,1eda605b8ee7,4,1,15,20,8.609,8.69875,17.30775,-0.08975,5.0,8.0,13.0,5.0,8.0,13.0,11.0,17.0,24.0,-6.0,0.0,5.0,32.89175,33.41,66.59174203532388,-0.51825,23.0,33.0,43.0,23.0,33.0,44.0,50.28999203532388,66.28999203532388,83.28999203532388,-12.0,0.0,11.0,8.788,8.81175,17.59975,12.0,17.0,23.0,1.5525,1.549,3.1015,1.0,3.0,5.0,1.6505,1.67,3.3205,1.0,3.0,6.0,4.1285,4.10325,8.23175,5.0,8.0,12.0,2.331,2.331,4.662,2.0,4.0,8.0
2026-02-09,401812059,Charleston Cougars,UNC Wilmington Seahawks,2026-02-09 20:00,2026-02-10T01:00:00Z,EST,2.5,spread,base,4,4,10bd9d660db9,1eda605b8ee7,5,2,20,25,8.7555,8.9115,17.667,-0.156,5.0,9.0,13.0,5.0,9.0,13.0,12.0,17.0,24.0,-6.0,0.0,5.0,41.64725,42.3215,81.3252783937366,-0.67425,31.0,42.0,52.0,32.0,42.0,53.0,62.04161119856987,81.39134720916634,100.52747085516312,-13.0,-1.0,12.099999999999907,8.5,8.4825,16.9825,12.0,17.0,23.0,1.479,1.51375,2.99275,1.0,3.0,5.0,1.61625,1.5995,3.21575,1.0,3.0,6.0,3.965,3.86325,7.82825,4.0,8.0,12.0,2.22175,2.2225,4.44425,2.0,4.0,7.0
2026-02-09,401812059,Charleston Cougars,UNC Wilmington Seahawks,2026-02-09 20:00,2026-02-10T01:00:00Z,EST,2.5,spread,base,4,4,10bd9d660db9,1eda605b8ee7,6,2,25,30,8.587,8.59825,17.18525,-0.01125,5.0,8.0,13.0,5.0,8.0,13.0,11.0,17.0,23.09999999999991,-6.0,0.0,5.0,50.23425,50.91975,97.69149918472776,-0.6855,39.0,50.0,62.0,40.0,51.0,62.0,75.9076647943943,97.60713681558724,119.87938410758083,-15.0,-1.0,14.0,8.25325,8.2325,16.48575,11.0,16.0,22.0,1.454,1.488,2.942,1.0,3.0,5.0,1.59075,1.5485,3.13925,1.0,3.0,6.0,3.87825,3.889,7.76725,4.0,8.0,12.0,2.161,2.16375,4.32475,2.0,4.0,7.0
2026-02-09,401812059,Charleston Cougars,UNC Wilmington Seahawks,2026-02-09 20:00,2026-02-10T01:00:00Z,EST,2.5,spread,base,4,4,10bd9d660db9,1eda605b8ee7,7,2,30,35,8.82925,8.94125,17.7705,-0.112,5.0,9.0,13.0,5.0,9.0,13.0,11.0,18.0,24.0,-6.0,0.0,5.0,59.0635,59.861,116.95240464638266,-0.7975,47.0,59.0,71.0,48.0,60.0,72.0,99.66002691258149,117.098143333904,133.89542266142743,-16.0,-1.0,15.0,8.46625,8.411,16.87725,12.0,17.0,22.0,1.48675,1.45275,2.9395,1.0,3.0,5.0,1.5965,1.602,3.1985,1.0,3.0,6.0,3.968,3.951,7.919,4.0,8.0,12.0,2.207,2.235,4.442,2.0,4.0,7.0
2026-02-09,401812059,Charleston Cougars,UNC Wilmington Seahawks,2026-02-09 20:00,2026-02-10T01:00:00Z,EST,2.5,spread,base,4,4,10bd9d660db9,1eda605b8ee7,8,2,35,40,9.796,9.9535,19.7495,-0.1575,6.0,10.0,14.0,6.0,10.0,15.0,13.0,19.0,27.0,-6.0,0.0,6.0,68.8595,69.8145,138.674,-0.955,55.0,69.0,82.0,57.0,70.0,83.0,117.0,139.0,159.0,-18.0,-1.0,16.0,9.37575,9.46925,18.845,13.0,19.0,25.0,1.67025,1.61525,3.2855,1.0,3.0,6.0,1.7655,1.759,3.5245,1.0,3.0,6.0,4.382,4.43775,8.81975,5.0,9.0,13.0,2.43775,2.50875,4.9465,2.0,5.0,8.0
2026-02-09,401812394,Chicago State Cougars,Saint Francis Red Flash,,,,0.1142126719057046,expected,base,4,4,10bd9d660db9,1eda605b8ee7,1,1,0,5,8.0095,7.93425,15.94375,0.07525,4.0,8.0,12.0,4.0,8.0,12.0,10.0,16.0,22.0,-5.0,0.0,5.0,8.0095,7.93425,15.71023199327895,0.07525,4.0,8.0,12.0,4.0,8.0,12.0,9.76648199327895,15.76648199327895,21.76648199327895,-5.0,0.0,5.0,8.07575,8.0925,16.16825,11.0,16.0,22.0,1.42875,1.44475,2.8735,1.0,3.0,5.0,1.5125,1.561,3.0735,1.0,3.0,6.0,3.8275,3.826,7.6535,4.0,7.0,11.0,2.17,2.1035,4.2735,2.0,4.0,7.0
2026-02-09,401812394,Chicago State Cougars,Saint Francis Red Flash,,,,0.1142126719057046,expected,base,4,4,10bd9d660db9,1eda605b8ee7,2,1,5,10,8.1765,8.14975,16.32625,0.02675,4.0,8.0,13.0,4.0,8.0,12.0,10.0,16.0,23.0,-5.0,0.0,5.0,16.186,16.084,31.685186208780127,0.102,10.0,16.0,23.0,10.0,16.0,22.0,22.31518620878016,31.415186208780124,41.41518620878012,-8.0,0.0,8.0,8.3,8.2905,16.5905,11.0,16.0,22.0,1.468,1.46625,2.93425,1.0,3.0,5.0,1.5745,1.6105,3.185,1.0,3.0,6.0,3.83875,3.89225,7.731,4.0,8.0,11.0,2.18375,2.16325,4.347,2.0,4.0,7.0
