game_id,season,date,start_time,start_time_local,start_tz_abbr,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,status,completed,neutral_site,venue,start_time_iso,display_date,start_time_local_venue,start_tz_abbr_venue,game_date,game_key,game_id_odds,book,fetched_at,moneyline_home,moneyline_away,spread,total,commence_time,home_team_name,away_team_name,odds_date,odds_key
401806491,2026,2026-02-17,2026-02-18 01:30:00+00:00,2026-02-17 20:30,EST,UT Martin Skyhawks,Southeast Missouri State Redhawks,0,0,,,,,STATUS_SCHEDULED,False,False,Kathleen and Tom Elam Center,2026-02-18T01:30:00Z,2026-02-17,,,2026-02-17,southeastmissouristate__utmartinskyhawks,,,,,,,,,,,,
401808241,2026,2026-02-17,2026-02-18 00:00:00+00:00,2026-02-17 19:00,EST,Florida Gators,South Carolina Gamecocks,0,0,,,,,STATUS_SCHEDULED,False,False,Stephen C. O'Connell Center,2026-02-18T00:00:00Z,2026-02-17,,,2026-02-17,floridagators__southcarolinagamecocks,,,,,,,,,,,,
401808243,2026,2026-02-17,2026-02-18 02:00:00+00:00,2026-02-17 21:00,EST,Texas Longhorns,LSU Tigers,0,0,,,,,STATUS_SCHEDULED,False,False,Moody Center,2026-02-18T02:00:00Z,2026-02-17,,,2026-02-17,louisianastate__texas,,,,,,,,,,,,
401808245,2026,2026-02-17,2026-02-18 02:00:00+00:00,2026-02-17 21:00,EST,Kentucky Wildcats,Georgia Bulldogs,0,0,,,,,STATUS_SCHEDULED,False,False,Rupp Arena,2026-02-18T02:00:00Z,2026-02-17,,,2026-02-17,georgia__kentucky,,,,,,,,,,,,
401814568,2026,2026-02-17,2026-02-18 00:00:00+00:00,2026-02-17 19:00,EST,Western Michigan Broncos,Akron Zips,0,0,,,,,STATUS_SCHEDULED,False,False,University Arena (MI),2026-02-18T00:00:00Z,2026-02-17,,,2026-02-17,akron__westernmichigan,,,,,,,,,,,,
401814569,2026,2026-02-17,2026-02-18 00:00:00+00:00,2026-02-17 19:00,EST,Ohio Bobcats,Ball State Cardinals,0,0,,,,,STATUS_SCHEDULED,False,False,Convocation Center (OH),2026-02-18T00:00:00Z,2026-02-17,,,2026-02-17,ballstate__ohio,,,,,,,,,,,,
401814570,2026,2026-02-17,2026-02-17 23:30:00+00:00,2026-02-17 18:30,EST,Eastern Michigan Eagles,Central Michigan Chippewas,0,0,,,,,STATUS_SCHEDULED,False,False,Gervin GameAbove Center,2026-02-17T23:30:00Z,2026-02-17,,,2026-02-17,centralmichigan__easternmichigan,58531bf2b287bec48da2b40b998c6ef2,BetOnline.ag,2026-02-17 16:02:07.247777+00:00,-240.0,200.0,-5.5,143.0,2026-02-17 23:30:00+00:00,Eastern Michigan Eagles,Central Michigan Chippewas,2026-02-17,centralmichigan__easternmichigan
401814571,2026,2026-02-17,2026-02-18 00:00:00+00:00,2026-02-17 19:00,EST,Bowling Green Falcons,Kent State Golden Flashes,0,0,,,,,STATUS_SCHEDULED,False,False,Stroh Center,2026-02-18T00:00:00Z,2026-02-17,,,2026-02-17,bowlinggreen__kentstategoldenflashes,,,,,,,,,,,,
401814572,2026,2026-02-17,2026-02-18 00:00:00+00:00,2026-02-17 19:00,EST,Massachusetts Minutemen,Miami (OH) RedHawks,0,0,,,,,STATUS_SCHEDULED,False,False,Mullins Center,2026-02-18T00:00:00Z,2026-02-17,,,2026-02-17,massachusetts__miamioh,,,,,,,,,,,,
401814573,2026,2026-02-17,2026-02-17 23:30:00+00:00,2026-02-17 18:30,EST,Buffalo Bulls,Northern Illinois Huskies,0,0,,,,,STATUS_SCHEDULED,False,False,Alumni Arena,2026-02-17T23:30:00Z,2026-02-17,,,2026-02-17,buffalobulls__northernillinois,5621581942c6b80b6498b1f5723d5371,BetOnline.ag,2026-02-17 16:02:07.247777+00:00,-425.0,334.0,-8.5,146.5,2026-02-17 23:30:00+00:00,Buffalo Bulls,Northern Illinois Huskies,2026-02-17,buffalobulls__northernillinois
