game_id,home_team,away_team,closing_total,closing_spread_home,closing_ml_home,closing_ml_away
2025-11-12:alabama_st_hornets:uab_blazers,UAB Blazers,Alabama St Hornets,162.5,-19.0,,
2025-11-12:alcorn_st_braves:maryland_terrapins,Maryland Terrapins,Alcorn St Braves,150.5,-31.5,,
2025-11-12:arkansas_pine_bluff_golden_lions:oklahoma_sooners,Oklahoma Sooners,Arkansas-Pine Bluff Golden Lions,168.5,-35.25,,
2025-11-12:arkansas_st_red_wolves:missouri_st_bears,Missouri St Bears,Arkansas St Red Wolves,151.5,-2.0,,
2025-11-12:austin_peay_governors:wyoming_cowboys,Wyoming Cowboys,Austin Peay Governors,154.5,-6.0,,
2025-11-12:ball_state_cardinals:wisconsin_badgers,Wisconsin Badgers,Ball State Cardinals,157.5,-26.5,,
2025-11-12:binghamton_bearcats:georgetown_hoyas,Georgetown Hoyas,Binghamton Bearcats,144.5,-27.5,,
2025-11-12:bucknell_bison:princeton_tigers,Princeton Tigers,Bucknell Bison,144.5,-4.5,,
2025-11-12:buffalo_bulls:depaul_blue_demons,DePaul Blue Demons,Buffalo Bulls,153.5,-18.5,,
2025-11-12:central_arkansas_bears:arkansas_razorbacks,Arkansas Razorbacks,Central Arkansas Bears,158.5,-35.5,,
2025-11-12:central_connecticut_st_blue_devils:boston_college_eagles,Boston College Eagles,Central Connecticut St Blue Devils,138.5,-17.5,,
2025-11-12:chicago_st_cougars:butler_bulldogs,Butler Bulldogs,Chicago St Cougars,158.5,-27.0,,
2025-11-12:creighton_bluejays:gonzaga_bulldogs,Gonzaga Bulldogs,Creighton Bluejays,165.0,-11.5,,
2025-11-12:csu_northridge_matadors:north_dakota_st_bison,North Dakota St Bison,CSU Northridge Matadors,154.5,-3.0,,
2025-11-12:davidson_wildcats:charlotte_49ers,Charlotte 49ers,Davidson Wildcats,142.5,-1.5,,
2025-11-12:dayton_flyers:cincinnati_bearcats,Cincinnati Bearcats,Dayton Flyers,146.5,-6.5,,
2025-11-12:delaware_blue_hens:byu_cougars,BYU Cougars,Delaware Blue Hens,164.0,-35.5,,
2025-11-12:drexel_dragons:colgate_raiders,Colgate Raiders,Drexel Dragons,140.5,-4.0,,
2025-11-12:duke_blue_devils:army_knights,Army Knights,Duke Blue Devils,150.5,32.5,,
2025-11-12:eastern_illinois_panthers:notre_dame_fighting_irish,Notre Dame Fighting Irish,Eastern Illinois Panthers,144.0,-25.0,,
2025-11-12:florida_a_m_rattlers:ucf_knights,UCF Knights,Florida A&M Rattlers,166.5,-23.5,,
2025-11-12:florida_st_seminoles:florida_gators,Florida Gators,Florida St Seminoles,180.5,-18.0,,
2025-11-12:georgia_southern_eagles:florida_gulf_coast_eagles,Florida Gulf Coast Eagles,Georgia Southern Eagles,162.5,-2.5,,
2025-11-12:hampton_pirates:virginia_cavaliers,Virginia Cavaliers,Hampton Pirates,150.0,-23.5,,
2025-11-12:jacksonville_dolphins:high_point_panthers,High Point Panthers,Jacksonville Dolphins,156.5,-17.75,,
2025-11-12:kentucky_wildcats:louisville_cardinals,Louisville Cardinals,Kentucky Wildcats,174.0,-6.0,,
2025-11-12:la_salle_explorers:temple_owls,Temple Owls,La Salle Explorers,149.0,-7.5,,
2025-11-12:loyola_marymount_lions:utep_miners,UTEP Miners,Loyola Marymount Lions,146.0,2.5,,
2025-11-12:maryland_eastern_shore_hawks:nebraska_cornhuskers,Nebraska Cornhuskers,Maryland-Eastern Shore Hawks,149.5,-36.5,,
2025-11-12:memphis_tigers:ole_miss_rebels,Ole Miss Rebels,Memphis Tigers,152.5,-10.0,,
2025-11-12:merrimack_warriors:tarleton_state_texans,Tarleton State Texans,Merrimack Warriors,141.0,-4.5,,
2025-11-12:montana_grizzlies:unlv_rebels,UNLV Rebels,Montana Grizzlies,158.0,-10.5,,
2025-11-12:morehead_st_eagles:clemson_tigers,Clemson Tigers,Morehead St Eagles,149.5,-29.5,,
2025-11-12:mt_st_mary_s_mountaineers:st_francis_pa_red_flash,St. Francis (PA) Red Flash,Mt. St. Mary's Mountaineers,147.5,5.5,,
2025-11-12:murray_st_racers:smu_mustangs,SMU Mustangs,Murray St Racers,163.5,-10.5,,
2025-11-12:njit_highlanders:loyola_md_greyhounds,Loyola (MD) Greyhounds,NJIT Highlanders,140.5,-10.0,,
2025-11-12:norfolk_st_spartans:old_dominion_monarchs,Old Dominion Monarchs,Norfolk St Spartans,149.5,-9.0,,
2025-11-12:northeastern_huskies:harvard_crimson,Harvard Crimson,Northeastern Huskies,143.0,-6.0,,
2025-11-12:northern_arizona_lumberjacks:arizona_wildcats,Arizona Wildcats,Northern Arizona Lumberjacks,162.5,-35.5,,
2025-11-12:northwestern_st_demons:north_alabama_lions,North Alabama Lions,Northwestern St Demons,145.5,-6.5,,
2025-11-12:ohio_bobcats:saint_mary_s_gaels,Saint Mary's Gaels,Ohio Bobcats,144.5,-17.5,,
2025-11-12:pennsylvania_quakers:providence_friars,Providence Friars,Pennsylvania Quakers,173.5,-19.0,,
2025-11-12:queens_university_royals:duquesne_dukes,Duquesne Dukes,Queens University Royals,161.5,-12.0,,
2025-11-12:radford_highlanders:north_carolina_tar_heels,North Carolina Tar Heels,Radford Highlanders,160.5,-18.5,,
2025-11-12:sacred_heart_pioneers:villanova_wildcats,Villanova Wildcats,Sacred Heart Pioneers,159.5,-20.0,,
2025-11-12:stephen_f_austin_lumberjacks:rice_owls,Rice Owls,Stephen F. Austin Lumberjacks,149.5,-3.0,,
2025-11-12:stonehill_skyhawks:rhode_island_rams,Rhode Island Rams,Stonehill Skyhawks,150.5,-15.5,,
2025-11-12:texas_a_m_cc_islanders:kansas_jayhawks,Kansas Jayhawks,Texas A&M-CC Islanders,147.5,-27.0,,
2025-11-12:texas_tech_red_raiders:illinois_fighting_illini,Illinois Fighting Illini,Texas Tech Red Raiders,168.0,-3.5,,
2025-11-12:toledo_rockets:wright_st_raiders,Wright St Raiders,Toledo Rockets,160.0,-5.5,,
2025-11-12:tulane_green_wave:louisiana_ragin_cajuns,Louisiana Ragin' Cajuns,Tulane Green Wave,136.5,5.5,,
