date,game_id,event_id,book,market,period,selection,line,price,edge,kelly,fractional,uncertainty_scale,p_over,p_under,b_over,b_under,ev_over,ev_under,prob,ev,stake
2025-11-09,401812600.0,,FanDuel,totals,,under,147.5,,-58.521860000000004,0.9797994300722914,0.5,0.2857142857142857,0.009619319013194572,0.9903806809868054,0.9090909090909091,0.9090909090909091,-0.981635845520265,0.890726754611174,0.9903806809868054,0.890726754611174,4.615384615384615
2025-11-09,401813320.0,,DraftKings,totals,,under,140.5,,-50.41468999999999,0.9540745034767584,0.5,0.2857142857142857,0.02186928405868649,0.9781307159413135,0.9090909090909091,0.9090909090909091,-0.9582495486152349,0.867340457706144,0.9781307159413135,0.867340457706144,4.615384615384615
2025-11-09,401819824.0,,DraftKings,totals,,under,155.5,,-66.08534,0.991382155494577,0.5,0.2857142857142857,0.004103735478772852,0.9958962645212271,0.9090909090909091,0.9090909090909091,-0.9921655959041609,0.9012565049950699,0.9958962645212271,0.9012565049950699,4.615384615384615
2025-11-09,401819916.0,,FanDuel,totals,,under,140.5,,-52.18091,0.9612898908249229,0.5,0.2857142857142857,0.018433385321465323,0.9815666146785347,0.9090909090909091,0.9090909090909091,-0.9648089916590208,0.8738999007499298,0.9815666146785347,0.8738999007499298,4.615384615384615
2025-11-09,401823022.0,,FanDuel,totals,,under,153.5,,-67.5074,0.99272583007882,0.5,0.2857142857142857,0.0034638904386571356,0.9965361095613429,0.9090909090909091,0.9090909090909091,-0.9933871182534727,0.9024780273443818,0.9965361095613429,0.9024780273443818,4.615384615384615
2025-11-09,401823417.0,,DraftKings,totals,,under,157.5,,-66.39609,0.9916934190177679,0.5,0.2857142857142857,0.003955514753443912,0.9960444852465561,0.9090909090909091,0.9090909090909091,-0.9924485627434253,0.9015394718343344,0.9960444852465561,0.9015394718343344,4.615384615384615
2025-11-09,401823485.0,,BetOnline.ag,totals,,under,162.5,,-72.96599,0.9963085945796608,0.5,0.2857142857142857,0.0017578121049234285,0.9982421878950766,0.9090909090909091,0.9090909090909091,-0.9966441768906007,0.9057350859815098,0.9982421878950766,0.9057350859815098,4.615384615384615
2025-11-09,401823515.0,,BetOnline.ag,totals,,under,161.0,,-72.239426,0.9959495150607236,0.5,0.2857142857142857,0.0019288023520364073,0.9980711976479636,0.9090909090909091,0.9090909090909091,-0.9963177409642942,0.9054086500552032,0.9980711976479636,0.9054086500552032,4.615384615384615
2025-11-09,401823858.0,,DraftKings,totals,,under,161.5,,-67.17317,0.9924281608072127,0.5,0.2857142857142857,0.003605637710851095,0.9963943622891489,0.9090909090909091,0.9090909090909091,-0.9931165098247389,0.9022074189156479,0.9963943622891489,0.9022074189156479,4.615384615384615
2025-11-09,401824089.0,,FanDuel,totals,,under,153.5,,-63.490486000000004,0.9883478196419059,0.5,0.2857142857142857,0.005548657313378169,0.9944513426866218,0.9090909090909091,0.9090909090909091,-0.989407108765369,0.898498017856278,0.9944513426866218,0.898498017856278,4.615384615384615
2025-11-09,401826772.0,,FanDuel,totals,,under,151.5,,-65.266396,0.9905112773301307,0.5,0.2857142857142857,0.004518439366604454,0.9954815606333955,0.9090909090909091,0.9090909090909091,-0.991373888481937,0.900464797572846,0.9954815606333955,0.900464797572846,4.615384615384615
2025-11-09,401827257.0,,DraftKings,totals,,under,151.5,,-59.966570000000004,0.9827221870304476,0.5,0.2857142857142857,0.008227529985501136,0.9917724700144989,0.9090909090909091,0.9090909090909091,-0.9842928973004069,0.893383806391316,0.9917724700144989,0.893383806391316,4.615384615384615
2025-11-09,401828296.0,,FanDuel,totals,,under,153.5,,-62.51657,0.9869840799029813,0.5,0.2857142857142857,0.006198057189056527,0.9938019428109435,0.9090909090909091,0.9090909090909091,-0.9881673453663466,0.8972582544572557,0.9938019428109435,0.8972582544572557,4.615384615384615
