date,game_id,home_team,away_team,start_time_local,start_time_iso,start_tz_abbr,start_min,end_min,half,mu_home_score_end,mu_away_score_end,mu_total_score_end,mu_margin_score_end,q10_home_score_end,q50_home_score_end,q90_home_score_end,q10_away_score_end,q50_away_score_end,q90_away_score_end,q10_total_score_end,q50_total_score_end,q90_total_score_end,q10_margin_score_end,q50_margin_score_end,q90_margin_score_end
2026-01-31,401804907,Kennesaw State Owls,New Mexico State Aggies,2026-01-31 17:00,2026-01-31T22:00:00Z,EST,0,5,1,10.73225,10.972,20.55188181411975,-0.23975,6.0,11.0,16.0,6.0,11.0,17.0,12.84763181411975,19.84763181411975,28.84763181411975,-7.0,0.0,6.0
2026-01-31,401804907,Kennesaw State Owls,New Mexico State Aggies,2026-01-31 17:00,2026-01-31T22:00:00Z,EST,5,10,1,21.0605,21.572,40.69907730116175,-0.5115,13.0,21.0,29.0,14.0,21.0,30.0,29.06657730116175,40.06657730116175,54.06657730116175,-9.0,-1.0,9.0
2026-01-31,401804907,Kennesaw State Owls,New Mexico State Aggies,2026-01-31 17:00,2026-01-31T22:00:00Z,EST,10,15,1,31.34475,32.2205,61.80810075960679,-0.87575,22.0,31.0,41.0,22.0,32.0,42.0,45.24285075960679,61.24285075960679,79.2428507596068,-12.0,-1.0,10.0
2026-01-31,401804907,Kennesaw State Owls,New Mexico State Aggies,2026-01-31 17:00,2026-01-31T22:00:00Z,EST,15,20,1,39.59375,40.61425,79.25290616621984,-1.0205,28.0,39.0,51.0,29.0,40.0,53.0,60.04490616621984,79.04490616621985,99.04490616621985,-13.0,-1.0,11.0
2026-01-31,401804907,Kennesaw State Owls,New Mexico State Aggies,2026-01-31 17:00,2026-01-31T22:00:00Z,EST,20,25,2,50.5495,51.82375,100.811140974084,-1.27425,39.0,50.0,63.0,39.0,51.0,64.0,80.437890974084,100.437890974084,121.437890974084,-15.0,-1.0,13.0
2026-01-31,401804907,Kennesaw State Owls,New Mexico State Aggies,2026-01-31 17:00,2026-01-31T22:00:00Z,EST,25,30,2,61.20925,62.739,121.78895598748883,-1.52975,48.0,61.0,75.0,49.0,63.0,76.09999999999991,99.84070598748885,121.84070598748885,144.84070598748883,-17.0,-1.0,14.0
2026-01-31,401804907,Kennesaw State Owls,New Mexico State Aggies,2026-01-31 17:00,2026-01-31T22:00:00Z,EST,30,35,2,71.83725,73.73175,143.43428150134048,-1.8945,58.0,72.0,86.0,59.0,73.0,89.0,119.86528150134048,142.8652815013405,168.8652815013405,-18.0,-2.0,15.0
2026-01-31,401804907,Kennesaw State Owls,New Mexico State Aggies,2026-01-31 17:00,2026-01-31T22:00:00Z,EST,35,40,2,80.847,82.92825,163.977886282395,-2.08125,65.0,81.0,97.0,67.0,83.0,99.0,138.202636282395,164.202636282395,190.202636282395,-20.0,-2.0,16.0
2026-01-31,401804908,Sam Houston Bearkats,Louisiana Tech Bulldogs,,,,0,5,1,9.9295,10.574,19.35113181411975,-0.6445,5.0,10.0,15.0,6.0,10.0,16.0,11.84763181411975,18.84763181411975,26.94763181411966,-7.0,-1.0,6.0
2026-01-31,401804908,Sam Houston Bearkats,Louisiana Tech Bulldogs,,,,5,10,1,19.557,20.77925,38.40282730116175,-1.22225,12.0,19.0,27.0,14.0,21.0,28.0,27.06657730116175,38.06657730116175,50.06657730116175,-10.0,-1.0,8.0
