game_id,season,date,start_time,start_time_local,start_tz_abbr,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,neutral_site,venue
401809307,2025,2025-12-20,2025-12-20 20:26:00+00:00,2025-12-20 15:26,EST,Ohio State Buckeyes,North Carolina Tar Heels,35,37,31.0,34.0,4.0,3.0,True,State Farm Arena
401817526,2025,2025-12-20,2025-12-20 19:00:00+00:00,2025-12-20 14:00,EST,Virginia Tech Hokies,Elon Phoenix,82,81,35.0,43.0,37.0,29.0,False,Cassell Coliseum
401830123,2025,2025-12-20,2025-12-20 20:00:00+00:00,2025-12-20 15:00,EST,UT Rio Grande Valley Vaqueros,College Of Biblical Studies Ambassadors,87,45,54.0,20.0,33.0,25.0,False,UTRGV Fieldhouse
401826744,2025,2025-12-20,2025-12-20 20:00:00+00:00,2025-12-20 15:00,EST,Northern Colorado Bears,Denver Pioneers,77,77,40.0,40.0,37.0,37.0,False,Bank of Colorado Arena
401813770,2025,2025-12-20,2025-12-20 20:00:00+00:00,2025-12-20 15:00,EST,Northern Illinois Huskies,Central Michigan Chippewas,41,56,27.0,44.0,14.0,12.0,False,NIU Convocation Center
401808585,2025,2025-12-20,2025-12-20 20:00:00+00:00,2025-12-20 15:00,EST,UL Monroe Warhawks,Louisiana Ragin' Cajuns,44,59,25.0,39.0,19.0,20.0,False,Fant-Ewing Coliseum
401808586,2025,2025-12-20,2025-12-20 20:45:00+00:00,2025-12-20 15:45,EST,Texas State Bobcats,South Alabama Jaguars,25,39,25.0,39.0,,,False,Strahan Arena at the University Events Center
401826800,2025,2025-12-20,2025-12-20 21:00:00+00:00,2025-12-20 16:00,EST,Mississippi State Bulldogs,Memphis Tigers,20,14,20.0,14.0,,,False,Humphrey Coliseum
401824894,2025,2025-12-20,2025-12-20 21:00:00+00:00,2025-12-20 16:00,EST,East Tennessee State Buccaneers,Jacksonville State Gamecocks,24,23,24.0,23.0,,,False,Freedom Hall (TN)
401823791,2025,2025-12-20,2025-12-20 21:00:00+00:00,2025-12-20 16:00,EST,Wyoming Cowboys,Grand Canyon Lopes,14,30,14.0,30.0,,,False,Arena-Auditorium
401820829,2025,2025-12-20,2025-12-20 21:00:00+00:00,2025-12-20 16:00,EST,Butler Bulldogs,Northwestern Wildcats,23,20,23.0,20.0,,,True,Gainbridge Fieldhouse
401817485,2025,2025-12-20,2025-12-20 21:00:00+00:00,2025-12-20 16:00,EST,Syracuse Orange,Northeastern Huskies,23,16,23.0,16.0,,,False,JMA Wireless Dome
401813768,2025,2025-12-20,2025-12-20 21:00:00+00:00,2025-12-20 16:00,EST,Ohio Bobcats,Bowling Green Falcons,23,26,23.0,26.0,,,False,Convocation Center (OH)
401806352,2025,2025-12-20,2025-12-20 21:00:00+00:00,2025-12-20 16:00,EST,Tennessee Tech Golden Eagles,UT Martin Skyhawks,9,15,9.0,15.0,,,False,Hooper Eblen Center
401826874,2025,2025-12-20,2025-12-20 17:00:00+00:00,2025-12-20 12:00,EST,Michigan State Spartans,Oakland Golden Grizzlies,79,70,39.0,36.0,40.0,34.0,True,Little Caesars Arena
401817249,2025,2025-12-20,2025-12-20 17:00:00+00:00,2025-12-20 12:00,EST,Louisville Cardinals,Montana Grizzlies,94,54,42.0,20.0,52.0,34.0,False,KFC Yum! Center
401809306,2025,2025-12-20,2025-12-20 17:30:00+00:00,2025-12-20 12:30,EST,Kentucky Wildcats,St. John's Red Storm,78,66,25.0,32.0,53.0,34.0,True,State Farm Arena
401823473,2025,2025-12-20,2025-12-20 17:00:00+00:00,2025-12-20 12:00,EST,Toledo Rockets,Lourdes University Gray Wolves,100,67,49.0,28.0,51.0,39.0,False,Savage Arena
401811114,2025,2025-12-20,2025-12-20 17:00:00+00:00,2025-12-20 12:00,EST,Kansas State Wildcats,South Dakota Coyotes,106,76,57.0,34.0,49.0,42.0,False,Bramlage Coliseum
401813444,2025,2025-12-20,2025-12-20 17:30:00+00:00,2025-12-20 12:30,EST,Dayton Flyers,Liberty Flames,61,64,33.0,29.0,28.0,35.0,False,UD Arena
401823373,2025,2025-12-20,2025-12-20 18:00:00+00:00,2025-12-20 13:00,EST,Detroit Mercy Titans,Siena Heights Saints,91,60,38.0,19.0,53.0,41.0,False,Calihan Hall
401823006,2025,2025-12-20,2025-12-20 18:00:00+00:00,2025-12-20 13:00,EST,Youngstown State Penguins,South Carolina Upstate Spartans,74,65,40.0,28.0,34.0,37.0,False,Beeghly Center
401822347,2025,2025-12-20,2025-12-20 18:00:00+00:00,2025-12-20 13:00,EST,Indiana Hoosiers,Chicago State Cougars,78,58,52.0,29.0,26.0,29.0,False,Simon Skjodt Assembly Hall
401817205,2025,2025-12-20,2025-12-20 18:00:00+00:00,2025-12-20 13:00,EST,St. Bonaventure Bonnies,Le Moyne Dolphins,92,81,42.0,47.0,50.0,34.0,False,Reilly Center
401813769,2025,2025-12-20,2025-12-20 18:00:00+00:00,2025-12-20 13:00,EST,Western Michigan Broncos,Buffalo Bulls,71,88,28.0,41.0,43.0,47.0,False,University Arena (MI)
401813383,2025,2025-12-20,2025-12-20 18:00:00+00:00,2025-12-20 13:00,EST,Niagara Purple Eagles,Houghton Highlanders,81,58,41.0,20.0,40.0,38.0,False,Gallagher Center
401812388,2025,2025-12-20,2025-12-20 18:00:00+00:00,2025-12-20 13:00,EST,Saint Francis Red Flash,Robert Morris Colonials,70,79,34.0,37.0,36.0,42.0,False,DeGol Arena
401808581,2025,2025-12-20,2025-12-20 18:00:00+00:00,2025-12-20 13:00,EST,App State Mountaineers,Georgia State Panthers,63,70,28.0,31.0,35.0,39.0,False,Holmes Convocation Center
401829446,2025,2025-12-20,2025-12-20 19:00:00+00:00,2025-12-20 14:00,EST,Northwestern State Demons,Southern-New Orleans Knights,108,55,50.0,30.0,58.0,25.0,False,Prather Coliseum
401827913,2025,2025-12-20,2025-12-20 19:00:00+00:00,2025-12-20 14:00,EST,Utah State Aggies,Colorado State Rams,100,58,45.0,24.0,55.0,34.0,False,Dee Glen Smith Spectrum
401827502,2025,2025-12-20,2025-12-20 19:00:00+00:00,2025-12-20 14:00,EST,UNC Wilmington Seahawks,Howard Bison,66,67,27.0,38.0,39.0,29.0,False,Trask Coliseum
401827056,2025,2025-12-20,2025-12-20 19:00:00+00:00,2025-12-20 14:00,EST,North Carolina Central Eagles,Longwood Lancers,72,74,36.0,36.0,36.0,38.0,False,McDougald-McLendon Arena
401827044,2025,2025-12-20,2025-12-20 19:00:00+00:00,2025-12-20 14:00,EST,Prairie View A&M Panthers,Paul Quinn Tigers,101,64,41.0,36.0,60.0,28.0,False,William Nicks Building
401826755,2025,2025-12-20,2025-12-20 19:00:00+00:00,2025-12-20 14:00,EST,Georgia Tech Yellow Jackets,Lafayette Leopards,95,81,49.0,43.0,46.0,38.0,False,McCamish Pavilion
401824954,2025,2025-12-20,2025-12-20 19:00:00+00:00,2025-12-20 14:00,EST,Lipscomb Bisons,Blue Mountain Toppers,123,60,57.0,22.0,66.0,38.0,False,Allen Arena
401824310,2025,2025-12-20,2025-12-20 19:00:00+00:00,2025-12-20 14:00,EST,Vermont Catamounts,Iona Gaels,78,83,40.0,36.0,38.0,47.0,False,Patrick Gymnasium
401822396,2025,2025-12-20,2025-12-20 19:00:00+00:00,2025-12-20 14:00,EST,Lindenwood Lions,Harris-Stowe State Hornets,109,52,59.0,29.0,50.0,23.0,False,Hyland Arena
401820216,2025,2025-12-20,2025-12-20 19:00:00+00:00,2025-12-20 14:00,EST,Mercyhurst Lakers,Binghamton Bearcats,82,61,42.0,18.0,40.0,43.0,False,Mercyhurst Athletic Center
401813772,2025,2025-12-20,2025-12-20 19:00:00+00:00,2025-12-20 14:00,EST,Ball State Cardinals,Miami (OH) RedHawks,77,86,36.0,40.0,41.0,46.0,False,Worthen Arena
401813771,2025,2025-12-20,2025-12-20 19:00:00+00:00,2025-12-20 14:00,EST,Massachusetts Minutemen,Kent State Golden Flashes,59,69,24.0,35.0,35.0,34.0,False,Mullins Center
401812610,2025,2025-12-20,2025-12-20 19:00:00+00:00,2025-12-20 14:00,EST,Harvard Crimson,Holy Cross Crusaders,81,53,41.0,24.0,40.0,29.0,False,Lavietes Pavilion
401808587,2025,2025-12-20,2025-12-20 19:00:00+00:00,2025-12-20 14:00,EST,Troy Trojans,Marshall Thundering Herd,70,63,36.0,32.0,34.0,31.0,False,Trojan Arena
401808583,2025,2025-12-20,2025-12-20 19:00:00+00:00,2025-12-20 14:00,EST,Old Dominion Monarchs,Coastal Carolina Chanticleers,74,76,29.0,34.0,45.0,42.0,False,Chartway Arena
401827531,2025,2025-12-20,2025-12-20 21:30:00+00:00,2025-12-20 16:30,EST,North Carolina A&T Aggies,Mid-Atlantic Christian Mustangs,0,0,,,,,False,Corbett Sports Center
401808584,2025,2025-12-20,2025-12-20 21:30:00+00:00,2025-12-20 16:30,EST,Southern Miss Golden Eagles,Arkansas State Red Wolves,0,0,0.0,0.0,,,False,Reed Green Coliseum
401806351,2025,2025-12-20,2025-12-20 21:30:00+00:00,2025-12-20 16:30,EST,Tennessee State Tigers,Southeast Missouri State Redhawks,0,0,,,,,False,Gentry Center
401806350,2025,2025-12-20,2025-12-20 21:30:00+00:00,2025-12-20 16:30,EST,Southern Indiana Screaming Eagles,Morehead State Eagles,0,0,,,,,False,Liberty Arena (IN)
401826954,2025,2025-12-20,2025-12-20 22:00:00+00:00,2025-12-20 17:00,EST,Utah Valley Wolverines,Bethesda University Flames,0,0,,,,,False,UCCU Center
401824829,2025,2025-12-20,2025-12-20 22:00:00+00:00,2025-12-20 17:00,EST,UCF Knights,Florida Gulf Coast Eagles,0,0,,,,,False,Addition Financial Arena
401824124,2025,2025-12-20,2025-12-20 22:00:00+00:00,2025-12-20 17:00,EST,Santa Clara Broncos,Loyola Chicago Ramblers,0,0,,,,,True,Kaiser Permanente Arena
401823492,2025,2025-12-20,2025-12-20 22:00:00+00:00,2025-12-20 17:00,EST,Washington State Cougars,Mercer Bears,0,0,,,,,False,Beasley Coliseum
401812363,2025,2025-12-20,2025-12-20 22:00:00+00:00,2025-12-20 17:00,EST,Florida International Panthers,Long Island University Sharks,0,0,,,,,False,Ocean Bank Convocation Center
401808582,2025,2025-12-20,2025-12-20 22:00:00+00:00,2025-12-20 17:00,EST,Georgia Southern Eagles,James Madison Dukes,0,0,,,,,False,Jack and Ruth Ann Hill Convocation Center
401820294,2025,2025-12-20,2025-12-20 22:30:00+00:00,2025-12-20 17:30,EST,Arkansas Razorbacks,Houston Cougars,0,0,,,,,True,Prudential Center
401817514,2025,2025-12-20,2025-12-20 23:00:00+00:00,2025-12-20 18:00,EST,Virginia Cavaliers,Maryland Terrapins,0,0,,,,,False,John Paul Jones Arena
401817180,2025,2025-12-20,2025-12-20 23:00:00+00:00,2025-12-20 18:00,EST,Richmond Spiders,The Citadel Bulldogs,0,0,,,,,False,Robins Center
401809083,2025,2025-12-20,2025-12-20 23:00:00+00:00,2025-12-20 18:00,EST,Iowa Hawkeyes,Bucknell Bison,0,0,,,,,False,Casey's Center
401823482,2025,2025-12-20,2025-12-20 23:30:00+00:00,2025-12-20 18:30,EST,Purdue Boilermakers,Auburn Tigers,0,0,,,,,True,Gainbridge Fieldhouse
401828924,2025,2025-12-20,2025-12-21 00:00:00+00:00,2025-12-20 19:00,EST,UNLV Rebels,Fresno State Bulldogs,0,0,,,,,False,Thomas & Mack Center
401828515,2025,2025-12-20,2025-12-21 00:00:00+00:00,2025-12-20 19:00,EST,Lamar Cardinals,Omaha Mavericks,0,0,,,,,False,Montagne Center
401819913,2025,2025-12-20,2025-12-21 00:00:00+00:00,2025-12-20 19:00,EST,Utah Utes,Eastern Washington Eagles,0,0,,,,,False,Jon M. Huntsman Center
401826849,2025,2025-12-20,2025-12-21 00:30:00+00:00,2025-12-20 19:30,EST,Tulane Green Wave,Portland State Vikings,0,0,,,,,False,Devlin Fieldhouse
401817237,2025,2025-12-20,2025-12-21 01:00:00+00:00,2025-12-20 20:00,EST,Texas Tech Red Raiders,Duke Blue Devils,0,0,,,,,True,Madison Square Garden
401826047,2025,2025-12-20,2025-12-21 01:00:00+00:00,2025-12-20 20:00,EST,St. Thomas-Minnesota Tommies,UC Riverside Highlanders,0,0,,,,,False,Lee & Penny Anderson Arena
401823538,2025,2025-12-20,2025-12-21 01:00:00+00:00,2025-12-20 20:00,EST,California Baptist Lancers,Sacramento State Hornets,0,0,,,,,False,Dale E. and Sarah Ann Fowler Events Center
401817474,2025,2025-12-20,2025-12-21 01:00:00+00:00,2025-12-20 20:00,EST,Colorado Buffaloes,Stanford Cardinal,0,0,,,,,True,Mortgage Matchup Center
401812582,2025,2025-12-20,2025-12-21 01:00:00+00:00,2025-12-20 20:00,EST,Rutgers Scarlet Knights,Pennsylvania Quakers,0,0,,,,,False,Jersey Mike’s Arena
401822874,2025,2025-12-20,2025-12-21 01:30:00+00:00,2025-12-20 20:30,EST,Georgetown Hoyas,Xavier Musketeers,0,0,,,,,False,Capital One Arena
401822873,2025,2025-12-20,2025-12-21 01:30:00+00:00,2025-12-20 20:30,EST,Creighton Bluejays,Marquette Golden Eagles,0,0,,,,,False,CHI Health Center Omaha
401820490,2025,2025-12-20,2025-12-21 01:30:00+00:00,2025-12-20 20:30,EST,Texas A&M-Corpus Christi Islanders,Southwestern Adventist Knights,0,0,,,,,False,American Bank Center
401829327,2025,2025-12-20,2025-12-21 02:00:00+00:00,2025-12-20 21:00,EST,New Mexico Lobos,San José State Spartans,0,0,,,,,False,The Pit
401824074,2025,2025-12-20,2025-12-21 02:00:00+00:00,2025-12-20 21:00,EST,Pepperdine Waves,Rice Owls,0,0,,,,,False,Firestone Fieldhouse
401824030,2025,2025-12-20,2025-12-21 02:00:00+00:00,2025-12-20 21:00,EST,Weber State Wildcats,Utah Tech Trailblazers,0,0,,,,,False,Dee Events Center
401823820,2025,2025-12-20,2025-12-21 03:00:00+00:00,2025-12-20 22:00,EST,Nevada Wolf Pack,Boise State Broncos,0,0,,,,,False,Lawlor Events Center
401823768,2025,2025-12-20,2025-12-21 03:30:00+00:00,2025-12-20 22:30,EST,Arizona Wildcats,San Diego State Aztecs,0,0,,,,,True,Mortgage Matchup Center
