game_id,date,start_time,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,status,venue,neutral_site
401826886,2025-11-29,2025-11-29 21:00:00+00:00,Arizona Wildcats,Norfolk State Spartans,98,61,47.0,32.0,51.0,29.0,,McKale Memorial Center,False
401827111,2025-11-29,2025-11-29 17:00:00+00:00,Indiana Hoosiers,Bethune-Cookman Wildcats,100,56,51.0,23.0,49.0,33.0,,Simon Skjodt Assembly Hall,False
401820155,2025-11-29,2025-11-29 17:00:00+00:00,Navy Midshipmen,SE Louisiana Lions,65,69,27.0,42.0,38.0,27.0,,Trask Coliseum,True
401831275,2025-11-29,2025-11-29 18:00:00+00:00,UMass Lowell River Hawks,Emerson Lions,90,67,40.0,22.0,50.0,45.0,,Kennedy Family Athletic Complex,False
401826900,2025-11-29,2025-11-29 18:00:00+00:00,Louisiana Tech Bulldogs,Alcorn State Braves,83,58,37.0,30.0,46.0,28.0,,Thomas Assembly Center,False
401823861,2025-11-29,2025-11-29 18:00:00+00:00,Army Black Knights,Manhattan Jaspers,81,78,33.0,30.0,33.0,36.0,,Christl Arena,False
401823518,2025-11-29,2025-11-29 18:00:00+00:00,UCF Knights,VMI Keydets,82,57,45.0,32.0,37.0,25.0,,Addition Financial Arena,False
401823388,2025-11-29,2025-11-29 18:00:00+00:00,Northern Kentucky Norse,Boston University Terriers,74,65,24.0,29.0,50.0,36.0,,Truist Arena,False
401820626,2025-11-29,2025-11-29 18:00:00+00:00,Longwood Lancers,Maine Black Bears,65,61,29.0,22.0,36.0,39.0,,Bender Arena,True
401813379,2025-11-29,2025-11-29 18:00:00+00:00,Niagara Purple Eagles,Detroit Mercy Titans,66,70,29.0,38.0,37.0,32.0,,Gallagher Center,False
401831276,2025-11-29,2025-11-29 19:00:00+00:00,Saint Peter's Peacocks,Dartmouth Big Green,61,87,28.0,36.0,33.0,51.0,,Yanitelli Center,False
401831225,2025-11-29,2025-11-29 19:00:00+00:00,Texas State Bobcats,Lehigh Mountain Hawks,74,78,34.0,34.0,32.0,32.0,,Resorts World Event Center,True
401829389,2025-11-29,2025-11-29 19:00:00+00:00,Tennessee State Tigers,Tennessee Wesleyan Bulldogs,98,77,42.0,38.0,56.0,39.0,,McKenzie Arena,True
401828736,2025-11-29,2025-11-29 19:00:00+00:00,North Carolina Central Eagles,Carolina University Bruins,109,61,46.0,28.0,63.0,33.0,,McDougald-McLendon Arena,False
401828478,2025-11-29,2025-11-29 19:00:00+00:00,Green Bay Phoenix,Haskell Jayhawks,95,55,39.0,26.0,56.0,29.0,,Resch Center,False
401828334,2025-11-29,2025-11-29 19:00:00+00:00,Georgia Southern Eagles,Houston Christian Huskies,80,62,34.0,27.0,46.0,35.0,,Jack and Ruth Ann Hill Convocation Center,False
401827062,2025-11-29,2025-11-29 19:00:00+00:00,Nebraska Cornhuskers,South Carolina Upstate Spartans,72,63,32.0,30.0,40.0,33.0,,Pinnacle Bank Arena,False
401827015,2025-11-29,2025-11-29 19:00:00+00:00,Northwestern State Demons,Southern Jaguars,73,75,28.0,42.0,45.0,33.0,,Prather Coliseum,False
