date,game_id,event_id,book,market,period,selection,line,price,edge,kelly,fractional,stake,ev,q10_total,q50_total,q90_total,q10_margin,q50_margin,q90_margin
2025-12-04,401809105,a64b452972ebb31845d4843f67702904,LowVig.ag,totals,full_game,over,140.0,-108.0,2.495501505533838,0.0831833835177946,0.5,7.805453352271396,,,,,,,
2025-12-04,401809153,dba0f3938721d2b7599b154272b9113b,BetOnline.ag,spreads,full_game,home,-1.0,-115.0,12.66303253173828,1.0,0.5,6.666666666666666,,,,,,,
2025-12-04,401809153,dba0f3938721d2b7599b154272b9113b,BetRivers,spreads,full_game,home,-1.0,-112.0,12.66303253173828,1.0,0.5,6.666666666666666,,,,,,,
2025-12-04,401809153,dba0f3938721d2b7599b154272b9113b,BetUS,spreads,full_game,home,-1.0,-110.0,12.66303253173828,1.0,0.5,6.666666666666666,,,,,,,
2025-12-04,401809153,dba0f3938721d2b7599b154272b9113b,Bovada,spreads,full_game,home,-1.0,-115.0,12.66303253173828,1.0,0.5,6.666666666666666,,,,,,,
2025-12-04,401809153,dba0f3938721d2b7599b154272b9113b,Caesars,spreads,full_game,home,-1.0,-110.0,12.66303253173828,1.0,0.5,6.666666666666666,,,,,,,
2025-12-04,401809153,dba0f3938721d2b7599b154272b9113b,DraftKings,spreads,full_game,home,-1.5,-110.0,12.16303253173828,1.0,0.5,6.666666666666666,,,,,,,
2025-12-04,401809153,dba0f3938721d2b7599b154272b9113b,FanDuel,spreads,full_game,home,-1.5,100.0,12.16303253173828,1.0,0.5,6.666666666666666,,,,,,,
2025-12-04,401809153,dba0f3938721d2b7599b154272b9113b,Fanatics,spreads,full_game,home,-1.0,-110.0,12.66303253173828,1.0,0.5,6.666666666666666,,,,,,,
2025-12-04,401809153,dba0f3938721d2b7599b154272b9113b,LowVig.ag,spreads,full_game,home,-1.0,-111.0,12.66303253173828,1.0,0.5,6.666666666666666,,,,,,,
2025-12-04,401823311,ecc90a90744f8d49293f9d667fe4e372,DraftKings,totals,full_game,over,141.5,-115.0,1.4608001708984375,0.0486933390299479,0.5,6.3345597727432414,,,,,,,
2025-12-04,401823852,7fd83262b6e29f036af77f9b90fe8a91,BetRivers,totals,full_game,over,136.5,-110.0,5.379653930664063,0.179321797688802,0.5,7.805453352271396,,,,,,,
2025-12-04,401828643,09e0655ffe00704fa4a2ccd6aadb1ea5,LowVig.ag,totals,full_game,over,138.5,-109.0,6.57177734375,0.2190592447916666,0.5,7.805453352271396,,,,,,,
