game_id,season,date_game,start_time,start_time_local,start_tz_abbr,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,neutral_site,venue,pair_key,event_id,book,market,period,commence_time,last_update,home_team_name,away_team_name,moneyline_home,moneyline_away,home_spread,home_spread_price,away_spread,away_spread_price,total,over_price,under_price,open_total,close_total,delta_total,steam_total_flag,open_home_spread,close_home_spread,delta_home_spread,steam_spread_flag,open_moneyline_home,close_moneyline_home,delta_moneyline_home,steam_ml_home_flag,date_line,_day_diff
401808954,2025,2025-12-19,2025-12-20 01:00:00+00:00,2025-12-19 20:00,EST,LSU Tigers,SE Louisiana Lions,78,65,50,36,28,29,False,Pete Maravich Assembly Center,louisianastate::selouisiana,131f9e16e78369b960bd0aef66e5db10,DraftKings,totals,full_game,2025-12-20 01:00:00+00:00,2025-12-19 17:15:27+00:00,LSU Tigers,SE Louisiana Lions,,,,,,,144.5,-108.0,-112.0,,,,,,,,,,,,,2025-12-20,1
401808954,2025,2025-12-19,2025-12-20 01:00:00+00:00,2025-12-19 20:00,EST,LSU Tigers,SE Louisiana Lions,78,65,50,36,28,29,False,Pete Maravich Assembly Center,louisianastate::selouisiana,131f9e16e78369b960bd0aef66e5db10,FanDuel,h2h,2h,2025-12-20 01:00:00+00:00,2025-12-19 17:15:14+00:00,LSU Tigers,SE Louisiana Lions,-10000.0,2400.0,,,,,,,,,,,,,,,,,,,,2025-12-20,1
401808954,2025,2025-12-19,2025-12-20 01:00:00+00:00,2025-12-19 20:00,EST,LSU Tigers,SE Louisiana Lions,78,65,50,36,28,29,False,Pete Maravich Assembly Center,louisianastate::selouisiana,131f9e16e78369b960bd0aef66e5db10,FanDuel,spreads,full_game,2025-12-20 01:00:00+00:00,2025-12-19 17:15:14+00:00,LSU Tigers,SE Louisiana Lions,,,-23.5,-110.0,23.5,-110.0,,,,,,,,,,,,,,,,2025-12-20,1
401808954,2025,2025-12-19,2025-12-20 01:00:00+00:00,2025-12-19 20:00,EST,LSU Tigers,SE Louisiana Lions,78,65,50,36,28,29,False,Pete Maravich Assembly Center,louisianastate::selouisiana,131f9e16e78369b960bd0aef66e5db10,FanDuel,totals,full_game,2025-12-20 01:00:00+00:00,2025-12-19 17:15:14+00:00,LSU Tigers,SE Louisiana Lions,,,,,,,144.5,-110.0,-110.0,,,,,,,,,,,,,2025-12-20,1
401808954,2025,2025-12-19,2025-12-20 01:00:00+00:00,2025-12-19 20:00,EST,LSU Tigers,SE Louisiana Lions,78,65,50,36,28,29,False,Pete Maravich Assembly Center,louisianastate::selouisiana,131f9e16e78369b960bd0aef66e5db10,Fanatics,h2h,2h,2025-12-20 01:00:00+00:00,2025-12-19 17:15:27+00:00,LSU Tigers,SE Louisiana Lions,-10000.0,2500.0,,,,,,,,,,,,,,,,,,,,2025-12-20,1
401808954,2025,2025-12-19,2025-12-20 01:00:00+00:00,2025-12-19 20:00,EST,LSU Tigers,SE Louisiana Lions,78,65,50,36,28,29,False,Pete Maravich Assembly Center,louisianastate::selouisiana,131f9e16e78369b960bd0aef66e5db10,Fanatics,spreads,full_game,2025-12-20 01:00:00+00:00,2025-12-19 17:15:27+00:00,LSU Tigers,SE Louisiana Lions,,,-23.5,-110.0,23.5,-110.0,,,,,,,,,,,,,,,,2025-12-20,1
401808954,2025,2025-12-19,2025-12-20 01:00:00+00:00,2025-12-19 20:00,EST,LSU Tigers,SE Louisiana Lions,78,65,50,36,28,29,False,Pete Maravich Assembly Center,louisianastate::selouisiana,131f9e16e78369b960bd0aef66e5db10,Fanatics,totals,full_game,2025-12-20 01:00:00+00:00,2025-12-19 17:15:27+00:00,LSU Tigers,SE Louisiana Lions,,,,,,,144.5,-110.0,-110.0,,,,,,,,,,,,,2025-12-20,1
401808954,2025,2025-12-19,2025-12-20 01:00:00+00:00,2025-12-19 20:00,EST,LSU Tigers,SE Louisiana Lions,78,65,50,36,28,29,False,Pete Maravich Assembly Center,louisianastate::selouisiana,131f9e16e78369b960bd0aef66e5db10,LowVig.ag,spreads,full_game,2025-12-20 01:00:00+00:00,2025-12-19 17:15:15+00:00,LSU Tigers,SE Louisiana Lions,,,-23.0,-114.0,23.0,102.0,,,,,,,,,,,,,,,,2025-12-20,1
401808954,2025,2025-12-19,2025-12-20 01:00:00+00:00,2025-12-19 20:00,EST,LSU Tigers,SE Louisiana Lions,78,65,50,36,28,29,False,Pete Maravich Assembly Center,louisianastate::selouisiana,131f9e16e78369b960bd0aef66e5db10,LowVig.ag,totals,full_game,2025-12-20 01:00:00+00:00,2025-12-19 17:15:15+00:00,LSU Tigers,SE Louisiana Lions,,,,,,,144.5,-108.0,-108.0,,,,,,,,,,,,,2025-12-20,1
401811973,2025,2025-12-19,2025-12-20 02:00:00+00:00,2025-12-19 21:00,EST,UC Irvine Anteaters,Belmont Bruins,58,84,36,38,22,46,False,Bren Events Center,belmont::ucirvineanteaters,e6b72da5815e3fa0d99565a802329b6a,BetMGM,h2h,2h,2025-12-20 02:00:00+00:00,2025-12-19 17:15:27+00:00,UC Irvine Anteaters,Belmont Bruins,-140.0,115.0,,,,,,,,,,,,,,,,,,,,2025-12-20,1
401811973,2025,2025-12-19,2025-12-20 02:00:00+00:00,2025-12-19 21:00,EST,UC Irvine Anteaters,Belmont Bruins,58,84,36,38,22,46,False,Bren Events Center,belmont::ucirvineanteaters,e6b72da5815e3fa0d99565a802329b6a,BetMGM,spreads,full_game,2025-12-20 02:00:00+00:00,2025-12-19 17:15:27+00:00,UC Irvine Anteaters,Belmont Bruins,,,-2.5,-105.0,2.5,-115.0,,,,,,,,,,,,,,,,2025-12-20,1
401811973,2025,2025-12-19,2025-12-20 02:00:00+00:00,2025-12-19 21:00,EST,UC Irvine Anteaters,Belmont Bruins,58,84,36,38,22,46,False,Bren Events Center,belmont::ucirvineanteaters,e6b72da5815e3fa0d99565a802329b6a,BetMGM,totals,full_game,2025-12-20 02:00:00+00:00,2025-12-19 17:15:27+00:00,UC Irvine Anteaters,Belmont Bruins,,,,,,,150.5,-115.0,-105.0,,,,,,,,,,,,,2025-12-20,1
401811973,2025,2025-12-19,2025-12-20 02:00:00+00:00,2025-12-19 21:00,EST,UC Irvine Anteaters,Belmont Bruins,58,84,36,38,22,46,False,Bren Events Center,belmont::ucirvineanteaters,e6b72da5815e3fa0d99565a802329b6a,BetOnline.ag,h2h,2h,2025-12-20 02:00:00+00:00,2025-12-19 17:14:39+00:00,UC Irvine Anteaters,Belmont Bruins,-135.0,115.0,,,,,,,,,,,,,,,,,,,,2025-12-20,1
401811973,2025,2025-12-19,2025-12-20 02:00:00+00:00,2025-12-19 21:00,EST,UC Irvine Anteaters,Belmont Bruins,58,84,36,38,22,46,False,Bren Events Center,belmont::ucirvineanteaters,e6b72da5815e3fa0d99565a802329b6a,BetOnline.ag,spreads,full_game,2025-12-20 02:00:00+00:00,2025-12-19 17:14:39+00:00,UC Irvine Anteaters,Belmont Bruins,,,-2.0,-116.0,2.0,-104.0,,,,,,,,,,,,,,,,2025-12-20,1
401811973,2025,2025-12-19,2025-12-20 02:00:00+00:00,2025-12-19 21:00,EST,UC Irvine Anteaters,Belmont Bruins,58,84,36,38,22,46,False,Bren Events Center,belmont::ucirvineanteaters,e6b72da5815e3fa0d99565a802329b6a,BetOnline.ag,totals,full_game,2025-12-20 02:00:00+00:00,2025-12-19 17:14:39+00:00,UC Irvine Anteaters,Belmont Bruins,,,,,,,150.5,-110.0,-110.0,,,,,,,,,,,,,2025-12-20,1
401811973,2025,2025-12-19,2025-12-20 02:00:00+00:00,2025-12-19 21:00,EST,UC Irvine Anteaters,Belmont Bruins,58,84,36,38,22,46,False,Bren Events Center,belmont::ucirvineanteaters,e6b72da5815e3fa0d99565a802329b6a,BetRivers,h2h,2h,2025-12-20 02:00:00+00:00,2025-12-19 17:15:51+00:00,UC Irvine Anteaters,Belmont Bruins,-137.0,110.0,,,,,,,,,,,,,,,,,,,,2025-12-20,1
401811973,2025,2025-12-19,2025-12-20 02:00:00+00:00,2025-12-19 21:00,EST,UC Irvine Anteaters,Belmont Bruins,58,84,36,38,22,46,False,Bren Events Center,belmont::ucirvineanteaters,e6b72da5815e3fa0d99565a802329b6a,BetRivers,spreads,full_game,2025-12-20 02:00:00+00:00,2025-12-19 17:15:51+00:00,UC Irvine Anteaters,Belmont Bruins,,,-2.5,-107.0,2.5,-117.0,,,,,,,,,,,,,,,,2025-12-20,1
401811973,2025,2025-12-19,2025-12-20 02:00:00+00:00,2025-12-19 21:00,EST,UC Irvine Anteaters,Belmont Bruins,58,84,36,38,22,46,False,Bren Events Center,belmont::ucirvineanteaters,e6b72da5815e3fa0d99565a802329b6a,BetUS,h2h,2h,2025-12-20 02:00:00+00:00,2025-12-19 17:14:24+00:00,UC Irvine Anteaters,Belmont Bruins,-140.0,120.0,,,,,,,,,,,,,,,,,,,,2025-12-20,1
401811973,2025,2025-12-19,2025-12-20 02:00:00+00:00,2025-12-19 21:00,EST,UC Irvine Anteaters,Belmont Bruins,58,84,36,38,22,46,False,Bren Events Center,belmont::ucirvineanteaters,e6b72da5815e3fa0d99565a802329b6a,BetUS,spreads,full_game,2025-12-20 02:00:00+00:00,2025-12-19 17:14:24+00:00,UC Irvine Anteaters,Belmont Bruins,,,-2.0,-110.0,2.0,-110.0,,,,,,,,,,,,,,,,2025-12-20,1
401811973,2025,2025-12-19,2025-12-20 02:00:00+00:00,2025-12-19 21:00,EST,UC Irvine Anteaters,Belmont Bruins,58,84,36,38,22,46,False,Bren Events Center,belmont::ucirvineanteaters,e6b72da5815e3fa0d99565a802329b6a,BetUS,totals,full_game,2025-12-20 02:00:00+00:00,2025-12-19 17:14:24+00:00,UC Irvine Anteaters,Belmont Bruins,,,,,,,150.5,-110.0,-110.0,,,,,,,,,,,,,2025-12-20,1
401811973,2025,2025-12-19,2025-12-20 02:00:00+00:00,2025-12-19 21:00,EST,UC Irvine Anteaters,Belmont Bruins,58,84,36,38,22,46,False,Bren Events Center,belmont::ucirvineanteaters,e6b72da5815e3fa0d99565a802329b6a,Bovada,h2h,2h,2025-12-20 02:00:00+00:00,2025-12-19 17:12:45+00:00,UC Irvine Anteaters,Belmont Bruins,-135.0,115.0,,,,,,,,,,,,,,,,,,,,2025-12-20,1
401811973,2025,2025-12-19,2025-12-20 02:00:00+00:00,2025-12-19 21:00,EST,UC Irvine Anteaters,Belmont Bruins,58,84,36,38,22,46,False,Bren Events Center,belmont::ucirvineanteaters,e6b72da5815e3fa0d99565a802329b6a,Bovada,spreads,full_game,2025-12-20 02:00:00+00:00,2025-12-19 17:12:45+00:00,UC Irvine Anteaters,Belmont Bruins,,,-2.0,-110.0,2.0,-110.0,,,,,,,,,,,,,,,,2025-12-20,1
401811973,2025,2025-12-19,2025-12-20 02:00:00+00:00,2025-12-19 21:00,EST,UC Irvine Anteaters,Belmont Bruins,58,84,36,38,22,46,False,Bren Events Center,belmont::ucirvineanteaters,e6b72da5815e3fa0d99565a802329b6a,Bovada,totals,full_game,2025-12-20 02:00:00+00:00,2025-12-19 17:12:45+00:00,UC Irvine Anteaters,Belmont Bruins,,,,,,,149.0,-110.0,-110.0,,,,,,,,,,,,,2025-12-20,1
401811973,2025,2025-12-19,2025-12-20 02:00:00+00:00,2025-12-19 21:00,EST,UC Irvine Anteaters,Belmont Bruins,58,84,36,38,22,46,False,Bren Events Center,belmont::ucirvineanteaters,e6b72da5815e3fa0d99565a802329b6a,Caesars,h2h,2h,2025-12-20 02:00:00+00:00,2025-12-19 17:11:54+00:00,UC Irvine Anteaters,Belmont Bruins,-140.0,118.0,,,,,,,,,,,,,,,,,,,,2025-12-20,1
401811973,2025,2025-12-19,2025-12-20 02:00:00+00:00,2025-12-19 21:00,EST,UC Irvine Anteaters,Belmont Bruins,58,84,36,38,22,46,False,Bren Events Center,belmont::ucirvineanteaters,e6b72da5815e3fa0d99565a802329b6a,Caesars,spreads,full_game,2025-12-20 02:00:00+00:00,2025-12-19 17:11:54+00:00,UC Irvine Anteaters,Belmont Bruins,,,-2.0,-110.0,2.0,-110.0,,,,,,,,,,,,,,,,2025-12-20,1
401811973,2025,2025-12-19,2025-12-20 02:00:00+00:00,2025-12-19 21:00,EST,UC Irvine Anteaters,Belmont Bruins,58,84,36,38,22,46,False,Bren Events Center,belmont::ucirvineanteaters,e6b72da5815e3fa0d99565a802329b6a,Caesars,totals,full_game,2025-12-20 02:00:00+00:00,2025-12-19 17:11:54+00:00,UC Irvine Anteaters,Belmont Bruins,,,,,,,150.5,-110.0,-110.0,,,,,,,,,,,,,2025-12-20,1
401811973,2025,2025-12-19,2025-12-20 02:00:00+00:00,2025-12-19 21:00,EST,UC Irvine Anteaters,Belmont Bruins,58,84,36,38,22,46,False,Bren Events Center,belmont::ucirvineanteaters,e6b72da5815e3fa0d99565a802329b6a,DraftKings,h2h,2h,2025-12-20 02:00:00+00:00,2025-12-19 17:15:27+00:00,UC Irvine Anteaters,Belmont Bruins,-135.0,114.0,,,,,,,,,,,,,,,,,,,,2025-12-20,1
401811973,2025,2025-12-19,2025-12-20 02:00:00+00:00,2025-12-19 21:00,EST,UC Irvine Anteaters,Belmont Bruins,58,84,36,38,22,46,False,Bren Events Center,belmont::ucirvineanteaters,e6b72da5815e3fa0d99565a802329b6a,DraftKings,spreads,full_game,2025-12-20 02:00:00+00:00,2025-12-19 17:15:27+00:00,UC Irvine Anteaters,Belmont Bruins,,,-2.5,-105.0,2.5,-115.0,,,,,,,,,,,,,,,,2025-12-20,1
401811973,2025,2025-12-19,2025-12-20 02:00:00+00:00,2025-12-19 21:00,EST,UC Irvine Anteaters,Belmont Bruins,58,84,36,38,22,46,False,Bren Events Center,belmont::ucirvineanteaters,e6b72da5815e3fa0d99565a802329b6a,DraftKings,totals,full_game,2025-12-20 02:00:00+00:00,2025-12-19 17:15:27+00:00,UC Irvine Anteaters,Belmont Bruins,,,,,,,150.5,-108.0,-112.0,,,,,,,,,,,,,2025-12-20,1
401811973,2025,2025-12-19,2025-12-20 02:00:00+00:00,2025-12-19 21:00,EST,UC Irvine Anteaters,Belmont Bruins,58,84,36,38,22,46,False,Bren Events Center,belmont::ucirvineanteaters,e6b72da5815e3fa0d99565a802329b6a,FanDuel,h2h,2h,2025-12-20 02:00:00+00:00,2025-12-19 17:15:14+00:00,UC Irvine Anteaters,Belmont Bruins,-140.0,116.0,,,,,,,,,,,,,,,,,,,,2025-12-20,1
401811973,2025,2025-12-19,2025-12-20 02:00:00+00:00,2025-12-19 21:00,EST,UC Irvine Anteaters,Belmont Bruins,58,84,36,38,22,46,False,Bren Events Center,belmont::ucirvineanteaters,e6b72da5815e3fa0d99565a802329b6a,FanDuel,spreads,full_game,2025-12-20 02:00:00+00:00,2025-12-19 17:15:14+00:00,UC Irvine Anteaters,Belmont Bruins,,,-1.5,-120.0,1.5,-102.0,,,,,,,,,,,,,,,,2025-12-20,1
401811973,2025,2025-12-19,2025-12-20 02:00:00+00:00,2025-12-19 21:00,EST,UC Irvine Anteaters,Belmont Bruins,58,84,36,38,22,46,False,Bren Events Center,belmont::ucirvineanteaters,e6b72da5815e3fa0d99565a802329b6a,FanDuel,totals,full_game,2025-12-20 02:00:00+00:00,2025-12-19 17:15:14+00:00,UC Irvine Anteaters,Belmont Bruins,,,,,,,150.5,-110.0,-110.0,,,,,,,,,,,,,2025-12-20,1
401811973,2025,2025-12-19,2025-12-20 02:00:00+00:00,2025-12-19 21:00,EST,UC Irvine Anteaters,Belmont Bruins,58,84,36,38,22,46,False,Bren Events Center,belmont::ucirvineanteaters,e6b72da5815e3fa0d99565a802329b6a,Fanatics,h2h,2h,2025-12-20 02:00:00+00:00,2025-12-19 17:15:27+00:00,UC Irvine Anteaters,Belmont Bruins,-140.0,115.0,,,,,,,,,,,,,,,,,,,,2025-12-20,1
401811973,2025,2025-12-19,2025-12-20 02:00:00+00:00,2025-12-19 21:00,EST,UC Irvine Anteaters,Belmont Bruins,58,84,36,38,22,46,False,Bren Events Center,belmont::ucirvineanteaters,e6b72da5815e3fa0d99565a802329b6a,Fanatics,spreads,full_game,2025-12-20 02:00:00+00:00,2025-12-19 17:15:27+00:00,UC Irvine Anteaters,Belmont Bruins,,,-2.5,-110.0,2.5,-110.0,,,,,,,,,,,,,,,,2025-12-20,1
401811973,2025,2025-12-19,2025-12-20 02:00:00+00:00,2025-12-19 21:00,EST,UC Irvine Anteaters,Belmont Bruins,58,84,36,38,22,46,False,Bren Events Center,belmont::ucirvineanteaters,e6b72da5815e3fa0d99565a802329b6a,Fanatics,totals,full_game,2025-12-20 02:00:00+00:00,2025-12-19 17:15:27+00:00,UC Irvine Anteaters,Belmont Bruins,,,,,,,151.0,-110.0,-110.0,,,,,,,,,,,,,2025-12-20,1
401811973,2025,2025-12-19,2025-12-20 02:00:00+00:00,2025-12-19 21:00,EST,UC Irvine Anteaters,Belmont Bruins,58,84,36,38,22,46,False,Bren Events Center,belmont::ucirvineanteaters,e6b72da5815e3fa0d99565a802329b6a,LowVig.ag,h2h,2h,2025-12-20 02:00:00+00:00,2025-12-19 17:15:15+00:00,UC Irvine Anteaters,Belmont Bruins,-135.0,115.0,,,,,,,,,,,,,,,,,,,,2025-12-20,1
401811973,2025,2025-12-19,2025-12-20 02:00:00+00:00,2025-12-19 21:00,EST,UC Irvine Anteaters,Belmont Bruins,58,84,36,38,22,46,False,Bren Events Center,belmont::ucirvineanteaters,e6b72da5815e3fa0d99565a802329b6a,LowVig.ag,spreads,full_game,2025-12-20 02:00:00+00:00,2025-12-19 17:15:15+00:00,UC Irvine Anteaters,Belmont Bruins,,,-2.0,-112.0,2.0,100.0,,,,,,,,,,,,,,,,2025-12-20,1
401811973,2025,2025-12-19,2025-12-20 02:00:00+00:00,2025-12-19 21:00,EST,UC Irvine Anteaters,Belmont Bruins,58,84,36,38,22,46,False,Bren Events Center,belmont::ucirvineanteaters,e6b72da5815e3fa0d99565a802329b6a,LowVig.ag,totals,full_game,2025-12-20 02:00:00+00:00,2025-12-19 17:15:15+00:00,UC Irvine Anteaters,Belmont Bruins,,,,,,,150.5,-108.0,-108.0,,,,,,,,,,,,,2025-12-20,1
401813282,2025,2025-12-19,2025-12-20 03:00:00+00:00,2025-12-19 22:00,EST,California Golden Bears,Morgan State Bears,97,50,50,23,47,27,False,Haas Pavilion,californiagolden::morganstate,86e5b02182a7702782a68b86d72b71da,BetMGM,spreads,full_game,2025-12-20 03:00:00+00:00,2025-12-19 17:15:27+00:00,California Golden Bears,Morgan St Bears,,,-26.5,-110.0,26.5,-110.0,,,,,,,,,,,,,,,,2025-12-20,1
401813282,2025,2025-12-19,2025-12-20 03:00:00+00:00,2025-12-19 22:00,EST,California Golden Bears,Morgan State Bears,97,50,50,23,47,27,False,Haas Pavilion,californiagolden::morganstate,86e5b02182a7702782a68b86d72b71da,BetMGM,totals,full_game,2025-12-20 03:00:00+00:00,2025-12-19 17:15:27+00:00,California Golden Bears,Morgan St Bears,,,,,,,150.5,-115.0,-105.0,,,,,,,,,,,,,2025-12-20,1
401813282,2025,2025-12-19,2025-12-20 03:00:00+00:00,2025-12-19 22:00,EST,California Golden Bears,Morgan State Bears,97,50,50,23,47,27,False,Haas Pavilion,californiagolden::morganstate,86e5b02182a7702782a68b86d72b71da,BetOnline.ag,spreads,full_game,2025-12-20 03:00:00+00:00,2025-12-19 17:14:39+00:00,California Golden Bears,Morgan St Bears,,,-26.5,-115.0,26.5,-105.0,,,,,,,,,,,,,,,,2025-12-20,1
401813282,2025,2025-12-19,2025-12-20 03:00:00+00:00,2025-12-19 22:00,EST,California Golden Bears,Morgan State Bears,97,50,50,23,47,27,False,Haas Pavilion,californiagolden::morganstate,86e5b02182a7702782a68b86d72b71da,BetOnline.ag,totals,full_game,2025-12-20 03:00:00+00:00,2025-12-19 17:14:39+00:00,California Golden Bears,Morgan St Bears,,,,,,,151.0,-115.0,-105.0,,,,,,,,,,,,,2025-12-20,1
401813282,2025,2025-12-19,2025-12-20 03:00:00+00:00,2025-12-19 22:00,EST,California Golden Bears,Morgan State Bears,97,50,50,23,47,27,False,Haas Pavilion,californiagolden::morganstate,86e5b02182a7702782a68b86d72b71da,BetRivers,spreads,full_game,2025-12-20 03:00:00+00:00,2025-12-19 17:15:51+00:00,California Golden Bears,Morgan St Bears,,,-27.5,-112.0,27.5,-112.0,,,,,,,,,,,,,,,,2025-12-20,1
401813282,2025,2025-12-19,2025-12-20 03:00:00+00:00,2025-12-19 22:00,EST,California Golden Bears,Morgan State Bears,97,50,50,23,47,27,False,Haas Pavilion,californiagolden::morganstate,86e5b02182a7702782a68b86d72b71da,Bovada,spreads,full_game,2025-12-20 03:00:00+00:00,2025-12-19 17:12:45+00:00,California Golden Bears,Morgan St Bears,,,-26.5,-105.0,26.5,-115.0,,,,,,,,,,,,,,,,2025-12-20,1
401813282,2025,2025-12-19,2025-12-20 03:00:00+00:00,2025-12-19 22:00,EST,California Golden Bears,Morgan State Bears,97,50,50,23,47,27,False,Haas Pavilion,californiagolden::morganstate,86e5b02182a7702782a68b86d72b71da,Bovada,totals,full_game,2025-12-20 03:00:00+00:00,2025-12-19 17:12:45+00:00,California Golden Bears,Morgan St Bears,,,,,,,151.0,-110.0,-110.0,,,,,,,,,,,,,2025-12-20,1
401813282,2025,2025-12-19,2025-12-20 03:00:00+00:00,2025-12-19 22:00,EST,California Golden Bears,Morgan State Bears,97,50,50,23,47,27,False,Haas Pavilion,californiagolden::morganstate,86e5b02182a7702782a68b86d72b71da,Caesars,spreads,full_game,2025-12-20 03:00:00+00:00,2025-12-19 17:11:54+00:00,California Golden Bears,Morgan St Bears,,,-26.5,-110.0,26.5,-110.0,,,,,,,,,,,,,,,,2025-12-20,1
401813282,2025,2025-12-19,2025-12-20 03:00:00+00:00,2025-12-19 22:00,EST,California Golden Bears,Morgan State Bears,97,50,50,23,47,27,False,Haas Pavilion,californiagolden::morganstate,86e5b02182a7702782a68b86d72b71da,Caesars,totals,full_game,2025-12-20 03:00:00+00:00,2025-12-19 17:11:54+00:00,California Golden Bears,Morgan St Bears,,,,,,,151.0,-110.0,-110.0,,,,,,,,,,,,,2025-12-20,1
