date,game_id,home_team,away_team,start_time_local,start_time_iso,start_tz_abbr,abs_margin_proxy,abs_margin_proxy_source,segment_probs_source,segment_probs_half1_len_passed,segment_probs_half2_len_passed,segment_probs_half1_hash_passed,segment_probs_half2_hash_passed,segment,half,start_min,end_min,mu_home_pts_seg,mu_away_pts_seg,mu_total_pts_seg,mu_margin_pts_seg,q10_home_pts_seg,q50_home_pts_seg,q90_home_pts_seg,q10_away_pts_seg,q50_away_pts_seg,q90_away_pts_seg,q10_total_pts_seg,q50_total_pts_seg,q90_total_pts_seg,q10_margin_pts_seg,q50_margin_pts_seg,q90_margin_pts_seg,mu_home_score_end,mu_away_score_end,mu_total_score_end,mu_margin_score_end,q10_home_score_end,q50_home_score_end,q90_home_score_end,q10_away_score_end,q50_away_score_end,q90_away_score_end,q10_total_score_end,q50_total_score_end,q90_total_score_end,q10_margin_score_end,q50_margin_score_end,q90_margin_score_end
2026-03-02,401808470,Eastern Washington Eagles,Idaho Vandals,2026-03-02 21:00,2026-03-03T02:00:00Z,EST,3.5,spread,base,4,4,c5d9432346e6,f8991c0c0702,1,1,0,5,8.49775,8.634,17.13175,-0.13625,5.0,8.0,12.0,5.0,8.0,13.0,12.0,17.0,23.0,-5.0,0.0,5.0,8.49775,8.634,16.498680832373644,-0.13625,5.0,8.0,12.0,5.0,8.0,13.0,11.366930832373644,16.366930832373644,22.366930832373644,-5.0,0.0,5.0
2026-03-02,401808470,Eastern Washington Eagles,Idaho Vandals,2026-03-02 21:00,2026-03-03T02:00:00Z,EST,3.5,spread,base,4,4,c5d9432346e6,f8991c0c0702,2,1,5,10,8.5985,8.75425,17.35275,-0.15575,5.0,8.0,13.0,5.0,9.0,13.0,12.0,17.0,23.0,-5.0,0.0,5.0,17.09625,17.38825,33.11705920454468,-0.292,12.0,17.0,23.0,12.0,17.0,23.0,24.632559204544684,32.632559204544684,41.63255920454468,-7.0,0.0,7.0
2026-03-02,401808470,Eastern Washington Eagles,Idaho Vandals,2026-03-02 21:00,2026-03-03T02:00:00Z,EST,3.5,spread,base,4,4,c5d9432346e6,f8991c0c0702,3,1,10,15,8.80825,9.09025,17.8985,-0.282,5.0,9.0,13.0,5.0,9.0,13.0,12.0,18.0,24.0,-5.099999999999966,0.0,5.0,25.9045,26.4785,50.697974841549296,-0.574,19.0,26.0,33.0,19.0,26.0,34.0,39.314974841549294,50.314974841549294,62.314974841549294,-9.0,-1.0,8.0
2026-03-02,401808470,Eastern Washington Eagles,Idaho Vandals,2026-03-02 21:00,2026-03-03T02:00:00Z,EST,3.5,spread,base,4,4,c5d9432346e6,f8991c0c0702,4,1,15,20,9.013,9.3425,18.3555,-0.3295,5.0,9.0,13.0,5.0,9.0,14.0,13.0,18.0,24.0,-5.0,0.0,5.0,34.9175,35.821,70.7385,-0.9035,27.0,35.0,43.0,28.0,36.0,45.0,57.0,70.0,85.0,-10.0,-1.0,8.0
2026-03-02,401808470,Eastern Washington Eagles,Idaho Vandals,2026-03-02 21:00,2026-03-03T02:00:00Z,EST,3.5,spread,base,4,4,c5d9432346e6,f8991c0c0702,5,2,20,25,8.96,9.83125,18.79125,-0.87125,5.0,9.0,13.0,6.0,10.0,14.0,13.0,19.0,25.0,-6.0,-1.0,4.0,43.8775,45.65225,85.02510224657826,-1.77475,35.0,44.0,53.0,37.0,46.0,55.0,70.49535224657825,84.49535224657825,99.49535224657824,-12.0,-2.0,9.0
2026-03-02,401808470,Eastern Washington Eagles,Idaho Vandals,2026-03-02 21:00,2026-03-03T02:00:00Z,EST,3.5,spread,base,4,4,c5d9432346e6,f8991c0c0702,6,2,25,30,8.63925,9.637,18.27625,-0.99775,5.0,8.0,13.0,6.0,9.0,14.0,12.0,18.0,24.0,-6.0,-1.0,4.0,52.51675,55.28925,101.84851806670098,-2.7725,43.0,53.0,62.0,46.0,55.0,65.0,87.04251806670098,102.04251806670098,117.04251806670098,-14.0,-3.0,9.0
2026-03-02,401808470,Eastern Washington Eagles,Idaho Vandals,2026-03-02 21:00,2026-03-03T02:00:00Z,EST,3.5,spread,base,4,4,c5d9432346e6,f8991c0c0702,7,2,30,35,8.80775,9.59175,18.3995,-0.784,5.0,9.0,13.0,5.0,9.0,14.0,12.0,18.0,25.0,-6.0,-1.0,4.0,61.3245,64.881,118.61935175947208,-3.5565,52.0,61.0,71.0,55.0,65.0,75.0,103.41385175947208,118.41385175947208,134.41385175947204,-16.0,-4.0,9.0
2026-03-02,401808470,Eastern Washington Eagles,Idaho Vandals,2026-03-02 21:00,2026-03-03T02:00:00Z,EST,3.5,spread,base,4,4,c5d9432346e6,f8991c0c0702,8,2,35,40,9.6225,10.55075,20.17325,-0.92825,6.0,9.0,14.0,6.0,10.0,15.0,14.0,20.0,27.0,-6.0,-1.0,5.0,70.947,75.43175,146.37875,-4.48475,61.0,71.0,81.0,65.0,75.0,87.0,130.0,146.0,163.0,-17.0,-4.0,8.0
2026-03-02,401808500,Sacramento State Hornets,Idaho State Bengals,2026-03-02 22:00,2026-03-03T03:00:00Z,EST,1.5,spread,base,4,4,c5d9432346e6,f8991c0c0702,1,1,0,5,8.58025,8.23675,16.817,0.3435,5.0,8.0,12.0,5.0,8.0,12.0,11.0,17.0,22.09999999999991,-5.0,0.0,5.0,8.58025,8.23675,16.183930832373644,0.3435,5.0,8.0,12.0,5.0,8.0,12.0,10.366930832373644,16.366930832373644,21.466930832373556,-5.0,0.0,5.0
2026-03-02,401808500,Sacramento State Hornets,Idaho State Bengals,2026-03-02 22:00,2026-03-03T03:00:00Z,EST,1.5,spread,base,4,4,c5d9432346e6,f8991c0c0702,2,1,5,10,8.5985,8.2875,16.886,0.311,5.0,8.0,13.0,5.0,8.0,12.0,11.0,17.0,23.0,-5.0,0.0,5.099999999999909,17.17875,16.52425,32.33555920454469,0.6545,12.0,17.0,23.0,11.0,16.0,22.0,23.632559204544684,32.632559204544684,41.63255920454468,-6.0,1.0,8.0
