date,game_id,home_team,away_team,start_time_local,start_time_iso,start_tz_abbr,abs_margin_proxy,abs_margin_proxy_source,segment_probs_source,segment_probs_half1_len_passed,segment_probs_half2_len_passed,segment_probs_half1_hash_passed,segment_probs_half2_hash_passed,segment,half,start_min,end_min,mu_home_pts_seg,mu_away_pts_seg,mu_total_pts_seg,mu_margin_pts_seg,q10_home_pts_seg,q50_home_pts_seg,q90_home_pts_seg,q10_away_pts_seg,q50_away_pts_seg,q90_away_pts_seg,q10_total_pts_seg,q50_total_pts_seg,q90_total_pts_seg,q10_margin_pts_seg,q50_margin_pts_seg,q90_margin_pts_seg,mu_home_score_end,mu_away_score_end,mu_total_score_end,mu_margin_score_end,q10_home_score_end,q50_home_score_end,q90_home_score_end,q10_away_score_end,q50_away_score_end,q90_away_score_end,q10_total_score_end,q50_total_score_end,q90_total_score_end,q10_margin_score_end,q50_margin_score_end,q90_margin_score_end
2026-03-09,401851332,Montana Grizzlies,Northern Colorado Bears,,,,11.795911491927086,expected,base,4,4,d6f019c4cf90,c3b2f071760b,1,1,0,5,9.0775,8.09775,17.17525,0.97975,5.0,9.0,13.0,5.0,8.0,12.0,12.0,17.0,23.0,-4.0,1.0,6.0,9.0775,8.09775,14.560007734186572,0.97975,5.0,9.0,13.0,5.0,8.0,12.0,9.384757734186577,14.384757734186577,20.38475773418657,-4.0,1.0,6.0
2026-03-09,401851332,Montana Grizzlies,Northern Colorado Bears,,,,11.795911491927086,expected,base,4,4,d6f019c4cf90,c3b2f071760b,2,1,5,10,9.07425,8.07675,17.151,0.9975,5.0,9.0,13.0,5.0,8.0,12.0,11.0,17.0,23.0,-4.0,1.0,6.0,18.15175,16.1745,29.594152565147347,1.97725,12.0,18.0,24.0,11.0,16.0,22.0,21.267902565147345,29.267902565147345,38.26790256514734,-5.0,2.0,9.0
2026-03-09,401851332,Montana Grizzlies,Northern Colorado Bears,,,,11.795911491927086,expected,base,4,4,d6f019c4cf90,c3b2f071760b,3,1,10,15,9.375,8.34575,17.72075,1.02925,5.0,9.0,13.0,5.0,8.0,12.0,12.0,17.0,24.0,-4.0,1.0,6.0,27.52675,24.52025,46.08595062191456,3.0065,20.0,27.0,35.0,18.0,24.0,31.0,35.03895062191456,46.03895062191456,58.03895062191456,-5.0,3.0,11.0
2026-03-09,401851332,Montana Grizzlies,Northern Colorado Bears,,,,11.795911491927086,expected,base,4,4,d6f019c4cf90,c3b2f071760b,4,1,15,20,9.612,8.59825,18.21025,1.01375,6.0,9.0,14.0,5.0,8.0,13.0,12.0,18.0,24.0,-4.0,1.0,6.0,37.13875,33.1185,70.25725,4.02025,29.0,37.0,46.0,25.0,33.0,41.0,56.0,70.0,85.0,-5.0,4.0,13.0
2026-03-09,401851332,Montana Grizzlies,Northern Colorado Bears,,,,11.795911491927086,expected,base,4,4,d6f019c4cf90,c3b2f071760b,5,2,20,25,10.055,8.12775,18.18275,1.92725,6.0,10.0,15.0,4.0,8.0,12.0,12.0,18.0,24.0,-3.0,2.0,7.0,47.19375,41.24625,83.48107565316457,5.9475,38.0,47.0,56.0,33.0,41.0,50.0,70.04107565316457,83.04107565316457,98.04107565316455,-5.0,6.0,17.0
2026-03-09,401851332,Montana Grizzlies,Northern Colorado Bears,,,,11.795911491927086,expected,base,4,4,d6f019c4cf90,c3b2f071760b,6,2,25,30,9.76275,7.89775,17.6605,1.865,6.0,10.0,14.0,4.0,8.0,12.0,12.0,18.0,23.0,-3.0,2.0,7.0,56.9565,49.144,99.64523327280862,7.8125,47.0,57.0,67.0,40.0,49.0,58.0,85.54473327280863,99.54473327280864,114.54473327280864,-4.0,8.0,19.0
2026-03-09,401851332,Montana Grizzlies,Northern Colorado Bears,,,,11.795911491927086,expected,base,4,4,d6f019c4cf90,c3b2f071760b,7,2,30,35,9.9305,8.03525,17.96575,1.89525,6.0,10.0,14.0,4.0,8.0,12.0,12.0,18.0,24.0,-3.0,2.0,7.0,66.887,57.17925,116.49125379567852,9.70775,57.0,67.0,77.0,48.0,57.0,67.0,100.42500379567852,116.42500379567852,132.4250037956785,-2.0,10.0,22.0
2026-03-09,401851332,Montana Grizzlies,Northern Colorado Bears,,,,11.795911491927086,expected,base,4,4,d6f019c4cf90,c3b2f071760b,8,2,35,40,11.01475,8.94,19.95475,2.07475,7.0,11.0,16.0,5.0,9.0,13.0,14.0,20.0,26.0,-3.0,2.0,8.0,77.90175,66.11925,144.021,11.7825,67.0,78.0,89.0,56.0,66.0,77.0,127.0,144.0,161.0,-1.0,12.0,25.0
2026-03-09,401851333,Eastern Washington Eagles,Weber State Wildcats,2026-03-09 22:00,2026-03-10T02:00:00Z,EDT,2.5,spread,base,4,4,d6f019c4cf90,c3b2f071760b,1,1,0,5,8.31125,8.74,17.05125,-0.42875,5.0,8.0,12.0,5.0,9.0,13.0,12.0,17.0,23.0,-5.0,0.0,5.0,8.31125,8.74,14.436007734186576,-0.42875,5.0,8.0,12.0,5.0,9.0,13.0,9.384757734186577,14.384757734186577,20.38475773418657,-5.0,0.0,5.0
2026-03-09,401851333,Eastern Washington Eagles,Weber State Wildcats,2026-03-09 22:00,2026-03-10T02:00:00Z,EDT,2.5,spread,base,4,4,d6f019c4cf90,c3b2f071760b,2,1,5,10,8.37825,8.60875,16.987,-0.2305,5.0,8.0,12.0,5.0,8.0,13.0,12.0,17.0,23.0,-5.0,0.0,5.0,16.6895,17.34875,29.306152565147343,-0.65925,11.0,16.0,22.0,12.0,17.0,23.0,21.267902565147345,29.267902565147345,38.26790256514734,-8.0,-1.0,6.0
