game_id,season,date_game,start_time,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,neutral_site,venue,source,pair_key,event_id,book,market,period,commence_time,last_update,home_team_name,away_team_name,moneyline_home,moneyline_away,home_spread,home_spread_price,away_spread,away_spread_price,total,over_price,under_price,open_total,close_total,delta_total,steam_total_flag,open_home_spread,close_home_spread,delta_home_spread,steam_spread_flag,open_moneyline_home,close_moneyline_home,delta_moneyline_home,steam_ml_home_flag,date_line,_day_diff,pred_total,pred_margin,pred_total_1h,pred_total_2h,pred_margin_1h,pred_margin_2h
401808951,2025,2025-11-15,2025-11-15 20:00:00+00:00,Mississippi State Bulldogs,SE Louisiana Lions,0,0,,,,,False,Humphrey Coliseum,espn,mississippistate::selouisiana,96758c3c10286b661aadd3b924858134,888sport,spreads,full_game,2025-11-15 20:00:00+00:00,2025-11-15 16:53:34+00:00,Mississippi St Bulldogs,SE Louisiana Lions,,,-28.5,-111.0,28.5,-111.0,,,,,,,,,,,,,,,,2025-11-15,0,153.66539001464844,20.115326,72.37022,78.61223,10.563517,12.134882
401808951,2025,2025-11-15,2025-11-15 20:00:00+00:00,Mississippi State Bulldogs,SE Louisiana Lions,0,0,,,,,False,Humphrey Coliseum,espn,mississippistate::selouisiana,96758c3c10286b661aadd3b924858134,888sport,totals,full_game,2025-11-15 20:00:00+00:00,2025-11-15 16:53:34+00:00,Mississippi St Bulldogs,SE Louisiana Lions,,,,,,,150.5,-111.0,-125.0,,,,,,,,,,,,,2025-11-15,0,153.66539001464844,20.115326,72.37022,78.61223,10.563517,12.134882
401808951,2025,2025-11-15,2025-11-15 20:00:00+00:00,Mississippi State Bulldogs,SE Louisiana Lions,0,0,,,,,False,Humphrey Coliseum,espn,mississippistate::selouisiana,96758c3c10286b661aadd3b924858134,BetMGM,spreads,full_game,2025-11-15 20:00:00+00:00,2025-11-15 16:53:32+00:00,Mississippi St Bulldogs,SE Louisiana Lions,,,-28.5,-115.0,28.5,-105.0,,,,,,,,,,,,,,,,2025-11-15,0,153.66539001464844,20.115326,72.37022,78.61223,10.563517,12.134882
401808951,2025,2025-11-15,2025-11-15 20:00:00+00:00,Mississippi State Bulldogs,SE Louisiana Lions,0,0,,,,,False,Humphrey Coliseum,espn,mississippistate::selouisiana,96758c3c10286b661aadd3b924858134,BetMGM,totals,full_game,2025-11-15 20:00:00+00:00,2025-11-15 16:53:32+00:00,Mississippi St Bulldogs,SE Louisiana Lions,,,,,,,149.5,-110.0,-110.0,,,,,,,,,,,,,2025-11-15,0,153.66539001464844,20.115326,72.37022,78.61223,10.563517,12.134882
401808951,2025,2025-11-15,2025-11-15 20:00:00+00:00,Mississippi State Bulldogs,SE Louisiana Lions,0,0,,,,,False,Humphrey Coliseum,espn,mississippistate::selouisiana,96758c3c10286b661aadd3b924858134,BetOnline.ag,spreads,full_game,2025-11-15 20:00:00+00:00,2025-11-15 16:54:15+00:00,Mississippi St Bulldogs,SE Louisiana Lions,,,-29.0,-105.0,29.0,-115.0,,,,,,,,,,,,,,,,2025-11-15,0,153.66539001464844,20.115326,72.37022,78.61223,10.563517,12.134882
401808951,2025,2025-11-15,2025-11-15 20:00:00+00:00,Mississippi State Bulldogs,SE Louisiana Lions,0,0,,,,,False,Humphrey Coliseum,espn,mississippistate::selouisiana,96758c3c10286b661aadd3b924858134,BetOnline.ag,totals,full_game,2025-11-15 20:00:00+00:00,2025-11-15 16:54:15+00:00,Mississippi St Bulldogs,SE Louisiana Lions,,,,,,,150.0,-110.0,-110.0,,,,,,,,,,,,,2025-11-15,0,153.66539001464844,20.115326,72.37022,78.61223,10.563517,12.134882
401808951,2025,2025-11-15,2025-11-15 20:00:00+00:00,Mississippi State Bulldogs,SE Louisiana Lions,0,0,,,,,False,Humphrey Coliseum,espn,mississippistate::selouisiana,96758c3c10286b661aadd3b924858134,BetRivers,spreads,full_game,2025-11-15 20:00:00+00:00,2025-11-15 16:53:31+00:00,Mississippi St Bulldogs,SE Louisiana Lions,,,-28.5,-114.0,28.5,-109.0,,,,,,,,,,,,,,,,2025-11-15,0,153.66539001464844,20.115326,72.37022,78.61223,10.563517,12.134882
401808951,2025,2025-11-15,2025-11-15 20:00:00+00:00,Mississippi State Bulldogs,SE Louisiana Lions,0,0,,,,,False,Humphrey Coliseum,espn,mississippistate::selouisiana,96758c3c10286b661aadd3b924858134,BetRivers,totals,full_game,2025-11-15 20:00:00+00:00,2025-11-15 16:53:31+00:00,Mississippi St Bulldogs,SE Louisiana Lions,,,,,,,151.0,-110.0,-113.0,,,,,,,,,,,,,2025-11-15,0,153.66539001464844,20.115326,72.37022,78.61223,10.563517,12.134882
401808951,2025,2025-11-15,2025-11-15 20:00:00+00:00,Mississippi State Bulldogs,SE Louisiana Lions,0,0,,,,,False,Humphrey Coliseum,espn,mississippistate::selouisiana,96758c3c10286b661aadd3b924858134,Betsson,h2h,2h,2025-11-15 20:00:00+00:00,2025-11-15 16:52:55+00:00,Mississippi St Bulldogs,SE Louisiana Lions,-10000.0,1300.0,,,,,,,,,,,,,,,,,,,,2025-11-15,0,153.66539001464844,20.115326,72.37022,78.61223,10.563517,12.134882
401808951,2025,2025-11-15,2025-11-15 20:00:00+00:00,Mississippi State Bulldogs,SE Louisiana Lions,0,0,,,,,False,Humphrey Coliseum,espn,mississippistate::selouisiana,96758c3c10286b661aadd3b924858134,Bovada,spreads,full_game,2025-11-15 20:00:00+00:00,2025-11-15 16:54:00+00:00,Mississippi St Bulldogs,SE Louisiana Lions,,,-28.5,-110.0,28.5,-110.0,,,,,,,,,,,,,,,,2025-11-15,0,153.66539001464844,20.115326,72.37022,78.61223,10.563517,12.134882
