pair_key,home_team,away_team,our_start_iso,our_start_dt,sched_commence_time,sched_start_time,sched_dt,diff_minutes
clemson::southcarolinagamecocks,Clemson Tigers,South Carolina Gamecocks,2025-12-17T00:00:00Z,2025-12-17 00:00:00+00:00,,2025-12-17 00:00:00+00:00,2025-12-17 00:00:00+00:00,0.0
coloradocoloradospringsmountain::denver,Denver Pioneers,Colorado-Colorado Springs Mountain Lions,2025-12-17T02:00:00Z,2025-12-17 02:00:00+00:00,,2025-12-17 02:00:00+00:00,2025-12-17 02:00:00+00:00,0.0
dartmouthbiggreen::holycrosscrusaders,Holy Cross Crusaders,Dartmouth Big Green,2025-12-16T23:00:00Z,2025-12-16 23:00:00+00:00,,2025-12-16 23:00:00+00:00,2025-12-16 23:00:00+00:00,0.0
dayton::floridastateseminoles,Dayton Flyers,Florida State Seminoles,2025-12-17T00:00:00Z,2025-12-17 00:00:00+00:00,,2025-12-17 00:00:00+00:00,2025-12-17 00:00:00+00:00,0.0
delawarebluehens::rider,Delaware Blue Hens,Rider Broncs,2025-12-17T00:00:00Z,2025-12-17 00:00:00+00:00,,2025-12-17 00:00:00+00:00,2025-12-17 00:00:00+00:00,0.0
depaulblue::stjohnsredstorm,St. John's Red Storm,DePaul Blue Demons,2025-12-17T00:00:00Z,2025-12-17 00:00:00+00:00,,2025-12-17 00:00:00+00:00,2025-12-17 00:00:00+00:00,0.0
drexel::howard,Drexel Dragons,Howard Bison,2025-12-16T16:00:00Z,2025-12-16 16:00:00+00:00,,2025-12-16 16:00:00+00:00,2025-12-16 16:00:00+00:00,0.0
dukebluedevils::lipscomb,Duke Blue Devils,Lipscomb Bisons,2025-12-16T23:00:00Z,2025-12-16 23:00:00+00:00,,2025-12-16 23:00:00+00:00,2025-12-16 23:00:00+00:00,0.0
easttennesseestate::northcarolina,North Carolina Tar Heels,East Tennessee State Buccaneers,2025-12-17T01:00:00Z,2025-12-17 01:00:00+00:00,,2025-12-17 01:00:00+00:00,2025-12-17 01:00:00+00:00,0.0
eastwestphantoms::northernillinois,Northern Illinois Huskies,East-West University Phantoms,2025-12-17T01:00:00Z,2025-12-17 01:00:00+00:00,,2025-12-17 01:00:00+00:00,2025-12-17 01:00:00+00:00,0.0
floridainternational::miamihurricanes,Miami Hurricanes,Florida International Panthers,2025-12-17T00:00:00Z,2025-12-17 00:00:00+00:00,,2025-12-17 00:00:00+00:00,2025-12-17 00:00:00+00:00,0.0
georgiatechyellowjackets::maristredfoxes,Georgia Tech Yellow Jackets,Marist Red Foxes,2025-12-17T00:30:00Z,2025-12-17 00:30:00+00:00,,2025-12-17 00:30:00+00:00,2025-12-17 00:30:00+00:00,0.0
highpoint::marybaldwinfightingsquirrels,High Point Panthers,Mary Baldwin Fighting Squirrels,2025-12-17T00:00:00Z,2025-12-17 00:00:00+00:00,,2025-12-17 00:00:00+00:00,2025-12-17 00:00:00+00:00,0.0
iuindianapolis::miamiohmiddletownthunderhawks,IU Indianapolis Jaguars,Miami (OH)-Middletown ThunderHawks,2025-12-16T23:30:00Z,2025-12-16 23:30:00+00:00,,2025-12-16 23:30:00+00:00,2025-12-16 23:30:00+00:00,0.0
kansas::towson,Kansas Jayhawks,Towson Tigers,2025-12-17T02:00:00Z,2025-12-17 02:00:00+00:00,,2025-12-17 02:00:00+00:00,2025-12-17 02:00:00+00:00,0.0
kansascityroos::oklahomasooners,Oklahoma Sooners,Kansas City Roos,2025-12-17T00:00:00Z,2025-12-17 00:00:00+00:00,,2025-12-17 00:00:00+00:00,2025-12-17 00:00:00+00:00,0.0
kentuckychristian::uncasheville,UNC Asheville Bulldogs,Kentucky Christian Knights,2025-12-16T23:30:00Z,2025-12-16 23:30:00+00:00,,2025-12-16 23:30:00+00:00,2025-12-16 23:30:00+00:00,0.0
lamar::utriograndevalley,Lamar Cardinals,UT Rio Grande Valley Vaqueros,2025-12-17T00:00:00Z,2025-12-17 00:00:00+00:00,,2025-12-17 00:00:00+00:00,2025-12-17 00:00:00+00:00,0.0
lemoyne::texas,Texas Longhorns,Le Moyne Dolphins,2025-12-17T01:00:00Z,2025-12-17 01:00:00+00:00,,2025-12-17 01:00:00+00:00,2025-12-17 01:00:00+00:00,0.0
libertyflames::midway,Liberty Flames,Midway University Eagles,2025-12-16T23:00:00Z,2025-12-16 23:00:00+00:00,,2025-12-16 23:00:00+00:00,2025-12-16 23:00:00+00:00,0.0
littlerocktrojans::moreheadstate,Morehead State Eagles,Little Rock Trojans,2025-12-17T00:30:00Z,2025-12-17 00:30:00+00:00,,2025-12-17 00:30:00+00:00,2025-12-17 00:30:00+00:00,0.0
longisland::mississippistate,Mississippi State Bulldogs,Long Island University Sharks,2025-12-17T00:30:00Z,2025-12-17 00:30:00+00:00,,2025-12-17 00:30:00+00:00,2025-12-17 00:30:00+00:00,0.0
louisville::tennessee,Tennessee Volunteers,Louisville Cardinals,2025-12-17T00:00:00Z,2025-12-17 00:00:00+00:00,,2025-12-17 00:00:00+00:00,2025-12-17 00:00:00+00:00,0.0
loyolamarymount::ucsandiegotritons,Loyola Marymount Lions,UC San Diego Tritons,2025-12-17T04:30:00Z,2025-12-17 04:30:00+00:00,,2025-12-17 04:30:00+00:00,2025-12-17 04:30:00+00:00,0.0
miamioh::wrightstateraiders,Wright State Raiders,Miami (OH) RedHawks,2025-12-17T00:00:00Z,2025-12-17 00:00:00+00:00,,2025-12-17 00:00:00+00:00,2025-12-17 00:00:00+00:00,0.0
michiganstate::toledorockets,Michigan State Spartans,Toledo Rockets,2025-12-16T23:30:00Z,2025-12-16 23:30:00+00:00,,2025-12-16 23:30:00+00:00,2025-12-16 23:30:00+00:00,0.0
mississippivalleystatedeltadevils::tarletonstate,Mississippi Valley State Delta Devils,Tarleton State Texans,2025-12-17T00:00:00Z,2025-12-17 00:00:00+00:00,,2025-12-17 00:00:00+00:00,2025-12-17 00:00:00+00:00,0.0
missouristate::oralrobertsgolden,Missouri State Bears,Oral Roberts Golden Eagles,2025-12-17T01:00:00Z,2025-12-17 01:00:00+00:00,,2025-12-17 01:00:00+00:00,2025-12-17 01:00:00+00:00,0.0
northcarolinaaandt::uncgreensboro,UNC Greensboro Spartans,North Carolina A&T Aggies,2025-12-17T00:00:00Z,2025-12-17 00:00:00+00:00,,2025-12-17 00:00:00+00:00,2025-12-17 00:00:00+00:00,0.0
northerncolorado::texastechredraiders,Texas Tech Red Raiders,Northern Colorado Bears,2025-12-17T01:00:00Z,2025-12-17 01:00:00+00:00,,2025-12-17 01:00:00+00:00,2025-12-17 01:00:00+00:00,0.0
northwestern::valparaisobeacons,Northwestern Wildcats,Valparaiso Beacons,2025-12-17T01:00:00Z,2025-12-17 01:00:00+00:00,,2025-12-17 01:00:00+00:00,2025-12-17 01:00:00+00:00,0.0
ohio::ohiowesleyanbattlingbishops,Ohio Bobcats,Ohio Wesleyan Battling Bishops,2025-12-17T00:00:00Z,2025-12-17 00:00:00+00:00,,2025-12-17 00:00:00+00:00,2025-12-17 00:00:00+00:00,0.0
omaha::yorkcollegenebraska,Omaha Mavericks,York College Nebraska Panthers,2025-12-17T01:00:00Z,2025-12-17 01:00:00+00:00,,2025-12-17 01:00:00+00:00,2025-12-17 01:00:00+00:00,0.0
sacredheart::umasslowellriver,UMass Lowell River Hawks,Sacred Heart Pioneers,2025-12-16T23:00:00Z,2025-12-16 23:00:00+00:00,,2025-12-16 23:00:00+00:00,2025-12-16 23:00:00+00:00,0.0
southcarolinastate::uscupstate,South Carolina State Bulldogs,South Carolina Upstate Spartans,2025-12-16T23:00:00Z,2025-12-16 23:00:00+00:00,,2025-12-16 23:00:00+00:00,2025-12-16 23:00:00+00:00,0.0
