pair_key,home_team,away_team,our_start_iso,our_start_dt,sched_commence_time,sched_start_time,sched_dt,diff_minutes
abilenechristian::arizona,Arizona Wildcats,Abilene Christian Wildcats,2025-12-17T02:00:00Z,2025-12-17 02:00:00+00:00,,2025-12-17 02:00:00+00:00,2025-12-17 02:00:00+00:00,0.0
arkansas::queensroyals,Arkansas Razorbacks,Queens University Royals,2025-12-17T02:00:00Z,2025-12-17 02:00:00+00:00,,2025-12-17 02:00:00+00:00,2025-12-17 02:00:00+00:00,0.0
belmont::evansville,Evansville Purple Aces,Belmont Bruins,2025-12-17T00:00:00Z,2025-12-17 00:00:00+00:00,,2025-12-17 00:00:00+00:00,2025-12-17 00:00:00+00:00,0.0
bowlinggreen::chicagostate,Bowling Green Falcons,Chicago State Cougars,2025-12-17T00:00:00Z,2025-12-17 00:00:00+00:00,,2025-12-17 00:00:00+00:00,2025-12-17 00:00:00+00:00,0.0
butler::connecticut,UConn Huskies,Butler Bulldogs,2025-12-17T01:30:00Z,2025-12-17 01:30:00+00:00,,2025-12-17 01:30:00+00:00,2025-12-17 01:30:00+00:00,0.0
byu::pacific,BYU Cougars,Pacific Tigers,2025-12-17T02:00:00Z,2025-12-17 02:00:00+00:00,,2025-12-17 02:00:00+00:00,2025-12-17 02:00:00+00:00,0.0
californiabaptist::southern,California Baptist Lancers,Southern Jaguars,2025-12-17T03:00:00Z,2025-12-17 03:00:00+00:00,,2025-12-17 03:00:00+00:00,2025-12-17 03:00:00+00:00,0.0
californiariverside::stantonelks,UC Riverside Highlanders,Stanton Elks,2025-12-17T03:00:00Z,2025-12-17 03:00:00+00:00,,2025-12-17 03:00:00+00:00,2025-12-17 03:00:00+00:00,0.0
calpoly::montanastate,Cal Poly Mustangs,Montana State Bobcats,2025-12-17T03:00:00Z,2025-12-17 03:00:00+00:00,,2025-12-17 03:00:00+00:00,2025-12-17 03:00:00+00:00,0.0
canisiusgolden::rhodeisland,Rhode Island Rams,Canisius Golden Griffins,2025-12-17T00:00:00Z,2025-12-17 00:00:00+00:00,,2025-12-17 00:00:00+00:00,2025-12-17 00:00:00+00:00,0.0
