date,game_id,event_id,book,market,period,selection,line,price,edge,kelly,fractional,stake,ev,q10_total,q50_total,q90_total,q10_margin,q50_margin,q90_margin
2025-12-10,401817203,af22e567917832eef1cff3a555614b69,Bovada,totals,full_game,over,141.0,-110.0,3.261551310221336,0.1087183770073778,0.5,0.8454855581700004,,,,,,,
2025-12-10,401817216,10577d0593794a50356f172aa5fcdb60,BetMGM,totals,full_game,over,140.5,-115.0,4.027862548828125,0.1342620849609375,0.5,0.8454855581700004,,,,,,,
2025-12-10,401817216,10577d0593794a50356f172aa5fcdb60,BetMGM,spreads,full_game,home,1.5,-110.0,6.095192909240723,1.0,0.5,0.8454855581700004,,,,,,,
2025-12-10,401817216,10577d0593794a50356f172aa5fcdb60,BetOnline.ag,spreads,full_game,home,1.5,-110.0,6.095192909240723,1.0,0.5,0.8454855581700004,,,,,,,
2025-12-10,401817216,10577d0593794a50356f172aa5fcdb60,BetRivers,spreads,full_game,home,1.5,-110.0,6.095192909240723,1.0,0.5,0.8454855581700004,,,,,,,
2025-12-10,401817216,10577d0593794a50356f172aa5fcdb60,BetUS,spreads,full_game,home,1.0,-110.0,5.595192909240723,1.0,0.5,0.8454855581700004,,,,,,,
2025-12-10,401817216,10577d0593794a50356f172aa5fcdb60,Bovada,spreads,full_game,home,1.0,-105.0,5.595192909240723,1.0,0.5,0.8454855581700004,,,,,,,
2025-12-10,401817216,10577d0593794a50356f172aa5fcdb60,Caesars,spreads,full_game,home,1.5,-110.0,6.095192909240723,1.0,0.5,0.8454855581700004,,,,,,,
2025-12-10,401817216,10577d0593794a50356f172aa5fcdb60,DraftKings,spreads,full_game,home,1.5,-108.0,6.095192909240723,1.0,0.5,0.8454855581700004,,,,,,,
2025-12-10,401817216,10577d0593794a50356f172aa5fcdb60,FanDuel,spreads,full_game,home,1.5,-112.0,6.095192909240723,1.0,0.5,0.8454855581700004,,,,,,,
2025-12-10,401817216,10577d0593794a50356f172aa5fcdb60,Fanatics,spreads,full_game,home,1.0,-110.0,5.595192909240723,1.0,0.5,0.8454855581700004,,,,,,,
2025-12-10,401817216,10577d0593794a50356f172aa5fcdb60,LowVig.ag,spreads,full_game,home,1.5,-106.0,6.095192909240723,1.0,0.5,0.8454855581700004,,,,,,,
2025-12-10,401817438,269b347289dd48be99dfce671a97d33a,LowVig.ag,totals,full_game,over,143.0,-108.0,5.746627807617188,0.1915542602539062,0.5,0.8454855581700004,,,,,,,
2025-12-10,401818306,ec456dfde436befec7099f2fe5ef72af,Bovada,totals,full_game,over,145.5,-110.0,0.5601043701171875,0.0186701456705729,0.5,0.263088975556659,,,,,,,
2025-12-10,401820619,7cd5d9c08464ddf6213ae4522eb74599,BetMGM,spreads,full_game,home,-9.5,-110.0,4.431253433227541,0.2332238649067126,0.5,0.8454855581700004,,,,,,,
2025-12-10,401820619,7cd5d9c08464ddf6213ae4522eb74599,BetOnline.ag,spreads,full_game,home,-9.0,-110.0,4.931253433227541,0.2739585240681967,0.5,0.8454855581700004,,,,,,,
2025-12-10,401820619,7cd5d9c08464ddf6213ae4522eb74599,BetRivers,spreads,full_game,home,-9.5,-110.0,4.431253433227541,0.2332238649067126,0.5,0.8454855581700004,,,,,,,
2025-12-10,401820619,7cd5d9c08464ddf6213ae4522eb74599,Bovada,spreads,full_game,home,-9.0,-105.0,4.931253433227541,0.2739585240681967,0.5,0.8454855581700004,,,,,,,
2025-12-10,401820619,7cd5d9c08464ddf6213ae4522eb74599,Caesars,spreads,full_game,home,-8.5,-110.0,5.431253433227541,0.3194854960722083,0.5,0.8454855581700004,,,,,,,
2025-12-10,401820619,7cd5d9c08464ddf6213ae4522eb74599,DraftKings,spreads,full_game,home,-8.5,-115.0,5.431253433227541,0.3194854960722083,0.5,0.8454855581700004,,,,,,,
2025-12-10,401820619,7cd5d9c08464ddf6213ae4522eb74599,FanDuel,spreads,full_game,home,-8.5,-120.0,5.431253433227541,0.3194854960722083,0.5,0.8454855581700004,,,,,,,
2025-12-10,401820619,7cd5d9c08464ddf6213ae4522eb74599,Fanatics,spreads,full_game,home,-9.0,-110.0,4.931253433227541,0.2739585240681967,0.5,0.8454855581700004,,,,,,,
2025-12-10,401820619,7cd5d9c08464ddf6213ae4522eb74599,LowVig.ag,spreads,full_game,home,-9.0,-106.0,4.931253433227541,0.2739585240681967,0.5,0.8454855581700004,,,,,,,
2025-12-10,401820630,3cef08dd48c28da47b1768c87bc4d3ac,LowVig.ag,totals,full_game,over,128.5,-108.0,11.54931640625,0.3849772135416666,0.5,0.8454855581700004,,,,,,,
2025-12-10,401820630,3cef08dd48c28da47b1768c87bc4d3ac,BetMGM,spreads,full_game,home,-8.5,-110.0,0.8690490722656232,0.0511205336626837,0.5,0.7203612156290407,,,,,,,
2025-12-10,401820630,3cef08dd48c28da47b1768c87bc4d3ac,BetOnline.ag,spreads,full_game,home,-8.5,-105.0,0.8690490722656232,0.0511205336626837,0.5,0.7203612156290407,,,,,,,
2025-12-10,401820630,3cef08dd48c28da47b1768c87bc4d3ac,BetRivers,spreads,full_game,home,-8.5,-113.0,0.8690490722656232,0.0511205336626837,0.5,0.7203612156290407,,,,,,,
2025-12-10,401820630,3cef08dd48c28da47b1768c87bc4d3ac,Bovada,spreads,full_game,home,-8.0,-115.0,1.3690490722656232,0.0855655670166014,0.5,0.8454855581700004,,,,,,,
2025-12-10,401820630,3cef08dd48c28da47b1768c87bc4d3ac,Caesars,spreads,full_game,home,-8.5,-110.0,0.8690490722656232,0.0511205336626837,0.5,0.7203612156290407,,,,,,,
2025-12-10,401820630,3cef08dd48c28da47b1768c87bc4d3ac,DraftKings,spreads,full_game,home,-8.5,-110.0,0.8690490722656232,0.0511205336626837,0.5,0.7203612156290407,,,,,,,
2025-12-10,401820630,3cef08dd48c28da47b1768c87bc4d3ac,FanDuel,spreads,full_game,home,-8.5,-108.0,0.8690490722656232,0.0511205336626837,0.5,0.7203612156290407,,,,,,,
2025-12-10,401820630,3cef08dd48c28da47b1768c87bc4d3ac,Fanatics,spreads,full_game,home,-8.0,-110.0,1.3690490722656232,0.0855655670166014,0.5,0.8454855581700004,,,,,,,
2025-12-10,401820630,3cef08dd48c28da47b1768c87bc4d3ac,LowVig.ag,spreads,full_game,home,-8.5,-101.0,0.8690490722656232,0.0511205336626837,0.5,0.7203612156290407,,,,,,,
2025-12-10,401823364,35a0507d3c13c24e971b6d677811a69a,BetMGM,spreads,full_game,home,-1.5,-105.0,3.3707027053833007,1.0,0.5,0.8454855581700004,,,,,,,
2025-12-10,401823364,35a0507d3c13c24e971b6d677811a69a,BetOnline.ag,spreads,full_game,home,-1.5,-110.0,3.3707027053833007,1.0,0.5,0.8454855581700004,,,,,,,
2025-12-10,401823364,35a0507d3c13c24e971b6d677811a69a,BetRivers,spreads,full_game,home,-1.5,-110.0,3.3707027053833007,1.0,0.5,0.8454855581700004,,,,,,,
2025-12-10,401823364,35a0507d3c13c24e971b6d677811a69a,BetUS,spreads,full_game,home,-1.0,-110.0,3.8707027053833007,1.0,0.5,0.8454855581700004,,,,,,,
2025-12-10,401823364,35a0507d3c13c24e971b6d677811a69a,Bovada,spreads,full_game,home,-1.5,-115.0,3.3707027053833007,1.0,0.5,0.8454855581700004,,,,,,,
2025-12-10,401823364,35a0507d3c13c24e971b6d677811a69a,Caesars,spreads,full_game,home,-1.5,-110.0,3.3707027053833007,1.0,0.5,0.8454855581700004,,,,,,,
