game_id,date,home_team,away_team,home_off_rating,away_off_rating,home_def_rating,away_def_rating,home_tempo_rating,away_tempo_rating,tempo_rating_sum
401829435,2025-12-15,Samford Bulldogs,Bryan (TN) Lions,107.0,110.0,100.0,99.0,69.0,69.0,138.0
401827134,2025-12-15,Arkansas-Pine Bluff Golden Lions,Ecclesia Royals,105.0,109.0,95.0,100.0,74.0,72.0,146.0
401826972,2025-12-15,Gardner-Webb Runnin' Bulldogs,Wofford Terriers,109.0,112.0,98.0,97.0,72.0,72.0,144.0
401825208,2025-12-15,Stetson Hatters,Rhodes Lynx,102.0,108.0,94.0,92.0,73.0,74.0,147.0
401813382,2025-12-15,VCU Rams,Niagara Purple Eagles,106.0,110.0,94.0,99.0,68.0,69.0,137.0
401808703,2025-12-15,SE Louisiana Lions,East Texas A&M Lions,101.0,102.0,95.0,98.0,69.0,71.0,140.0
401823365,2025-12-15,Western Kentucky Hilltoppers,Campbellsville Tigers,103.0,106.0,100.0,94.0,75.0,73.0,148.0
401829464,2025-12-15,North Dakota State Bison,Minnesota Crookston Golden Eagles,103.0,101.0,100.0,95.0,76.0,76.0,152.0
401829375,2025-12-15,Southern Indiana Screaming Eagles,East-West University Phantoms,105.0,110.0,98.0,99.0,69.0,69.0,138.0
401823762,2025-12-15,South Dakota State Jackrabbits,Wyoming Cowboys,100.0,104.0,100.0,96.0,67.0,68.0,135.0
401823439,2025-12-15,Alabama A&M Bulldogs,North Alabama Lions,101.0,108.0,95.0,92.0,68.0,70.0,138.0
401820475,2025-12-15,Houston Christian Huskies,McNeese Cowboys,105.0,101.0,98.0,95.0,76.0,77.0,153.0
401812256,2025-12-15,TCU Horned Frogs,Incarnate Word Cardinals,101.0,107.0,95.0,93.0,68.0,69.0,137.0
