game_id,season,date,start_time,start_time_local,start_tz_abbr,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,neutral_site,venue,start_time_iso,display_date,start_time_local_venue,start_tz_abbr_venue,game_date,game_key,game_id_odds,book,fetched_at,moneyline_home,moneyline_away,spread,total,commence_time,home_team_name,away_team_name,odds_date,odds_key
0c21b2688823c5d9e408208ac2d13d8b,2026,2026-01-28,2026-01-28 20:00:00+00:00,2026-01-28 15:00,EST,Grambling Tigers,Arkansas-Pine Bluff Golden Lions,0,0,,,,,False,Fredrick C. Hobdy Assembly Center,2026-01-28T20:00:00Z,2026-01-28,,,2026-01-28,arkansaspinebluffgolden__grambling,,BetOnline.ag,2026-01-28 14:03:58.242860+00:00,,,-4.5,147.5,2026-01-28 20:00:00+00:00,Grambling St Tigers,Arkansas-Pine Bluff Golden Lions,2026-01-28,arkansaspinebluffgolden__gramblingstate
401804902,2026,2026-01-28,2026-01-29 02:00:00+00:00,2026-01-28 21:00,EST,UTEP Miners,Louisiana Tech Bulldogs,0,0,,,,,False,Don Haskins Center,2026-01-29T02:00:00Z,2026-01-28,,,2026-01-28,louisianatech__utepminers,,,,,,,,,,,,
401804903,2026,2026-01-28,2026-01-29 01:00:00+00:00,2026-01-28 20:00,EST,Missouri State Bears,Sam Houston Bearkats,0,0,,,,,False,Great Southern Bank Arena,2026-01-29T01:00:00Z,2026-01-28,,,2026-01-28,missouristate__samhoustonbearkats,,,,,,,,,,,,
401804904,2026,2026-01-28,2026-01-29 00:00:00+00:00,2026-01-28 19:00,EST,Kennesaw State Owls,Western Kentucky Hilltoppers,0,0,,,,,False,KSU Convocation Center,2026-01-29T00:00:00Z,2026-01-28,,,2026-01-28,kennesawstate__westernkentuckyhilltoppers,,,,,,,,,,,,
401804905,2026,2026-01-28,2026-01-29 02:00:00+00:00,2026-01-28 21:00,EST,New Mexico State Aggies,Delaware Blue Hens,0,0,,,,,False,Pan American Center,2026-01-29T02:00:00Z,2026-01-28,,,2026-01-28,delawarebluehens__newmexicostate,,,,,,,,,,,,
401804906,2026,2026-01-28,2026-01-29 00:00:00+00:00,2026-01-28 19:00,EST,Florida International Panthers,Jacksonville State Gamecocks,0,0,,,,,False,Ocean Bank Convocation Center,2026-01-29T00:00:00Z,2026-01-28,,,2026-01-28,floridainternational__jacksonvillestategamecocks,,,,,,,,,,,,
401807709,2026,2026-01-28,2026-01-29 00:00:00+00:00,2026-01-28 19:00,EST,Eastern Kentucky Colonels,Austin Peay Governors,0,0,,,,,False,Baptist Health Arena,2026-01-29T00:00:00Z,2026-01-28,,,2026-01-28,austinpeay__easternkentuckycolonels,,,,,,,,,,,,
401807710,2026,2026-01-28,2026-01-29 00:00:00+00:00,2026-01-28 19:00,EST,Queens University Royals,Central Arkansas Bears,0,0,,,,,False,Curry Arena,2026-01-29T00:00:00Z,2026-01-28,,,2026-01-28,centralarkansas__queensroyals,,,,,,,,,,,,
401807711,2026,2026-01-28,2026-01-29 00:00:00+00:00,2026-01-28 19:00,EST,Bellarmine Knights,West Georgia Wolves,0,0,,,,,False,Knights Hall,2026-01-29T00:00:00Z,2026-01-28,,,2026-01-28,bellarmine__westgeorgiawolves,,,,,,,,,,,,
401808200,2026,2026-01-28,2026-01-29 00:00:00+00:00,2026-01-28 19:00,EST,Auburn Tigers,Texas Longhorns,0,0,,,,,False,Neville Arena,2026-01-29T00:00:00Z,2026-01-28,,,2026-01-28,auburn__texas,,,,,,,,,,,,
