game_id,home_team,away_team,pred_total,pred_margin,market_total
401823439,Alabama A&M Bulldogs,North Alabama Lions,136.3690643310547,-17.4630184173584,
401827134,Arkansas-Pine Bluff Golden Lions,Ecclesia Royals,138.60272216796875,-2.151019096374512,
401829435,Samford Bulldogs,Bryan (TN) Lions,143.45675659179688,5.41868257522583,
401823365,Western Kentucky Hilltoppers,Campbellsville Tigers,141.85373168945313,5.518301963806152,
401808703,SE Louisiana Lions,East Texas A&M Lions,140.77835083007812,5.889914512634277,
401829375,Southern Indiana Screaming Eagles,East-West University Phantoms,143.20103454589844,5.01988410949707,
401826972,Gardner-Webb Runnin' Bulldogs,Wofford Terriers,143.4033203125,-3.65315580368042,
401820475,Houston Christian Huskies,McNeese Cowboys,136.98240661621094,-4.19509744644165,
401812256,TCU Horned Frogs,Incarnate Word Cardinals,129.58966674804688,20.718501281738284,
401829464,North Dakota State Bison,Minnesota Crookston Golden Eagles,143.77719116210938,5.918374061584473,
401813382,VCU Rams,Niagara Purple Eagles,145.27525329589844,21.63126564025879,
401825208,Stetson Hatters,Rhodes Lynx,141.47344970703125,2.3257956504821777,
401823762,South Dakota State Jackrabbits,Wyoming Cowboys,144.35218811035156,5.848110198974609,
