game_id,season,date,start_time,start_time_local,start_tz_abbr,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,neutral_site,venue
401820712,2026,2026-01-31,2026-01-31 17:00:00+00:00,2026-01-31 12:00,EST,Virginia Tech Hokies,Duke Blue Devils,0,0,,,,,False,Cassell Coliseum
401827654,2026,2026-01-31,2026-01-31 17:00:00+00:00,2026-01-31 12:00,EST,Houston Cougars,Cincinnati Bearcats,0,0,,,,,False,Fertitta Center
401827653,2026,2026-01-31,2026-01-31 17:00:00+00:00,2026-01-31 12:00,EST,UCF Knights,Texas Tech Red Raiders,0,0,,,,,False,Addition Financial Arena
401820707,2026,2026-01-31,2026-01-31 17:00:00+00:00,2026-01-31 12:00,EST,Clemson Tigers,Pittsburgh Panthers,0,0,,,,,False,Littlejohn Coliseum
401823933,2026,2026-01-31,2026-01-31 17:00:00+00:00,2026-01-31 12:00,EST,Winthrop Eagles,UNC Asheville Bulldogs,0,0,,,,,False,Winthrop Coliseum
401822925,2026,2026-01-31,2026-01-31 17:00:00+00:00,2026-01-31 12:00,EST,Seton Hall Pirates,Marquette Golden Eagles,0,0,,,,,False,Prudential Center
401822924,2026,2026-01-31,2026-01-31 17:00:00+00:00,2026-01-31 12:00,EST,Butler Bulldogs,Georgetown Hoyas,0,0,,,,,False,Hinkle Fieldhouse
401820713,2026,2026-01-31,2026-01-31 17:00:00+00:00,2026-01-31 12:00,EST,Wake Forest Demon Deacons,NC State Wolfpack,0,0,,,,,False,LJVM Coliseum
401814546,2026,2026-01-31,2026-01-31 17:00:00+00:00,2026-01-31 12:00,EST,Toledo Rockets,Ball State Cardinals,0,0,,,,,False,Savage Arena
401812046,2026,2026-01-31,2026-01-31 17:00:00+00:00,2026-01-31 12:00,EST,William & Mary Tribe,Campbell Fighting Camels,0,0,,,,,False,Kaplan Arena
401812042,2026,2026-01-31,2026-01-31 17:00:00+00:00,2026-01-31 12:00,EST,Elon Phoenix,Stony Brook Seawolves,0,0,,,,,False,Schar Center
401809350,2026,2026-01-31,2026-01-31 17:00:00+00:00,2026-01-31 12:00,EST,The Citadel Bulldogs,UNC Greensboro Spartans,0,0,,,,,False,McAlister Field House
401830287,2026,2026-01-31,2026-01-31 18:00:00+00:00,2026-01-31 13:00,EST,Indiana State Sycamores,Valparaiso Beacons,0,0,,,,,False,Hulman Center
401824391,2026,2026-01-31,2026-01-31 18:00:00+00:00,2026-01-31 13:00,EST,Army Black Knights,Holy Cross Crusaders,0,0,,,,,False,Christl Arena
401823779,2026,2026-01-31,2026-01-31 18:00:00+00:00,2026-01-31 13:00,EST,Utah State Aggies,San Diego State Aztecs,0,0,,,,,False,Dee Glen Smith Spectrum
401822926,2026,2026-01-31,2026-01-31 18:00:00+00:00,2026-01-31 13:00,EST,Xavier Musketeers,DePaul Blue Demons,0,0,,,,,False,Cintas Center
401817647,2026,2026-01-31,2026-01-31 18:00:00+00:00,2026-01-31 13:00,EST,Purdue Fort Wayne Mastodons,Robert Morris Colonials,0,0,,,,,False,Memorial Coliseum (IN)
401812342,2026,2026-01-31,2026-01-31 18:00:00+00:00,2026-01-31 13:00,EST,Le Moyne Dolphins,Stonehill Skyhawks,0,0,,,,,False,Ted Grant Court
401812324,2026,2026-01-31,2026-01-31 18:00:00+00:00,2026-01-31 13:00,EST,Wagner Seahawks,Fairleigh Dickinson Knights,0,0,,,,,False,Spiro Sports Center
401808212,2026,2026-01-31,2026-01-31 18:00:00+00:00,2026-01-31 13:00,EST,South Carolina Gamecocks,LSU Tigers,0,0,,,,,False,Colonial Life Arena
401808209,2026,2026-01-31,2026-01-31 18:00:00+00:00,2026-01-31 13:00,EST,Georgia Bulldogs,Texas A&M Aggies,0,0,,,,,False,Stegeman Coliseum
401820705,2026,2026-01-31,2026-01-31 18:30:00+00:00,2026-01-31 13:30,EST,Boston College Eagles,Virginia Cavaliers,0,0,,,,,False,Conte Forum
401827652,2026,2026-01-31,2026-01-31 19:00:00+00:00,2026-01-31 14:00,EST,Arizona State Sun Devils,Arizona Wildcats,0,0,,,,,False,Desert Financial Arena
401820709,2026,2026-01-31,2026-01-31 19:00:00+00:00,2026-01-31 14:00,EST,Georgia Tech Yellow Jackets,North Carolina Tar Heels,0,0,,,,,False,McCamish Pavilion
401820710,2026,2026-01-31,2026-01-31 19:00:00+00:00,2026-01-31 14:00,EST,Louisville Cardinals,SMU Mustangs,0,0,,,,,False,KFC Yum! Center
401829409,2026,2026-01-31,2026-01-31 19:00:00+00:00,2026-01-31 14:00,EST,Lehigh Mountain Hawks,Colgate Raiders,0,0,,,,,False,Stabler Arena
401828675,2026,2026-01-31,2026-01-31 19:00:00+00:00,2026-01-31 14:00,EST,American University Eagles,Lafayette Leopards,0,0,,,,,False,Bender Arena
401828403,2026,2026-01-31,2026-01-31 19:00:00+00:00,2026-01-31 14:00,EST,George Washington Revolutionaries,Fordham Rams,0,0,,,,,False,Charles E. Smith Center
401825485,2026,2026-01-31,2026-01-31 19:00:00+00:00,2026-01-31 14:00,EST,Wisconsin Badgers,Ohio State Buckeyes,0,0,,,,,False,Kohl Center
401824370,2026,2026-01-31,2026-01-31 19:00:00+00:00,2026-01-31 14:00,EST,Bucknell Bison,Boston University Terriers,0,0,,,,,False,Sojka Pavilion
401823932,2026,2026-01-31,2026-01-31 19:00:00+00:00,2026-01-31 14:00,EST,Presbyterian Blue Hose,Radford Highlanders,0,0,,,,,False,Templeton Center
401820220,2026,2026-01-31,2026-01-31 19:00:00+00:00,2026-01-31 14:00,EST,Chicago State Cougars,Mercyhurst Lakers,0,0,,,,,False,Jones Convocation Center
401814551,2026,2026-01-31,2026-01-31 19:00:00+00:00,2026-01-31 14:00,EST,Buffalo Bulls,Ohio Bobcats,0,0,,,,,False,Alumni Arena
401812371,2026,2026-01-31,2026-01-31 19:00:00+00:00,2026-01-31 14:00,EST,Central Connecticut Blue Devils,Long Island University Sharks,0,0,,,,,False,Detrick Gymnasium
401812138,2026,2026-01-31,2026-01-31 19:00:00+00:00,2026-01-31 14:00,EST,UMass Lowell River Hawks,Maine Black Bears,0,0,,,,,False,Kennedy Family Athletic Complex
401812047,2026,2026-01-31,2026-01-31 19:00:00+00:00,2026-01-31 14:00,EST,Northeastern Huskies,Charleston Cougars,0,0,,,,,False,Cabot Center
401812045,2026,2026-01-31,2026-01-31 19:00:00+00:00,2026-01-31 14:00,EST,Drexel Dragons,North Carolina A&T Aggies,0,0,,,,,False,Daskalakis Athletic Center
401812044,2026,2026-01-31,2026-01-31 19:00:00+00:00,2026-01-31 14:00,EST,Towson Tigers,Hampton Pirates,0,0,,,,,False,SECU Arena
401812043,2026,2026-01-31,2026-01-31 19:00:00+00:00,2026-01-31 14:00,EST,Monmouth Hawks,Hofstra Pride,0,0,,,,,False,OceanFirst Bank Center
401809349,2026,2026-01-31,2026-01-31 19:00:00+00:00,2026-01-31 14:00,EST,Mercer Bears,VMI Keydets,0,0,,,,,False,Hawkins Arena
401808654,2026,2026-01-31,2026-01-31 19:00:00+00:00,2026-01-31 14:00,EST,Texas State Bobcats,Old Dominion Monarchs,0,0,,,,,False,Strahan Arena at the University Events Center
401808214,2026,2026-01-31,2026-01-31 19:00:00+00:00,2026-01-31 14:00,EST,Oklahoma Sooners,Texas Longhorns,0,0,,,,,False,Lloyd Noble Center
401807720,2026,2026-01-31,2026-01-31 19:00:00+00:00,2026-01-31 14:00,EST,Bellarmine Knights,Queens University Royals,0,0,,,,,False,Knights Hall
401807719,2026,2026-01-31,2026-01-31 19:00:00+00:00,2026-01-31 14:00,EST,Stetson Hatters,North Alabama Lions,0,0,,,,,False,Edmunds Center
