date,game_id,home_team,away_team,start_time_local,start_time_iso,start_tz_abbr,segment,half,start_min,end_min,mu_home_pts_seg,mu_away_pts_seg,mu_total_pts_seg,mu_margin_pts_seg,q10_home_pts_seg,q50_home_pts_seg,q90_home_pts_seg,q10_away_pts_seg,q50_away_pts_seg,q90_away_pts_seg,q10_total_pts_seg,q50_total_pts_seg,q90_total_pts_seg,q10_margin_pts_seg,q50_margin_pts_seg,q90_margin_pts_seg,mu_home_score_end,mu_away_score_end,mu_total_score_end,mu_margin_score_end,q10_home_score_end,q50_home_score_end,q90_home_score_end,q10_away_score_end,q50_away_score_end,q90_away_score_end,q10_total_score_end,q50_total_score_end,q90_total_score_end,q10_margin_score_end,q50_margin_score_end,q90_margin_score_end,mu_home_poss_seg,mu_away_poss_seg,mu_total_poss_seg,q10_total_poss_seg,q50_total_poss_seg,q90_total_poss_seg,mu_home_tov_seg,mu_away_tov_seg,mu_total_tov_seg,q10_total_tov_seg,q50_total_tov_seg,q90_total_tov_seg,mu_home_fta_seg,mu_away_fta_seg,mu_total_fta_seg,q10_total_fta_seg,q50_total_fta_seg,q90_total_fta_seg,mu_home_fga2_seg,mu_away_fga2_seg,mu_total_fga2_seg,q10_total_fga2_seg,q50_total_fga2_seg,q90_total_fga2_seg,mu_home_fga3_seg,mu_away_fga3_seg,mu_total_fga3_seg,q10_total_fga3_seg,q50_total_fga3_seg,q90_total_fga3_seg
2026-02-06,401822932,St. John's Red Storm,UConn Huskies,2026-02-06 20:00,2026-02-07T01:00:00Z,EST,6,2,25,30,6.355,6.419,12.774,-0.064,3.0,6.0,10.0,3.0,6.0,10.0,7.0,13.0,18.0,-5.0,0.0,5.0,57.80925,58.31375,114.58527464246676,-0.5045,45.0,58.0,71.0,45.0,58.0,71.0,94.4622746424668,114.4622746424668,135.4622746424668,-16.0,-1.0,15.0,6.13075,6.09925,12.23,8.0,12.0,17.0,1.07,1.06975,2.13975,0.0,2.0,4.0,1.12975,1.17525,2.305,0.0,2.0,5.0,2.82425,2.885,5.70925,3.0,5.0,9.0,1.61475,1.58075,3.1955,1.0,3.0,6.0
2026-02-06,401822932,St. John's Red Storm,UConn Huskies,2026-02-06 20:00,2026-02-07T01:00:00Z,EST,7,2,30,35,6.44975,6.4755,12.92525,-0.02575,3.0,6.0,10.0,3.0,6.0,10.0,8.0,13.0,19.0,-5.0,0.0,5.0,64.259,64.78925,128.17569199694984,-0.53025,51.0,64.0,78.0,51.0,65.0,78.0,107.12744199694988,128.12744199694984,150.12744199694984,-17.0,-1.0,15.0,6.086,6.07075,12.15675,7.0,12.0,17.0,1.0605,1.037,2.0975,0.0,2.0,4.0,1.14,1.158,2.298,0.0,2.0,5.0,2.823,2.85675,5.67975,3.0,5.0,9.0,1.60075,1.591,3.19175,1.0,3.0,6.0
2026-02-06,401822932,St. John's Red Storm,UConn Huskies,2026-02-06 20:00,2026-02-07T01:00:00Z,EST,8,2,35,40,6.447,6.50675,12.95375,-0.05975,3.0,6.0,10.0,3.0,6.0,10.0,8.0,13.0,19.0,-5.0,0.0,5.0,70.706,71.296,142.002,-0.59,57.0,70.0,85.0,57.0,71.0,86.0,120.0,142.0,165.0,-18.0,0.0,16.09999999999991,6.052,6.09775,12.14975,8.0,12.0,17.0,1.0685,1.0545,2.123,0.0,2.0,4.0,1.141,1.1535,2.2945,0.0,2.0,5.0,2.81025,2.841,5.65125,3.0,6.0,9.0,1.59375,1.567,3.16075,1.0,3.0,6.0
2026-02-06,401828413,Davidson Wildcats,Loyola Chicago Ramblers,,,,1,1,0,5,8.0285,8.021,16.0495,0.0075,4.0,8.0,12.0,4.0,8.0,12.0,10.0,16.0,22.0,-5.0,0.0,5.0,8.0285,8.021,15.127168241293727,0.0075,4.0,8.0,12.0,4.0,8.0,12.0,9.077668241293738,15.077668241293736,21.07766824129374,-5.0,0.0,5.0,8.13625,8.18025,16.3165,11.0,16.0,22.0,1.42275,1.418,2.84075,1.0,3.0,5.0,1.52175,1.5355,3.05725,1.0,3.0,6.0,3.813,3.81625,7.62925,4.0,7.0,11.0,2.1205,2.11325,4.23375,2.0,4.0,7.0
2026-02-06,401828413,Davidson Wildcats,Loyola Chicago Ramblers,,,,2,1,5,10,8.0695,8.07175,16.14125,-0.00225,4.0,8.0,12.0,4.0,8.0,12.0,10.0,16.0,22.0,-5.0,0.0,5.0,16.098,16.09275,30.75483459721792,0.00525,10.0,16.0,23.0,10.0,16.0,23.0,20.56408459721794,30.56408459721793,40.56408459721794,-8.0,0.0,8.0,8.13025,8.086,16.21625,11.0,16.0,22.0,1.39975,1.39625,2.796,1.0,3.0,5.0,1.5195,1.54,3.0595,1.0,3.0,6.0,3.76125,3.7705,7.53175,4.0,7.0,11.0,2.128,2.11175,4.23975,2.0,4.0,7.0
2026-02-06,401828413,Davidson Wildcats,Loyola Chicago Ramblers,,,,3,1,10,15,8.028,8.08525,16.11325,-0.05725,4.0,8.0,12.0,4.0,8.0,12.0,10.0,16.0,22.09999999999991,-5.0,0.0,5.0,24.126,24.178,46.735345598692646,-0.052,16.0,24.0,33.0,16.0,24.0,33.0,33.43134559869267,46.43134559869266,60.43134559869267,-10.0,0.0,10.0,8.07975,8.0675,16.14725,11.0,16.0,22.0,1.4145,1.39625,2.81075,1.0,3.0,5.0,1.542,1.53375,3.07575,1.0,3.0,6.0,3.7475,3.8355,7.583,4.0,7.0,11.0,2.14475,2.12725,4.272,2.0,4.0,7.0
2026-02-06,401828413,Davidson Wildcats,Loyola Chicago Ramblers,,,,4,1,15,20,7.986,8.02225,16.00825,-0.03625,4.0,8.0,12.0,4.0,8.0,12.0,10.0,16.0,22.0,-5.0,0.0,5.0,32.112,32.20025,64.68336192965474,-0.08825,22.0,32.0,43.0,22.0,32.0,43.0,47.37111192965477,64.37111192965476,82.37111192965477,-12.0,0.0,12.0,8.06325,8.07575,16.139,11.0,16.0,22.0,1.427,1.41075,2.83775,1.0,3.0,5.0,1.54825,1.52975,3.078,1.0,3.0,6.0,3.857,3.83175,7.68875,4.0,7.0,11.0,2.10775,2.1125,4.22025,2.0,4.0,7.0
2026-02-06,401828413,Davidson Wildcats,Loyola Chicago Ramblers,,,,5,2,20,25,8.8475,8.79275,17.64025,0.05475,5.0,9.0,13.0,5.0,9.0,13.0,11.0,17.0,24.0,-5.0,0.0,5.0,40.9595,40.993,80.5429707872296,-0.0335,30.0,41.0,52.0,31.0,41.0,52.0,63.590470787229634,79.59047078722963,98.59047078722963,-13.0,0.0,13.0,8.41925,8.3385,16.75775,11.900000000000034,17.0,22.0,1.4795,1.4375,2.917,1.0,3.0,5.0,1.58525,1.59025,3.1755,1.0,3.0,6.0,3.94125,3.962,7.90325,4.0,8.0,12.0,2.20925,2.2085,4.41775,2.0,4.0,7.0
2026-02-06,401828413,Davidson Wildcats,Loyola Chicago Ramblers,,,,6,2,25,30,8.8455,8.75275,17.59825,0.09275,5.0,9.0,13.0,5.0,8.0,13.0,11.0,17.0,24.0,-5.0,0.0,6.0,49.805,49.74575,98.01302464246676,0.05925,38.0,49.0,62.0,39.0,49.0,61.0,79.4622746424668,97.46227464246678,116.4622746424668,-15.0,0.0,15.0,8.45675,8.42425,16.881,11.0,17.0,23.0,1.48425,1.45975,2.944,1.0,3.0,5.0,1.60275,1.60375,3.2065,1.0,3.0,6.0,3.95,3.96925,7.91925,4.0,8.0,12.0,2.20975,2.20425,4.414,2.0,4.0,7.0
2026-02-06,401828413,Davidson Wildcats,Loyola Chicago Ramblers,,,,7,2,30,35,8.8395,8.731,17.5705,0.1085,5.0,9.0,13.0,5.0,9.0,13.0,11.0,17.0,24.0,-5.0,0.0,6.0,58.6445,58.47675,116.24869199694986,0.16775,46.0,58.0,71.0,46.0,58.0,71.0,97.12744199694986,116.12744199694986,136.12744199694984,-16.0,0.0,16.0,8.421,8.4295,16.8505,12.0,17.0,22.0,1.4475,1.4665,2.914,1.0,3.0,5.0,1.61525,1.557,3.17225,1.0,3.0,6.0,3.92025,3.8605,7.78075,4.0,8.0,12.0,2.2275,2.209,4.4365,2.0,4.0,7.0
2026-02-06,401828413,Davidson Wildcats,Loyola Chicago Ramblers,,,,8,2,35,40,8.83875,8.77975,17.6185,0.059,5.0,9.0,13.0,5.0,9.0,13.0,12.0,17.0,24.0,-5.0,0.0,6.0,67.48325,67.2565,134.73975,0.22675,54.0,67.0,81.0,54.0,67.0,81.0,114.0,134.0,156.0,-17.0,0.0,17.0,8.317,8.42175,16.73875,11.0,16.0,23.0,1.4505,1.48075,2.93125,1.0,3.0,5.0,1.59575,1.617,3.21275,1.0,3.0,6.0,3.86675,3.96075,7.8275,4.0,8.0,12.0,2.228,2.21125,4.43925,2.0,4.0,7.0
2026-02-06,401828414,VCU Rams,Dayton Flyers,2026-02-06 19:00,2026-02-07T00:00:00Z,EST,1,1,0,5,8.532,8.46575,16.99775,0.06625,4.0,8.0,13.0,4.0,8.0,13.0,11.0,17.0,23.09999999999991,-5.0,0.0,6.0,8.532,8.46575,16.075418241293733,0.06625,4.0,8.0,13.0,4.0,8.0,13.0,10.077668241293738,16.077668241293736,22.17766824129365,-5.0,0.0,6.0,8.40275,8.515,16.91775,11.0,17.0,23.0,1.47975,1.506,2.98575,1.0,3.0,5.0,1.60275,1.60625,3.209,1.0,3.0,6.0,3.90725,3.9325,7.83975,4.0,8.0,12.0,2.26225,2.208,4.47025,2.0,4.0,7.0
2026-02-06,401828414,VCU Rams,Dayton Flyers,2026-02-06 19:00,2026-02-07T00:00:00Z,EST,2,1,5,10,8.60275,8.63575,17.2385,-0.033,5.0,8.0,13.0,5.0,8.0,13.0,11.0,17.0,24.0,-6.0,0.0,5.0,17.13475,17.1015,32.800334597217926,0.03325,11.0,17.0,24.0,11.0,17.0,24.0,22.56408459721794,32.564084597217935,43.56408459721794,-8.0,0.0,8.0,8.4565,8.48275,16.93925,12.0,17.0,23.0,1.49625,1.4555,2.95175,1.0,3.0,5.0,1.586,1.607,3.193,1.0,3.0,6.0,3.9645,3.9515,7.916,4.0,8.0,12.0,2.22625,2.24225,4.4685,2.0,4.0,7.0
2026-02-06,401828414,VCU Rams,Dayton Flyers,2026-02-06 19:00,2026-02-07T00:00:00Z,EST,3,1,10,15,8.55125,8.4295,16.98075,0.12175,5.0,8.0,13.0,4.0,8.0,13.0,11.0,17.0,24.0,-5.0,0.0,6.0,25.686,25.531,49.64834559869265,0.155,17.0,25.0,34.0,17.0,25.0,34.0,36.431345598692666,49.43134559869266,63.43134559869267,-10.0,0.0,10.0,8.4865,8.4375,16.924,12.0,17.0,23.0,1.44275,1.466,2.90875,1.0,3.0,5.0,1.608,1.592,3.2,1.0,3.0,6.0,3.93,3.93125,7.86125,4.0,8.0,11.099999999999907,2.265,2.23225,4.49725,2.0,4.0,7.0
2026-02-06,401828414,VCU Rams,Dayton Flyers,2026-02-06 19:00,2026-02-07T00:00:00Z,EST,4,1,15,20,8.56975,8.48575,17.0555,0.084,5.0,8.0,13.0,4.0,8.0,13.0,11.0,17.0,24.0,-5.0,0.0,5.0,34.25575,34.01675,68.64361192965474,0.239,24.0,34.0,45.0,24.0,34.0,45.0,51.37111192965477,68.37111192965476,86.37111192965477,-12.0,0.0,12.0,8.455,8.3655,16.8205,12.0,17.0,23.0,1.4875,1.4685,2.956,1.0,3.0,5.0,1.61175,1.63225,3.244,1.0,3.0,6.0,3.96125,3.958,7.91925,4.0,8.0,12.0,2.17375,2.23025,4.404,2.0,4.0,7.0
2026-02-06,401828414,VCU Rams,Dayton Flyers,2026-02-06 19:00,2026-02-07T00:00:00Z,EST,5,2,20,25,9.398,9.3575,18.7555,0.0405,5.0,9.0,14.0,5.0,9.0,14.0,12.0,19.0,25.0,-6.0,0.0,6.0,43.65375,43.37425,85.61847078722963,0.2795,33.0,43.0,55.0,32.0,43.0,55.0,68.59047078722963,84.59047078722963,103.59047078722963,-13.0,0.0,14.0,8.8375,8.78225,17.61975,12.0,17.0,23.0,1.5385,1.5135,3.052,1.0,3.0,5.0,1.70375,1.72175,3.4255,1.0,3.0,6.0,4.141,4.16575,8.30675,5.0,8.0,12.0,2.3085,2.30925,4.61775,2.0,4.0,7.0
2026-02-06,401828414,VCU Rams,Dayton Flyers,2026-02-06 19:00,2026-02-07T00:00:00Z,EST,6,2,25,30,9.4525,9.337,18.7895,0.1155,5.0,9.0,14.0,5.0,9.0,14.0,12.0,18.0,26.0,-6.0,0.0,6.0,53.10625,52.71125,104.27977464246678,0.395,42.0,53.0,65.0,41.0,53.0,65.0,86.4622746424668,103.46227464246678,123.4622746424668,-14.0,0.0,15.0,8.8255,8.782,17.6075,12.0,17.0,23.0,1.54675,1.56225,3.109,1.0,3.0,5.0,1.6755,1.6685,3.344,1.0,3.0,6.0,4.1055,4.125,8.2305,5.0,8.0,12.0,2.2945,2.28775,4.58225,2.0,4.0,7.0
2026-02-06,401828414,VCU Rams,Dayton Flyers,2026-02-06 19:00,2026-02-07T00:00:00Z,EST,7,2,30,35,9.42325,9.30075,18.724,0.1225,5.0,9.0,14.0,5.0,9.0,14.0,12.0,18.0,26.0,-5.099999999999966,0.0,6.0,62.5295,62.012,123.66894199694984,0.5175,50.0,62.0,75.0,49.0,62.0,75.0,104.12744199694986,123.12744199694986,144.12744199694984,-15.0,0.0,16.0,8.77975,8.8335,17.61325,12.0,17.0,23.0,1.5565,1.5515,3.108,1.0,3.0,5.0,1.65075,1.68475,3.3355,1.0,3.0,6.0,4.121,4.11375,8.23475,5.0,8.0,12.0,2.30175,2.32,4.62175,2.0,4.0,8.0
2026-02-06,401828414,VCU Rams,Dayton Flyers,2026-02-06 19:00,2026-02-07T00:00:00Z,EST,8,2,35,40,9.5035,9.39425,18.89775,0.10925,5.0,9.0,14.0,5.0,9.0,14.0,13.0,19.0,25.0,-6.0,0.0,6.0,72.033,71.40625,143.43925,0.62675,59.0,72.0,86.0,58.0,71.0,85.0,122.0,143.0,166.0,-16.0,0.0,17.0,8.806,8.851,17.657,12.0,18.0,23.0,1.534,1.4895,3.0235,1.0,3.0,5.0,1.637,1.638,3.275,1.0,3.0,6.0,4.12425,4.1495,8.27375,5.0,8.0,12.0,2.343,2.3045,4.6475,2.0,4.0,8.0
2026-02-06,401830211,UIC Flames,Belmont Bruins,2026-02-06 21:00,2026-02-07T02:00:00Z,EST,1,1,0,5,8.462,8.412,16.874,0.05,5.0,8.0,13.0,4.0,8.0,13.0,11.0,17.0,23.0,-5.0,0.0,5.0,8.462,8.412,15.951668241293728,0.05,5.0,8.0,13.0,4.0,8.0,13.0,10.077668241293738,16.07766824129374,22.07766824129374,-5.0,0.0,5.0,8.41675,8.37775,16.7945,12.0,17.0,22.0,1.47525,1.46525,2.9405,1.0,3.0,5.0,1.6215,1.6205,3.242,1.0,3.0,6.0,3.93375,3.97025,7.904,4.0,8.0,12.0,2.21675,2.23225,4.449,2.0,4.0,7.0
2026-02-06,401830211,UIC Flames,Belmont Bruins,2026-02-06 21:00,2026-02-07T02:00:00Z,EST,2,1,5,10,8.44275,8.40425,16.847,0.0385,4.0,8.0,13.0,4.0,8.0,13.0,11.0,17.0,23.0,-5.0,0.0,5.0,16.90475,16.81625,32.28508459721792,0.0885,10.0,17.0,24.0,11.0,16.0,23.0,21.56408459721794,31.564084597217946,42.56408459721794,-8.0,0.0,8.0,8.43825,8.4445,16.88275,11.900000000000034,17.0,23.0,1.4415,1.494,2.9355,1.0,3.0,5.0,1.6155,1.639,3.2545,1.0,3.0,6.0,3.9575,3.95675,7.91425,4.0,8.0,12.0,2.2325,2.21975,4.45225,2.0,4.0,7.0
2026-02-06,401830211,UIC Flames,Belmont Bruins,2026-02-06 21:00,2026-02-07T02:00:00Z,EST,3,1,10,15,8.32825,8.38475,16.713,-0.0565,4.0,8.0,13.0,4.0,8.0,13.0,11.0,16.0,23.0,-5.0,0.0,5.0,25.233,25.201,48.86534559869264,0.032,17.0,25.0,34.0,17.0,25.0,33.09999999999991,35.431345598692666,48.43134559869267,62.43134559869267,-10.0,0.0,10.0,8.4015,8.39675,16.79825,11.0,17.0,22.0,1.4755,1.471,2.9465,1.0,3.0,5.0,1.553,1.6055,3.1585,1.0,3.0,6.0,3.963,3.85975,7.82275,4.0,8.0,11.0,2.2335,2.21925,4.45275,2.0,4.0,7.0
2026-02-06,401830211,UIC Flames,Belmont Bruins,2026-02-06 21:00,2026-02-07T02:00:00Z,EST,4,1,15,20,8.38,8.3385,16.7185,0.0415,4.0,8.0,13.0,4.0,8.0,13.0,11.0,17.0,23.0,-5.0,0.0,5.0,33.613,33.5395,67.52361192965473,0.0735,23.0,33.0,44.0,23.0,33.0,44.0,50.37111192965477,67.37111192965477,84.37111192965477,-12.0,0.0,12.0,8.4395,8.477,16.9165,12.0,17.0,23.0,1.47375,1.4275,2.90125,1.0,3.0,5.0,1.5625,1.6305,3.193,1.0,3.0,6.0,3.92825,3.9225,7.85075,4.0,8.0,12.0,2.1885,2.21,4.3985,2.0,4.0,7.0
