game_id,date,home_team,away_team,home_off_rating,away_off_rating,home_def_rating,away_def_rating,home_tempo_rating,away_tempo_rating,tempo_rating_sum
401824034,2025-12-05,Kentucky Wildcats,Gonzaga Bulldogs,106.0,109.0,94.0,100.0,72.0,72.0,144.0
401827112,2025-12-05,Bethune-Cookman Wildcats,South Carolina State Bulldogs,103.0,105.0,100.0,95.0,76.0,76.0,152.0
401826979,2025-12-05,High Point Panthers,NJIT Highlanders,105.0,105.0,95.0,95.0,69.0,69.0,138.0
401824891,2025-12-05,East Tennessee State Buccaneers,South Alabama Jaguars,100.0,110.0,96.0,99.0,77.0,76.0,153.0
401822739,2025-12-05,VCU Rams,Samford Bulldogs,106.0,107.0,94.0,93.0,69.0,70.0,139.0
401820582,2025-12-05,Iona Gaels,Quinnipiac Bobcats,100.0,101.0,96.0,95.0,69.0,69.0,138.0
401820213,2025-12-05,Lafayette Leopards,Mercyhurst Lakers,104.0,104.0,96.0,96.0,69.0,69.0,138.0
401818554,2025-12-05,Brown Bears,Bryant Bulldogs,106.0,107.0,94.0,93.0,73.0,74.0,147.0
401813380,2025-12-05,Siena Saints,Niagara Purple Eagles,105.0,110.0,95.0,99.0,69.0,68.0,137.0
401813353,2025-12-05,Saint Peter's Peacocks,Canisius Golden Griffins,110.0,107.0,97.0,93.0,69.0,69.0,138.0
401813324,2025-12-05,Marist Red Foxes,Mount St. Mary's Mountaineers,109.0,111.0,98.0,98.0,67.0,69.0,136.0
401813299,2025-12-05,Manhattan Jaspers,Fairfield Stags,101.0,105.0,99.0,95.0,72.0,73.0,145.0
401812792,2025-12-05,UConn Huskies,East Texas A&M Lions,105.0,102.0,95.0,98.0,70.0,70.0,140.0
401827756,2025-12-05,Eastern Michigan Eagles,Cleary University Cougars,101.0,101.0,95.0,99.0,73.0,74.0,147.0
401826875,2025-12-05,Drake Bulldogs,UAB Blazers,103.0,107.0,100.0,93.0,69.0,68.0,137.0
401823519,2025-12-05,VMI Keydets,Christendom Crusaders,108.0,109.0,99.0,100.0,73.0,71.0,144.0
401819847,2025-12-05,Xavier Musketeers,Cincinnati Bearcats,110.0,102.0,97.0,94.0,75.0,74.0,149.0
401808732,2025-12-05,McNeese Cowboys,Northwestern State Demons,103.0,104.0,100.0,96.0,70.0,69.0,139.0
401812254,2025-12-05,TCU Horned Frogs,Notre Dame Fighting Irish,101.0,104.0,95.0,96.0,74.0,75.0,149.0
401824113,2025-12-05,San José State Spartans,San Diego Toreros,105.0,106.0,98.0,94.0,69.0,68.0,137.0
401824092,2025-12-05,Portland Pilots,Lewis & Clark Pioneers,104.0,104.0,96.0,96.0,74.0,74.0,148.0
401831241,2025-12-05,Florida A&M Rattlers,Barber Scotia BARBER SCOTIA,105.0,100.0,98.0,100.0,73.0,72.0,145.0
