date,game_id,total_c10,total_c50,total_c90,margin_c10,margin_c50,margin_c90
2025-11-03,401812260,,,,,,
2025-11-03,401812282,,,,,,
2025-11-03,401812785,,,,,,
2025-11-03,401813756,,,,,,
2025-11-03,401817239,,,,,,
2025-11-03,401817262,,,,,,
2025-11-03,401819834,,,,,,
2025-11-03,401819882,,,,,,
2025-11-03,401820577,,,,,,
2025-11-03,401823474,,,,,,
2025-11-03,401823483,,,,,,
2025-11-03,401824031,,,,,,
2025-11-03,401824809,,,,,,
2025-11-03,401826083,,,,,,
2025-11-03,401826784,,,,,,
2025-11-03,401826885,,,,,,
2025-11-03,401826911,,,,,,
2025-11-03,401827170,,,,,,
2025-11-03,401827219,,,,,,
2025-11-04,401813286,,,,,,
2025-11-04,401813397,,,,,,
2025-11-04,401817228,,,,,,
2025-11-04,401817464,,,,,,
2025-11-04,401819813,,,,,,
2025-11-04,401819888,,,,,,
2025-11-04,401819898,,,,,,
2025-11-04,401820395,,,,,,
2025-11-04,401820806,,,,,,
2025-11-04,401822165,,,,,,
2025-11-04,401822329,,,,,,
2025-11-04,401823304,,,,,,
2025-11-04,401823321,,,,,,
2025-11-04,401823398,,,,,,
2025-11-04,401823553,,,,,,
2025-11-04,401823724,,,,,,
2025-11-04,401823857,,,,,,
2025-11-04,401824110,,,,,,
2025-11-04,401824118,,,,,,
2025-11-04,401824860,,,,,,
2025-11-04,401824884,,,,,,
2025-11-04,401824895,,,,,,
2025-11-04,401825185,,,,,,
2025-11-04,401826052,,,,,,
2025-11-04,401826705,,,,,,
2025-11-04,401826746,,,,,,
2025-11-04,401826803,,,,,,
2025-11-04,401826879,,,,,,
2025-11-04,401826895,,,,,,
2025-11-04,401826926,,,,,,
2025-11-04,401826946,,,,,,
2025-11-04,401827525,,,,,,
2025-11-04,401828553,,,,,,
2025-11-04,401829341,,,,,,
2025-11-04,401830409,,,,,,
2025-11-04,401830629,,,,,,
2025-11-05,401811102,,,,,,
2025-11-05,401812626,,,,,,
2025-11-05,401817172,,,,,,
2025-11-05,401820604,,,,,,
2025-11-05,401820822,,,,,,
2025-11-05,401822176,,,,,,
2025-11-05,401822993,,,,,,
2025-11-05,401823021,,,,,,
2025-11-05,401823036,,,,,,
2025-11-05,401823351,,,,,,
2025-11-05,401823450,,,,,,
2025-11-05,401823484,,,,,,
2025-11-05,401823499,,,,,,
2025-11-05,401824022,,,,,,
2025-11-05,401824061,,,,,,
2025-11-05,401825576,,,,,,
2025-11-05,401826086,,,,,,
2025-11-05,401826731,,,,,,
2025-11-05,401826767,,,,,,
2025-11-05,401826837,,,,,,
2025-11-05,401826937,,,,,,
2025-11-05,401826995,,,,,,
2025-11-05,401827040,,,,,,
2025-11-05,401827058,,,,,,
2025-11-05,401827172,,,,,,
2025-11-05,401827212,,,,,,
2025-11-05,401827517,,,,,,
2025-11-05,401828288,,,,,,
2025-11-05,401828719,,,,,,
2025-11-05,401829411,,,,,,
2025-11-05,401829495,,,,,,
2025-11-05,401830318,,,,,,
2025-11-05,401830341,,,,,,
2025-11-05,401830411,,,,,,
2025-11-05,401831374,,,,,,
2025-11-06,401809414,,,,,,
2025-11-06,401812250,,,,,,
2025-11-06,401812333,,,,,,
2025-11-06,401812351,,,,,,
2025-11-06,401812643,,,,,,
2025-11-06,401813253,,,,,,
2025-11-06,401813273,,,,,,
2025-11-06,401813346,,,,,,
2025-11-06,401817154,,,,,,
2025-11-06,401817183,,,,,,
2025-11-06,401817212,,,,,,
2025-11-06,401817219,,,,,,
2025-11-06,401817240,,,,,,
2025-11-06,401817453,,,,,,
2025-11-06,401819871,,,,,,
2025-11-06,401819915,,,,,,
2025-11-06,401820183,,,,,,
2025-11-06,401820541,,,,,,
2025-11-06,401820837,,,,,,
2025-11-06,401822370,,,,,,
2025-11-06,401823340,,,,,,
2025-11-06,401823399,,,,,,
2025-11-06,401823416,,,,,,
2025-11-06,401823441,,,,,,
2025-11-06,401823475,,,,,,
2025-11-06,401823522,,,,,,
2025-11-06,401823550,,,,,,
2025-11-06,401824088,,,,,,
2025-11-06,401826042,,,,,,
2025-11-06,401826738,,,,,,
2025-11-06,401826757,,,,,,
2025-11-06,401827003,,,,,,
2025-11-06,401827256,,,,,,
2025-11-06,401827484,,,,,,
2025-11-06,401827521,,,,,,
2025-11-06,401828275,,,,,,
2025-11-06,401828543,,,,,,
2025-11-06,401828913,,,,,,
2025-11-06,401829053,,,,,,
2025-11-06,401829414,,,,,,
2025-11-06,401829472,,,,,,
2025-11-06,401829497,,,,,,
2025-11-06,401829685,,,,,,
2025-11-06,401830236,,,,,,
2025-11-07,401808949,,,,,,
2025-11-07,401809074,,,,,,
2025-11-07,401812573,,,,,,
2025-11-07,401812599,,,,,,
2025-11-07,401812786,,,,,,
2025-11-07,401812917,,,,,,
2025-11-07,401813445,,,,,,
2025-11-07,401813757,,,,,,
2025-11-07,401817132,,,,,,
2025-11-07,401817164,,,,,,
2025-11-07,401817253,,,,,,
2025-11-07,401817263,,,,,,
2025-11-07,401817442,,,,,,
2025-11-07,401817487,,,,,,
2025-11-07,401817528,,,,,,
2025-11-07,401818298,,,,,,
2025-11-07,401818367,,,,,,
2025-11-07,401818547,,,,,,
2025-11-07,401819843,,,,,,
2025-11-07,401819899,,,,,,
2025-11-07,401820614,,,,,,
2025-11-07,401820797,,,,,,
2025-11-07,401822166,,,,,,
2025-11-07,401822318,,,,,,
2025-11-07,401822330,,,,,,
2025-11-07,401822366,,,,,,
2025-11-07,401822724,,,,,,
2025-11-07,401822735,,,,,,
2025-11-07,401823002,,,,,,
2025-11-07,401823009,,,,,,
2025-11-07,401823225,,,,,,
2025-11-07,401823352,,,,,,
2025-11-07,401823392,,,,,,
2025-11-07,401823426,,,,,,
2025-11-07,401823461,,,,,,
2025-11-07,401823509,,,,,,
2025-11-07,401823514,,,,,,
2025-11-07,401823531,,,,,,
2025-11-07,401823554,,,,,,
2025-11-07,401823647,,,,,,
2025-11-07,401824023,,,,,,
2025-11-07,401824055,,,,,,
2025-11-07,401824119,,,,,,
2025-11-07,401824134,,,,,,
2025-11-07,401824302,,,,,,
2025-11-07,401824357,,,,,,
2025-11-07,401824868,,,,,,
2025-11-07,401824945,,,,,,
2025-11-07,401825204,,,,,,
2025-11-07,401825382,,,,,,
2025-11-07,401825587,,,,,,
2025-11-07,401826069,,,,,,
2025-11-07,401826698,,,,,,
2025-11-07,401826706,,,,,,
2025-11-07,401826804,,,,,,
2025-11-07,401826860,,,,,,
2025-11-07,401826869,,,,,,
2025-11-07,401826892,,,,,,
2025-11-07,401826918,,,,,,
2025-11-07,401826922,,,,,,
2025-11-07,401826927,,,,,,
2025-11-07,401827273,,,,,,
2025-11-07,401827449,,,,,,
2025-11-07,401828301,,,,,,
2025-11-07,401828473,,,,,,
2025-11-07,401828492,,,,,,
2025-11-07,401828495,,,,,,
2025-11-07,401828911,,,,,,
2025-11-07,401828917,,,,,,
2025-11-07,401829277,,,,,,
2025-11-07,401829342,,,,,,
2025-11-07,401829345,,,,,,
2025-11-07,401829430,,,,,,
2025-11-07,401829448,,,,,,
2025-11-07,401829486,,,,,,
2025-11-07,401831071,,,,,,
2025-11-08,401808891,,,,,,
2025-11-08,401811966,,,,,,
2025-11-08,401812261,,,,,,
2025-11-08,401812283,,,,,,
2025-11-08,401812660,,,,,,
2025-11-08,401813347,,,,,,
2025-11-08,401813374,,,,,,
2025-11-08,401813435,,,,,,
2025-11-08,401817142,,,,,,
2025-11-08,401817173,,,,,,
2025-11-08,401817229,,,,,,
2025-11-08,401817465,,,,,,
2025-11-08,401817477,,,,,,
2025-11-08,401817518,,,,,,
2025-11-08,401819861,,,,,,
2025-11-08,401819889,,,,,,
2025-11-08,401819906,,,,,,
2025-11-08,401820210,,,,,,
2025-11-08,401820396,,,,,,
2025-11-08,401820485,,,,,,
2025-11-08,401820550,,,,,,
2025-11-08,401820596,,,,,,
2025-11-08,401820622,,,,,,
2025-11-08,401820823,,,,,,
2025-11-08,401822177,,,,,,
2025-11-08,401822309,,,,,,
2025-11-08,401822667,,,,,,
