game_id,home_team,away_team,date,start_time,reason,has_model_total,has_model_margin,has_cal_total,has_cal_margin,basis_total,basis_margin
401827278,Penn State Nittany Lions,Campbell Fighting Camels,2025-12-02,2025-12-02 23:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401820618,Bryant Bulldogs,Stonehill Skyhawks,2025-12-02,2025-12-02 23:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401826753,Western Carolina Catamounts,Virginia-Lynchburg Dragons,2025-12-02,2025-12-02 16:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401817148,Army Black Knights,George Washington Revolutionaries,2025-12-02,2025-12-02 16:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401820844,UT Martin Skyhawks,Charleston Southern Buccaneers,2025-12-02,2025-12-02 17:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401820609,Binghamton Bearcats,Lehigh Mountain Hawks,2025-12-02,2025-12-03 00:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401825392,Michigan State Spartans,Iowa Hawkeyes,2025-12-02,2025-12-03 00:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401806366,Syracuse Orange,Tennessee Volunteers,2025-12-02,2025-12-03 00:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401831072,Miami (OH) RedHawks,Indiana University East IU EAST,2025-12-02,2025-12-03 00:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401830740,Indiana State Sycamores,Eureka Red Devils,2025-12-02,2025-12-03 00:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401830631,South Alabama Jaguars,New Mexico State Aggies,2025-12-02,2025-12-03 00:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401830118,UNC Asheville Bulldogs,UNC Greensboro Spartans,2025-12-02,2025-12-03 00:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401828340,Kennesaw State Owls,Jackson State Tigers,2025-12-02,2025-12-03 00:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401826703,George Mason Patriots,Cornell Big Red,2025-12-02,2025-12-03 00:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401823489,Mercer Bears,Georgia State Panthers,2025-12-02,2025-12-03 00:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401823447,North Florida Ospreys,SIU Edwardsville Cougars,2025-12-02,2025-12-03 00:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401823345,Jacksonville Dolphins,Florida A&M Rattlers,2025-12-02,2025-12-03 00:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401820827,Butler Bulldogs,Eastern Michigan Eagles,2025-12-02,2025-12-03 00:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401820811,East Carolina Pirates,Maryland Eastern Shore Hawks,2025-12-02,2025-12-03 00:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401820801,Charlotte 49ers,North Carolina A&T Aggies,2025-12-02,2025-12-03 00:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401818303,Yale Bulldogs,SUNY-Maritime Privateers,2025-12-02,2025-12-03 00:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401817168,Rhode Island Rams,Brown Bears,2025-12-02,2025-12-03 00:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401813451,Duquesne Dukes,William & Mary Tribe,2025-12-02,2025-12-03 00:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401813440,Dayton Flyers,East Tennessee State Buccaneers,2025-12-02,2025-12-03 00:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401812289,Providence Friars,Fairleigh Dickinson Knights,2025-12-02,2025-12-03 00:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401806372,South Carolina Gamecocks,Virginia Tech Hokies,2025-12-02,2025-12-03 00:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401806370,Wake Forest Demon Deacons,Oklahoma Sooners,2025-12-02,2025-12-03 00:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401806367,Pittsburgh Panthers,Texas A&M Aggies,2025-12-02,2025-12-03 00:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401806364,Duke Blue Devils,Florida Gators,2025-12-02,2025-12-03 00:30:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401829349,Southeast Missouri State Redhawks,Saint Mary of the Woods College Pomeroys,2025-12-02,2025-12-03 00:30:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401828909,Drake Bulldogs,Western Illinois Leathernecks,2025-12-02,2025-12-03 00:30:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401826882,Wichita State Shockers,Mount Marty College Lancers,2025-12-02,2025-12-03 00:30:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401826845,Tulane Green Wave,Grambling Tigers,2025-12-02,2025-12-03 00:30:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401812359,Long Island University Sharks,Winthrop Eagles,2025-12-02,2025-12-03 00:30:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401825393,Rutgers Scarlet Knights,Purdue Boilermakers,2025-12-02,2025-12-03 01:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401828285,Tulsa Golden Hurricane,Manhattan Christian Thunder,2025-12-02,2025-12-03 01:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401828278,North Texas Mean Green,Houston Christian Huskies,2025-12-02,2025-12-03 01:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401827217,Maryland Terrapins,Wagner Seahawks,2025-12-02,2025-12-03 01:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401826861,Murray State Racers,Morehead State Eagles,2025-12-02,2025-12-03 01:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401824138,Bradley Braves,Washington State Cougars,2025-12-02,2025-12-03 01:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401823871,Arkansas State Red Wolves,UT Arlington Mavericks,2025-12-02,2025-12-03 01:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401822394,Northern Illinois Huskies,Lindenwood Lions,2025-12-02,2025-12-03 01:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401822335,Marquette Golden Eagles,Valparaiso Beacons,2025-12-02,2025-12-03 01:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401819828,Baylor Bears,Sacramento State Hornets,2025-12-02,2025-12-03 01:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401817159,Loyola Chicago Ramblers,Central Michigan Chippewas,2025-12-02,2025-12-03 01:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401813292,Oklahoma State Cowboys,Sam Houston Bearkats,2025-12-02,2025-12-03 01:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
